, PART A.  REQUESTS FOR EXPEDITED SERVICE,,,,,,,,, PART A.  REQUESTS FOR EXPEDITED SERVICE,,,,,,,PART B.  APPLICATION COMPLIANCE INFORMATION,,
,,,,,DISPOSED OF DURING THE QUARTER,,,,,,DISPOSED OF DURING THE QUARTER,,,,,,HOUSEHOLDS DISCONTINUED DUE,,
,,,,,,ENTITLED TO EXPEDITED SERVICE,,,,"ENTITLED TO ES, Cont'd",,,N0T ENTITLED,,,,TO RECIPENTS FAILURE TO,,
,,PENDING,RECEIVED,TOTAL, TOTAL,,PAFS,,,NAFS,,,,PAFS,NAFS,,COMPLETE APPLICATION PROCESS,,
,,FROM,DURING,DURING, DISPOSED,,,,,,,,TOTAL,,,PENDING,,,
COUNTY,,PRIOR,QUARTER,QUARTER,OF DURING, TOTAL,1-3 DAYS,4-5 DAYS,   OVER,1-3 DAYS,4-5 DAYS,OVER,NOT,,,END OF,TOTAL,PAFS,NAFS
,ADJ,QUARTER,,, QUARTER, ENTITLED,,,5 DAYS,,,5 DAYS,ENTITLED,,,QUARTER,,,
,,1.0,     2,     3,    4,    4a,4a(1),4a(2),4a(3),4a(1),4a(2),4a(3),4b,4b(1),4b(2),5.0,6.0,6a,6b
Statewide,-3042.0,23711.0,126598.0,150309.0,118222.0,54203.0,6439.0,708.0,3083.0,37053.0,2072.0,4848.0,64019.0,13360.0,50659.0,32087.0,3976.0,228.0,3748.0
Alameda,,0.0,2741.0,2741.0,2741.0,1666.0,198.0,5.0,29.0,1268.0,32.0,134.0,1075.0,252.0,823.0,0.0,0.0,0.0,0.0
Alpine,,0.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0
Amador,,11.0,74.0,85.0,74.0,68.0,4.0,0.0,0.0,61.0,2.0,1.0,6.0,3.0,3.0,11.0,0.0,0.0,0.0
Butte,,7.0,661.0,668.0,653.0,517.0,68.0,3.0,6.0,404.0,26.0,10.0,136.0,25.0,111.0,15.0,55.0,8.0,47.0
Calaveras,,0.0,83.0,83.0,83.0,77.0,14.0,0.0,0.0,59.0,2.0,2.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0
Colusa,,0.0,38.0,38.0,38.0,33.0,7.0,0.0,0.0,26.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,1.0
Contra Costa,,0.0,1675.0,1675.0,1675.0,567.0,206.0,2.0,4.0,345.0,3.0,7.0,1108.0,221.0,887.0,0.0,3.0,2.0,1.0
Del Norte,,1.0,143.0,144.0,144.0,118.0,23.0,1.0,2.0,89.0,2.0,1.0,26.0,6.0,20.0,0.0,0.0,0.0,0.0
El Dorado,,8.0,128.0,136.0,121.0,103.0,13.0,3.0,9.0,47.0,8.0,23.0,18.0,3.0,15.0,15.0,2.0,0.0,2.0
Fresno,,1317.0,3437.0,4754.0,3453.0,2902.0,774.0,82.0,49.0,1749.0,147.0,101.0,551.0,522.0,29.0,1301.0,0.0,0.0,0.0
Glenn,,0.0,68.0,68.0,67.0,61.0,7.0,0.0,0.0,53.0,0.0,1.0,6.0,0.0,6.0,1.0,1.0,0.0,1.0
Humboldt,,0.0,552.0,552.0,552.0,460.0,7.0,0.0,2.0,356.0,37.0,58.0,92.0,27.0,65.0,0.0,28.0,8.0,20.0
Imperial,,0.0,41.0,41.0,40.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,1.0,0.0,0.0,0.0
Inyo,,0.0,57.0,57.0,54.0,46.0,8.0,0.0,1.0,35.0,1.0,1.0,8.0,3.0,5.0,3.0,0.0,0.0,0.0
Kern ,,87.0,4610.0,4697.0,4603.0,1479.0,185.0,6.0,7.0,1232.0,23.0,26.0,3124.0,1159.0,1965.0,94.0,327.0,84.0,243.0
Kings,,13.0,543.0,556.0,548.0,287.0,49.0,3.0,4.0,203.0,14.0,14.0,261.0,88.0,173.0,8.0,48.0,11.0,37.0
Lake,,159.0,357.0,516.0,340.0,260.0,63.0,0.0,4.0,177.0,4.0,12.0,80.0,15.0,65.0,176.0,1.0,0.0,1.0
Lassen,,2.0,151.0,153.0,152.0,66.0,8.0,2.0,1.0,45.0,8.0,2.0,86.0,35.0,51.0,1.0,1.0,0.0,1.0
Los Angeles,-3012.0,12255.0,66764.0,79019.0,56963.0,25843.0,1035.0,424.0,2799.0,16628.0,1200.0,3757.0,31120.0,2637.0,28483.0,22056.0,3112.0,27.0,3085.0
Madera,,13.0,309.0,322.0,318.0,218.0,43.0,1.0,2.0,166.0,4.0,2.0,100.0,13.0,87.0,4.0,11.0,4.0,7.0
Marin,,87.0,102.0,189.0,92.0,82.0,7.0,1.0,0.0,68.0,1.0,5.0,10.0,0.0,10.0,97.0,0.0,0.0,0.0
Mariposa,,5.0,29.0,34.0,29.0,25.0,6.0,0.0,0.0,19.0,0.0,0.0,4.0,0.0,4.0,5.0,0.0,0.0,0.0
Mendocino,-5.0,0.0,287.0,287.0,280.0,256.0,39.0,1.0,0.0,208.0,3.0,5.0,24.0,6.0,18.0,7.0,1.0,0.0,1.0
Merced,,1277.0,528.0,1805.0,1801.0,211.0,62.0,0.0,0.0,149.0,0.0,0.0,1590.0,707.0,883.0,4.0,0.0,0.0,0.0
Modoc,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mono,-1.0,0.0,10.0,10.0,10.0,9.0,2.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Monterey,-8.0,17.0,712.0,729.0,722.0,310.0,54.0,0.0,0.0,252.0,2.0,2.0,412.0,32.0,380.0,7.0,3.0,0.0,3.0
Napa,,7.0,312.0,319.0,308.0,88.0,3.0,0.0,2.0,76.0,2.0,5.0,220.0,72.0,148.0,11.0,14.0,6.0,8.0
Nevada,,130.0,83.0,213.0,77.0,56.0,10.0,0.0,1.0,43.0,0.0,2.0,21.0,6.0,15.0,136.0,2.0,0.0,2.0
Orange,,24.0,591.0,615.0,590.0,522.0,53.0,0.0,0.0,465.0,1.0,3.0,68.0,22.0,46.0,25.0,0.0,0.0,0.0
Placer,,44.0,312.0,356.0,312.0,195.0,35.0,3.0,2.0,143.0,6.0,6.0,117.0,25.0,92.0,44.0,0.0,0.0,0.0
Plumas,-2.0,0.0,29.0,29.0,27.0,20.0,0.0,0.0,0.0,19.0,0.0,1.0,7.0,0.0,7.0,2.0,2.0,0.0,2.0
Riverside  a/,,13.0,4382.0,4395.0,4361.0,1576.0,226.0,93.0,6.0,1151.0,74.0,26.0,2785.0,359.0,2426.0,34.0,60.0,1.0,59.0
Sacramento,,1040.0,3273.0,4313.0,3275.0,1000.0,397.0,3.0,8.0,539.0,37.0,16.0,2275.0,1833.0,442.0,1038.0,1.0,0.0,1.0
San Benito,,0.0,75.0,75.0,75.0,67.0,25.0,0.0,1.0,40.0,0.0,1.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0
San Bernardino,,0.0,6196.0,6196.0,6196.0,4851.0,1521.0,43.0,93.0,3011.0,59.0,124.0,1345.0,582.0,763.0,0.0,75.0,36.0,39.0
San Diego,,20.0,8316.0,8336.0,8310.0,1699.0,106.0,2.0,2.0,1532.0,33.0,24.0,6611.0,3107.0,3504.0,26.0,3.0,2.0,1.0
San Francisco,,1459.0,3487.0,4946.0,3844.0,1878.0,16.0,0.0,0.0,1859.0,0.0,3.0,1966.0,0.0,1966.0,1102.0,15.0,5.0,10.0
San Joaquin,,5.0,216.0,221.0,218.0,181.0,54.0,3.0,4.0,105.0,4.0,11.0,37.0,5.0,32.0,3.0,2.0,0.0,2.0
San Luis Obispo,,3271.0,536.0,3807.0,466.0,210.0,62.0,0.0,1.0,145.0,1.0,1.0,256.0,79.0,177.0,3341.0,1.0,0.0,1.0
San Mateo,,10.0,527.0,537.0,529.0,517.0,418.0,8.0,6.0,72.0,9.0,4.0,12.0,2.0,10.0,8.0,73.0,2.0,71.0
Santa Barbara,,1.0,1290.0,1291.0,1290.0,359.0,51.0,0.0,0.0,278.0,19.0,11.0,931.0,113.0,818.0,1.0,0.0,0.0,0.0
