county,am_indian_alaskan_nat_pa,am_indian_alaskan_nat_na,am_indian_alaskan_nat_tot,tot_asian_pa,tot_asian_na,tot_asian_tot,asian_indian_pa,asian_indian_na,asian_indian_tot,cambodian_pa,cambodian_na,cambodian_tot,chinese_pa,chinese_na,chinese_tot,japanese_pa,japanese_na,japanese_tot,filipino_pa,filipino_na,filipino_tot,korean_pa,korean_na,korean_tot,laotian_pa,laotian_na,laotian_tot,vietnamese_pa,vietnamese_na,vietnamese_tot,other_asian_pa,other_asian_na,other_asian_tot,more_than_one_asian_pa,more_than_one_asian_na,more_than_one_asian_tot,black_pa,black_na,black_tot,tot_hawaiian_or_other_pa,tot_hawaiian_or_other_na,tot_hawaiian_or_other_tot,hawaiian_pa,hawaiian_na,hawaiian_tot,guamanian_pa,guamanian_na,guamanian_tot,samoan_pa,samoan_na,samoan_tot,other_pac_island_pa,other_pac_island_na,other_pac_island_tot,more_than_one_hawaiian_pac_island_pa,more_than_one_hawaiian_pac_island_na,more_than_one_hawaiian_pac_island_tot,white_pa,white_na,white_tot,two_races_am_indian_alaska_nat_white_pa,two_races_am_indian_alaska_nat_white_na,two_races_am_indian_alaska_nat_white_tot,two_races_asian_white_pa,two_races_asian_white_na,two_races_asian_white_tot,two_races_black_white_pa,two_races_black_white_na,two_races_black_white_tot,two_races_am_indian_alaska_nat_black_pa,two_races_am_indian_alaska_nat_black_na,two_races_am_indian_alaska_nat_black_tot,reported_races_not_incl_pa,reported_races_not_incl_na,reported_races_not_incl_tot,nonreporting_worker_undecided_pa,nonreporting_worker_undecided_na,nonreporting_worker_undecided_tot,total_pa,total_na,total_tot,hispanic_am_indian_alaska_nat_pa,hispanic_am_indian_alaska_nat_na,hispanic_am_indian_alaska_nat_tot,hispanic_tot_asian_pa,hispanic_tot_asian_na,hispanic_tot_asian_tot,hispanic_asian_indian_pa,hispanic_asian_indian_na,hispanic_asian_indian_tot,hispanic_cambodian_pa,hispanic_cambodian_na,hispanic_cambodian_tot,hispanic_chinese_pa,hispanic_chinese_na,hispanic_chinese_tot,hispanic_japanese_pa,hispanic_japanese_na,hispanic_japanese_tot,hispanic_filipino_pa,hispanic_filipino_na,hispanic_filipino_tot,hispanic_korean_pa,hispanic_korean_na,hispanic_korean_tot,hispanic_laotian_pa,hispanic_laotian_na,hispanic_laotian_tot,hispanic_vietnamese_pa,hispanic_vietnamese_na,hispanic_vietnamese_tot,hispanic_other_asian_pa,hispanic_other_asian_na,hispanic_other_asian_tot,hispanic_more_than_one_asian_pa,hispanic_more_than_one_asian_na,hispanic_more_than_one_asian_tot,hispanic_black_pa,hispanic_black_na,hispanic_black_tot,hispanic_tot_hawaiian_other_pac_island_pa,hispanic_tot_hawaiian_other_pac_island_na,hispanic_tot_hawaiian_other_pac_island_tot,hispanic_hawaiian_pa,hispanic_hawaiian_na,hispanic_hawaiian_tot,hispanic_guamanian_pa,hispanic_guamanian_na,hispanic_guamanian_tot,hispanic_samoan_pa,hispanic_samoan_na,hispanic_samoan_tot,hispanic_other_pac_island_pa,hispanic_other_pac_island_na,hispanic_other_pac_island_tot,hispanic_more_than_one_hawaiian_pac_island_pa,hispanic_more_than_one_hawaiian_pac_island_na,hispanic_more_than_one_hawaiian_pac_island_tot,hispanic_white_pa,hispanic_white_na,hispanic_white_tot,hispanic_two_races_am_indian_alaska_nat_white_pa,hispanic_two_races_am_indian_alaska_nat_white_na,hispanic_two_races_am_indian_alaska_nat_white_tot,hispanic_two_races_asian_white_pa,hispanic_two_races_asian_white_na,hispanic_two_races_asian_white_tot,hispanic_two_races_black_white_pa,hispanic_two_races_black_white_na,hispanic_two_races_black_white_tot,hispanic_two_races_am_indian_alaska_nat_black_pa,hispanic_two_races_am_indian_alaska_nat_black_na,hispanic_two_races_am_indian_alaska_nat_black_tot,hispanic_reported_races_not_incl_pa,hispanic_reported_races_not_incl_na,hispanic_reported_races_not_incl_tot,hispanic_nonreporting_worker_undecided_pa,hispanic_nonreporting_worker_undecided_na,hispanic_nonreporting_worker_undecided_tot,hispanic_tot_pa,hispanic_tot_na,hispanic_tot_tot,year,month,quarter,fulldate
Santa Cruz,1,2.0,3,7,8.0,9,13,14.0,15,19,20.0,21,25,26.0,27,31,32.0,33,37,38.0,39,43,44.0,45,49,50.0,51,55,56.0,57,61,62.0,63,67,68.0,69,73,74.0,75,79,80.0,81,85,86.0,87,91,92.0,93,97,98.0,99,103,104.0,105,109,110.0,111,115,116.0,117,121,122.0,123,127,128.0,129,133,134.0,135,139,140.0,141,145,146.0,147,151,152.0,153,157,158,159,4,5.0,6,10,11.0,12,16,17.0,18,22,23.0,24,28,29.0,30,34,35.0,36,40,41.0,42,46,47.0,48,52,53.0,54,58,59.0,60,64,65.0,66,70,71.0,72,76,77.0,78,82,83.0,84,88,89.0,90,94,95.0,96,100,101.0,102,106,107.0,108,112,113.0,114,118,119.0,120,124,125.0,126,130,131.0,132,136,137.0,138,142,143.0,144,148,149.0,150,154,155.0,156,160,161,162,2016,JUL,3.0,2016-07-01
California,2659,17703.0,20362,7797,104541.0,112338,649,6154.0,6803,797,5660.0,6457,723,16559.0,17282,124,1706.0,1830,1784,22935.0,24719,318,4668.0,4986,550,4994.0,5544,1350,28306.0,29656,1383,12443.0,13826,119,1116.0,1235,39917,245219.0,285136,1703,12922.0,14625,272,2294.0,2566,126,1192.0,1318,448,3205.0,3653,846,6160.0,7006,11,71.0,82,127812,848762.0,976574,1637,7319.0,8956,575,3730.0,4305,988,4846.0,5834,142,888.0,1030,51184,279984.0,331168,40567,271315.0,311882,274981,1797229,2072210,952,4926.0,5878,341,2269.0,2610,90,441.0,531,14,101.0,115,13,86.0,99,18,150.0,168,110,894.0,1004,8,54.0,62,23,184.0,207,8,74.0,82,53,242.0,295,4,43.0,47,788,3690.0,4478,155,1148.0,1303,50,303.0,353,43,335.0,378,35,306.0,341,24,187.0,211,3,17.0,20,71129,324687.0,395816,963,2705.0,3668,200,1087.0,1287,270,1254.0,1524,22,151.0,173,44619,240714.0,285333,33903,217306.0,251209,153342,799937,953279,2016,JUL,3.0,2016-07-01
Alameda,59,240.0,299,467,8008.0,8475,35,574.0,609,36,257.0,293,68,2819.0,2887,4,48.0,52,72,1247.0,1319,8,163.0,171,4,97.0,101,63,1480.0,1543,177,1323.0,1500,0,0.0,0,2418,18481.0,20899,66,536.0,602,10,77.0,87,1,25.0,26,18,112.0,130,37,322.0,359,0,0.0,0,989,12884.0,13873,0,0.0,0,0,4.0,4,0,0.0,0,0,0.0,0,2418,13579.0,15997,0,4.0,4,6417,53736,60153,0,0.0,0,1,5.0,6,0,0.0,0,0,1.0,1,0,0.0,0,0,0.0,0,0,1.0,1,0,0.0,0,1,1.0,2,0,0.0,0,0,2.0,2,0,0.0,0,1,6.0,7,3,14.0,17,2,10.0,12,1,1.0,2,0,0.0,0,0,3.0,3,0,0.0,0,22,206.0,228,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1614,8131.0,9745,0,0.0,0,1641,8362,10003,2016,JUL,3.0,2016-07-01
Alpine,0,52.0,52,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,37.0,37,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,3.0,3,0,1.0,1,0,93,93,0,1.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,3.0,3,0,1.0,1,0,5,5,2016,JUL,3.0,2016-07-01
Amador,2,45.0,47,1,12.0,13,0,2.0,2,0,0.0,0,0,3.0,3,0,2.0,2,0,2.0,2,0,1.0,1,0,2.0,2,0,0.0,0,0,0.0,0,1,0.0,1,1,13.0,14,0,3.0,3,0,1.0,1,0,2.0,2,0,0.0,0,0,0.0,0,0,0.0,0,123,1417.0,1540,7,15.0,22,1,8.0,9,0,2.0,2,0,0.0,0,8,60.0,68,5,42.0,47,148,1617,1765,1,3.0,4,0,1.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,8,53.0,61,1,2.0,3,0,0.0,0,0,0.0,0,0,0.0,0,7,51.0,58,4,23.0,27,21,133,154,2016,JUL,3.0,2016-07-01
Butte,32,346.0,378,65,679.0,744,2,24.0,26,0,6.0,6,0,17.0,17,1,8.0,9,1,59.0,60,1,7.0,8,17,181.0,198,0,20.0,20,40,300.0,340,3,57.0,60,75,598.0,673,1,42.0,43,0,15.0,15,0,8.0,8,1,13.0,14,0,5.0,5,0,1.0,1,1303,10933.0,12236,36,329.0,365,6,66.0,72,9,88.0,97,0,21.0,21,117,1303.0,1420,90,803.0,893,1734,15208,16942,8,50.0,58,0,10.0,10,0,2.0,2,0,1.0,1,0,0.0,0,0,1.0,1,0,4.0,4,0,0.0,0,0,0.0,0,0,0.0,0,0,2.0,2,0,0.0,0,3,20.0,23,1,3.0,4,0,0.0,0,0,2.0,2,1,1.0,2,0,0.0,0,0,0.0,0,69,598.0,667,2,37.0,39,2,7.0,9,1,6.0,7,0,2.0,2,99,1147.0,1246,74,417.0,491,259,2297,2556,2016,JUL,3.0,2016-07-01
Calaveras,2,59.0,61,3,27.0,30,0,4.0,4,0,0.0,0,0,2.0,2,0,4.0,4,1,10.0,11,0,1.0,1,0,2.0,2,0,2.0,2,1,2.0,3,1,0.0,1,3,20.0,23,0,8.0,8,0,4.0,4,0,1.0,1,0,0.0,0,0,2.0,2,0,1.0,1,173,2231.0,2404,4,29.0,33,0,10.0,10,1,7.0,8,0,0.0,0,13,85.0,98,9,97.0,106,208,2573,2781,1,7.0,8,1,1.0,2,0,1.0,1,0,0.0,0,0,0.0,0,0,0.0,0,1,0.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,1,0,0.0,0,10,86.0,96,0,5.0,5,0,0.0,0,0,1.0,1,0,0.0,0,12,72.0,84,7,48.0,55,31,221,252,2016,JUL,3.0,2016-07-01
Colusa,0,12.0,12,0,7.0,7,0,4.0,4,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,2.0,2,0,0.0,0,3,15.0,18,0,2.0,2,0,0.0,0,0,1.0,1,0,0.0,0,0,1.0,1,0,0.0,0,47,345.0,392,1,11.0,12,1,1.0,2,0,2.0,2,0,0.0,0,21,117.0,138,5,39.0,44,78,551,629,0,0.0,0,0,2.0,2,0,2.0,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2.0,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,20,107.0,127,1,3.0,4,0,1.0,1,0,0.0,0,0,0.0,0,21,113.0,134,2,25.0,27,44,253,297,2016,JUL,3.0,2016-07-01
Contra Costa,15,192.0,207,137,1766.0,1903,18,187.0,205,5,26.0,31,8,211.0,219,3,27.0,30,49,746.0,795,6,43.0,49,15,106.0,121,11,185.0,196,22,224.0,246,0,11.0,11,1339,8220.0,9559,44,273.0,317,4,61.0,65,2,11.0,13,6,58.0,64,32,139.0,171,0,4.0,4,795,8229.0,9024,9,71.0,80,8,61.0,69,9,74.0,83,6,26.0,32,114,913.0,1027,1721,9807.0,11528,4197,29632,33829,5,41.0,46,2,29.0,31,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,18.0,19,0,1.0,1,1,5.0,6,0,0.0,0,0,5.0,5,0,0.0,0,20,83.0,103,2,18.0,20,1,12.0,13,0,2.0,2,1,0.0,1,0,3.0,3,0,1.0,1,60,361.0,421,2,4.0,6,1,10.0,11,0,1.0,1,0,0.0,0,1,8.0,9,1719,9807.0,11526,1812,10362,12174,2016,JUL,3.0,2016-07-01
Del Norte,41,262.0,303,19,86.0,105,1,7.0,8,0,0.0,0,0,5.0,5,0,2.0,2,0,4.0,4,0,0.0,0,2,19.0,21,0,0.0,0,15,43.0,58,1,6.0,7,2,16.0,18,2,6.0,8,2,3.0,5,0,1.0,1,0,1.0,1,0,1.0,1,0,0.0,0,272,1611.0,1883,19,60.0,79,0,5.0,5,0,6.0,6,0,0.0,0,17,74.0,91,20,89.0,109,392,2215,2607,1,16.0,17,1,1.0,2,1,1.0,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,15,75.0,90,3,3.0,6,0,2.0,2,0,1.0,1,0,0.0,0,15,64.0,79,9,37.0,46,44,200,244,2016,JUL,3.0,2016-07-01
