county,am_indian_alaskan_nat_pa,am_indian_alaskan_nat_na,am_indian_alaskan_nat_tot,tot_asian_pa,tot_asian_na,tot_asian_tot,asian_indian_pa,asian_indian_na,asian_indian_tot,cambodian_pa,cambodian_na,cambodian_tot,chinese_pa,chinese_na,chinese_tot,japanese_pa,japanese_na,japanese_tot,filipino_pa,filipino_na,filipino_tot,korean_pa,korean_na,korean_tot,laotian_pa,laotian_na,laotian_tot,vietnamese_pa,vietnamese_na,vietnamese_tot,other_asian_pa,other_asian_na,other_asian_tot,more_than_one_asian_pa,more_than_one_asian_na,more_than_one_asian_tot,black_pa,black_na,black_tot,tot_hawaiian_or_other_pa,tot_hawaiian_or_other_na,tot_hawaiian_or_other_tot,hawaiian_pa,hawaiian_na,hawaiian_tot,guamanian_pa,guamanian_na,guamanian_tot,samoan_pa,samoan_na,samoan_tot,other_pac_island_pa,other_pac_island_na,other_pac_island_tot,more_than_one_hawaiian_pac_island_pa,more_than_one_hawaiian_pac_island_na,more_than_one_hawaiian_pac_island_tot,white_pa,white_na,white_tot,two_races_am_indian_alaska_nat_white_pa,two_races_am_indian_alaska_nat_white_na,two_races_am_indian_alaska_nat_white_tot,two_races_asian_white_pa,two_races_asian_white_na,two_races_asian_white_tot,two_races_black_white_pa,two_races_black_white_na,two_races_black_white_tot,two_races_am_indian_alaska_nat_black_pa,two_races_am_indian_alaska_nat_black_na,two_races_am_indian_alaska_nat_black_tot,reported_races_not_incl_pa,reported_races_not_incl_na,reported_races_not_incl_tot,nonreporting_worker_undecided_pa,nonreporting_worker_undecided_na,nonreporting_worker_undecided_tot,total_pa,total_na,total_tot,hispanic_am_indian_alaska_nat_pa,hispanic_am_indian_alaska_nat_na,hispanic_am_indian_alaska_nat_tot,hispanic_tot_asian_pa,hispanic_tot_asian_na,hispanic_tot_asian_tot,hispanic_asian_indian_pa,hispanic_asian_indian_na,hispanic_asian_indian_tot,hispanic_cambodian_pa,hispanic_cambodian_na,hispanic_cambodian_tot,hispanic_chinese_pa,hispanic_chinese_na,hispanic_chinese_tot,hispanic_japanese_pa,hispanic_japanese_na,hispanic_japanese_tot,hispanic_filipino_pa,hispanic_filipino_na,hispanic_filipino_tot,hispanic_korean_pa,hispanic_korean_na,hispanic_korean_tot,hispanic_laotian_pa,hispanic_laotian_na,hispanic_laotian_tot,hispanic_vietnamese_pa,hispanic_vietnamese_na,hispanic_vietnamese_tot,hispanic_other_asian_pa,hispanic_other_asian_na,hispanic_other_asian_tot,hispanic_more_than_one_asian_pa,hispanic_more_than_one_asian_na,hispanic_more_than_one_asian_tot,hispanic_black_pa,hispanic_black_na,hispanic_black_tot,hispanic_tot_hawaiian_other_pac_island_pa,hispanic_tot_hawaiian_other_pac_island_na,hispanic_tot_hawaiian_other_pac_island_tot,hispanic_hawaiian_pa,hispanic_hawaiian_na,hispanic_hawaiian_tot,hispanic_guamanian_pa,hispanic_guamanian_na,hispanic_guamanian_tot,hispanic_samoan_pa,hispanic_samoan_na,hispanic_samoan_tot,hispanic_other_pac_island_pa,hispanic_other_pac_island_na,hispanic_other_pac_island_tot,hispanic_more_than_one_hawaiian_pac_island_pa,hispanic_more_than_one_hawaiian_pac_island_na,hispanic_more_than_one_hawaiian_pac_island_tot,hispanic_white_pa,hispanic_white_na,hispanic_white_tot,hispanic_two_races_am_indian_alaska_nat_white_pa,hispanic_two_races_am_indian_alaska_nat_white_na,hispanic_two_races_am_indian_alaska_nat_white_tot,hispanic_two_races_asian_white_pa,hispanic_two_races_asian_white_na,hispanic_two_races_asian_white_tot,hispanic_two_races_black_white_pa,hispanic_two_races_black_white_na,hispanic_two_races_black_white_tot,hispanic_two_races_am_indian_alaska_nat_black_pa,hispanic_two_races_am_indian_alaska_nat_black_na,hispanic_two_races_am_indian_alaska_nat_black_tot,hispanic_reported_races_not_incl_pa,hispanic_reported_races_not_incl_na,hispanic_reported_races_not_incl_tot,hispanic_nonreporting_worker_undecided_pa,hispanic_nonreporting_worker_undecided_na,hispanic_nonreporting_worker_undecided_tot,hispanic_tot_pa,hispanic_tot_na,hispanic_tot_tot,year,month,quarter,fulldate
California,2078,15444.0,17522,6574,103090.0,109664,566,6208.0,6774,693,5328.0,6021,538,16368.0,16906,119,1643.0,1762,1508,23023.0,24531,276,4868.0,5144,467,4640.0,5107,962,27115.0,28077,1314,12615.0,13929,131,1282.0,1413,36809,238091.0,274900,1348,11498.0,12846,172,1791.0,1963,90,921.0,1011,379,2668.0,3047,693,6026.0,6719,14,92.0,106,89853,740516.0,830369,1022,6533.0,7555,480,3478.0,3958,970,4941.0,5911,157,919.0,1076,69653,364076.0,433729,31547,231858.0,263405,240491,1720444,1960935,631,3846.0,4477,270,2006.0,2276,70,387.0,457,15,84.0,99,11,63.0,74,12,117.0,129,98,814.0,912,4,46.0,50,24,188.0,212,6,70.0,76,28,204.0,232,2,33.0,35,694,3505.0,4199,92,723.0,815,27,252.0,279,19,141.0,160,17,127.0,144,28,194.0,222,1,9.0,10,41439,238782.0,280221,484,1927.0,2411,164,914.0,1078,249,1141.0,1390,27,89.0,116,65341,333106.0,398447,25782,176519.0,202301,135173,762558,897731,2017,JUL,3.0,2017-07-01
Alameda,49,209.0,258,378,7731.0,8109,33,563.0,596,24,222.0,246,54,2755.0,2809,3,54.0,57,51,1159.0,1210,10,161.0,171,7,80.0,87,38,1427.0,1465,158,1310.0,1468,0,0.0,0,2046,17403.0,19449,43,473.0,516,3,57.0,60,2,23.0,25,14,99.0,113,24,294.0,318,0,0.0,0,792,13260.0,14052,0,0.0,0,0,6.0,6,0,0.0,0,0,0.0,0,1809,12293.0,14102,0,0.0,0,5117,51375,56492,0,0.0,0,2,8.0,10,0,2.0,2,0,2.0,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,1.0,3,0,0.0,0,0,3.0,3,0,0.0,0,0,9.0,9,1,11.0,12,0,6.0,6,1,4.0,5,0,0.0,0,0,1.0,1,0,0.0,0,22,371.0,393,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1196,7190.0,8386,0,0.0,0,1221,7589,8810,2017,JUL,3.0,2017-07-01
Alpine,1,43.0,44,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,28.0,28,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,1,0,2.0,2,1,75,76,0,1.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,1,0,1.0,1,0,3,3,2017,JUL,3.0,2017-07-01
Amador,3,25.0,28,1,8.0,9,0,0.0,0,0,0.0,0,0,2.0,2,0,2.0,2,0,2.0,2,0,0.0,0,0,2.0,2,0,0.0,0,0,0.0,0,1,0.0,1,2,13.0,15,0,2.0,2,0,1.0,1,0,1.0,1,0,0.0,0,0,0.0,0,0,0.0,0,87,1343.0,1430,6,23.0,29,0,7.0,7,0,3.0,3,0,0.0,0,14,58.0,72,5,49.0,54,118,1531,1649,0,1.0,1,0,2.0,2,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,1,0,1.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,7,47.0,54,1,3.0,4,0,1.0,1,0,2.0,2,0,0.0,0,11,49.0,60,2,17.0,19,21,122,143,2017,JUL,3.0,2017-07-01
Butte,38,325.0,363,57,647.0,704,1,27.0,28,1,6.0,7,0,16.0,16,1,5.0,6,3,53.0,56,0,7.0,7,11,159.0,170,0,20.0,20,33,304.0,337,7,50.0,57,65,584.0,649,5,34.0,39,0,14.0,14,2,2.0,4,3,13.0,16,0,4.0,4,0,1.0,1,1106,10603.0,11709,42,325.0,367,4,73.0,77,15,75.0,90,2,16.0,18,119,1605.0,1724,80,807.0,887,1533,15094,16627,3,58.0,61,1,13.0,14,0,3.0,3,0,1.0,1,0,0.0,0,0,1.0,1,1,7.0,8,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,1,0,0.0,0,1,26.0,27,1,2.0,3,0,0.0,0,0,0.0,0,1,1.0,2,0,1.0,1,0,0.0,0,77,596.0,673,4,38.0,42,2,12.0,14,1,7.0,8,0,0.0,0,103,1427.0,1530,61,323.0,384,254,2502,2756,2017,JUL,3.0,2017-07-01
Calaveras,4,58.0,62,0,25.0,25,0,3.0,3,0,0.0,0,0,2.0,2,0,2.0,2,0,10.0,10,0,1.0,1,0,2.0,2,0,2.0,2,0,3.0,3,0,0.0,0,2,29.0,31,1,4.0,5,0,2.0,2,0,1.0,1,0,0.0,0,0,1.0,1,1,0.0,1,165,2246.0,2411,2,30.0,32,0,7.0,7,0,6.0,6,0,0.0,0,13,110.0,123,5,74.0,79,192,2589,2781,1,8.0,9,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,1,0,1.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,1,0,0.0,0,4,87.0,91,0,4.0,4,0,1.0,1,0,1.0,1,0,0.0,0,13,99.0,112,4,37.0,41,22,239,261,2017,JUL,3.0,2017-07-01
Colusa,2,7.0,9,0,7.0,7,0,2.0,2,0,0.0,0,0,1.0,1,0,0.0,0,0,1.0,1,0,0.0,0,0,1.0,1,0,0.0,0,0,2.0,2,0,0.0,0,1,13.0,14,0,2.0,2,0,0.0,0,0,1.0,1,0,0.0,0,0,1.0,1,0,0.0,0,51,352.0,403,1,10.0,11,0,3.0,3,2,0.0,2,0,0.0,0,21,150.0,171,3,61.0,64,81,605,686,0,1.0,1,0,2.0,2,0,1.0,1,0,0.0,0,0,1.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,24,92.0,116,0,4.0,4,0,1.0,1,1,0.0,1,0,0.0,0,21,146.0,167,2,32.0,34,48,279,327,2017,JUL,3.0,2017-07-01
Contra Costa,24,128.0,152,117,1639.0,1756,14,176.0,190,2,27.0,29,9,196.0,205,0,32.0,32,41,680.0,721,7,47.0,54,9,97.0,106,9,159.0,168,25,212.0,237,1,13.0,14,1123,7591.0,8714,4,103.0,107,2,63.0,65,1,23.0,24,0,4.0,4,0,8.0,8,1,5.0,6,632,7399.0,8031,5,48.0,53,4,39.0,43,7,61.0,68,8,31.0,39,153,809.0,962,1633,9562.0,11195,3710,27410,31120,8,27.0,35,1,24.0,25,0,0.0,0,0,1.0,1,0,1.0,1,0,1.0,1,1,15.0,16,0,1.0,1,0,1.0,1,0,0.0,0,0,3.0,3,0,1.0,1,12,83.0,95,0,13.0,13,0,10.0,10,0,3.0,3,0,0.0,0,0,0.0,0,0,0.0,0,3,1.0,4,0,2.0,2,0,4.0,4,0,3.0,3,3,1.0,4,115,588.0,703,1371,6823.0,8194,1513,7569,9082,2017,JUL,3.0,2017-07-01
Del Norte,39,236.0,275,26,81.0,107,1,6.0,7,0,0.0,0,0,4.0,4,0,2.0,2,3,4.0,7,0,0.0,0,6,18.0,24,0,1.0,1,15,43.0,58,1,3.0,4,5,13.0,18,0,8.0,8,0,4.0,4,0,0.0,0,0,3.0,3,0,1.0,1,0,0.0,0,243,1632.0,1875,14,69.0,83,0,5.0,5,0,4.0,4,0,0.0,0,14,69.0,83,17,87.0,104,358,2204,2562,1,13.0,14,2,0.0,2,1,0.0,1,0,0.0,0,0,0.0,0,0,0.0,0,1,0.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,1,0,2.0,2,0,0.0,0,0,0.0,0,0,2.0,2,0,0.0,0,0,0.0,0,8,79.0,87,1,4.0,5,0,1.0,1,0,0.0,0,0,0.0,0,11,52.0,63,7,28.0,35,30,180,210,2017,JUL,3.0,2017-07-01
El Dorado,7,65.0,72,6,95.0,101,2,11.0,13,0,3.0,3,0,7.0,7,0,5.0,5,4,48.0,52,0,3.0,3,0,1.0,1,0,7.0,7,0,6.0,6,0,4.0,4,10,81.0,91,1,11.0,12,1,7.0,8,0,2.0,2,0,0.0,0,0,2.0,2,0,0.0,0,385,4861.0,5246,8,66.0,74,0,28.0,28,2,13.0,15,0,0.0,0,40,377.0,417,45,709.0,754,504,6306,6810,1,9.0,10,3,5.0,8,1,1.0,2,0,1.0,1,0,0.0,0,0,0.0,0,2,2.0,4,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,1,0,0.0,0,0,3.0,3,0,1.0,1,0,0.0,0,0,1.0,1,0,0.0,0,0,0.0,0,0,0.0,0,20,196.0,216,1,6.0,7,0,2.0,2,0,4.0,4,0,0.0,0,32,306.0,338,22,221.0,243,79,753,832,2017,JUL,3.0,2017-07-01
