county,am_indian_alaskan_nat_pa,am_indian_alaskan_nat_na,am_indian_alaskan_nat_tot,tot_asian_pa,tot_asian_na,tot_asian_tot,asian_indian_pa,asian_indian_na,asian_indian_tot,cambodian_pa,cambodian_na,cambodian_tot,chinese_pa,chinese_na,chinese_tot,japanese_pa,japanese_na,japanese_tot,filipino_pa,filipino_na,filipino_tot,korean_pa,korean_na,korean_tot,laotian_pa,laotian_na,laotian_tot,vietnamese_pa,vietnamese_na,vietnamese_tot,other_asian_pa,other_asian_na,other_asian_tot,more_than_one_asian_pa,more_than_one_asian_na,more_than_one_asian_tot,black_pa,black_na,black_tot,tot_hawaiian_or_other_pa,tot_hawaiian_or_other_na,tot_hawaiian_or_other_tot,hawaiian_pa,hawaiian_na,hawaiian_tot,guamanian_pa,guamanian_na,guamanian_tot,samoan_pa,samoan_na,samoan_tot,other_pac_island_pa,other_pac_island_na,other_pac_island_tot,more_than_one_hawaiian_pac_island_pa,more_than_one_hawaiian_pac_island_na,more_than_one_hawaiian_pac_island_tot,white_pa,white_na,white_tot,two_races_am_indian_alaska_nat_white_pa,two_races_am_indian_alaska_nat_white_na,two_races_am_indian_alaska_nat_white_tot,two_races_asian_white_pa,two_races_asian_white_na,two_races_asian_white_tot,two_races_black_white_pa,two_races_black_white_na,two_races_black_white_tot,two_races_am_indian_alaska_nat_black_pa,two_races_am_indian_alaska_nat_black_na,two_races_am_indian_alaska_nat_black_tot,reported_races_not_incl_pa,reported_races_not_incl_na,reported_races_not_incl_tot,nonreporting_worker_undecided_pa,nonreporting_worker_undecided_na,nonreporting_worker_undecided_tot,total_pa,total_na,total_tot,hispanic_am_indian_alaska_nat_pa,hispanic_am_indian_alaska_nat_na,hispanic_am_indian_alaska_nat_tot,hispanic_tot_asian_pa,hispanic_tot_asian_na,hispanic_tot_asian_tot,hispanic_asian_indian_pa,hispanic_asian_indian_na,hispanic_asian_indian_tot,hispanic_cambodian_pa,hispanic_cambodian_na,hispanic_cambodian_tot,hispanic_chinese_pa,hispanic_chinese_na,hispanic_chinese_tot,hispanic_japanese_pa,hispanic_japanese_na,hispanic_japanese_tot,hispanic_filipino_pa,hispanic_filipino_na,hispanic_filipino_tot,hispanic_korean_pa,hispanic_korean_na,hispanic_korean_tot,hispanic_laotian_pa,hispanic_laotian_na,hispanic_laotian_tot,hispanic_vietnamese_pa,hispanic_vietnamese_na,hispanic_vietnamese_tot,hispanic_other_asian_pa,hispanic_other_asian_na,hispanic_other_asian_tot,hispanic_more_than_one_asian_pa,hispanic_more_than_one_asian_na,hispanic_more_than_one_asian_tot,hispanic_black_pa,hispanic_black_na,hispanic_black_tot,hispanic_tot_hawaiian_other_pac_island_pa,hispanic_tot_hawaiian_other_pac_island_na,hispanic_tot_hawaiian_other_pac_island_tot,hispanic_hawaiian_pa,hispanic_hawaiian_na,hispanic_hawaiian_tot,hispanic_guamanian_pa,hispanic_guamanian_na,hispanic_guamanian_tot,hispanic_samoan_pa,hispanic_samoan_na,hispanic_samoan_tot,hispanic_other_pac_island_pa,hispanic_other_pac_island_na,hispanic_other_pac_island_tot,hispanic_more_than_one_hawaiian_pac_island_pa,hispanic_more_than_one_hawaiian_pac_island_na,hispanic_more_than_one_hawaiian_pac_island_tot,hispanic_white_pa,hispanic_white_na,hispanic_white_tot,hispanic_two_races_am_indian_alaska_nat_white_pa,hispanic_two_races_am_indian_alaska_nat_white_na,hispanic_two_races_am_indian_alaska_nat_white_tot,hispanic_two_races_asian_white_pa,hispanic_two_races_asian_white_na,hispanic_two_races_asian_white_tot,hispanic_two_races_black_white_pa,hispanic_two_races_black_white_na,hispanic_two_races_black_white_tot,hispanic_two_races_am_indian_alaska_nat_black_pa,hispanic_two_races_am_indian_alaska_nat_black_na,hispanic_two_races_am_indian_alaska_nat_black_tot,hispanic_reported_races_not_incl_pa,hispanic_reported_races_not_incl_na,hispanic_reported_races_not_incl_tot,hispanic_nonreporting_worker_undecided_pa,hispanic_nonreporting_worker_undecided_na,hispanic_nonreporting_worker_undecided_tot,hispanic_tot_pa,hispanic_tot_na,hispanic_tot_tot,year,month,quarter,fulldate
Santa Cruz,1,2.0,3,7,8,9,13,14,15,19,20.0,21,25,26,27,31,32,33,37,38,39,43,44,45,49,50,51,55,56,57,61,62,63,67,68.0,69,73,74,75,79,80.0,81,85,86,87,91,92,93,97,98,99,103,104,105,109,110.0,111,115,116,117,121,122.0,123,127,128,129,133,134.0,135,139,140.0,141,145,146.0,147,151,152.0,153,157,158,159,4,5.0,6,10,11,12,16,17,18,22,23.0,24,28,29,30,34,35,36,40,41,42,46,47,48,52,53,54,58,59,60,64,65,66,70,71.0,72,76,77,78,82,83.0,84,88,89,90,94,95,96,100,101,102,106,107,108,112,113.0,114,118,119,120,124,125.0,126,130,131,132,136,137.0,138,142,143.0,144,148,149.0,150,154,155.0,156,160,161,162,2010,JUL,3.0,2010-07-01
California,3803,13617.0,17420,14413,60355,74768,1308,4235,5543,1879,4555.0,6434,1378,8965,10343,151,825,976,2585,10618,13203,401,2037,2438,1336,4065,5401,2980,17838,20818,2245,6691,8936,150,526.0,676,52785,191532,244317,3899,11960.0,15859,469,1572,2041,800,2661,3461,969,3341,4310,1637,4283,5920,24,103.0,127,144866,524685,669551,784,2252.0,3036,486,1196,1682,962,2874.0,3836,102,375.0,477,16482,53475.0,69957,100777,267693.0,368470,339359,1130014,1469373,1476,4497.0,5973,1027,2752,3779,580,1202,1782,125,347.0,472,22,44,66,13,54,67,89,372,461,5,25,30,85,350,435,13,68,81,71,225,296,24,65.0,89,971,2528,3499,1086,3970.0,5056,76,277,353,647,2108,2755,259,1287,1546,85,225,310,19,73.0,92,73880,216510,290390,514,1029.0,1543,314,627,941,345,627.0,972,52,135.0,187,10738,34722.0,45460,99337,261777.0,361114,189740,529174,718914,2010,JUL,3.0,2010-07-01
Alameda,64,190.0,254,1404,4167,5571,113,335,448,90,268.0,358,399,1185,1584,9,26,35,228,677,905,22,67,89,28,83,111,387,1148,1535,128,378,506,0,0.0,0,5270,15635,20905,171,508.0,679,23,68,91,5,16,21,39,116,155,104,308,412,0,0.0,0,2126,6307,8433,0,0.0,0,1,2,3,0,0.0,0,0,0.0,0,3154,9353.0,12507,0,1.0,1,12190,36163,48353,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,3154,9353.0,12507,0,0.0,0,3154,9353,12507,2010,JUL,3.0,2010-07-01
Alpine,2,43.0,45,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,23,25,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,1.0,1,0,0.0,0,4,67,71,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,1.0,1,0,0.0,0,0,1,1,2010,JUL,3.0,2010-07-01
Amador,9,25.0,34,0,11,11,0,1,1,0,0.0,0,0,3,3,0,2,2,0,2,2,0,2,2,0,0,0,0,1,1,0,0,0,0,0.0,0,3,2,5,0,8.0,8,0,4,4,0,2,2,0,0,0,0,0,0,0,2.0,2,248,919,1167,1,5.0,6,0,1,1,0,2.0,2,0,0.0,0,2,4.0,6,0,3.0,3,263,980,1243,2,2.0,4,0,1,1,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,6.0,6,0,3,3,0,1,1,0,0,0,0,0,0,0,2.0,2,28,81,109,0,0.0,0,0,1,1,0,0.0,0,0,0.0,0,2,1.0,3,0,0.0,0,32,92,124,2010,JUL,3.0,2010-07-01
Butte,42,260.0,302,148,596,744,3,66,69,2,3.0,5,0,4,4,2,5,7,2,30,32,0,6,6,81,319,400,1,12,13,49,135,184,8,16.0,24,89,370,459,8,34.0,42,3,9,12,2,3,5,1,12,13,2,10,12,0,0.0,0,1514,7724,9238,9,40.0,49,0,3,3,2,16.0,18,0,1.0,1,83,481.0,564,30,154.0,184,1925,9679,11604,4,16.0,20,1,11,12,0,6,6,1,1.0,2,0,0,0,0,0,0,0,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0,2,8,10,2,8.0,10,0,0,0,0,0,0,0,1,1,2,7,9,0,0.0,0,74,421,495,1,2.0,3,0,2,2,0,1.0,1,0,0.0,0,79,450.0,529,26,146.0,172,189,1065,1254,2010,JUL,3.0,2010-07-01
Calaveras,7,31.0,38,6,14,20,2,8,10,1,0.0,1,1,0,1,0,0,0,0,3,3,0,0,0,0,0,0,1,0,1,1,3,4,0,0.0,0,3,17,20,0,1.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,339,1447,1786,3,5.0,8,0,0,0,0,1.0,1,0,0.0,0,3,8.0,11,26,53.0,79,387,1577,1964,0,3.0,3,2,2,4,1,1,2,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,19,31,50,1,0.0,1,0,0,0,0,0.0,0,0,0.0,0,0,5.0,5,24,49.0,73,46,90,136,2010,JUL,3.0,2010-07-01
Colusa,1,14.0,15,3,10,13,2,7,9,0,0.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,2,0,0.0,0,0,12,12,1,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0,103,429,532,1,4.0,5,0,0,0,0,0.0,0,0,0.0,0,1,0.0,1,0,0.0,0,110,469,579,0,1.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,65,246,311,0,1.0,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,65,248,313,2010,JUL,3.0,2010-07-01
Contra Costa,36,143.0,179,251,930,1181,31,98,129,10,28.0,38,10,73,83,3,13,16,88,375,463,6,22,28,34,81,115,40,142,182,29,92,121,0,6.0,6,2166,6625,8791,84,180.0,264,15,39,54,3,9,12,13,27,40,49,98,147,4,7.0,11,1450,6090,7540,3,27.0,30,4,18,22,13,33.0,46,2,16.0,18,1,434.0,435,2635,5418.0,8053,6645,19914,26559,1,9.0,10,0,7,7,0,0,0,0,0.0,0,0,1,1,0,0,0,0,5,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0,9,20,29,1,2.0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,1.0,2,11,57,68,0,7.0,7,0,2,2,2,5.0,7,0,1.0,1,1,18.0,19,2611,5291.0,7902,2636,5419,8055,2010,JUL,3.0,2010-07-01
Del Norte,40,216.0,256,59,99,158,4,27,31,0,0.0,0,2,3,5,0,1,1,0,4,4,1,4,5,30,34,64,0,1,1,20,23,43,2,2.0,4,3,13,16,0,4.0,4,0,3,3,0,0,0,0,1,1,0,0,0,0,0.0,0,402,1419,1821,6,17.0,23,0,0,0,0,2.0,2,0,0.0,0,5,13.0,18,24,92.0,116,539,1875,2414,1,1.0,2,1,2,3,1,2,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,26,65,91,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,1.0,1,23,89.0,112,51,158,209,2010,JUL,3.0,2010-07-01
