county,black_pa,black_na,black_tot,hispanic_pa,hispanic_na,hispanic_tot,asian_pac_islander_pa,asian_pac_islander_na,asian_pac_islander_tot,am_indian_alaskan_nat_pa,am_indian_alaskan_nat_na,am_indian_alaskan_nat_tot,white_pa,white_na,white_tot,filipino_pa,filipino_na,filipino_tot,other_pa,other_na,other_tot,total_pa,total_na,total_tot,chinese_pa,chinese_na,chinese_tot,cambodian_pa,cambodian_na,cambodian_tot,japanese_pa,japanese_na,japanese_tot,korean_pa,korean_na,korean_tot,samoan_pa,samoan_na,samoan_tot,asian_indian_pa,asian_indian_na,asian_indian_tot,hawaiian_pa,hawaiian_na,hawaiian_tot,guamanian_pa,guamanian_na,guamanian_tot,laotian_pa,laotian_na,laotian_tot,vietnamese_pa,vietnamese_na,vietnamese_tot,asian_pac_islander_other_pa,asian_pac_islander_other_na,asian_pac_islander_other_tot,asian_pac_islander_total_pa,asian_pac_islander_total_na,asian_pac_islander_total_tot,year,month,quarter,fulldate
Siskiyou,26.0,43.0,69.0,26.0,61.0,87.0,22.0,29.0,51.0,31.0,70.0,101.0,446.0,843.0,1289.0,1.0,1.0,2.0,0.0,0.0,0.0,552.0,1047.0,1599.0,0.0,1.0,1.0,8.0,2.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,21.0,33.0,0.0,0.0,0.0,1.0,2.0,3.0,22.0,29.0,51.0,2004,JUL,3.0,2004-07-01
Solano,1686.0,951.0,2637.0,646.0,405.0,1051.0,137.0,102.0,239.0,18.0,12.0,30.0,1064.0,982.0,2046.0,100.0,157.0,257.0,0.0,0.0,0.0,3651.0,2609.0,6260.0,2.0,24.0,26.0,31.0,8.0,39.0,2.0,7.0,9.0,0.0,4.0,4.0,17.0,14.0,31.0,7.0,12.0,19.0,3.0,2.0,5.0,14.0,11.0,25.0,22.0,7.0,29.0,37.0,12.0,49.0,2.0,1.0,3.0,137.0,102.0,239.0,2004,JUL,3.0,2004-07-01
Sonoma,105.0,200.0,305.0,524.0,954.0,1478.0,73.0,92.0,165.0,87.0,81.0,168.0,956.0,2533.0,3489.0,3.0,7.0,10.0,0.0,0.0,0.0,1748.0,3867.0,5615.0,2.0,14.0,16.0,52.0,17.0,69.0,0.0,3.0,3.0,0.0,5.0,5.0,1.0,2.0,3.0,1.0,4.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,12.0,17.0,7.0,15.0,22.0,3.0,18.0,21.0,73.0,92.0,165.0,2004,JUL,3.0,2004-07-01
Stanislaus,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2004,JUL,3.0,2004-07-01
Sutter,25.0,40.0,65.0,118.0,475.0,593.0,28.0,62.0,90.0,11.0,17.0,28.0,320.0,692.0,1012.0,2.0,4.0,6.0,0.0,0.0,0.0,504.0,1290.0,1794.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,29.0,38.0,1.0,3.0,4.0,3.0,1.0,4.0,1.0,6.0,7.0,3.0,3.0,6.0,10.0,17.0,27.0,28.0,62.0,90.0,2004,JUL,3.0,2004-07-01
Tehama,7.0,9.0,16.0,73.0,313.0,386.0,3.0,3.0,6.0,24.0,31.0,55.0,586.0,949.0,1535.0,0.0,2.0,2.0,0.0,0.0,0.0,693.0,1307.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,2004,JUL,3.0,2004-07-01
Trinity,0.0,0.0,0.0,3.0,4.0,7.0,1.0,1.0,2.0,3.0,3.0,6.0,97.0,231.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,239.0,343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2004,JUL,3.0,2004-07-01
Tulare,428.0,296.0,724.0,6839.0,6252.0,13091.0,530.0,174.0,704.0,49.0,55.0,104.0,2758.0,2184.0,4942.0,46.0,47.0,93.0,78.0,64.0,142.0,10728.0,9072.0,19800.0,4.0,7.0,11.0,115.0,27.0,142.0,0.0,4.0,4.0,2.0,1.0,3.0,3.0,2.0,5.0,5.0,13.0,18.0,1.0,1.0,2.0,7.0,9.0,16.0,334.0,81.0,415.0,8.0,2.0,10.0,51.0,27.0,78.0,530.0,174.0,704.0,2004,JUL,3.0,2004-07-01
Tuolumne,1.0,7.0,8.0,23.0,29.0,52.0,2.0,5.0,7.0,11.0,18.0,29.0,346.0,625.0,971.0,2.0,2.0,4.0,0.0,0.0,0.0,385.0,686.0,1071.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,2004,JUL,3.0,2004-07-01
Ventura,170.0,266.0,436.0,2497.0,3577.0,6074.0,44.0,72.0,116.0,17.0,25.0,42.0,1141.0,1872.0,3013.0,31.0,85.0,116.0,1.0,2.0,3.0,3901.0,5899.0,9800.0,0.0,3.0,3.0,0.0,1.0,1.0,2.0,2.0,4.0,6.0,2.0,8.0,9.0,4.0,13.0,3.0,7.0,10.0,2.0,5.0,7.0,2.0,2.0,4.0,1.0,1.0,2.0,7.0,20.0,27.0,12.0,25.0,37.0,44.0,72.0,116.0,2004,JUL,3.0,2004-07-01
Yolo,103.0,102.0,205.0,671.0,507.0,1178.0,144.0,77.0,221.0,35.0,12.0,47.0,845.0,733.0,1578.0,4.0,3.0,7.0,0.0,0.0,0.0,1802.0,1434.0,3236.0,0.0,6.0,6.0,50.0,17.0,67.0,1.0,4.0,5.0,2.0,2.0,4.0,0.0,0.0,0.0,20.0,15.0,35.0,0.0,1.0,1.0,0.0,1.0,1.0,43.0,7.0,50.0,5.0,4.0,9.0,23.0,20.0,43.0,144.0,77.0,221.0,2004,JUL,3.0,2004-07-01
Yuba,44.0,68.0,112.0,131.0,285.0,416.0,110.0,185.0,295.0,16.0,32.0,48.0,727.0,1069.0,1796.0,3.0,4.0,7.0,0.0,0.0,0.0,1031.0,1643.0,2674.0,0.0,3.0,3.0,13.0,8.0,21.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,2.0,2.0,1.0,4.0,5.0,95.0,163.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,185.0,295.0,2004,JUL,3.0,2004-07-01
