county,am_indian_alaskan_nat_pa,am_indian_alaskan_nat_na,am_indian_alaskan_nat_tot,tot_asian_pa,tot_asian_na,tot_asian_tot,asian_indian_pa,asian_indian_na,asian_indian_tot,cambodian_pa,cambodian_na,cambodian_tot,chinese_pa,chinese_na,chinese_tot,japanese_pa,japanese_na,japanese_tot,filipino_pa,filipino_na,filipino_tot,korean_pa,korean_na,korean_tot,laotian_pa,laotian_na,laotian_tot,vietnamese_pa,vietnamese_na,vietnamese_tot,other_asian_pa,other_asian_na,other_asian_tot,more_than_one_asian_pa,more_than_one_asian_na,more_than_one_asian_tot,black_pa,black_na,black_tot,tot_hawaiian_or_other_pa,tot_hawaiian_or_other_na,tot_hawaiian_or_other_tot,hawaiian_pa,hawaiian_na,hawaiian_tot,guamanian_pa,guamanian_na,guamanian_tot,samoan_pa,samoan_na,samoan_tot,other_pac_island_pa,other_pac_island_na,other_pac_island_tot,more_than_one_hawaiian_pac_island_pa,more_than_one_hawaiian_pac_island_na,more_than_one_hawaiian_pac_island_tot,white_pa,white_na,white_tot,two_races_am_indian_alaska_nat_white_pa,two_races_am_indian_alaska_nat_white_na,two_races_am_indian_alaska_nat_white_tot,two_races_asian_white_pa,two_races_asian_white_na,two_races_asian_white_tot,two_races_black_white_pa,two_races_black_white_na,two_races_black_white_tot,two_races_am_indian_alaska_nat_black_pa,two_races_am_indian_alaska_nat_black_na,two_races_am_indian_alaska_nat_black_tot,reported_races_not_incl_pa,reported_races_not_incl_na,reported_races_not_incl_tot,nonreporting_worker_undecided_pa,nonreporting_worker_undecided_na,nonreporting_worker_undecided_tot,total_pa,total_na,total_tot,hispanic_am_indian_alaska_nat_pa,hispanic_am_indian_alaska_nat_na,hispanic_am_indian_alaska_nat_tot,hispanic_tot_asian_pa,hispanic_tot_asian_na,hispanic_tot_asian_tot,hispanic_asian_indian_pa,hispanic_asian_indian_na,hispanic_asian_indian_tot,hispanic_cambodian_pa,hispanic_cambodian_na,hispanic_cambodian_tot,hispanic_chinese_pa,hispanic_chinese_na,hispanic_chinese_tot,hispanic_japanese_pa,hispanic_japanese_na,hispanic_japanese_tot,hispanic_filipino_pa,hispanic_filipino_na,hispanic_filipino_tot,hispanic_korean_pa,hispanic_korean_na,hispanic_korean_tot,hispanic_laotian_pa,hispanic_laotian_na,hispanic_laotian_tot,hispanic_vietnamese_pa,hispanic_vietnamese_na,hispanic_vietnamese_tot,hispanic_other_asian_pa,hispanic_other_asian_na,hispanic_other_asian_tot,hispanic_more_than_one_asian_pa,hispanic_more_than_one_asian_na,hispanic_more_than_one_asian_tot,hispanic_black_pa,hispanic_black_na,hispanic_black_tot,hispanic_tot_hawaiian_other_pac_island_pa,hispanic_tot_hawaiian_other_pac_island_na,hispanic_tot_hawaiian_other_pac_island_tot,hispanic_hawaiian_pa,hispanic_hawaiian_na,hispanic_hawaiian_tot,hispanic_guamanian_pa,hispanic_guamanian_na,hispanic_guamanian_tot,hispanic_samoan_pa,hispanic_samoan_na,hispanic_samoan_tot,hispanic_other_pac_island_pa,hispanic_other_pac_island_na,hispanic_other_pac_island_tot,hispanic_more_than_one_hawaiian_pac_island_pa,hispanic_more_than_one_hawaiian_pac_island_na,hispanic_more_than_one_hawaiian_pac_island_tot,hispanic_white_pa,hispanic_white_na,hispanic_white_tot,hispanic_two_races_am_indian_alaska_nat_white_pa,hispanic_two_races_am_indian_alaska_nat_white_na,hispanic_two_races_am_indian_alaska_nat_white_tot,hispanic_two_races_asian_white_pa,hispanic_two_races_asian_white_na,hispanic_two_races_asian_white_tot,hispanic_two_races_black_white_pa,hispanic_two_races_black_white_na,hispanic_two_races_black_white_tot,hispanic_two_races_am_indian_alaska_nat_black_pa,hispanic_two_races_am_indian_alaska_nat_black_na,hispanic_two_races_am_indian_alaska_nat_black_tot,hispanic_reported_races_not_incl_pa,hispanic_reported_races_not_incl_na,hispanic_reported_races_not_incl_tot,hispanic_nonreporting_worker_undecided_pa,hispanic_nonreporting_worker_undecided_na,hispanic_nonreporting_worker_undecided_tot,hispanic_tot_pa,hispanic_tot_na,hispanic_tot_tot,year,month,quarter,fulldate
Santa Cruz,1,2.0,3,7,8.0,9,13,14.0,15,19,20.0,21,25,26.0,27,31,32.0,33,37,38.0,39,43,44.0,45,49,50.0,51,55,56.0,57,61,62.0,63,67,68.0,69,73,74.0,75,79,80.0,81,85,86.0,87,91,92.0,93,97,98.0,99,103,104.0,105,109,110.0,111,115,116.0,117,121,122.0,123,127,128.0,129,133,134.0,135,139,140.0,141,145,146.0,147,151,152.0,153,157,158,159,4,5.0,6,10,11.0,12,16,17.0,18,22,23.0,24,28,29.0,30,34,35.0,36,40,41.0,42,46,47.0,48,52,53.0,54,58,59.0,60,64,65.0,66,70,71.0,72,76,77.0,78,82,83.0,84,88,89.0,90,94,95.0,96,100,101.0,102,106,107.0,108,112,113.0,114,118,119.0,120,124,125.0,126,130,131.0,132,136,137.0,138,142,143.0,144,148,149.0,150,154,155.0,156,160,161,162,2013,JUL,3.0,2013-07-01
California,3952,20184.0,24136,11128,92060.0,103188,884,5179.0,6063,1290,6264.0,7554,1201,14384.0,15585,153,1402.0,1555,2325,17926.0,20251,344,3576.0,3920,996,5570.0,6566,1955,25395.0,27350,1835,11436.0,13271,145,928.0,1073,46265,251170.0,297435,3307,18136.0,21443,457,2676.0,3133,679,3396.0,4075,860,4578.0,5438,1284,7352.0,8636,27,134.0,161,139466,796835.0,936301,889,4426.0,5315,480,2411.0,2891,1128,5072.0,6200,133,781.0,914,21707,106557.0,128264,78240,330143.0,408383,306695,1627775,1934470,1818,7491.0,9309,677,3028.0,3705,246,703.0,949,81,334.0,415,18,91.0,109,15,118.0,133,107,733.0,840,11,39.0,50,85,414.0,499,11,84.0,95,74,396.0,470,29,116.0,145,988,3990.0,4978,1099,5542.0,6641,113,465.0,578,571,2548.0,3119,280,1673.0,1953,118,771.0,889,17,85.0,102,77463,351714.0,429177,529,1754.0,2283,225,884.0,1109,318,1151.0,1469,56,227.0,283,14274,71190.0,85464,76365,314820.0,391185,173812,761791,935603,2013,JUL,3.0,2013-07-01
Alameda,55,287.0,342,1227,6376.0,7603,92,478.0,570,58,299.0,357,396,2057.0,2453,9,45.0,54,216,1122.0,1338,22,116.0,138,21,111.0,132,288,1498.0,1786,125,650.0,775,0,0.0,0,3943,20481.0,24424,146,755.0,901,23,117.0,140,7,36.0,43,31,162.0,193,85,440.0,525,0,0.0,0,1987,10319.0,12306,0,0.0,0,1,3.0,4,0,0.0,0,0,0.0,0,2720,14133.0,16853,0,3.0,3,10079,52357,62436,0,3.0,3,3,10.0,13,0,2.0,2,0,4.0,4,1,0.0,1,0,0.0,0,0,0.0,0,0,0.0,0,1,1.0,2,0,0.0,0,1,3.0,4,0,0.0,0,1,7.0,8,2,16.0,18,1,15.0,16,0,0.0,0,0,0.0,0,1,1.0,2,0,0.0,0,13,72.0,85,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2720,14133.0,16853,0,0.0,0,2739,14241,16980,2013,JUL,3.0,2013-07-01
Alpine,0,57.0,57,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,3,27.0,30,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,3.0,3,4,87,91,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,3.0,3,0,3,3,2013,JUL,3.0,2013-07-01
Amador,7,40.0,47,1,6.0,7,0,1.0,1,0,0.0,0,0,2.0,2,0,0.0,0,1,1.0,2,0,2.0,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,6.0,8,0,4.0,4,0,3.0,3,0,0.0,0,0,0.0,0,0,1.0,1,0,0.0,0,139,1347.0,1486,2,19.0,21,0,1.0,1,0,4.0,4,0,0.0,0,3,11.0,14,5,87.0,92,159,1525,1684,1,2.0,3,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2.0,2,0,1.0,1,0,0.0,0,0,0.0,0,0,1.0,1,0,0.0,0,10,68.0,78,1,1.0,2,0,0.0,0,0,0.0,0,0,0.0,0,0,3.0,3,4,48.0,52,16,124,140,2013,JUL,3.0,2013-07-01
Butte,52,336.0,388,113,576.0,689,2,25.0,27,1,4.0,5,1,10.0,11,1,4.0,5,4,35.0,39,0,7.0,7,52,241.0,293,1,14.0,15,46,204.0,250,5,32.0,37,91,468.0,559,10,58.0,68,2,17.0,19,1,2.0,3,1,15.0,16,6,23.0,29,0,1.0,1,1579,9896.0,11475,13,152.0,165,1,10.0,11,10,48.0,58,0,5.0,5,11,68.0,79,160,1057.0,1217,2040,12674,14714,11,44.0,55,0,8.0,8,0,2.0,2,0,1.0,1,0,0.0,0,0,0.0,0,0,2.0,2,0,1.0,1,0,2.0,2,0,0.0,0,0,0.0,0,0,0.0,0,1,10.0,11,3,18.0,21,0,3.0,3,0,0.0,0,0,0.0,0,3,15.0,18,0,0.0,0,147,487.0,634,2,16.0,18,1,2.0,3,2,2.0,4,0,0.0,0,2,7.0,9,151,900.0,1051,320,1494,1814,2013,JUL,3.0,2013-07-01
Calaveras,4,45.0,49,3,21.0,24,0,7.0,7,1,0.0,1,0,1.0,1,0,3.0,3,0,7.0,7,0,1.0,1,0,1.0,1,0,1.0,1,2,0.0,2,0,0.0,0,4,20.0,24,1,12.0,13,0,4.0,4,0,2.0,2,0,1.0,1,1,5.0,6,0,0.0,0,238,2039.0,2277,2,16.0,18,0,0.0,0,1,3.0,4,0,0.0,0,0,17.0,17,20,129.0,149,273,2302,2575,0,4.0,4,1,3.0,4,0,2.0,2,1,0.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,4.0,5,0,0.0,0,0,0.0,0,0,0.0,0,1,4.0,5,0,0.0,0,12,73.0,85,0,2.0,2,0,0.0,0,0,0.0,0,0,0.0,0,0,4.0,4,20,116.0,136,34,206,240,2013,JUL,3.0,2013-07-01
Colusa,1,25.0,26,1,13.0,14,0,7.0,7,0,0.0,0,0,0.0,0,0,0.0,0,0,2.0,2,0,0.0,0,0,2.0,2,0,0.0,0,1,2.0,3,0,0.0,0,4,12.0,16,0,2.0,2,0,1.0,1,0,1.0,1,0,0.0,0,0,0.0,0,0,0.0,0,79,419.0,498,0,3.0,3,0,1.0,1,0,1.0,1,0,1.0,1,1,5.0,6,17,125.0,142,103,607,710,0,1.0,1,0,6.0,6,0,5.0,5,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,44,180.0,224,0,1.0,1,0,1.0,1,0,0.0,0,0,0.0,0,0,2.0,2,15,110.0,125,59,301,360,2013,JUL,3.0,2013-07-01
Contra Costa,29,238.0,267,182,1556.0,1738,17,148.0,165,4,25.0,29,4,168.0,172,2,21.0,23,67,600.0,667,4,33.0,37,22,121.0,143,16,190.0,206,45,236.0,281,1,14.0,15,1852,8373.0,10225,61,279.0,340,12,57.0,69,2,13.0,15,7,62.0,69,39,143.0,182,1,4.0,5,1154,8077.0,9231,10,54.0,64,4,35.0,39,16,47.0,63,2,27.0,29,131,579.0,710,2213,7719.0,9932,5654,26984,32638,2,13.0,15,2,8.0,10,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,6.0,7,0,0.0,0,0,2.0,2,0,0.0,0,1,0.0,1,0,0.0,0,7,19.0,26,1,4.0,5,1,1.0,2,0,0.0,0,0,1.0,1,0,0.0,0,0,2.0,2,9,69.0,78,5,8.0,13,3,8.0,11,4,3.0,7,1,4.0,5,6,34.0,40,2147,7215.0,9362,2187,7385,9572,2013,JUL,3.0,2013-07-01
Del Norte,44,278.0,322,31,95.0,126,1,3.0,4,0,0.0,0,2,3.0,5,0,5.0,5,0,4.0,4,1,3.0,4,12,25.0,37,0,1.0,1,13,48.0,61,2,3.0,5,1,10.0,11,3,7.0,10,1,5.0,6,0,0.0,0,1,0.0,1,1,2.0,3,0,0.0,0,300,1565.0,1865,6,34.0,40,0,0.0,0,1,3.0,4,0,1.0,1,2,7.0,9,33,99.0,132,421,2099,2520,1,10.0,11,0,1.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,1,0,0.0,0,0,0.0,0,1,1.0,2,0,1.0,1,0,0.0,0,0,0.0,0,1,0.0,1,0,0.0,0,16,100.0,116,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,26,72.0,98,44,184,228,2013,JUL,3.0,2013-07-01
