county,am_indian_alaskan_nat_pa,am_indian_alaskan_nat_na,am_indian_alaskan_nat_tot,tot_asian_pa,tot_asian_na,tot_asian_tot,asian_indian_pa,asian_indian_na,asian_indian_tot,cambodian_pa,cambodian_na,cambodian_tot,chinese_pa,chinese_na,chinese_tot,japanese_pa,japanese_na,japanese_tot,filipino_pa,filipino_na,filipino_tot,korean_pa,korean_na,korean_tot,laotian_pa,laotian_na,laotian_tot,vietnamese_pa,vietnamese_na,vietnamese_tot,other_asian_pa,other_asian_na,other_asian_tot,more_than_one_asian_pa,more_than_one_asian_na,more_than_one_asian_tot,black_pa,black_na,black_tot,tot_hawaiian_or_other_pa,tot_hawaiian_or_other_na,tot_hawaiian_or_other_tot,hawaiian_pa,hawaiian_na,hawaiian_tot,guamanian_pa,guamanian_na,guamanian_tot,samoan_pa,samoan_na,samoan_tot,other_pac_island_pa,other_pac_island_na,other_pac_island_tot,more_than_one_hawaiian_pac_island_pa,more_than_one_hawaiian_pac_island_na,more_than_one_hawaiian_pac_island_tot,white_pa,white_na,white_tot,two_races_am_indian_alaska_nat_white_pa,two_races_am_indian_alaska_nat_white_na,two_races_am_indian_alaska_nat_white_tot,two_races_asian_white_pa,two_races_asian_white_na,two_races_asian_white_tot,two_races_black_white_pa,two_races_black_white_na,two_races_black_white_tot,two_races_am_indian_alaska_nat_black_pa,two_races_am_indian_alaska_nat_black_na,two_races_am_indian_alaska_nat_black_tot,reported_races_not_incl_pa,reported_races_not_incl_na,reported_races_not_incl_tot,nonreporting_worker_undecided_pa,nonreporting_worker_undecided_na,nonreporting_worker_undecided_tot,total_pa,total_na,total_tot,hispanic_am_indian_alaska_nat_pa,hispanic_am_indian_alaska_nat_na,hispanic_am_indian_alaska_nat_tot,hispanic_tot_asian_pa,hispanic_tot_asian_na,hispanic_tot_asian_tot,hispanic_asian_indian_pa,hispanic_asian_indian_na,hispanic_asian_indian_tot,hispanic_cambodian_pa,hispanic_cambodian_na,hispanic_cambodian_tot,hispanic_chinese_pa,hispanic_chinese_na,hispanic_chinese_tot,hispanic_japanese_pa,hispanic_japanese_na,hispanic_japanese_tot,hispanic_filipino_pa,hispanic_filipino_na,hispanic_filipino_tot,hispanic_korean_pa,hispanic_korean_na,hispanic_korean_tot,hispanic_laotian_pa,hispanic_laotian_na,hispanic_laotian_tot,hispanic_vietnamese_pa,hispanic_vietnamese_na,hispanic_vietnamese_tot,hispanic_other_asian_pa,hispanic_other_asian_na,hispanic_other_asian_tot,hispanic_more_than_one_asian_pa,hispanic_more_than_one_asian_na,hispanic_more_than_one_asian_tot,hispanic_black_pa,hispanic_black_na,hispanic_black_tot,hispanic_tot_hawaiian_other_pac_island_pa,hispanic_tot_hawaiian_other_pac_island_na,hispanic_tot_hawaiian_other_pac_island_tot,hispanic_hawaiian_pa,hispanic_hawaiian_na,hispanic_hawaiian_tot,hispanic_guamanian_pa,hispanic_guamanian_na,hispanic_guamanian_tot,hispanic_samoan_pa,hispanic_samoan_na,hispanic_samoan_tot,hispanic_other_pac_island_pa,hispanic_other_pac_island_na,hispanic_other_pac_island_tot,hispanic_more_than_one_hawaiian_pac_island_pa,hispanic_more_than_one_hawaiian_pac_island_na,hispanic_more_than_one_hawaiian_pac_island_tot,hispanic_white_pa,hispanic_white_na,hispanic_white_tot,hispanic_two_races_am_indian_alaska_nat_white_pa,hispanic_two_races_am_indian_alaska_nat_white_na,hispanic_two_races_am_indian_alaska_nat_white_tot,hispanic_two_races_asian_white_pa,hispanic_two_races_asian_white_na,hispanic_two_races_asian_white_tot,hispanic_two_races_black_white_pa,hispanic_two_races_black_white_na,hispanic_two_races_black_white_tot,hispanic_two_races_am_indian_alaska_nat_black_pa,hispanic_two_races_am_indian_alaska_nat_black_na,hispanic_two_races_am_indian_alaska_nat_black_tot,hispanic_reported_races_not_incl_pa,hispanic_reported_races_not_incl_na,hispanic_reported_races_not_incl_tot,hispanic_nonreporting_worker_undecided_pa,hispanic_nonreporting_worker_undecided_na,hispanic_nonreporting_worker_undecided_tot,hispanic_tot_pa,hispanic_tot_na,hispanic_tot_tot,year,month,quarter,fulldate
Santa Cruz,1,2.0,3,7,8.0,9,13,14.0,15,19,20.0,21,25,26.0,27,31,32.0,33,37,38.0,39,43,44.0,45,49,50.0,51,55,56.0,57,61,62.0,63,67,68.0,69,73,74.0,75,79,80.0,81,85,86.0,87,91,92.0,93,97,98.0,99,103,104.0,105,109,110.0,111,115,116.0,117,121,122.0,123,127,128.0,129,133,134.0,135,139,140.0,141,145,146.0,147,151,152.0,153,157,158,159,4,5.0,6,10,11.0,12,16,17.0,18,22,23.0,24,28,29.0,30,34,35.0,36,40,41.0,42,46,47.0,48,52,53.0,54,58,59.0,60,64,65.0,66,70,71.0,72,76,77.0,78,82,83.0,84,88,89.0,90,94,95.0,96,100,101.0,102,106,107.0,108,112,113.0,114,118,119.0,120,124,125.0,126,130,131.0,132,136,137.0,138,142,143.0,144,148,149.0,150,154,155.0,156,160,161,162,2012,JUL,3.0,2012-07-01
California,3726,18282.0,22008,11357,83683.0,95040,925,4786.0,5711,1259,5936.0,7195,1180,13058.0,14238,162,1259.0,1421,2307,17191.0,19498,318,3233.0,3551,1094,4861.0,5955,2112,23521.0,25633,1788,8783.0,10571,212,1055.0,1267,45972,239029.0,285001,3507,17129.0,20636,458,2179.0,2637,699,3212.0,3911,843,4433.0,5276,1473,7165.0,8638,34,140.0,174,136932,734064.0,870996,903,3945.0,4848,464,2242.0,2706,1100,4498.0,5598,120,697.0,817,14475,67217.0,81692,86498,359111.0,445609,305054,1529897,1834951,1640,6685.0,8325,740,2976.0,3716,286,791.0,1077,89,342.0,431,14,90.0,104,26,89.0,115,111,636.0,747,13,35.0,48,86,399.0,485,18,93.0,111,72,389.0,461,25,112.0,137,1020,3446.0,4466,1079,5171.0,6250,135,433.0,568,566,2467.0,3033,248,1542.0,1790,106,653.0,759,24,76.0,100,74586,323977.0,398563,530,1582.0,2112,255,857.0,1112,337,1095.0,1432,51,219.0,270,7657,36244.0,43901,84654,345323.0,429977,172549,727575,900124,2012,JUL,3.0,2012-07-01
Alameda,53,252.0,305,1247,5914.0,7161,92,435.0,527,70,332.0,402,389,1846.0,2235,8,38.0,46,216,1022.0,1238,23,110.0,133,24,115.0,139,310,1471.0,1781,115,545.0,660,0,0.0,0,4331,20538.0,24869,150,715.0,865,21,99.0,120,5,26.0,31,31,148.0,179,93,442.0,535,0,0.0,0,2083,9879.0,11962,0,0.0,0,1,3.0,4,0,0.0,0,0,0.0,0,2854,13533.0,16387,0,1.0,1,10719,50835,61554,0,1.0,1,1,11.0,12,0,2.0,2,0,4.0,4,1,0.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,5.0,5,0,0.0,0,0,7.0,7,4,11.0,15,4,11.0,15,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,6,39.0,45,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2854,13533.0,16387,0,0.0,0,2865,13602,16467,2012,JUL,3.0,2012-07-01
Alpine,0,48.0,48,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,1,0,1.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,33.0,34,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,1,0,0.0,0,1,83,84,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,1,0,0.0,0,0,1,1,2012,JUL,3.0,2012-07-01
Amador,12,42.0,54,1,9.0,10,0,1.0,1,0,0.0,0,0,4.0,4,0,1.0,1,1,1.0,2,0,1.0,1,0,0.0,0,0,0.0,0,0,1.0,1,0,0.0,0,2,8.0,10,0,4.0,4,0,2.0,2,0,0.0,0,0,0.0,0,0,2.0,2,0,0.0,0,186,1343.0,1529,3,15.0,18,0,1.0,1,0,2.0,2,0,1.0,1,1,7.0,8,11,68.0,79,216,1500,1716,0,4.0,4,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,3.0,3,0,1.0,1,0,0.0,0,0,0.0,0,0,2.0,2,0,0.0,0,10,72.0,82,0,1.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,2.0,2,4,38.0,42,14,120,134,2012,JUL,3.0,2012-07-01
Butte,50,342.0,392,133,580.0,713,4,31.0,35,1,4.0,5,2,7.0,9,0,9.0,9,4,32.0,36,0,6.0,6,63,268.0,331,1,11.0,12,51,187.0,238,7,25.0,32,79,443.0,522,11,47.0,58,3,10.0,13,1,2.0,3,2,10.0,12,5,25.0,30,0,0.0,0,1659,9199.0,10858,14,129.0,143,1,6.0,7,6,34.0,40,1,4.0,5,9,57.0,66,159,1015.0,1174,2122,11856,13978,10,36.0,46,0,7.0,7,0,3.0,3,0,1.0,1,0,0.0,0,0,0.0,0,0,3.0,3,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,11.0,12,2,18.0,20,0,0.0,0,0,0.0,0,0,1.0,1,2,17.0,19,0,0.0,0,133,403.0,536,1,17.0,18,1,1.0,2,0,1.0,1,0,0.0,0,1,7.0,8,155,900.0,1055,304,1401,1705,2012,JUL,3.0,2012-07-01
Calaveras,6,42.0,48,9,14.0,23,4,2.0,6,1,0.0,1,0,0.0,0,0,2.0,2,1,6.0,7,0,2.0,2,0,1.0,1,1,0.0,1,2,0.0,2,0,1.0,1,8,12.0,20,2,6.0,8,0,2.0,2,1,1.0,2,0,0.0,0,1,3.0,4,0,0.0,0,280,1974.0,2254,4,11.0,15,0,0.0,0,0,3.0,3,0,0.0,0,1,12.0,13,22,115.0,137,332,2189,2521,1,3.0,4,3,1.0,4,2,0.0,2,1,0.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,3.0,4,0,0.0,0,0,0.0,0,0,0.0,0,1,3.0,4,0,0.0,0,17,66.0,83,0,2.0,2,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,1,22,103.0,125,44,179,223,2012,JUL,3.0,2012-07-01
Colusa,2,17.0,19,2,15.0,17,1,7.0,8,0,0.0,0,0,0.0,0,0,0.0,0,0,2.0,2,0,1.0,1,0,1.0,1,0,0.0,0,1,4.0,5,0,0.0,0,3,14.0,17,0,3.0,3,0,1.0,1,0,2.0,2,0,0.0,0,0,0.0,0,0,0.0,0,87,421.0,508,0,6.0,6,0,1.0,1,0,2.0,2,0,1.0,1,2,4.0,6,9,112.0,121,105,596,701,1,0.0,1,1,7.0,8,1,6.0,7,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,55,181.0,236,0,2.0,2,0,1.0,1,0,0.0,0,0,0.0,0,0,1.0,1,8,103.0,111,65,295,360,2012,JUL,3.0,2012-07-01
Contra Costa,27,215.0,242,218,1464.0,1682,21,142.0,163,7,26.0,33,7,142.0,149,2,24.0,26,76,557.0,633,2,37.0,39,27,118.0,145,20,186.0,206,52,212.0,264,4,20.0,24,1949,8219.0,10168,65,230.0,295,10,59.0,69,5,8.0,13,9,39.0,48,40,115.0,155,1,9.0,10,1271,8267.0,9538,16,62.0,78,8,52.0,60,18,98.0,116,2,43.0,45,105,309.0,414,2405,7857.0,10262,6084,26816,32900,2,22.0,24,4,18.0,22,0,0.0,0,0,0.0,0,0,2.0,2,0,0.0,0,2,10.0,12,0,0.0,0,0,3.0,3,0,0.0,0,1,0.0,1,1,3.0,4,13,30.0,43,0,5.0,5,0,3.0,3,0,0.0,0,0,0.0,0,0,0.0,0,0,2.0,2,12,73.0,85,8,9.0,17,1,10.0,11,3,14.0,17,0,5.0,5,10,56.0,66,2343,7216.0,9559,2396,7458,9854,2012,JUL,3.0,2012-07-01
Del Norte,45,292.0,337,33,100.0,133,2,5.0,7,0,1.0,1,2,3.0,5,0,5.0,5,0,5.0,5,1,2.0,3,13,26.0,39,0,1.0,1,12,48.0,60,3,4.0,7,5,13.0,18,0,8.0,8,0,5.0,5,0,0.0,0,0,0.0,0,0,3.0,3,0,0.0,0,339,1624.0,1963,8,27.0,35,0,0.0,0,0,1.0,1,0,0.0,0,3,8.0,11,28,89.0,117,461,2162,2623,1,8.0,9,0,1.0,1,0,1.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,1,0,0.0,0,30,100.0,130,1,1.0,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,24,78.0,102,56,189,245,2012,JUL,3.0,2012-07-01
