county,am_indian_alaskan_nat_pa,am_indian_alaskan_nat_na,am_indian_alaskan_nat_tot,tot_asian_pa,tot_asian_na,tot_asian_tot,asian_indian_pa,asian_indian_na,asian_indian_tot,cambodian_pa,cambodian_na,cambodian_tot,chinese_pa,chinese_na,chinese_tot,japanese_pa,japanese_na,japanese_tot,filipino_pa,filipino_na,filipino_tot,korean_pa,korean_na,korean_tot,laotian_pa,laotian_na,laotian_tot,vietnamese_pa,vietnamese_na,vietnamese_tot,other_asian_pa,other_asian_na,other_asian_tot,more_than_one_asian_pa,more_than_one_asian_na,more_than_one_asian_tot,black_pa,black_na,black_tot,tot_hawaiian_or_other_pa,tot_hawaiian_or_other_na,tot_hawaiian_or_other_tot,hawaiian_pa,hawaiian_na,hawaiian_tot,guamanian_pa,guamanian_na,guamanian_tot,samoan_pa,samoan_na,samoan_tot,other_pac_island_pa,other_pac_island_na,other_pac_island_tot,more_than_one_hawaiian_pac_island_pa,more_than_one_hawaiian_pac_island_na,more_than_one_hawaiian_pac_island_tot,white_pa,white_na,white_tot,two_races_am_indian_alaska_nat_white_pa,two_races_am_indian_alaska_nat_white_na,two_races_am_indian_alaska_nat_white_tot,two_races_asian_white_pa,two_races_asian_white_na,two_races_asian_white_tot,two_races_black_white_pa,two_races_black_white_na,two_races_black_white_tot,two_races_am_indian_alaska_nat_black_pa,two_races_am_indian_alaska_nat_black_na,two_races_am_indian_alaska_nat_black_tot,reported_races_not_incl_pa,reported_races_not_incl_na,reported_races_not_incl_tot,nonreporting_worker_undecided_pa,nonreporting_worker_undecided_na,nonreporting_worker_undecided_tot,total_pa,total_na,total_tot,hispanic_am_indian_alaska_nat_pa,hispanic_am_indian_alaska_nat_na,hispanic_am_indian_alaska_nat_tot,hispanic_tot_asian_pa,hispanic_tot_asian_na,hispanic_tot_asian_tot,hispanic_asian_indian_pa,hispanic_asian_indian_na,hispanic_asian_indian_tot,hispanic_cambodian_pa,hispanic_cambodian_na,hispanic_cambodian_tot,hispanic_chinese_pa,hispanic_chinese_na,hispanic_chinese_tot,hispanic_japanese_pa,hispanic_japanese_na,hispanic_japanese_tot,hispanic_filipino_pa,hispanic_filipino_na,hispanic_filipino_tot,hispanic_korean_pa,hispanic_korean_na,hispanic_korean_tot,hispanic_laotian_pa,hispanic_laotian_na,hispanic_laotian_tot,hispanic_vietnamese_pa,hispanic_vietnamese_na,hispanic_vietnamese_tot,hispanic_other_asian_pa,hispanic_other_asian_na,hispanic_other_asian_tot,hispanic_more_than_one_asian_pa,hispanic_more_than_one_asian_na,hispanic_more_than_one_asian_tot,hispanic_black_pa,hispanic_black_na,hispanic_black_tot,hispanic_tot_hawaiian_other_pac_island_pa,hispanic_tot_hawaiian_other_pac_island_na,hispanic_tot_hawaiian_other_pac_island_tot,hispanic_hawaiian_pa,hispanic_hawaiian_na,hispanic_hawaiian_tot,hispanic_guamanian_pa,hispanic_guamanian_na,hispanic_guamanian_tot,hispanic_samoan_pa,hispanic_samoan_na,hispanic_samoan_tot,hispanic_other_pac_island_pa,hispanic_other_pac_island_na,hispanic_other_pac_island_tot,hispanic_more_than_one_hawaiian_pac_island_pa,hispanic_more_than_one_hawaiian_pac_island_na,hispanic_more_than_one_hawaiian_pac_island_tot,hispanic_white_pa,hispanic_white_na,hispanic_white_tot,hispanic_two_races_am_indian_alaska_nat_white_pa,hispanic_two_races_am_indian_alaska_nat_white_na,hispanic_two_races_am_indian_alaska_nat_white_tot,hispanic_two_races_asian_white_pa,hispanic_two_races_asian_white_na,hispanic_two_races_asian_white_tot,hispanic_two_races_black_white_pa,hispanic_two_races_black_white_na,hispanic_two_races_black_white_tot,hispanic_two_races_am_indian_alaska_nat_black_pa,hispanic_two_races_am_indian_alaska_nat_black_na,hispanic_two_races_am_indian_alaska_nat_black_tot,hispanic_reported_races_not_incl_pa,hispanic_reported_races_not_incl_na,hispanic_reported_races_not_incl_tot,hispanic_nonreporting_worker_undecided_pa,hispanic_nonreporting_worker_undecided_na,hispanic_nonreporting_worker_undecided_tot,hispanic_tot_pa,hispanic_tot_na,hispanic_tot_tot,year,month,quarter,fulldate
Santa Cruz,1,2.0,3,7,8,9,13,14,15,19,20.0,21,25,26,27,31,32,33,37,38,39,43,44,45,49,50,51,55,56,57,61,62,63,67,68.0,69,73,74,75,79,80.0,81,85,86,87,91,92,93,97,98,99,103,104,105,109,110.0,111,115,116,117,121,122.0,123,127,128,129,133,134.0,135,139,140.0,141,145,146.0,147,151,152.0,153,157,158,159,4,5.0,6,10,11,12,16,17,18,22,23.0,24,28,29,30,34,35,36,40,41,42,46,47,48,52,53,54,58,59,60,64,65,66,70,71.0,72,76,77,78,82,83.0,84,88,89,90,94,95,96,100,101,102,106,107,108,112,113.0,114,118,119,120,124,125.0,126,130,131,132,136,137.0,138,142,143.0,144,148,149.0,150,154,155.0,156,160,161,162,2008,JUL,3.0,2008-07-01
California,2845,8484.0,11329,13019,42443,55462,1335,4538,5873,1484,3034.0,4518,1191,6321,7512,148,459,607,1865,5540,7405,291,1194,1485,1163,2253,3416,2703,12716,15419,2247,4646,6893,592,1742.0,2334,47064,136961,184025,2873,6831.0,9704,322,813,1135,433,1501,1934,728,1804,2532,1340,2579,3919,50,134.0,184,98023,290545,388568,488,1247.0,1735,311,1038,1349,729,1632.0,2361,55,207.0,262,13376,40272.0,53648,85855,163928.0,249783,264638,693588,958226,888,2348.0,3236,697,2479,3176,408,1442,1850,76,328.0,404,8,30,38,10,12,22,58,192,250,5,9,14,55,195,250,6,46,52,37,132,169,34,93.0,127,528,1372,1900,525,2073.0,2598,21,107,128,317,1221,1538,135,611,746,42,87,129,10,47.0,57,38129,115207,153336,327,731.0,1058,175,597,772,336,587.0,923,14,80.0,94,9689,31216.0,40905,84760,161428.0,246188,136068,318118,454186,2008,JUL,3.0,2008-07-01
Alameda,57,124.0,181,1492,3264,4756,87,191,278,104,227.0,331,374,819,1193,7,16,23,188,410,598,23,51,74,35,77,112,401,877,1278,272,595,867,1,1.0,2,5422,11861,17283,167,367.0,534,19,42,61,5,12,17,35,77,112,108,236,344,0,0.0,0,1701,3721,5422,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,144,313.0,457,2212,4837.0,7049,11195,24487,35682,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,144,313.0,457,2211,4836.0,7047,2355,5149,7504,2008,JUL,3.0,2008-07-01
Alpine,2,32.0,34,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4,9,13,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,6,41,47,0,1.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,2008,JUL,3.0,2008-07-01
Amador,4,21.0,25,7,25,32,6,15,21,0,0.0,0,1,0,1,0,1,1,0,5,5,0,2,2,0,0,0,0,1,1,0,0,0,0,1.0,1,0,4,4,0,1.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,142,518,660,0,2.0,2,0,0,0,1,1.0,2,0,0.0,0,5,34.0,39,0,3.0,3,159,609,768,1,3.0,4,0,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,11,12,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,5,31.0,36,0,3.0,3,7,49,56,2008,JUL,3.0,2008-07-01
Butte,39,170.0,209,163,498,661,24,94,118,6,15.0,21,0,5,5,0,5,5,4,22,26,1,2,3,44,152,196,1,12,13,82,190,272,1,1.0,2,61,283,344,13,22.0,35,3,5,8,0,0,0,3,7,10,6,4,10,1,6.0,7,1331,5411,6742,6,20.0,26,1,54,55,8,18.0,26,1,4.0,5,67,347.0,414,29,143.0,172,1719,6970,8689,5,21.0,26,6,22,28,3,5,8,1,2.0,3,0,0,0,0,0,0,0,1,1,0,0,0,1,4,5,0,0,0,1,10,11,0,0.0,0,1,14,15,2,4.0,6,0,0,0,0,0,0,1,0,1,1,1,2,0,3.0,3,119,446,565,1,4.0,5,0,2,2,0,2.0,2,0,0.0,0,61,313.0,374,23,112.0,135,218,940,1158,2008,JUL,3.0,2008-07-01
Calaveras,4,18.0,22,1,22,23,0,5,5,0,2.0,2,0,0,0,0,0,0,1,12,13,0,0,0,0,0,0,0,2,2,0,1,1,0,0.0,0,4,5,9,0,2.0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0,241,775,1016,1,2.0,3,0,0,0,0,0.0,0,0,0.0,0,13,36.0,49,0,7.0,7,264,867,1131,0,1.0,1,0,4,4,0,0,0,0,1.0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5,40,45,0,2.0,2,0,0,0,0,0.0,0,0,0.0,0,13,31.0,44,0,7.0,7,18,85,103,2008,JUL,3.0,2008-07-01
Colusa,0,7.0,7,1,4,5,0,2,2,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0.0,0,2,7,9,0,1.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,67,407,474,0,1.0,1,0,0,0,0,0.0,0,1,2.0,3,2,0.0,2,0,0.0,0,73,429,502,0,1.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,31,219,250,0,0.0,0,0,0,0,0,0.0,0,0,1.0,1,1,0.0,1,0,0.0,0,32,221,253,2008,JUL,3.0,2008-07-01
Contra Costa,27,92.0,119,213,476,689,33,48,81,6,11.0,17,10,41,51,2,7,9,66,177,243,5,9,14,38,63,101,41,98,139,12,22,34,0,0.0,0,1979,4210,6189,46,80.0,126,9,19,28,4,10,14,9,15,24,23,34,57,1,2.0,3,1420,3666,5086,2,6.0,8,2,5,7,5,19.0,24,3,4.0,7,8,32.0,40,1787,2634.0,4421,5492,11224,16716,0,4.0,4,0,2,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0,5,2,7,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,19,20,0,3.0,3,1,2,3,2,3.0,5,0,0.0,0,4,5.0,9,1773,2603.0,4376,1786,2643,4429,2008,JUL,3.0,2008-07-01
Del Norte,39,155.0,194,43,68,111,3,9,12,0,0.0,0,1,2,3,1,0,1,0,1,1,0,4,4,33,33,66,0,1,1,5,18,23,0,0.0,0,1,6,7,0,2.0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0,280,974,1254,1,0.0,1,0,0,0,0,0.0,0,0,0.0,0,20,101.0,121,25,109.0,134,409,1415,1824,1,0.0,1,1,5,6,1,2,3,0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,8,17,25,1,0.0,1,0,0,0,0,0.0,0,0,0.0,0,20,101.0,121,1,9.0,10,32,132,164,2008,JUL,3.0,2008-07-01
