,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
The Sort & Filter Function allows for filtering data ,,,,,,,,,,,,,,,,,,,
Data Sources:,,,,DFA 256,DFA 256,DFA 256,DFA 256,MEDS (July data access),MEDS (July data access),MEDS (July data access),CDPH & MEDS; March data access,CDPH & MEDS; March data access,CA Dept. of Finance annual projection,CA Dept. of Finance annual projection,CA Dept. of Finance annual projection,US Census Bureau ACS annual estimate,State Data Exchange annual projection,"EDD, Labor Market Info annual estimate","US Census Bureau ACS Estimates, DFA 256, MEDS"
,,,,,,,,,,,,,,,,,,,
County,Consortium,Calendar_Year,SFY,CF_Households_SFY_Avg,CF_Households_CY_Avg,CF_Persons_SFY_Avg,CF_Persons_CY_Avg,Elderly_CF_July,Children_CF_July,ESL_CF_July_CY,WIC_0-4_CF_Reachable,Percent_CF_0-4_in_WIC,Total_Pop_CY,Total_Elderly_60_plus_CY,Total_Children_under_18_CY,Total_ESL_over_5_CY,Total_SSI_Recipients_CY,Unemployment_Pct_CY,CF_Eligibles_CY
31 Placer,CalWIN,2014.0,2014/15,9357.16666667,9218.16666667,18460.5833333,18534.8333333,1416.0,7411.0,1954.0,,,18307.0,1321.0,7662.0,2015.0,5087.0,0.063,41238.667037
32 Plumas,C-IV,2014.0,2014/15,1042.91666667,970.0,1982.0,1895.33333333,116.0,707.0,22.0,,,1882.0,102.0,718.0,20.0,651.0,0.117,3602.33313676
33 Riverside,C-IV,2014.0,2014/15,126782.333333,124200.083333,292595.0,290271.916667,13821.0,148026.0,66204.0,,,293171.0,12690.0,152467.0,66413.0,57657.0,0.082,455320.184137
34 Sacramento,CalWIN,2014.0,2014/15,103629.25,101078.083333,219619.333333,217509.333333,9056.0,101011.0,47736.0,,,219442.0,8287.0,104684.0,48228.0,62271.0,0.073,295178.394858
35 San Benito,C-IV,2014.0,2014/15,2726.66666667,2714.08333333,6136.0,6198.16666667,292.0,3209.0,1802.0,,,6194.0,271.0,3309.0,1799.0,899.0,0.093,8761.70829708
36 San Bernardino,C-IV,2014.0,2014/15,177045.333333,172181.333333,398285.833333,391793.833333,17508.0,192219.0,71384.0,,,392136.0,15915.0,198181.0,71716.0,68029.0,0.081,458342.861038
37 San Diego,CalWIN,2014.0,2014/15,139222.5,134214.083333,288651.166667,283887.083333,19191.0,131324.0,97970.0,,,284016.0,17845.0,135621.0,98590.0,76554.0,0.064,548765.953056
38 San Francisco,CalWIN,2014.0,2014/15,33331.9166667,32890.25,52301.5833333,52291.8333333,6615.0,18721.0,20630.0,,,52211.0,6253.0,19297.0,20731.0,37503.0,0.044,100797.79189
39 San Joaquin,C-IV,2014.0,2014/15,51867.0833333,50059.8333333,120247.083333,117660.583333,4706.0,61837.0,24307.0,,,120127.0,4280.0,63441.0,24298.0,27296.0,0.106,155948.402083
40 San Luis Obispo,CalWIN,2014.0,2014/15,9756.08333333,9575.58333333,18213.25,18107.1666667,1399.0,8025.0,3371.0,,,18557.0,1310.0,8231.0,3388.0,4290.0,0.056,45982.3013383
41 San Mateo,CalWIN,2014.0,2014/15,16112.3333333,16010.3333333,32033.9166667,32223.75,3450.0,16879.0,14235.0,,,32393.0,3303.0,17299.0,14317.0,10783.0,0.042,63838.6442794
42 Santa Barbara,CalWIN,2014.0,2014/15,16605.25,15991.9166667,36271.9166667,35297.0833333,1559.0,20526.0,13524.0,,,35512.0,1419.0,20996.0,13549.0,8393.0,0.061,83642.140157
43 Santa Clara,CalWIN,2014.0,2014/15,55466.9166667,54882.1666667,112788.75,113253.5,9510.0,55723.0,49052.0,,,114624.0,8931.0,57533.0,49374.0,43472.0,0.052,173716.07033
44 Santa Cruz,CalWIN,2014.0,2014/15,13045.5833333,12501.25,24814.4166667,24074.8333333,1797.0,11576.0,8530.0,,,23570.0,1675.0,11770.0,8592.0,5038.0,0.087,47670.4120893
45 Shasta,C-IV,2014.0,2014/15,12905.0833333,12564.8333333,24906.6666667,24531.75,1221.0,9992.0,465.0,,,25192.0,1116.0,10301.0,467.0,9289.0,0.097,29544.1326943
46 Sierra,C-IV,2014.0,2014/15,171.25,167.333333333,312.333333333,300.5,41.0,86.0,8.0,,,297.0,36.0,88.0,8.0,89.0,0.1,535.083802726
47 Siskiyou,C-IV,2014.0,2014/15,3230.41666667,3190.5,6993.58333333,6946.75,413.0,2825.0,181.0,,,6963.0,386.0,2912.0,187.0,2431.0,0.113,11466.6072816
48 Solano,CalWIN,2014.0,2014/15,22476.9166667,22134.5,43630.4166667,43408.5,2457.0,19919.0,6844.0,,,44400.0,2244.0,20471.0,6819.0,11752.0,0.075,56428.9427127
49 Sonoma,CalWIN,2014.0,2014/15,19796.6666667,19297.6666667,35718.8333333,35227.0,2986.0,16974.0,10517.0,,,36161.0,2785.0,17385.0,10614.0,8488.0,0.056,69970.7608838
50 Stanislaus,C-IV,2014.0,2014/15,42907.0,42554.25,92178.8333333,92205.4166667,3835.0,45160.0,18095.0,,,93944.0,3532.0,46379.0,18159.0,20165.0,0.112,115984.89329
51 Sutter,C-IV,2014.0,2014/15,5630.33333333,5575.33333333,13058.3333333,12977.9166667,491.0,6535.0,2388.0,,,13245.0,432.0,6723.0,2403.0,3793.0,0.127,16038.08874
52 Tehama,C-IV,2014.0,2014/15,4812.58333333,4862.08333333,10550.4166667,10781.1666667,492.0,5146.0,1283.0,,,11264.0,446.0,5300.0,1291.0,3106.0,0.097,14124.951782
53 Trinity,C-IV,2014.0,2014/15,1005.16666667,964.166666667,1829.16666667,1787.41666667,117.0,623.0,10.0,,,1894.0,110.0,639.0,13.0,656.0,0.099,3023.15468062
54 Tulare,CalWIN,2014.0,2014/15,52032.1666667,50866.0,127255.916667,126110.083333,4856.0,65842.0,39618.0,,,123182.0,4540.0,67798.0,39775.0,17865.0,0.132,139566.347383
55 Tuolumne,C-IV,2014.0,2014/15,3042.75,2997.75,5503.08333333,5502.25,409.0,2013.0,76.0,,,5646.0,371.0,2080.0,75.0,1639.0,0.087,9986.62194
56 Ventura,CalWIN,2014.0,2014/15,36287.9166667,35063.4166667,75812.6666667,74195.1666667,4822.0,37317.0,26091.0,,,73266.0,4506.0,38414.0,26383.0,14875.0,0.067,114149.93463
57 Yolo,CalWIN,2014.0,2014/15,9609.25,8934.0,19675.9166667,18623.9166667,1075.0,8448.0,5033.0,,,18803.0,1000.0,8677.0,5091.0,5314.0,0.077,50238.2450607
58 Yuba,C-IV,2014.0,2014/15,6082.25,5976.58333333,13414.0,13313.25,435.0,6332.0,1526.0,,,13596.0,390.0,6511.0,1543.0,3734.0,0.112,17375.6149
00 Statewide,n/a,2015.0,2015/16,2135972.75,2133656.0,4445360.0,4475844.5,304341.0,2720376.0,1628446.0,,,4587111.0,247589.0,2293850.0,1348582.0,1187073.0,0.062,6409430.17984
01 Alameda,CalWIN,2015.0,2015/16,61751.25,61906.0,119341.083333,120817.083333,12022.0,71736.0,48924.0,,,127473.0,9811.0,59282.0,40056.0,47331.0,0.047,189599.382475
02 Alpine,C-IV,2015.0,2015/16,96.4166666667,100.5,160.416666667,167.666666667,21.0,66.0,0.0,,,180.0,14.0,59.0,0.0,39.0,0.079,251.762353684
03 Amador,C-IV,2015.0,2015/16,1780.75,1782.08333333,3400.0,3396.58333333,329.0,1619.0,126.0,,,3545.0,268.0,1298.0,109.0,688.0,0.066,4641.21526994
04 Butte,C-IV,2015.0,2015/16,16917.1666667,16561.1666667,32249.0833333,31978.1666667,2080.0,15753.0,3048.0,,,33217.0,1688.0,13292.0,2552.0,10733.0,0.072,53294.935691
05 Calaveras,C-IV,2015.0,2015/16,2841.66666667,2903.0,5285.33333333,5433.0,625.0,2295.0,154.0,,,5566.0,522.0,1914.0,128.0,1057.0,0.065,6513.43816614
06 Colusa,C-IV,2015.0,2015/16,617.416666667,663.583333333,1407.0,1548.0,118.0,1267.0,773.0,,,1604.0,91.0,890.0,462.0,561.0,0.153,3891.27939813
07 Contra Costa,CalWIN,2015.0,2015/16,35370.25,35594.0,70785.8333333,71780.4166667,5175.0,45190.0,20122.0,,,74398.0,4266.0,36931.0,16309.0,24238.0,0.05,129091.915114
08 Del Norte,C-IV,2015.0,2015/16,2598.33333333,2519.25,5317.91666667,5193.5,288.0,2603.0,288.0,,,5219.0,215.0,2197.0,215.0,1797.0,0.086,5724.01490251
09 El Dorado,C-IV,2015.0,2015/16,7262.16666667,7302.25,12981.8333333,13136.75,1276.0,6328.0,1067.0,,,13776.0,1017.0,5113.0,870.0,2871.0,0.057,20083.8388832
10 Fresno,CalWIN,2015.0,2015/16,102957.5,100574.5,238697.916667,234603.75,9438.0,144746.0,71864.0,,,239843.0,7766.0,127914.0,61125.0,41165.0,0.102,261386.451468
11 Glenn,C-IV,2015.0,2015/16,1533.83333333,1510.0,3600.16666667,3606.83333333,183.0,2401.0,935.0,,,3803.0,146.0,1990.0,735.0,1106.0,0.087,6488.52258116
12 Humboldt,C-IV,2015.0,2015/16,12409.4166667,12047.8333333,21302.4166667,20982.6666667,1512.0,9450.0,1123.0,,,21527.0,1252.0,7848.0,931.0,5488.0,0.056,31850.8618046
13 Imperial,C-IV,2015.0,2015/16,17514.1666667,17257.9166667,43394.5833333,43185.0,2905.0,24612.0,27755.0,,,44759.0,2416.0,21617.0,23414.0,10128.0,0.24,47595.4528319
14 Inyo,C-IV,2015.0,2015/16,1068.66666667,1055.66666667,2092.5,2081.16666667,201.0,1141.0,346.0,,,2117.0,148.0,911.0,266.0,394.0,0.058,2591.64347298
15 Kern,C-IV,2015.0,2015/16,70219.1666667,67625.0,163677.083333,158932.0,7145.0,105010.0,47266.0,,,164643.0,5815.0,89787.0,38114.0,31341.0,0.102,207468.110462
16 Kings,C-IV,2015.0,2015/16,10848.75,10638.25,24894.0,24667.5,1081.0,15587.0,7275.0,,,25414.0,890.0,13206.0,5889.0,4579.0,0.105,35958.1123693
17 Lake,C-IV,2015.0,2015/16,6622.66666667,6333.83333333,12694.0,12322.8333333,1022.0,5927.0,1156.0,,,12375.0,851.0,4973.0,893.0,3675.0,0.077,14762.3246435
18 Lassen,C-IV,2015.0,2015/16,1547.66666667,1544.08333333,3168.58333333,3188.91666667,199.0,1730.0,94.0,,,3302.0,143.0,1425.0,61.0,883.0,0.073,3734.38445912
19 Los Angeles,LRS,2015.0,2015/16,576146.666667,585411.25,1150858.41667,1177606.25,76022.0,726193.0,520243.0,,,1196092.0,60495.0,612716.0,434702.0,386663.0,0.067,1776819.9017
20 Madera,C-IV,2015.0,2015/16,12175.25,12093.1666667,29777.5,29757.5,1081.0,20470.0,11990.0,,,30182.0,853.0,17828.0,10136.0,4530.0,0.105,32412.6699815
21 Marin,C-IV,2015.0,2015/16,6379.0,6439.83333333,10517.8333333,10586.0,1471.0,5967.0,4835.0,,,11106.0,1245.0,5016.0,4041.0,2913.0,0.035,23708.4569124
22 Mariposa,C-IV,2015.0,2015/16,1120.33333333,1109.0,2095.16666667,2104.5,233.0,952.0,49.0,,,2180.0,198.0,786.0,41.0,451.0,0.072,3054.69051512
23 Mendocino,C-IV,2015.0,2015/16,6964.91666667,7060.0,13059.3333333,13191.75,1117.0,6905.0,2266.0,,,13711.0,892.0,5661.0,1813.0,3087.0,0.059,19173.6480779
24 Merced,C-IV,2015.0,2015/16,25082.25,25129.1666667,57981.8333333,58408.25,2467.0,37709.0,19191.0,,,60226.0,2053.0,32648.0,15791.0,10774.0,0.114,79373.2248558
25 Modoc,C-IV,2015.0,2015/16,478.166666667,461.0,1027.25,1000.0,58.0,605.0,61.0,,,985.0,45.0,443.0,39.0,419.0,0.088,2017.08681616
26 Mono,C-IV,2015.0,2015/16,460.083333333,496.833333333,799.75,832.0,72.0,463.0,290.0,,,871.0,50.0,351.0,212.0,99.0,0.061,1202.93534982
27 Monterey,C-IV,2015.0,2015/16,23317.0,23102.8333333,51916.6666667,51644.8333333,2984.0,40553.0,31763.0,,,52261.0,2416.0,31750.0,23373.0,8376.0,0.081,67987.3326427
28 Napa,C-IV,2015.0,2015/16,3631.66666667,3632.08333333,7474.41666667,7501.5,562.0,5159.0,3742.0,,,7705.0,441.0,4130.0,2947.0,2093.0,0.046,19657.1565494
29 Nevada,C-IV,2015.0,2015/16,4322.16666667,4271.91666667,7759.91666667,7736.58333333,813.0,3576.0,364.0,,,8009.0,662.0,2895.0,280.0,1806.0,0.055,18076.1028522
30 Orange,CalWIN,2015.0,2015/16,124134.75,122873.5,257279.666667,256994.916667,22825.0,165520.0,137793.0,,,262575.0,18936.0,141215.0,117427.0,68296.0,0.045,420793.169967
31 Placer,CalWIN,2015.0,2015/16,9371.41666667,9394.08333333,17996.5,18227.4166667,1857.0,9829.0,2411.0,,,18310.0,1517.0,7520.0,1899.0,5127.0,0.05,38477.5160816
32 Plumas,C-IV,2015.0,2015/16,1139.25,1094.91666667,2124.75,2050.25,160.0,961.0,53.0,,,2057.0,131.0,769.0,39.0,656.0,0.104,3447.572362
33 Riverside,C-IV,2015.0,2015/16,130333.583333,129097.25,293524.0,294433.166667,18121.0,184930.0,81846.0,,,304463.0,14635.0,154733.0,66547.0,58059.0,0.067,423742.190648
34 Sacramento,CalWIN,2015.0,2015/16,104378.5,104581.083333,218282.5,219942.75,11837.0,123044.0,57891.0,,,224968.0,9586.0,104370.0,48606.0,62730.0,0.06,264162.852694
35 San Benito,C-IV,2015.0,2015/16,2669.75,2722.58333333,5917.75,6089.33333333,367.0,4065.0,2281.0,,,6220.0,310.0,3222.0,1760.0,900.0,0.076,7772.21144198
36 San Bernardino,C-IV,2015.0,2015/16,180992.083333,180278.833333,398783.583333,401294.333333,22887.0,234835.0,85947.0,,,407608.0,18789.0,201521.0,71699.0,68072.0,0.065,433056.803175
37 San Diego,CalWIN,2015.0,2015/16,143570.75,142648.0,290731.083333,291172.5,25885.0,168267.0,123936.0,,,301798.0,21309.0,139244.0,102557.0,76341.0,0.052,508224.43483
38 San Francisco,CalWIN,2015.0,2015/16,34672.4166667,33996.75,52767.3333333,52042.25,8552.0,23126.0,26371.0,,,54149.0,6983.0,19320.0,21618.0,37327.0,0.036,102650.873581
39 San Joaquin,C-IV,2015.0,2015/16,52846.75,52985.0,119722.666667,121333.583333,6110.0,74545.0,28986.0,,,124789.0,5030.0,64478.0,24104.0,27357.0,0.089,131235.169862
40 San Luis Obispo,CalWIN,2015.0,2015/16,10104.0,10032.1666667,18587.1666667,18597.8333333,1754.0,10311.0,4211.0,,,19289.0,1443.0,8334.0,3385.0,4209.0,0.046,45501.5276271
41 San Mateo,CalWIN,2015.0,2015/16,15864.6666667,16187.8333333,30890.5833333,31802.5833333,4279.0,21195.0,17806.0,,,32663.0,3523.0,17117.0,14437.0,10434.0,0.034,71863.8390266
42 Santa Barbara,CalWIN,2015.0,2015/16,18243.0833333,17377.3333333,38409.0,37310.0833333,2179.0,28148.0,19398.0,,,37895.0,1754.0,21903.0,14578.0,8191.0,0.053,73516.8546892
43 Santa Clara,CalWIN,2015.0,2015/16,54386.9166667,55268.5,107604.083333,110775.166667,11866.0,67584.0,59122.0,,,112356.0,9780.0,54927.0,48326.0,42694.0,0.042,160882.030417
44 Santa Cruz,CalWIN,2015.0,2015/16,14491.8333333,13845.3333333,26766.5833333,26006.4166667,2375.0,15311.0,12072.0,,,26143.0,2023.0,12562.0,9634.0,4931.0,0.075,44874.5165104
45 Shasta,C-IV,2015.0,2015/16,13005.0833333,13013.5,24845.8333333,25061.8333333,1685.0,12683.0,628.0,,,26167.0,1342.0,10429.0,500.0,9252.0,0.078,36163.9170925
46 Sierra,C-IV,2015.0,2015/16,162.666666667,171.5,290.75,312.5,40.0,131.0,12.0,,,332.0,35.0,93.0,11.0,85.0,0.09,517.509346044
47 Siskiyou,C-IV,2015.0,2015/16,3289.66666667,3276.58333333,6998.16666667,7053.08333333,529.0,3571.0,270.0,,,7164.0,414.0,2949.0,192.0,2389.0,0.094,11426.9597505
48 Solano,CalWIN,2015.0,2015/16,22981.0833333,22903.9166667,43641.5,43943.4166667,3120.0,25381.0,8830.0,,,45857.0,2537.0,20554.0,6980.0,11654.0,0.061,65104.9913938
49 Sonoma,CalWIN,2015.0,2015/16,19731.1666667,20042.25,35204.9166667,35963.6666667,3870.0,21537.0,13316.0,,,37807.0,3199.0,17640.0,10913.0,8388.0,0.045,58010.0909808
50 Stanislaus,C-IV,2015.0,2015/16,42910.75,43234.8333333,90703.3333333,92177.9166667,4942.0,54880.0,21837.0,,,95435.0,4006.0,46331.0,17652.0,19884.0,0.095,105439.647077
51 Sutter,C-IV,2015.0,2015/16,5782.0,5693.5,13303.5833333,13172.4166667,644.0,8067.0,2921.0,,,13387.0,503.0,6729.0,2323.0,3793.0,0.108,22251.1858904
52 Tehama,C-IV,2015.0,2015/16,4728.91666667,4770.83333333,10325.5833333,10420.5833333,616.0,6292.0,1615.0,,,10956.0,468.0,5161.0,1273.0,3068.0,0.08,14981.7999138
53 Trinity,C-IV,2015.0,2015/16,1027.16666667,1020.25,1815.08333333,1832.25,148.0,825.0,9.0,,,1913.0,119.0,639.0,9.0,643.0,0.078,3244.67501677
54 Tulare,CalWIN,2015.0,2015/16,53185.1666667,52963.9166667,124702.916667,124775.916667,6133.0,78672.0,48197.0,,,127623.0,5048.0,69084.0,41179.0,17848.0,0.117,136612.711474
55 Tuolumne,C-IV,2015.0,2015/16,3180.25,3134.83333333,5597.25,5586.16666667,556.0,2564.0,103.0,,,5867.0,456.0,2063.0,90.0,1615.0,0.071,9026.37502283
56 Ventura,CalWIN,2015.0,2015/16,37734.5833333,37382.6666667,76003.0,75753.3333333,6422.0,49069.0,34694.0,,,78105.0,5305.0,40201.0,28284.0,14875.0,0.057,91148.7715603
57 Yolo,CalWIN,2015.0,2015/16,10701.3333333,10287.6666667,21190.4166667,20737.0833333,1498.0,11457.0,6991.0,,,21176.0,1268.0,9376.0,5571.0,5260.0,0.064,40868.0969332
58 Yuba,C-IV,2015.0,2015/16,6318.41666667,6250.58333333,13632.5833333,13590.75,584.0,7563.0,1789.0,,,13950.0,471.0,6495.0,1485.0,3710.0,0.092,18760.6912254
00 Statewide,n/a,2016.0,2016/17,2032818.41667,2097658.33333,4214482.33333,4349774.41667,343349.0,2688057.0,1609601.0,148957.0,,4359630.0,275731.0,2130350.0,1269610.0,1171642.0,0.054,6034577.90494
01 Alameda,CalWIN,2016.0,2016/17,58689.75,60502.1666667,112034.75,116103.25,13243.0,68415.0,48483.0,4039.0,0.647727979,118956.0,10695.0,54246.0,37866.0,46141.0,0.042,175986.23878
02 Alpine,C-IV,2016.0,2016/17,86.6666666667,91.9166666667,144.666666667,150.5,18.0,67.0,0.0,4.0,0.111111111,150.0,15.0,45.0,0.0,34.0,0.065,227.33154
03 Amador,C-IV,2016.0,2016/17,1711.33333333,1759.83333333,3183.25,3335.5,374.0,1639.0,130.0,80.0,0.620772947,3376.0,293.0,1235.0,100.0,677.0,0.059,4449.9307
04 Butte,C-IV,2016.0,2016/17,16772.6666667,16974.5,31444.3333333,32064.75,2370.0,15905.0,2971.0,748.0,0.629648116,32999.0,1940.0,12890.0,2410.0,10550.0,0.065,50672.63662
05 Calaveras,C-IV,2016.0,2016/17,2821.25,2812.08333333,5134.25,5186.83333333,720.0,2314.0,147.0,84.0,0.606060606,5288.0,572.0,1790.0,105.0,1015.0,0.056,6587.95782
06 Colusa,C-IV,2016.0,2016/17,665.833333333,627.333333333,1536.25,1427.66666667,132.0,1084.0,566.0,48.0,0.711297071,1499.0,114.0,811.0,393.0,552.0,0.155,3454.21034
07 Contra Costa,CalWIN,2016.0,2016/17,32340.3333333,34039.75,64666.4166667,67936.5833333,5886.0,43955.0,19983.0,3229.0,0.538284619,70050.0,4727.0,34519.0,15305.0,23841.0,0.044,107992.29498
08 Del Norte,C-IV,2016.0,2016/17,2563.16666667,2606.0,5254.91666667,5317.58333333,355.0,2683.0,260.0,136.0,0.696551724,5354.0,287.0,2186.0,189.0,1779.0,0.075,5486.2428
09 El Dorado,C-IV,2016.0,2016/17,7007.91666667,7175.16666667,12457.5,12772.75,1464.0,6217.0,1057.0,258.0,0.568442347,13167.0,1149.0,4816.0,844.0,2862.0,0.051,19417.21598
10 Fresno,CalWIN,2016.0,2016/17,91347.25,101380.75,212200.833333,234644.5,10633.0,145582.0,70303.0,5748.0,0.761550075,235731.0,8599.0,125061.0,57671.0,41294.0,0.094,253718.35286
11 Glenn,C-IV,2016.0,2016/17,1533.5,1554.66666667,3538.91666667,3615.33333333,229.0,2493.0,941.0,117.0,0.750793651,3813.0,187.0,1972.0,742.0,1081.0,0.082,5744.98034
12 Humboldt,C-IV,2016.0,2016/17,12353.5,12516.75,20848.4166667,21216.1666667,1718.0,9409.0,1130.0,426.0,0.589486356,21556.0,1455.0,7512.0,908.0,5383.0,0.049,33392.65972
13 Imperial,C-IV,2016.0,2016/17,17421.75,17507.9166667,42310.75,42812.0,3426.0,25125.0,28442.0,812.0,0.634608872,43217.0,2792.0,20597.0,22382.0,9999.0,0.235,47395.6744
14 Inyo,C-IV,2016.0,2016/17,1032.33333333,1056.33333333,1971.75,2046.58333333,226.0,1130.0,302.0,61.0,0.721649485,2077.0,174.0,853.0,224.0,382.0,0.052,2229.92596
15 Kern,C-IV,2016.0,2016/17,69871.8333333,70632.75,162375.666667,164239.666667,8828.0,111127.0,48847.0,6086.0,0.741666667,167105.0,6955.0,89636.0,37205.0,30848.0,0.103,215670.0795
16 Kings,C-IV,2016.0,2016/17,10714.5833333,10819.5,24345.6666667,24655.8333333,1265.0,15975.0,7531.0,877.0,0.719566289,24721.0,988.0,12811.0,5807.0,4567.0,0.1,27457.41268
17 Lake,C-IV,2016.0,2016/17,6501.5,6611.41666667,12208.6666667,12482.5,1616.0,6704.0,1534.0,313.0,0.670349908,12654.0,1054.0,4898.0,992.0,3660.0,0.066,11882.11388
18 Lassen,C-IV,2016.0,2016/17,1583.66666667,1569.16666667,3131.41666667,3149.33333333,208.0,1728.0,90.0,90.0,0.635983264,3235.0,168.0,1355.0,63.0,881.0,0.069,3801.25838
19 Los Angeles,LRS,2016.0,2016/17,542574.333333,558922.166667,1092802.41667,1118309.08333,83903.0,694580.0,501112.0,51194.0,0.747201878,1076910.0,65695.0,521779.0,391688.0,381016.0,0.052,1722921.69686
20 Madera,C-IV,2016.0,2016/17,11762.4166667,12017.8333333,28845.5833333,29255.3333333,1266.0,21003.0,12151.0,975.0,0.737387942,29340.0,985.0,17426.0,9932.0,4480.0,0.092,31945.83926
21 Marin,C-IV,2016.0,2016/17,6101.0,6245.91666667,10072.9166667,10304.1666667,1617.0,5988.0,5020.0,295.0,0.578982155,10481.0,1268.0,4745.0,4064.0,2796.0,0.032,20564.16802
22 Mariposa,C-IV,2016.0,2016/17,1030.66666667,1090.33333333,1884.66666667,2013.16666667,264.0,919.0,45.0,42.0,0.669724771,2046.0,215.0,698.0,41.0,427.0,0.069,3175.55774
23 Mendocino,C-IV,2016.0,2016/17,6421.41666667,6708.5,12131.5,12644.1666667,1200.0,6840.0,2211.0,333.0,0.567476002,12731.0,928.0,5237.0,1689.0,3066.0,0.052,19475.31268
24 Merced,C-IV,2016.0,2016/17,23908.5833333,24516.8333333,55344.75,56659.75,2834.0,37617.0,18944.0,1760.0,0.723367169,57325.0,2309.0,31177.0,14791.0,10667.0,0.105,59925.13282
25 Modoc,C-IV,2016.0,2016/17,538.0,516.333333333,1131.75,1084.83333333,66.0,634.0,67.0,15.0,0.602649007,1124.0,46.0,499.0,48.0,404.0,0.078,1611.51298
26 Mono,C-IV,2016.0,2016/17,443.083333333,452.666666667,751.916666667,794.083333333,73.0,473.0,280.0,15.0,0.537037037,826.0,65.0,357.0,194.0,101.0,0.053,1182.79732
27 Monterey,C-IV,2016.0,2016/17,21906.4166667,22712.9166667,48492.4166667,50326.25,3572.0,41820.0,33355.0,1244.0,0.713618214,48635.0,2774.0,29652.0,22216.0,8101.0,0.076,60652.21106
28 Napa,C-IV,2016.0,2016/17,3379.41666667,3546.75,6858.83333333,7274.25,681.0,5116.0,3772.0,201.0,0.656349206,7475.0,561.0,3968.0,2829.0,2034.0,0.043,10434.59964
29 Nevada,C-IV,2016.0,2016/17,4248.75,4346.66666667,7391.83333333,7660.5,949.0,3604.0,346.0,169.0,0.489749431,7892.0,778.0,2695.0,225.0,1824.0,0.047,11844.33222
30 Orange,CalWIN,2016.0,2016/17,120043.083333,123182.333333,245247.833333,253145.166667,25449.0,164718.0,136779.0,7350.0,0.681085847,259334.0,20825.0,136659.0,113097.0,67977.0,0.04,357201.12008
31 Placer,CalWIN,2016.0,2016/17,9029.16666667,9286.25,16874.0833333,17625.5833333,2056.0,9509.0,2462.0,487.0,0.54584121,17721.0,1653.0,7085.0,1882.0,5095.0,0.044,34761.37662
32 Plumas,C-IV,2016.0,2016/17,1144.41666667,1159.83333333,2084.33333333,2132.16666667,191.0,1033.0,67.0,49.0,0.624521073,2076.0,154.0,730.0,40.0,663.0,0.096,2866.99332
33 Riverside,C-IV,2016.0,2016/17,125860.75,129010.166667,279293.083333,287642.75,20641.0,185979.0,81348.0,10479.0,0.639698181,290978.0,16535.0,145657.0,63275.0,58100.0,0.061,421674.33782
34 Sacramento,CalWIN,2016.0,2016/17,100083.0,102439.333333,209677.25,214057.333333,13463.0,122095.0,58041.0,5851.0,0.614490903,216678.0,10622.0,100084.0,47168.0,62524.0,0.054,270638.7534
35 San Benito,C-IV,2016.0,2016/17,2373.08333333,2543.83333333,5275.0,5619.83333333,436.0,3865.0,2246.0,386.0,0.738947368,5607.0,350.0,2888.0,1596.0,880.0,0.068,7743.2247
36 San Bernardino,C-IV,2016.0,2016/17,172631.166667,178494.75,377181.25,390589.916667,25789.0,237181.0,85034.0,11109.0,0.66028086,396000.0,21084.0,193959.0,68443.0,67508.0,0.057,403621.80548
37 San Diego,CalWIN,2016.0,2016/17,137827.416667,142005.833333,278085.583333,286487.166667,29540.0,166939.0,124572.0,11913.0,0.649918312,293625.0,24013.0,133618.0,99769.0,75424.0,0.047,468815.2649
38 San Francisco,CalWIN,2016.0,2016/17,34434.0833333,34877.0,52010.8333333,52868.5833333,10278.0,23185.0,28237.0,1229.0,0.580031949,55015.0,8600.0,18892.0,22730.0,36427.0,0.033,80562.66374
39 San Joaquin,C-IV,2016.0,2016/17,49992.5833333,51666.8333333,111805.5,116203.666667,6936.0,73983.0,28277.0,3337.0,0.669147353,117733.0,5637.0,60519.0,22397.0,26870.0,0.081,125684.21928
40 San Luis Obispo,CalWIN,2016.0,2016/17,9729.08333333,9958.16666667,17514.9166667,18140.75,1919.0,10198.0,4160.0,401.0,0.573255814,18665.0,1559.0,7974.0,3280.0,4063.0,0.043,35022.46786
41 San Mateo,CalWIN,2016.0,2016/17,14337.5,15147.8333333,27750.1666667,29408.75,4604.0,20402.0,17183.0,904.0,0.640888523,30032.0,3684.0,15490.0,13095.0,9952.0,0.03,53230.80128
42 Santa Barbara,CalWIN,2016.0,2016/17,18613.9166667,18572.9166667,38428.6666667,38650.1666667,2714.0,29036.0,20539.0,1474.0,0.699749687,39272.0,2277.0,21923.0,14873.0,8004.0,0.05,64123.56218
43 Santa Clara,CalWIN,2016.0,2016/17,50077.5,52729.6666667,98101.3333333,103617.333333,12624.0,62659.0,55825.0,3295.0,0.594197975,104155.0,10336.0,50104.0,44755.0,41718.0,0.038,180133.01454
44 Santa Cruz,CalWIN,2016.0,2016/17,14568.6666667,14633.0,26423.0,26729.75,2827.0,15699.0,12690.0,863.0,0.661349693,26631.0,2393.0,12357.0,9501.0,4764.0,0.069,38408.247
