"Data on CalFresh population demographics from California Department of Fianance, annual CalFresh households and persons collected from DFA 256, and July data collected from MEDS. ",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Note:  The presence of an asterisk (*) in a data cell indicates that the value has been suppressed to protect individual confidentiality.,,,,,,,,,,,,,,,,,,,
Data Sources:,,,,DFA 256,DFA 256,DFA 256,DFA 256,MEDS (July data access),MEDS (July data access),MEDS (July data access),CDPH & MEDS; March data access,CDPH & MEDS; March data access,CA Dept. of Finance annual projection,CA Dept. of Finance annual projection,CA Dept. of Finance annual projection,US Census Bureau ACS annual estimate,State Data Exchange annual projection,"EDD, Labor Market Info annual estimate","US Census Bureau ACS Estimates, DFA 256, MEDS"
,,,,,,,,,,,,,,,,,,,
County,Consortium,Calendar_Year,SFY,CF_Households_SFY_Avg,CF_Households_CY_Avg,CF_Persons_SFY_Avg,CF_Persons_CY_Avg,Elderly_CF_July,Children_CF_July,ESL_CF_July_CY,WIC_0-4_CF_Reachable,Percent_CF_0-4_in_WIC,Total_Pop_CY,Total_Elderly_60_plus_CY,Total_Children_under_18_CY,Total_ESL_over_5_CY,Total_SSI_Recipients_CY,Unemployment_Pct_CY,CF_Eligibles_CY
02 Alpine,C-IV,2016.0,2016/17,86.6666666667,91.9166666667,144.666666667,150.5,15.0,45.0,0.0,*,0.111111111,1150.0,367.0,210.0,11.0,34.0,0.065,227.33154
03 Amador,C-IV,2016.0,2016/17,1711.33333333,1759.83333333,3183.25,3335.5,293.0,1235.0,100.0,80.0,0.620772947,37181.0,12895.0,5689.0,570.0,677.0,0.059,4449.9307
04 Butte,C-IV,2016.0,2016/17,16772.6666667,16974.5,31444.3333333,32064.75,1940.0,12890.0,2410.0,748.0,0.629648116,224761.0,55150.0,46365.0,5233.0,10550.0,0.065,50672.63662
05 Calaveras,C-IV,2016.0,2016/17,2821.25,2812.08333333,5134.25,5186.83333333,572.0,1790.0,105.0,84.0,0.606060606,44747.0,16453.0,7393.0,277.0,1015.0,0.056,6587.95782
06 Colusa,C-IV,2016.0,2016/17,665.833333333,627.333333333,1536.25,1427.66666667,114.0,811.0,393.0,48.0,0.711297071,22428.0,4438.0,6130.0,2893.0,552.0,0.155,3454.21034
07 Contra Costa,CalWIN,2016.0,2016/17,32340.3333333,34039.75,64666.4166667,67936.5833333,4727.0,34519.0,15305.0,3229.0,0.538284619,1129332.0,247605.0,252258.0,69034.0,23841.0,0.044,107992.29498
08 Del Norte,C-IV,2016.0,2016/17,2563.16666667,2606.0,5254.91666667,5317.58333333,287.0,2186.0,189.0,136.0,0.696551724,26956.0,6622.0,5857.0,537.0,1779.0,0.075,5486.2428
09 El Dorado,C-IV,2016.0,2016/17,7007.91666667,7175.16666667,12457.5,12772.75,1149.0,4816.0,844.0,258.0,0.568442347,184085.0,51051.0,36677.0,3406.0,2862.0,0.051,19417.21598
10 Fresno,CalWIN,2016.0,2016/17,91347.25,101380.75,212200.833333,234644.5,8599.0,125061.0,57671.0,5748.0,0.761550075,988072.0,163170.0,280673.0,109480.0,41294.0,0.094,253718.35286
11 Glenn,C-IV,2016.0,2016/17,1533.5,1554.66666667,3538.91666667,3615.33333333,187.0,1972.0,742.0,117.0,0.750793651,29084.0,6210.0,7543.0,2761.0,1081.0,0.082,5744.98034
12 Humboldt,C-IV,2016.0,2016/17,12353.5,12516.75,20848.4166667,21216.1666667,1455.0,7512.0,908.0,426.0,0.589486356,135884.0,32767.0,27946.0,2230.0,5383.0,0.049,33392.65972
13 Imperial,C-IV,2016.0,2016/17,17421.75,17507.9166667,42310.75,42812.0,2792.0,20597.0,22382.0,812.0,0.634608872,186520.0,31853.0,54402.0,34100.0,9999.0,0.235,47395.6744
14 Inyo,C-IV,2016.0,2016/17,1032.33333333,1056.33333333,1971.75,2046.58333333,174.0,853.0,224.0,61.0,0.721649485,18658.0,5701.0,3865.0,451.0,382.0,0.052,2229.92596
15 Kern,C-IV,2016.0,2016/17,69871.8333333,70632.75,162375.666667,164239.666667,6955.0,89636.0,37205.0,6086.0,0.741666667,887922.0,136318.0,255253.0,84424.0,30848.0,0.103,215670.0795
16 Kings,C-IV,2016.0,2016/17,10714.5833333,10819.5,24345.6666667,24655.8333333,988.0,12811.0,5807.0,877.0,0.719566289,149172.0,21335.0,45526.0,13525.0,4567.0,0.1,27457.41268
17 Lake,C-IV,2016.0,2016/17,6501.5,6611.41666667,12208.6666667,12482.5,1054.0,4898.0,992.0,313.0,0.670349908,64712.0,19000.0,13538.0,2348.0,3660.0,0.066,11882.11388
18 Lassen,C-IV,2016.0,2016/17,1583.66666667,1569.16666667,3131.41666667,3149.33333333,168.0,1355.0,63.0,90.0,0.635983264,30599.0,6871.0,5343.0,633.0,881.0,0.069,3801.25838
19 Los Angeles,LRS,2016.0,2016/17,542574.333333,558922.166667,1092802.41667,1118309.08333,65695.0,521779.0,391688.0,51194.0,0.747201878,10215103.0,1911467.0,2319464.0,1356170.0,381016.0,0.052,1722921.69686
20 Madera,C-IV,2016.0,2016/17,11762.4166667,12017.8333333,28845.5833333,29255.3333333,985.0,17426.0,9932.0,975.0,0.737387942,155518.0,29328.0,42402.0,19819.0,4480.0,0.092,31945.83926
21 Marin,C-IV,2016.0,2016/17,6101.0,6245.91666667,10072.9166667,10304.1666667,1268.0,4745.0,4064.0,295.0,0.578982155,262706.0,75834.0,52858.0,10590.0,2796.0,0.032,20564.16802
22 Mariposa,C-IV,2016.0,2016/17,1030.66666667,1090.33333333,1884.66666667,2013.16666667,215.0,698.0,41.0,42.0,0.669724771,18057.0,6484.0,2886.0,193.0,427.0,0.069,3175.55774
23 Mendocino,C-IV,2016.0,2016/17,6421.41666667,6708.5,12131.5,12644.1666667,928.0,5237.0,1689.0,333.0,0.567476002,88779.0,24721.0,19134.0,4384.0,3066.0,0.052,19475.31268
24 Merced,C-IV,2016.0,2016/17,23908.5833333,24516.8333333,55344.75,56659.75,2309.0,31177.0,14791.0,1760.0,0.723367169,272286.0,41609.0,80372.0,33243.0,10667.0,0.105,59925.13282
25 Modoc,C-IV,2016.0,2016/17,538.0,516.333333333,1131.75,1084.83333333,46.0,499.0,48.0,15.0,0.602649007,9506.0,3107.0,1821.0,256.0,404.0,0.078,1611.51298
26 Mono,C-IV,2016.0,2016/17,443.083333333,452.666666667,751.916666667,794.083333333,65.0,357.0,194.0,15.0,0.537037037,13801.0,2798.0,2859.0,1013.0,101.0,0.053,1182.79732
27 Monterey,C-IV,2016.0,2016/17,21906.4166667,22712.9166667,48492.4166667,50326.25,2774.0,29652.0,22216.0,1244.0,0.713618214,439945.0,80214.0,115112.0,75593.0,8101.0,0.076,60652.21106
28 Napa,C-IV,2016.0,2016/17,3379.41666667,3546.75,6858.83333333,7274.25,561.0,3968.0,2829.0,201.0,0.656349206,141569.0,34388.0,29907.0,11745.0,2034.0,0.043,10434.59964
29 Nevada,C-IV,2016.0,2016/17,4248.75,4346.66666667,7391.83333333,7660.5,778.0,2695.0,225.0,169.0,0.489749431,98300.0,33880.0,16468.0,1305.0,1824.0,0.047,11844.33222
30 Orange,CalWIN,2016.0,2016/17,120043.083333,123182.333333,245247.833333,253145.166667,20825.0,136659.0,113097.0,7350.0,0.681085847,3179122.0,626747.0,730547.0,319276.0,67977.0,0.04,357201.12008
31 Placer,CalWIN,2016.0,2016/17,9029.16666667,9286.25,16874.0833333,17625.5833333,1653.0,7085.0,1882.0,487.0,0.54584121,375805.0,96844.0,78193.0,7183.0,5095.0,0.044,34761.37662
32 Plumas,C-IV,2016.0,2016/17,1144.41666667,1159.83333333,2084.33333333,2132.16666667,154.0,730.0,40.0,49.0,0.624521073,19535.0,7246.0,3197.0,170.0,663.0,0.096,2866.99332
33 Riverside,C-IV,2016.0,2016/17,125860.75,129010.166667,279293.083333,287642.75,16535.0,145657.0,63275.0,10479.0,0.639698181,2359588.0,456622.0,601433.0,178936.0,58100.0,0.061,421674.33782
34 Sacramento,CalWIN,2016.0,2016/17,100083.0,102439.333333,209677.25,214057.333333,10622.0,100084.0,47168.0,5851.0,0.614490903,1503536.0,284023.0,361947.0,95398.0,62524.0,0.054,270638.7534
35 San Benito,C-IV,2016.0,2016/17,2373.08333333,2543.83333333,5275.0,5619.83333333,350.0,2888.0,1596.0,386.0,0.738947368,58010.0,10728.0,14580.0,5252.0,880.0,0.068,7743.2247
36 San Bernardino,C-IV,2016.0,2016/17,172631.166667,178494.75,377181.25,390589.916667,21084.0,193959.0,68443.0,11109.0,0.66028086,2143578.0,344896.0,580699.0,164265.0,67508.0,0.057,403621.80548
37 San Diego,CalWIN,2016.0,2016/17,137827.416667,142005.833333,278085.583333,286487.166667,24013.0,133618.0,99769.0,11913.0,0.649918312,3295816.0,635589.0,790021.0,228467.0,75424.0,0.047,468815.2649
38 San Francisco,CalWIN,2016.0,2016/17,34434.0833333,34877.0,52010.8333333,52868.5833333,8600.0,18892.0,22730.0,1229.0,0.580031949,872463.0,188524.0,126208.0,100414.0,36427.0,0.033,80562.66374
39 San Joaquin,C-IV,2016.0,2016/17,49992.5833333,51666.8333333,111805.5,116203.666667,5637.0,60519.0,22397.0,3337.0,0.669147353,738343.0,127571.0,200036.0,63053.0,26870.0,0.081,125684.21928
40 San Luis Obispo,CalWIN,2016.0,2016/17,9729.08333333,9958.16666667,17514.9166667,18140.75,1559.0,7974.0,3280.0,401.0,0.573255814,278080.0,75554.0,51859.0,10287.0,4063.0,0.043,35022.46786
41 San Mateo,CalWIN,2016.0,2016/17,14337.5,15147.8333333,27750.1666667,29408.75,3684.0,15490.0,13095.0,904.0,0.640888523,768507.0,171938.0,161878.0,57020.0,9952.0,0.03,53230.80128
42 Santa Barbara,CalWIN,2016.0,2016/17,18613.9166667,18572.9166667,38428.6666667,38650.1666667,2277.0,21923.0,14873.0,1474.0,0.699749687,447309.0,88664.0,103069.0,45946.0,8004.0,0.05,64123.56218
43 Santa Clara,CalWIN,2016.0,2016/17,50077.5,52729.6666667,98101.3333333,103617.333333,10336.0,50104.0,44755.0,3295.0,0.594197975,1932827.0,364749.0,446411.0,171519.0,41718.0,0.038,180133.01454
44 Santa Cruz,CalWIN,2016.0,2016/17,14568.6666667,14633.0,26423.0,26729.75,2393.0,12357.0,9501.0,863.0,0.661349693,275754.0,60709.0,60233.0,20762.0,4764.0,0.069,38408.247
45 Shasta,C-IV,2016.0,2016/17,12696.1666667,12943.4166667,23809.8333333,24407.3333333,1506.0,9672.0,436.0,727.0,0.677409262,177631.0,47951.0,37816.0,1963.0,9165.0,0.069,34951.27258
46 Sierra,C-IV,2016.0,2016/17,162.75,160.666666667,276.916666667,277.333333333,43.0,71.0,*,*,0.588235294,3141.0,1229.0,465.0,35.0,85.0,0.076,439.9497
47 Siskiyou,C-IV,2016.0,2016/17,3134.41666667,3213.16666667,6575.66666667,6773.33333333,493.0,2798.0,226.0,155.0,0.636554622,44373.0,14672.0,8719.0,755.0,2380.0,0.085,10625.20346
48 Solano,CalWIN,2016.0,2016/17,21624.0833333,22398.1666667,40785.75,42352.6666667,2927.0,19429.0,6797.0,1035.0,0.5419684,433412.0,92111.0,100543.0,20279.0,11385.0,0.055,58480.9245
49 Sonoma,CalWIN,2016.0,2016/17,17933.25,18932.1666667,31785.5833333,33626.5833333,3556.0,16175.0,10272.0,744.0,0.595316352,503152.0,130552.0,99716.0,27323.0,8201.0,0.04,51364.9346
50 Stanislaus,C-IV,2016.0,2016/17,40674.0,41901.9166667,85291.25,88015.0833333,4334.0,42829.0,16575.0,2341.0,0.586291686,543592.0,96001.0,145153.0,47779.0,19620.0,0.085,93759.11094
51 Sutter,C-IV,2016.0,2016/17,5623.83333333,5727.33333333,12883.9166667,13128.75,573.0,6627.0,2234.0,287.0,0.645255474,98208.0,19556.0,25173.0,9121.0,3760.0,0.096,19005.51096
52 Tehama,C-IV,2016.0,2016/17,4396.66666667,4567.66666667,9532.58333333,9930.58333333,553.0,4816.0,1215.0,270.0,0.613484646,64158.0,15757.0,15456.0,2385.0,2998.0,0.071,14987.8581
53 Trinity,C-IV,2016.0,2016/17,988.666666667,1007.83333333,1727.91666667,1757.41666667,150.0,571.0,*,33.0,0.645833333,13492.0,4932.0,2169.0,105.0,629.0,0.071,3189.39112
54 Tulare,CalWIN,2016.0,2016/17,51694.0,52435.5833333,120271.166667,122466.75,5671.0,67261.0,40041.0,2338.0,0.641883399,467960.0,73393.0,144319.0,61876.0,17540.0,0.11,115553.38148
55 Tuolumne,C-IV,2016.0,2016/17,3019.66666667,3138.75,5270.66666667,5451.83333333,567.0,1896.0,90.0,104.0,0.674121406,54291.0,18653.0,8748.0,483.0,1552.0,0.062,8881.70494
56 Ventura,CalWIN,2016.0,2016/17,36512.0,37376.4166667,73100.3333333,75010.5,5900.0,39335.0,28114.0,1582.0,0.6245,853673.0,176335.0,200204.0,79050.0,14767.0,0.052,90705.1975
57 Yolo,CalWIN,2016.0,2016/17,10257.9166667,10645.1666667,19913.3333333,20842.75,1406.0,9201.0,5304.0,480.0,0.602506091,216726.0,36535.0,49888.0,13675.0,5184.0,0.058,46097.32226
58 Yuba,C-IV,2016.0,2016/17,6022.66666667,6187.41666667,13007.5833333,13331.6666667,542.0,6264.0,1460.0,323.0,0.670113754,76138.0,13142.0,21480.0,3461.0,3704.0,0.085,14544.35772
00 Statewide,n/a,2017.0,2017/18,1979531.41667,1999190.0,4046550.41667,4127650.58333,293636.0,2039249.0,1179480.0,,,39500973.0,7933064.0,9260616.0,3664918.0,1154343.0,0.048,
01 Alameda,CalWIN,2017.0,2017/18,56256.75,57278.25,105001.666667,108256.25,11104.0,48679.0,34447.0,,,1646405.0,326909.0,350508.0,136038.0,45115.0,0.036,
02 Alpine,C-IV,2017.0,2017/18,78.25,80.5833333333,140.0,140.833333333,14.0,52.0,0.0,,,1156.0,385.0,199.0,*,36.0,0.061,
03 Amador,C-IV,2017.0,2017/18,1602.0,1660.83333333,2902.08333333,3038.0,303.0,1097.0,71.0,,,38382.0,13008.0,5648.0,414.0,672.0,0.049,
04 Butte,C-IV,2017.0,2017/18,16863.8333333,16659.5,30914.0833333,30940.5,2062.0,12087.0,2244.0,,,226403.0,56401.0,46466.0,5035.0,10378.0,0.057,
05 Calaveras,C-IV,2017.0,2017/18,2783.58333333,2797.25,5003.91666667,5036.16666667,599.0,1638.0,91.0,,,45175.0,16811.0,7274.0,290.0,988.0,0.047,
06 Colusa,C-IV,2017.0,2017/18,680.5,687.416666667,1479.25,1553.25,116.0,871.0,405.0,,,22050.0,4585.0,6130.0,2865.0,564.0,0.143,
07 Contra Costa,CalWIN,2017.0,2017/18,31190.4166667,31521.1666667,61940.3333333,62952.0833333,4737.0,31871.0,13710.0,,,1139313.0,256654.0,251222.0,69051.0,23320.0,0.038,
08 Del Norte,C-IV,2017.0,2017/18,2568.08333333,2569.66666667,5166.5,5253.16666667,298.0,2174.0,194.0,,,27060.0,6730.0,5837.0,452.0,1715.0,0.064,
09 El Dorado,C-IV,2017.0,2017/18,6579.66666667,6796.33333333,11469.9166667,12018.75,1273.0,4507.0,752.0,,,186223.0,53296.0,36226.0,3116.0,2823.0,0.044,
10 Fresno,CalWIN,2017.0,2017/18,95143.25,96942.75,218927.916667,224022.333333,8782.0,119527.0,53200.0,,,995233.0,169300.0,281357.0,107477.0,41278.0,0.085,
11 Glenn,C-IV,2017.0,2017/18,1487.75,1500.83333333,3311.08333333,3363.25,210.0,1711.0,582.0,,,28730.0,6352.0,7503.0,2921.0,1061.0,0.075,
12 Humboldt,C-IV,2017.0,2017/18,11955.8333333,12114.6666667,20009.5,20413.75,1519.0,7142.0,883.0,,,136430.0,33542.0,28114.0,2263.0,5236.0,0.042,
13 Imperial,C-IV,2017.0,2017/18,17086.0,17266.5,40950.5833333,41816.3333333,3051.0,20091.0,21796.0,,,187921.0,33079.0,54725.0,34137.0,9988.0,0.191,
14 Inyo,C-IV,2017.0,2017/18,1022.16666667,1015.08333333,1961.16666667,1940.91666667,200.0,803.0,179.0,,,18598.0,5802.0,3850.0,447.0,366.0,0.044,
15 Kern,C-IV,2017.0,2017/18,68216.6666667,68975.9166667,157302.25,159899.5,7901.0,87057.0,34717.0,,,896101.0,141792.0,255559.0,84362.0,30862.0,0.092,
16 Kings,C-IV,2017.0,2017/18,10606.0833333,10631.5,23712.4166667,24003.0,1109.0,12410.0,5356.0,,,149559.0,22020.0,45881.0,13954.0,4586.0,0.089,
17 Lake,C-IV,2017.0,2017/18,6361.16666667,6418.66666667,11684.3333333,11937.1666667,1139.0,4619.0,956.0,,,64740.0,19458.0,13614.0,2024.0,3576.0,0.057,
18 Lassen,C-IV,2017.0,2017/18,1525.08333333,1564.0,3036.25,3113.66666667,199.0,1358.0,53.0,,,30661.0,7049.0,5353.0,615.0,905.0,0.056,
19 Los Angeles,LRS,2017.0,2017/18,548238.916667,539484.916667,1084400.08333,1081619.33333,73289.0,538420.0,376091.0,,,10231271.0,1982688.0,2310266.0,1332866.0,374280.0,0.047,
20 Madera,C-IV,2017.0,2017/18,11304.25,11497.8333333,27320.1666667,28161.0833333,1038.0,16653.0,9131.0,,,156963.0,30200.0,42384.0,19613.0,4467.0,0.081,
21 Marin,C-IV,2017.0,2017/18,5982.91666667,5969.25,9827.08333333,9875.0,1341.0,4444.0,3839.0,,,263262.0,77367.0,52691.0,9885.0,2720.0,0.029,
22 Mariposa,C-IV,2017.0,2017/18,1029.25,1017.08333333,1887.33333333,1853.25,238.0,631.0,41.0,,,18137.0,6634.0,2850.0,166.0,426.0,0.059,
23 Mendocino,C-IV,2017.0,2017/18,6264.58333333,6286.5,11591.1666667,11737.4166667,1032.0,4983.0,1579.0,,,89092.0,25309.0,19162.0,4280.0,3031.0,0.045,
24 Merced,C-IV,2017.0,2017/18,23147.1666667,23506.8333333,53174.0,54391.6666667,2420.0,29720.0,13709.0,,,275104.0,43198.0,80502.0,33572.0,10549.0,0.093,
25 Modoc,C-IV,2017.0,2017/18,576.25,551.666666667,1197.0,1172.5,66.0,516.0,37.0,,,9562.0,3145.0,1823.0,274.0,410.0,0.08,
26 Mono,C-IV,2017.0,2017/18,393.833333333,413.916666667,682.75,699.333333333,63.0,289.0,133.0,,,13759.0,2959.0,2842.0,848.0,97.0,0.044,
27 Monterey,C-IV,2017.0,2017/18,20293.3333333,21141.0833333,44718.5,46717.25,2961.0,27047.0,20232.0,,,442149.0,82539.0,115456.0,74195.0,7831.0,0.072,
28 Napa,C-IV,2017.0,2017/18,3055.0,3191.66666667,6075.16666667,6396.16666667,604.0,3318.0,2360.0,,,141784.0,35180.0,29534.0,10671.0,1970.0,0.037,
29 Nevada,C-IV,2017.0,2017/18,4065.33333333,4119.25,6983.16666667,7131.91666667,843.0,2471.0,214.0,,,98613.0,34709.0,16210.0,1160.0,1868.0,0.041,
30 Orange,CalWIN,2017.0,2017/18,113075.75,116210.666667,227217.083333,235735.333333,21610.0,124697.0,101791.0,,,3198968.0,650354.0,728916.0,312733.0,67526.0,0.035,
31 Placer,CalWIN,2017.0,2017/18,8497.0,8725.5,15803.75,16343.9166667,1718.0,6464.0,1607.0,,,383173.0,100910.0,77106.0,7018.0,5003.0,0.038,
32 Plumas,C-IV,2017.0,2017/18,1159.91666667,1140.75,2096.5,2064.25,174.0,736.0,47.0,,,19818.0,7409.0,3202.0,81.0,633.0,0.089,
33 Riverside,C-IV,2017.0,2017/18,119807.75,122659.166667,262749.083333,271076.0,17466.0,135592.0,55786.0,,,2382640.0,475802.0,601489.0,180207.0,58028.0,0.052,
34 Sacramento,CalWIN,2017.0,2017/18,96469.0833333,98310.4166667,201681.166667,205982.833333,11247.0,96865.0,47124.0,,,1513415.0,294044.0,362935.0,95631.0,61582.0,0.046,
35 San Benito,C-IV,2017.0,2017/18,2131.5,2226.16666667,4679.83333333,4954.66666667,335.0,2599.0,1366.0,,,56879.0,11199.0,14464.0,5043.0,874.0,0.059,
36 San Bernardino,C-IV,2017.0,2017/18,161508.166667,166402.25,350349.5,362853.5,21239.0,179841.0,60407.0,,,2155590.0,359186.0,581706.0,159229.0,66585.0,0.049,
37 San Diego,CalWIN,2017.0,2017/18,133001.166667,134121.833333,264221.833333,269769.5,25554.0,124285.0,92716.0,,,3309509.0,658962.0,796905.0,223456.0,74300.0,0.04,
38 San Francisco,CalWIN,2017.0,2017/18,33467.75,33958.8333333,49826.8333333,50941.75,9768.0,17152.0,21827.0,,,874008.0,193721.0,129304.0,98626.0,35747.0,0.029,
39 San Joaquin,C-IV,2017.0,2017/18,46849.5,48347.3333333,103075.583333,107330.583333,5999.0,55568.0,20009.0,,,747263.0,132228.0,200829.0,62413.0,26463.0,0.07,
40 San Luis Obispo,CalWIN,2017.0,2017/18,9394.08333333,9538.25,16398.9166667,16939.75,1680.0,7292.0,2939.0,,,279210.0,77908.0,51750.0,9470.0,3913.0,0.036,
41 San Mateo,CalWIN,2017.0,2017/18,13002.6666667,13596.4166667,24728.3333333,26110.4166667,3503.0,13330.0,11267.0,,,770256.0,177345.0,162574.0,55820.0,9550.0,0.027,
42 Santa Barbara,CalWIN,2017.0,2017/18,19351.4166667,18752.3333333,38251.25,38107.1666667,2583.0,20842.0,14114.0,,,450025.0,91033.0,103212.0,45877.0,7869.0,0.045,
43 Santa Clara,CalWIN,2017.0,2017/18,45129.5,47339.6666667,86571.0833333,92083.25,10140.0,43581.0,38302.0,,,1937473.0,378043.0,448088.0,169331.0,40724.0,0.032,
44 Santa Cruz,CalWIN,2017.0,2017/18,14438.6666667,14471.5833333,25510.75,25965.5,2478.0,11455.0,8750.0,,,276504.0,62750.0,60623.0,20196.0,4625.0,0.057,
45 Shasta,C-IV,2017.0,2017/18,12308.6666667,12400.5,22968.0,23247.5833333,1672.0,9275.0,413.0,,,178148.0,48910.0,37771.0,2176.0,9049.0,0.058,
46 Sierra,C-IV,2017.0,2017/18,152.083333333,161.0,255.666666667,272.416666667,47.0,73.0,*,,,3203.0,1245.0,462.0,*,79.0,0.065,
47 Siskiyou,C-IV,2017.0,2017/18,3117.66666667,3096.08333333,6370.75,6418.75,504.0,2622.0,219.0,,,44655.0,14922.0,8680.0,665.0,2334.0,0.072,
48 Solano,CalWIN,2017.0,2017/18,20698.0,21073.4166667,38454.9166667,39571.75,3122.0,18023.0,6195.0,,,436640.0,95793.0,100927.0,20285.0,11067.0,0.048,
49 Sonoma,CalWIN,2017.0,2017/18,16820.0833333,17282.0833333,29291.4166667,30380.1666667,3560.0,14220.0,9052.0,,,504613.0,134644.0,98693.0,26059.0,8029.0,0.034,
50 Stanislaus,C-IV,2017.0,2017/18,38418.0,39581.3333333,80035.4166667,82744.0833333,4760.0,40179.0,15443.0,,,549976.0,99766.0,145865.0,49236.0,19222.0,0.075,
51 Sutter,C-IV,2017.0,2017/18,5313.5,5495.41666667,12131.25,12581.6666667,628.0,6282.0,2042.0,,,96919.0,19968.0,25035.0,9073.0,3766.0,0.087,
52 Tehama,C-IV,2017.0,2017/18,4191.58333333,4271.75,9007.91666667,9219.0,559.0,4505.0,1138.0,,,63949.0,16082.0,15393.0,2512.0,2945.0,0.064,
53 Trinity,C-IV,2017.0,2017/18,978.833333333,971.25,1674.75,1699.33333333,160.0,532.0,*,,,13634.0,5063.0,2156.0,152.0,614.0,0.06,
54 Tulare,CalWIN,2017.0,2017/18,50745.25,51259.75,116724.083333,118686.75,5907.0,64931.0,38463.0,,,470716.0,75816.0,144108.0,61937.0,17521.0,0.104,
55 Tuolumne,C-IV,2017.0,2017/18,2706.25,2840.08333333,4732.16666667,4984.66666667,578.0,1760.0,74.0,,,54725.0,18934.0,8679.0,371.0,1540.0,0.054,
56 Ventura,CalWIN,2017.0,2017/18,34429.3333333,35321.6666667,67606.0,70145.5833333,6080.0,35864.0,25344.0,,,855910.0,182659.0,198261.0,77750.0,14726.0,0.045,
57 Yolo,CalWIN,2017.0,2017/18,9995.83333333,9994.5,18445.6666667,19071.3333333,1435.0,8311.0,4687.0,,,218673.0,37749.0,50749.0,13088.0,5077.0,0.05,
58 Yuba,C-IV,2017.0,2017/18,6014.5,5984.41666667,12921.25,12919.0833333,619.0,6186.0,1337.0,,,74645.0,13518.0,21548.0,3464.0,3621.0,0.075,
00 Statewide,n/a,2018.0,2018/19,,,,,322094.0,1913457.0,1093944.0,,,39809693.0,8221985.0,9261018.0,,1135190.16667,,
01 Alameda,CalWIN,2018.0,2018/19,,,,,11501.0,44043.0,30654.0,,,1660202.0,339021.0,351696.0,,44220.0,,
02 Alpine,C-IV,2018.0,2018/19,,,,,14.0,39.0,0.0,,,1154.0,397.0,190.0,,33.4166666667,,
03 Amador,C-IV,2018.0,2018/19,,,,,323.0,973.0,64.0,,,38094.0,13314.0,5642.0,,647.5,,
04 Butte,C-IV,2018.0,2018/19,,,,,2273.0,11692.0,2010.0,,,227621.0,57350.0,46448.0,,10182.75,,
05 Calaveras,C-IV,2018.0,2018/19,,,,,620.0,1623.0,77.0,,,45157.0,17243.0,7178.0,,963.583333333,,
06 Colusa,C-IV,2018.0,2018/19,,,,,121.0,753.0,381.0,,,22098.0,4723.0,6121.0,,571.166666667,,
07 Contra Costa,CalWIN,2018.0,2018/19,,,,,5269.0,29860.0,12644.0,,,1149363.0,266792.0,251554.0,,22931.1666667,,
08 Del Norte,C-IV,2018.0,2018/19,,,,,328.0,2009.0,192.0,,,27221.0,6895.0,5816.0,,1697.0,,
09 El Dorado,C-IV,2018.0,2018/19,,,,,1272.0,4054.0,665.0,,,188399.0,55406.0,35745.0,,2766.66666667,,
10 Fresno,CalWIN,2018.0,2018/19,,,,,9095.0,112941.0,48747.0,,,1007229.0,175008.0,282393.0,,41276.4166667,,
11 Glenn,C-IV,2018.0,2018/19,,,,,244.0,1670.0,520.0,,,28796.0,6511.0,7481.0,,1041.83333333,,
12 Humboldt,C-IV,2018.0,2018/19,,,,,1663.0,6579.0,756.0,,,136002.0,34375.0,28453.0,,5039.0,,
13 Imperial,C-IV,2018.0,2018/19,,,,,3134.0,18884.0,20717.0,,,190624.0,34300.0,55371.0,,9948.58333333,,
14 Inyo,C-IV,2018.0,2018/19,,,,,218.0,764.0,148.0,,,18577.0,5960.0,3870.0,,357.916666667,,
15 Kern,C-IV,2018.0,2018/19,,,,,8501.0,83589.0,33485.0,,,905801.0,146852.0,256078.0,,31037.5833333,,
16 Kings,C-IV,2018.0,2018/19,,,,,1183.0,11878.0,5024.0,,,151662.0,22623.0,46215.0,,4571.91666667,,
17 Lake,C-IV,2018.0,2018/19,,,,,1565.0,5131.0,1278.0,,,65081.0,19845.0,13632.0,,3506.08333333,,
18 Lassen,C-IV,2018.0,2018/19,,,,,227.0,1201.0,51.0,,,30911.0,7281.0,5294.0,,863.333333333,,
19 Los Angeles,LRS,2018.0,2018/19,,,,,91132.0,520268.0,363721.0,,,10283729.0,2056614.0,2298592.0,,366051.5,,
20 Madera,C-IV,2018.0,2018/19,,,,,1154.0,15793.0,8581.0,,,158894.0,31061.0,42250.0,,4441.33333333,,
21 Marin,C-IV,2018.0,2018/19,,,,,1488.0,4263.0,3685.0,,,263886.0,79357.0,52222.0,,2577.91666667,,
22 Mariposa,C-IV,2018.0,2018/19,,,,,252.0,633.0,38.0,,,18129.0,6811.0,2834.0,,411.25,,
23 Mendocino,C-IV,2018.0,2018/19,,,,,1150.0,4668.0,1553.0,,,89299.0,25835.0,19133.0,,3019.58333333,,
24 Merced,C-IV,2018.0,2018/19,,,,,2557.0,27778.0,12859.0,,,279977.0,44559.0,80521.0,,10384.3333333,,
25 Modoc,C-IV,2018.0,2018/19,,,,,73.0,512.0,51.0,,,9612.0,3188.0,1769.0,,413.583333333,,
