Calendar_Year,2016.0,,
,,,
,Column Labels,,
,17 Lake,28 Napa,49 Sonoma
Sum of Percent_CF_0-4_in_WIC,0.670349908,0.656349206,0.595316352
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Calendar_Year,2016.0,,
,,,
,Column Labels,,
,17 Lake,28 Napa,49 Sonoma
Sum of WIC_0-4_CF_Reachable,313.0,201.0,744.0
