,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
The Sort & Filter Function allows for filtering data ,,,,,,,,
Data Sources:,,,,,,MEDS (1st month of Qtr.),MEDS (1st month of Qtr.),MEDS (1st month of Qtr.)
,,,,,,,,
County,Consortium,Month,C_Year,FFY,SFY,MC_rec_CF_Pct,CF_Persons_rec_MC,CF_Persons_rec_MC_Pct
25 Modoc,C-IV,April,2014.0,2014.0,2014.0,0.333930490863,932.0,0.93480441324
26 Mono,C-IV,April,2014.0,2014.0,2014.0,0.254203093477,756.0,0.798310454065
27 Monterey,C-IV,April,2014.0,2014.0,2014.0,0.34558863624,50702.0,0.937502311305
28 Napa,C-IV,April,2014.0,2014.0,2014.0,0.248371104816,7014.0,0.927900515941
29 Nevada,C-IV,April,2014.0,2014.0,2014.0,0.349203292736,7254.0,0.900446871897
30 Orange,CalWIN,April,2014.0,2014.0,2014.0,0.293133552818,222948.0,0.899985467698
31 Placer,CalWIN,April,2014.0,2014.0,2014.0,0.283580673321,14943.0,0.823396517523
32 Plumas,C-IV,April,2014.0,2014.0,2014.0,0.347563431333,1726.0,0.887860082305
33 Riverside,C-IV,April,2014.0,2014.0,2014.0,0.364469719603,242770.0,0.850583008661
34 Sacramento,CalWIN,April,2014.0,2014.0,2014.0,0.408703150371,190537.0,0.888346504418
35 San Benito,C-IV,April,2014.0,2014.0,2014.0,0.363630746416,5885.0,0.926042486231
36 San Bernardino,C-IV,April,2014.0,2014.0,2014.0,0.44962456497,332157.0,0.87029327073
37 San Diego,CalWIN,April,2014.0,2014.0,2014.0,0.334267964463,237716.0,0.859365623351
38 San Francisco,CalWIN,April,2014.0,2014.0,2014.0,0.205583879113,42502.0,0.820486091002
39 San Joaquin,C-IV,April,2014.0,2014.0,2014.0,0.427311018033,109263.0,0.92328947702
40 San Luis Obispo,CalWIN,April,2014.0,2014.0,2014.0,0.317278906441,16851.0,0.895710413012
41 San Mateo,CalWIN,April,2014.0,2014.0,2014.0,0.218263125349,28943.0,0.893495508289
42 Santa Barbara,CalWIN,April,2014.0,2014.0,2014.0,0.28643912209,34324.0,0.932590680614
43 Santa Clara,CalWIN,April,2014.0,2014.0,2014.0,0.259444798239,100628.0,0.890332056307
44 Santa Cruz,CalWIN,April,2014.0,2014.0,2014.0,0.338009631779,22600.0,0.89536864625
45 Shasta,C-IV,April,2014.0,2014.0,2014.0,0.3905875041,22624.0,0.913547345043
46 Sierra,C-IV,April,2014.0,2014.0,2014.0,0.379494007989,285.0,0.928338762215
47 Siskiyou,C-IV,April,2014.0,2014.0,2014.0,0.431877275091,6644.0,0.938683243854
48 Solano,CalWIN,April,2014.0,2014.0,2014.0,0.385859581956,39911.0,0.904990816535
49 Sonoma,CalWIN,April,2014.0,2014.0,2014.0,0.305939353745,33214.0,0.910696169559
50 Stanislaus,C-IV,April,2014.0,2014.0,2014.0,0.423772859497,83329.0,0.893397804271
51 Sutter,C-IV,April,2014.0,2014.0,2014.0,0.340512647933,12142.0,0.929922646856
52 Tehama,C-IV,April,2014.0,2014.0,2014.0,0.420954086617,10342.0,0.929200359389
53 Trinity,C-IV,April,2014.0,2014.0,2014.0,0.389045604137,1655.0,0.915376106195
54 Tulare,CalWIN,April,2014.0,2014.0,2014.0,0.50883677382,114127.0,0.926596193817
55 Tuolumne,C-IV,April,2014.0,2014.0,2014.0,0.395100929916,5226.0,0.934549356223
56 Ventura,CalWIN,April,2014.0,2014.0,2014.0,0.318162121853,63145.0,0.871169791537
57 Yolo,CalWIN,April,2014.0,2014.0,2014.0,0.347617571059,16816.0,0.90345457476
58 Yuba,C-IV,April,2014.0,2014.0,2014.0,0.45040008769,12327.0,0.918212290503
00 Statewide,n/a,July,2014.0,2014.0,2015.0,0.337445914623,3948046.0,0.883410030391
01 Alameda,CalWIN,July,2014.0,2014.0,2015.0,0.29301841465,115141.0,0.884753993807
02 Alpine,C-IV,July,2014.0,2014.0,2015.0,0.464751958225,178.0,0.908163265306
03 Amador,C-IV,July,2014.0,2014.0,2015.0,0.410955207771,3046.0,0.895618935607
04 Butte,C-IV,July,2014.0,2014.0,2015.0,0.391315204963,29774.0,0.935377462222
05 Calaveras,C-IV,July,2014.0,2014.0,2015.0,0.438674534725,4832.0,0.916888045541
06 Colusa,C-IV,July,2014.0,2014.0,2015.0,0.213252565212,1725.0,0.949889867841
07 Contra Costa,CalWIN,July,2014.0,2014.0,2015.0,0.27839648368,65745.0,0.897334407032
08 Del Norte,C-IV,July,2014.0,2014.0,2015.0,0.451238319877,4974.0,0.955619596542
09 El Dorado,C-IV,July,2014.0,2014.0,2015.0,0.340821227741,11637.0,0.899791231733
10 Fresno,CalWIN,July,2014.0,2014.0,2015.0,0.490675123808,212427.0,0.909580207584
11 Glenn,C-IV,July,2014.0,2014.0,2015.0,0.326220349849,3562.0,0.945580037165
12 Humboldt,C-IV,July,2014.0,2014.0,2015.0,0.391818849122,17615.0,0.904678753017
13 Imperial,C-IV,July,2014.0,2014.0,2015.0,0.466368573107,38904.0,0.940755428737
14 Inyo,C-IV,July,2014.0,2014.0,2015.0,0.363854975953,1967.0,0.912337662338
15 Kern,C-IV,July,2014.0,2014.0,2015.0,0.402019094869,139376.0,0.924378888167
16 Kings,C-IV,July,2014.0,2014.0,2015.0,0.443794506612,22685.0,0.937396694215
17 Lake,C-IV,July,2014.0,2014.0,2015.0,0.39318324646,10636.0,0.939327033472
18 Lassen,C-IV,July,2014.0,2014.0,2015.0,0.424207821867,2972.0,0.931369476653
19 Los Angeles,LRS,July,2014.0,2014.0,2015.0,0.28795630695,1007177.0,0.836534779861
20 Madera,C-IV,July,2014.0,2014.0,2015.0,0.434143522134,27793.0,0.954298860047
21 Marin,C-IV,July,2014.0,2014.0,2015.0,0.257925072046,10024.0,0.939368381595
22 Mariposa,C-IV,July,2014.0,2014.0,2015.0,0.418816725979,1883.0,0.943859649123
23 Mendocino,C-IV,July,2014.0,2014.0,2015.0,0.352656473435,12824.0,0.901828410689
24 Merced,C-IV,July,2014.0,2014.0,2015.0,0.450183334415,55495.0,0.949720192357
25 Modoc,C-IV,July,2014.0,2014.0,2015.0,0.32292381606,941.0,0.926181102362
26 Mono,C-IV,July,2014.0,2014.0,2015.0,0.235666772252,744.0,0.854190585534
27 Monterey,C-IV,July,2014.0,2014.0,2015.0,0.306241453666,46583.0,0.941070707071
28 Napa,C-IV,July,2014.0,2014.0,2015.0,0.241091008772,7036.0,0.935265186761
29 Nevada,C-IV,July,2014.0,2014.0,2015.0,0.339947829327,7298.0,0.910315579394
30 Orange,CalWIN,July,2014.0,2014.0,2015.0,0.287748597558,228054.0,0.907063877178
31 Placer,CalWIN,July,2014.0,2014.0,2015.0,0.278184374662,15432.0,0.845403747124
32 Plumas,C-IV,July,2014.0,2014.0,2015.0,0.332101167315,1707.0,0.90221987315
33 Riverside,C-IV,July,2014.0,2014.0,2015.0,0.361889748475,253211.0,0.863650161842
34 Sacramento,CalWIN,July,2014.0,2014.0,2015.0,0.404534259421,196278.0,0.899520171583
35 San Benito,C-IV,July,2014.0,2014.0,2015.0,0.348729374925,5791.0,0.935239018088
36 San Bernardino,C-IV,July,2014.0,2014.0,2015.0,0.450409382607,346018.0,0.882127397044
37 San Diego,CalWIN,July,2014.0,2014.0,2015.0,0.331247501161,246894.0,0.869590025359
38 San Francisco,CalWIN,July,2014.0,2014.0,2015.0,0.206344691229,44250.0,0.847538785673
39 San Joaquin,C-IV,July,2014.0,2014.0,2015.0,0.423730978771,112776.0,0.936288916563
40 San Luis Obispo,CalWIN,July,2014.0,2014.0,2015.0,0.303807065365,16830.0,0.910665007305
41 San Mateo,CalWIN,July,2014.0,2014.0,2015.0,0.210015344242,29290.0,0.90471042471
42 Santa Barbara,CalWIN,July,2014.0,2014.0,2015.0,0.2690628449,33155.0,0.9355248307
43 Santa Clara,CalWIN,July,2014.0,2014.0,2015.0,0.256170187403,103150.0,0.901660839161
44 Santa Cruz,CalWIN,July,2014.0,2014.0,2015.0,0.310768343664,21558.0,0.907896399242
45 Shasta,C-IV,July,2014.0,2014.0,2015.0,0.386189639744,23305.0,0.924728196175
46 Sierra,C-IV,July,2014.0,2014.0,2015.0,0.361842105263,275.0,0.925925925926
47 Siskiyou,C-IV,July,2014.0,2014.0,2015.0,0.413383600377,6579.0,0.943902439024
48 Solano,CalWIN,July,2014.0,2014.0,2015.0,0.374652466678,40561.0,0.913350897341
49 Sonoma,CalWIN,July,2014.0,2014.0,2015.0,0.294178683552,33171.0,0.91662982204
50 Stanislaus,C-IV,July,2014.0,2014.0,2015.0,0.416003229242,85539.0,0.911181652588
51 Sutter,C-IV,July,2014.0,2014.0,2015.0,0.332025687186,12357.0,0.933660748017
52 Tehama,C-IV,July,2014.0,2014.0,2015.0,0.409878176935,10531.0,0.935423698703
53 Trinity,C-IV,July,2014.0,2014.0,2015.0,0.395654142146,1748.0,0.92194092827
54 Tulare,CalWIN,July,2014.0,2014.0,2015.0,0.498216470507,115648.0,0.939418062483
55 Tuolumne,C-IV,July,2014.0,2014.0,2015.0,0.385469960532,5274.0,0.935604044705
56 Ventura,CalWIN,July,2014.0,2014.0,2015.0,0.311960939099,64020.0,0.87701032905
57 Yolo,CalWIN,July,2014.0,2014.0,2015.0,0.338885240682,17030.0,0.906236696467
58 Yuba,C-IV,July,2014.0,2014.0,2015.0,0.445841870981,12620.0,0.927191242377
00 Statewide,n/a,October,2014.0,2015.0,2015.0,0.331537955226,4000885.0,0.890795090311
01 Alameda,CalWIN,October,2014.0,2015.0,2015.0,0.283994705075,114994.0,0.893962715923
02 Alpine,C-IV,October,2014.0,2015.0,2015.0,0.432642487047,167.0,0.902702702703
03 Amador,C-IV,October,2014.0,2015.0,2015.0,0.409048569528,3074.0,0.89725627554
04 Butte,C-IV,October,2014.0,2015.0,2015.0,0.38233717844,29963.0,0.937427650721
05 Calaveras,C-IV,October,2014.0,2015.0,2015.0,0.432470258922,4944.0,0.917424383002
06 Colusa,C-IV,October,2014.0,2015.0,2015.0,0.196417765945,1623.0,0.957522123894
07 Contra Costa,CalWIN,October,2014.0,2015.0,2015.0,0.271905905336,66810.0,0.906697428242
08 Del Norte,C-IV,October,2014.0,2015.0,2015.0,0.444057193923,4969.0,0.957049306626
09 El Dorado,C-IV,October,2014.0,2015.0,2015.0,0.337042015845,11784.0,0.897965404252
10 Fresno,CalWIN,October,2014.0,2015.0,2015.0,0.480446049592,214044.0,0.917415306542
11 Glenn,C-IV,October,2014.0,2015.0,2015.0,0.314867762688,3524.0,0.957088538838
12 Humboldt,C-IV,October,2014.0,2015.0,2015.0,0.395867037684,18352.0,0.906719367589
13 Imperial,C-IV,October,2014.0,2015.0,2015.0,0.474263155429,40485.0,0.942585737235
14 Inyo,C-IV,October,2014.0,2015.0,2015.0,0.350581915846,1958.0,0.92358490566
15 Kern,C-IV,October,2014.0,2015.0,2015.0,0.394814363421,140593.0,0.9315421567
16 Kings,C-IV,October,2014.0,2015.0,2015.0,0.430929726012,22554.0,0.942183975269
17 Lake,C-IV,October,2014.0,2015.0,2015.0,0.386676604202,10895.0,0.94410745234
18 Lassen,C-IV,October,2014.0,2015.0,2015.0,0.420870767104,3045.0,0.935771358328
19 Los Angeles,LRS,October,2014.0,2015.0,2015.0,0.280465507004,1013613.0,0.845848295015
20 Madera,C-IV,October,2014.0,2015.0,2015.0,0.4214035141,27749.0,0.956829074859
21 Marin,C-IV,October,2014.0,2015.0,2015.0,0.251704713905,10188.0,0.94499582599
22 Mariposa,C-IV,October,2014.0,2015.0,2015.0,0.417044228695,1933.0,0.956457199406
23 Mendocino,C-IV,October,2014.0,2015.0,2015.0,0.337222000266,12661.0,0.914481762369
24 Merced,C-IV,October,2014.0,2015.0,2015.0,0.434939561341,55664.0,0.959327174962
25 Modoc,C-IV,October,2014.0,2015.0,2015.0,0.326158940397,985.0,0.948026948989
26 Mono,C-IV,October,2014.0,2015.0,2015.0,0.217968508799,706.0,0.859926918392
27 Monterey,C-IV,October,2014.0,2015.0,2015.0,0.288508978257,45261.0,0.948231794184
28 Napa,C-IV,October,2014.0,2015.0,2015.0,0.23130786063,6871.0,0.935338959978
29 Nevada,C-IV,October,2014.0,2015.0,2015.0,0.328311079033,7278.0,0.915126367409
30 Orange,CalWIN,October,2014.0,2015.0,2015.0,0.283783203458,231287.0,0.907253335216
31 Placer,CalWIN,October,2014.0,2015.0,2015.0,0.272541586609,15745.0,0.850667242963
32 Plumas,C-IV,October,2014.0,2015.0,2015.0,0.332645790362,1774.0,0.898227848101
33 Riverside,C-IV,October,2014.0,2015.0,2015.0,0.360052510253,263027.0,0.875915787511
34 Sacramento,CalWIN,October,2014.0,2015.0,2015.0,0.399213533283,200402.0,0.907646528649
35 San Benito,C-IV,October,2014.0,2015.0,2015.0,0.337981170302,5672.0,0.937365724674
36 San Bernardino,C-IV,October,2014.0,2015.0,2015.0,0.447231588567,354800.0,0.890162301576
37 San Diego,CalWIN,October,2014.0,2015.0,2015.0,0.329755800087,255230.0,0.876988626602
38 San Francisco,CalWIN,October,2014.0,2015.0,2015.0,0.204693968944,44794.0,0.857186597011
39 San Joaquin,C-IV,October,2014.0,2015.0,2015.0,0.419840975992,114528.0,0.94233807267
40 San Luis Obispo,CalWIN,October,2014.0,2015.0,2015.0,0.2930545525,16637.0,0.914422337034
41 San Mateo,CalWIN,October,2014.0,2015.0,2015.0,0.20402488617,29350.0,0.904552038709
42 Santa Barbara,CalWIN,October,2014.0,2015.0,2015.0,0.268218833166,33662.0,0.935497318178
43 Santa Clara,CalWIN,October,2014.0,2015.0,2015.0,0.256101235312,103700.0,0.904815503145
44 Santa Cruz,CalWIN,October,2014.0,2015.0,2015.0,0.303473313767,21817.0,0.91506585018
45 Shasta,C-IV,October,2014.0,2015.0,2015.0,0.381906894897,23873.0,0.935242497845
46 Sierra,C-IV,October,2014.0,2015.0,2015.0,0.361460957179,287.0,0.922829581994
47 Siskiyou,C-IV,October,2014.0,2015.0,2015.0,0.407816482583,6720.0,0.953326713009
48 Solano,CalWIN,October,2014.0,2015.0,2015.0,0.361720330449,40589.0,0.915610196255
49 Sonoma,CalWIN,October,2014.0,2015.0,2015.0,0.287127096508,33417.0,0.915559330393
50 Stanislaus,C-IV,October,2014.0,2015.0,2015.0,0.399697552415,85636.0,0.92476485643
51 Sutter,C-IV,October,2014.0,2015.0,2015.0,0.323620793191,12395.0,0.949444657219
52 Tehama,C-IV,October,2014.0,2015.0,2015.0,0.390647702072,10217.0,0.94426987061
53 Trinity,C-IV,October,2014.0,2015.0,2015.0,0.385432473445,1778.0,0.919338159255
54 Tulare,CalWIN,October,2014.0,2015.0,2015.0,0.489244740862,115610.0,0.942070909965
55 Tuolumne,C-IV,October,2014.0,2015.0,2015.0,0.380711027442,5258.0,0.93692088382
56 Ventura,CalWIN,October,2014.0,2015.0,2015.0,0.313185131335,65482.0,0.877739501092
57 Yolo,CalWIN,October,2014.0,2015.0,2015.0,0.338461245187,17755.0,0.907534246575
58 Yuba,C-IV,October,2014.0,2015.0,2015.0,0.441903970069,12756.0,0.940777343462
00 Statewide,n/a,January,2015.0,2015.0,2015.0,0.326362915527,4106495.0,0.902819045735
01 Alameda,CalWIN,January,2015.0,2015.0,2015.0,0.270823124496,116614.0,0.908959109545
02 Alpine,C-IV,January,2015.0,2015.0,2015.0,0.404639175258,157.0,0.912790697674
03 Amador,C-IV,January,2015.0,2015.0,2015.0,0.395575221239,3129.0,0.918672930123
04 Butte,C-IV,January,2015.0,2015.0,2015.0,0.379990506171,30419.0,0.941735549983
05 Calaveras,C-IV,January,2015.0,2015.0,2015.0,0.424124841839,5028.0,0.920541926034
06 Colusa,C-IV,January,2015.0,2015.0,2015.0,0.206864456079,1778.0,0.954887218045
07 Contra Costa,CalWIN,January,2015.0,2015.0,2015.0,0.260953244813,68471.0,0.923598839954
08 Del Norte,C-IV,January,2015.0,2015.0,2015.0,0.430757193776,4955.0,0.961389212262
09 El Dorado,C-IV,January,2015.0,2015.0,2015.0,0.335674726462,12425.0,0.90647114613
10 Fresno,CalWIN,January,2015.0,2015.0,2015.0,0.480588264542,222311.0,0.928570831871
11 Glenn,C-IV,January,2015.0,2015.0,2015.0,0.318879310345,3699.0,0.960779220779
12 Humboldt,C-IV,January,2015.0,2015.0,2015.0,0.387391624407,18945.0,0.917166924864
13 Imperial,C-IV,January,2015.0,2015.0,2015.0,0.462521111275,40805.0,0.949726521587
14 Inyo,C-IV,January,2015.0,2015.0,2015.0,0.339441535777,1945.0,0.934197886647
15 Kern,C-IV,January,2015.0,2015.0,2015.0,0.398490255359,146173.0,0.939916536456
16 Kings,C-IV,January,2015.0,2015.0,2015.0,0.429750096258,23439.0,0.950178368737
17 Lake,C-IV,January,2015.0,2015.0,2015.0,0.383409052667,11393.0,0.95362852599
18 Lassen,C-IV,January,2015.0,2015.0,2015.0,0.400635088648,3028.0,0.937171154441
19 Los Angeles,LRS,January,2015.0,2015.0,2015.0,0.279716882299,1034621.0,0.857156231075
20 Madera,C-IV,January,2015.0,2015.0,2015.0,0.420112190049,28684.0,0.964135659306
21 Marin,C-IV,January,2015.0,2015.0,2015.0,0.240702987698,10272.0,0.946989951139
22 Mariposa,C-IV,January,2015.0,2015.0,2015.0,0.428031892572,2040.0,0.961357210179
23 Mendocino,C-IV,January,2015.0,2015.0,2015.0,0.327162059346,12900.0,0.930131948951
24 Merced,C-IV,January,2015.0,2015.0,2015.0,0.430357223298,57321.0,0.966529524837
25 Modoc,C-IV,January,2015.0,2015.0,2015.0,0.315176322418,1001.0,0.961575408261
26 Mono,C-IV,January,2015.0,2015.0,2015.0,0.21656232214,761.0,0.878752886836
27 Monterey,C-IV,January,2015.0,2015.0,2015.0,0.317808812125,52864.0,0.961705688661
28 Napa,C-IV,January,2015.0,2015.0,2015.0,0.235894972783,7367.0,0.9385909033
29 Nevada,C-IV,January,2015.0,2015.0,2015.0,0.310375369043,7359.0,0.921603005636
30 Orange,CalWIN,January,2015.0,2015.0,2015.0,0.273610275214,235947.0,0.921430412472
31 Placer,CalWIN,January,2015.0,2015.0,2015.0,0.258301384106,15900.0,0.86582443912
32 Plumas,C-IV,January,2015.0,2015.0,2015.0,0.32914750619,1861.0,0.900338655056
33 Riverside,C-IV,January,2015.0,2015.0,2015.0,0.34352235174,266528.0,0.892003601107
34 Sacramento,CalWIN,January,2015.0,2015.0,2015.0,0.386276926911,204619.0,0.922147511875
35 San Benito,C-IV,January,2015.0,2015.0,2015.0,0.342253204407,6088.0,0.950062421973
36 San Bernardino,C-IV,January,2015.0,2015.0,2015.0,0.436727974789,359214.0,0.900317304367
37 San Diego,CalWIN,January,2015.0,2015.0,2015.0,0.316658863798,263109.0,0.890807827736
38 San Francisco,CalWIN,January,2015.0,2015.0,2015.0,0.203095846561,45935.0,0.872376792327
39 San Joaquin,C-IV,January,2015.0,2015.0,2015.0,0.413126826459,116912.0,0.948176023098
40 San Luis Obispo,CalWIN,January,2015.0,2015.0,2015.0,0.290284478456,17449.0,0.924842317274
41 San Mateo,CalWIN,January,2015.0,2015.0,2015.0,0.197561348979,29683.0,0.91150007677
42 Santa Barbara,CalWIN,January,2015.0,2015.0,2015.0,0.278375050053,36846.0,0.947441501671
43 Santa Clara,CalWIN,January,2015.0,2015.0,2015.0,0.248679348988,105872.0,0.924743204528
44 Santa Cruz,CalWIN,January,2015.0,2015.0,2015.0,0.316467195955,24036.0,0.929107073831
45 Shasta,C-IV,January,2015.0,2015.0,2015.0,0.372320531644,24091.0,0.938890837523
46 Sierra,C-IV,January,2015.0,2015.0,2015.0,0.377267230955,312.0,0.917647058824
47 Siskiyou,C-IV,January,2015.0,2015.0,2015.0,0.40292411507,6807.0,0.95389573991
48 Solano,CalWIN,January,2015.0,2015.0,2015.0,0.350970898441,41463.0,0.923987164059
49 Sonoma,CalWIN,January,2015.0,2015.0,2015.0,0.281062679176,34510.0,0.926219168523
50 Stanislaus,C-IV,January,2015.0,2015.0,2015.0,0.398277655504,89213.0,0.934177321228
51 Sutter,C-IV,January,2015.0,2015.0,2015.0,0.315626104073,12507.0,0.951754052203
52 Tehama,C-IV,January,2015.0,2015.0,2015.0,0.372819957426,9983.0,0.954945475416
53 Trinity,C-IV,January,2015.0,2015.0,2015.0,0.360041194645,1748.0,0.925847457627
54 Tulare,CalWIN,January,2015.0,2015.0,2015.0,0.494623212718,120004.0,0.950142912566
55 Tuolumne,C-IV,January,2015.0,2015.0,2015.0,0.37117535345,5277.0,0.939135077416
56 Ventura,CalWIN,January,2015.0,2015.0,2015.0,0.312807680801,69006.0,0.893212177695
57 Yolo,CalWIN,January,2015.0,2015.0,2015.0,0.341548468696,18903.0,0.917042642992
58 Yuba,C-IV,January,2015.0,2015.0,2015.0,0.422543601284,12768.0,0.949858651986
00 Statewide,n/a,April,2015.0,2015.0,2015.0,0.320766610442,4128954.0,0.908186371862
01 Alameda,CalWIN,April,2015.0,2015.0,2015.0,0.263965500181,114707.0,0.911755120858
02 Alpine,C-IV,April,2015.0,2015.0,2015.0,0.428571428571,156.0,0.928571428571
03 Amador,C-IV,April,2015.0,2015.0,2015.0,0.400224494887,3209.0,0.912944523471
04 Butte,C-IV,April,2015.0,2015.0,2015.0,0.375713002743,30958.0,0.944878525211
05 Calaveras,C-IV,April,2015.0,2015.0,2015.0,0.424548616863,5126.0,0.922606191505
06 Colusa,C-IV,April,2015.0,2015.0,2015.0,0.196812749004,1729.0,0.961089494163
07 Contra Costa,CalWIN,April,2015.0,2015.0,2015.0,0.251997192731,67504.0,0.923447332421
08 Del Norte,C-IV,April,2015.0,2015.0,2015.0,0.429760665973,4956.0,0.961956521739
09 El Dorado,C-IV,April,2015.0,2015.0,2015.0,0.332034848525,12615.0,0.91096187175
10 Fresno,CalWIN,April,2015.0,2015.0,2015.0,0.473710877127,222520.0,0.932638143777
11 Glenn,C-IV,April,2015.0,2015.0,2015.0,0.312621853013,3688.0,0.960416666667
12 Humboldt,C-IV,April,2015.0,2015.0,2015.0,0.385681155973,19458.0,0.915541335341
13 Imperial,C-IV,April,2015.0,2015.0,2015.0,0.453190863641,41607.0,0.956636700159
14 Inyo,C-IV,April,2015.0,2015.0,2015.0,0.352127659574,1986.0,0.939007092199
15 Kern,C-IV,April,2015.0,2015.0,2015.0,0.396816772417,151909.0,0.945895963835
16 Kings,C-IV,April,2015.0,2015.0,2015.0,0.426308944827,23930.0,0.953538412496
17 Lake,C-IV,April,2015.0,2015.0,2015.0,0.380208503546,11634.0,0.953372121609
18 Lassen,C-IV,April,2015.0,2015.0,2015.0,0.403973509934,3111.0,0.938744719372
19 Los Angeles,LRS,April,2015.0,2015.0,2015.0,0.276288497416,1038448.0,0.866126141304
20 Madera,C-IV,April,2015.0,2015.0,2015.0,0.419549800454,29225.0,0.966914805624
21 Marin,C-IV,April,2015.0,2015.0,2015.0,0.236206068644,10330.0,0.94406872601
22 Mariposa,C-IV,April,2015.0,2015.0,2015.0,0.426606446315,2078.0,0.960702727693
23 Mendocino,C-IV,April,2015.0,2015.0,2015.0,0.319045733518,12892.0,0.936510242627
24 Merced,C-IV,April,2015.0,2015.0,2015.0,0.426294820717,58208.0,0.96830968343
25 Modoc,C-IV,April,2015.0,2015.0,2015.0,0.309265571738,998.0,0.966118102614
26 Mono,C-IV,April,2015.0,2015.0,2015.0,0.20956284153,767.0,0.865688487585
27 Monterey,C-IV,April,2015.0,2015.0,2015.0,0.315118702953,54421.0,0.963971304579
28 Napa,C-IV,April,2015.0,2015.0,2015.0,0.230360141818,7407.0,0.941049421929
29 Nevada,C-IV,April,2015.0,2015.0,2015.0,0.30595852799,7466.0,0.931154901472
30 Orange,CalWIN,April,2015.0,2015.0,2015.0,0.269659848442,236640.0,0.920874955735
31 Placer,CalWIN,April,2015.0,2015.0,2015.0,0.253827609879,15899.0,0.87573671165
32 Plumas,C-IV,April,2015.0,2015.0,2015.0,0.3386790826,1964.0,0.900917431193
33 Riverside,C-IV,April,2015.0,2015.0,2015.0,0.332907308445,267248.0,0.89852100151
34 Sacramento,CalWIN,April,2015.0,2015.0,2015.0,0.376422314106,203288.0,0.922903709084
35 San Benito,C-IV,April,2015.0,2015.0,2015.0,0.331607629428,6085.0,0.949594257179
36 San Bernardino,C-IV,April,2015.0,2015.0,2015.0,0.426168202387,363530.0,0.907015504069
37 San Diego,CalWIN,April,2015.0,2015.0,2015.0,0.306043200106,263154.0,0.893261687922
38 San Francisco,CalWIN,April,2015.0,2015.0,2015.0,0.203333377333,46213.0,0.877523118698
39 San Joaquin,C-IV,April,2015.0,2015.0,2015.0,0.407991193519,118601.0,0.951266071529
40 San Luis Obispo,CalWIN,April,2015.0,2015.0,2015.0,0.289270190633,17769.0,0.930168036434
41 San Mateo,CalWIN,April,2015.0,2015.0,2015.0,0.192241643868,29442.0,0.915655905953
42 Santa Barbara,CalWIN,April,2015.0,2015.0,2015.0,0.274125273814,37042.0,0.948068900207
43 Santa Clara,CalWIN,April,2015.0,2015.0,2015.0,0.240967752295,105047.0,0.933942050375
44 Santa Cruz,CalWIN,April,2015.0,2015.0,2015.0,0.317797595967,24588.0,0.92925170068
45 Shasta,C-IV,April,2015.0,2015.0,2015.0,0.370234204793,24471.0,0.944899220017
46 Sierra,C-IV,April,2015.0,2015.0,2015.0,0.354066985646,296.0,0.89156626506
47 Siskiyou,C-IV,April,2015.0,2015.0,2015.0,0.399304347826,6888.0,0.958530475925
48 Solano,CalWIN,April,2015.0,2015.0,2015.0,0.342587049785,41205.0,0.923485510657
49 Sonoma,CalWIN,April,2015.0,2015.0,2015.0,0.275886326392,34512.0,0.926670783771
50 Stanislaus,C-IV,April,2015.0,2015.0,2015.0,0.390230910477,90109.0,0.94124344538
51 Sutter,C-IV,April,2015.0,2015.0,2015.0,0.310423572744,12642.0,0.956784984485
52 Tehama,C-IV,April,2015.0,2015.0,2015.0,0.373442325159,10279.0,0.963264923625
53 Trinity,C-IV,April,2015.0,2015.0,2015.0,0.346077260056,1738.0,0.934408602151
54 Tulare,CalWIN,April,2015.0,2015.0,2015.0,0.484873881534,119759.0,0.950913522999
55 Tuolumne,C-IV,April,2015.0,2015.0,2015.0,0.374991426024,5467.0,0.943888121547
56 Ventura,CalWIN,April,2015.0,2015.0,2015.0,0.306894898646,69779.0,0.903498549824
57 Yolo,CalWIN,April,2015.0,2015.0,2015.0,0.335376715917,19203.0,0.920477423066
58 Yuba,C-IV,April,2015.0,2015.0,2015.0,0.421281951975,13053.0,0.950899686749
00 Statewide,n/a,July,2015.0,2015.0,2016.0,0.320272965495,4166750.0,0.908670219714
01 Alameda,CalWIN,July,2015.0,2015.0,2016.0,0.266631274863,116019.0,0.907199324404
02 Alpine,C-IV,July,2015.0,2015.0,2016.0,0.459459459459,170.0,0.944444444444
03 Amador,C-IV,July,2015.0,2015.0,2016.0,0.392180818571,3210.0,0.907292255512
04 Butte,C-IV,July,2015.0,2015.0,2016.0,0.375889076799,31339.0,0.943008455451
05 Calaveras,C-IV,July,2015.0,2015.0,2016.0,0.427253076156,5139.0,0.923118376145
06 Colusa,C-IV,July,2015.0,2015.0,2016.0,0.173619700888,1544.0,0.96379525593
07 Contra Costa,CalWIN,July,2015.0,2015.0,2016.0,0.2557958862,68485.0,0.919829693502
08 Del Norte,C-IV,July,2015.0,2015.0,2016.0,0.430554365521,5025.0,0.962090752441
09 El Dorado,C-IV,July,2015.0,2015.0,2016.0,0.331377604715,12595.0,0.911954239374
10 Fresno,CalWIN,July,2015.0,2015.0,2016.0,0.472763619246,223959.0,0.935302003333
11 Glenn,C-IV,July,2015.0,2015.0,2016.0,0.306548613431,3670.0,0.963760504202
12 Humboldt,C-IV,July,2015.0,2015.0,2016.0,0.385917320281,19632.0,0.914860897526
