,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
The Sort & Filter Function allows for filtering data ,,,,,,,,
Data Sources:,,,,,,MEDS (1st month of Qtr.),MEDS (1st month of Qtr.),MEDS (1st month of Qtr.)
,,,,,,,,
County,Consortium,Month,C_Year,FFY,SFY,MC_rec_CF_Pct,CF_Persons_rec_MC,CF_Persons_rec_MC_Pct
37 San Diego,CalWIN,January,2013.0,2013.0,2013.0,0.373610373526,190653.0,0.725098313645
38 San Francisco,CalWIN,January,2013.0,2013.0,2013.0,0.224273595618,33576.0,0.645208401391
39 San Joaquin,C-IV,January,2013.0,2013.0,2013.0,0.485117889154,93473.0,0.821379613357
40 San Luis Obispo,CalWIN,January,2013.0,2013.0,2013.0,0.369445585216,13494.0,0.737054839414
41 San Mateo,CalWIN,January,2013.0,2013.0,2013.0,0.257920748389,23380.0,0.779255407793
42 Santa Barbara,CalWIN,January,2013.0,2013.0,2013.0,0.329966598648,28945.0,0.830750243958
43 Santa Clara,CalWIN,January,2013.0,2013.0,2013.0,0.295431277195,87723.0,0.792603702666
44 Santa Cruz,CalWIN,January,2013.0,2013.0,2013.0,0.38403250604,17485.0,0.73652064027
45 Shasta,C-IV,January,2013.0,2013.0,2013.0,0.439567085123,21079.0,0.850474077063
46 Sierra,C-IV,January,2013.0,2013.0,2013.0,0.418777943368,281.0,0.883647798742
47 Siskiyou,C-IV,January,2013.0,2013.0,2013.0,0.454218887204,5690.0,0.865399239544
48 Solano,CalWIN,January,2013.0,2013.0,2013.0,0.441339959507,35967.0,0.842910710101
49 Sonoma,CalWIN,January,2013.0,2013.0,2013.0,0.381404787757,29507.0,0.816192741757
50 Stanislaus,C-IV,January,2013.0,2013.0,2013.0,0.468498452544,68271.0,0.750280238257
51 Sutter,C-IV,January,2013.0,2013.0,2013.0,0.40571680182,11057.0,0.876774244707
52 Tehama,C-IV,January,2013.0,2013.0,2013.0,0.447997189037,8925.0,0.889387144993
53 Trinity,C-IV,January,2013.0,2013.0,2013.0,0.413854882054,1386.0,0.837968561064
54 Tulare,CalWIN,January,2013.0,2013.0,2013.0,0.54189756319,96713.0,0.825774005704
55 Tuolumne,C-IV,January,2013.0,2013.0,2013.0,0.450544249882,4760.0,0.87725764836
56 Ventura,CalWIN,January,2013.0,2013.0,2013.0,0.373735115721,50156.0,0.722355042198
57 Yolo,CalWIN,January,2013.0,2013.0,2013.0,0.409554104268,14549.0,0.828153460838
58 Yuba,C-IV,January,2013.0,2013.0,2013.0,0.491026311204,11272.0,0.855689668261
00 Statewide,n/a,April,2013.0,2013.0,2013.0,0.366965672445,3199617.0,0.773615069311
01 Alameda,CalWIN,April,2013.0,2013.0,2013.0,0.342958995583,98611.0,0.761439624419
02 Alpine,C-IV,April,2013.0,2013.0,2013.0,0.521568627451,133.0,0.869281045752
03 Amador,C-IV,April,2013.0,2013.0,2013.0,0.470973451327,2661.0,0.818014140793
04 Butte,C-IV,April,2013.0,2013.0,2013.0,0.437945533984,26663.0,0.872080853012
05 Calaveras,C-IV,April,2013.0,2013.0,2013.0,0.477950637501,4086.0,0.830656637528
06 Colusa,C-IV,April,2013.0,2013.0,2013.0,0.304269500991,1689.0,0.889415481833
07 Contra Costa,CalWIN,April,2013.0,2013.0,2013.0,0.32608826685,54100.0,0.761671453511
08 Del Norte,C-IV,April,2013.0,2013.0,2013.0,0.483543492199,4525.0,0.872373240794
09 El Dorado,C-IV,April,2013.0,2013.0,2013.0,0.415128002987,10005.0,0.809073265405
10 Fresno,CalWIN,April,2013.0,2013.0,2013.0,0.518666775116,178550.0,0.795875976179
11 Glenn,C-IV,April,2013.0,2013.0,2013.0,0.388250319285,3344.0,0.915161466886
12 Humboldt,C-IV,April,2013.0,2013.0,2013.0,0.410514911674,13641.0,0.839084701975
13 Imperial,C-IV,April,2013.0,2013.0,2013.0,0.492962436057,32572.0,0.885253030385
14 Inyo,C-IV,April,2013.0,2013.0,2013.0,0.356763925729,1614.0,0.871961102107
15 Kern,C-IV,April,2013.0,2013.0,2013.0,0.375431557166,101240.0,0.813499397348
16 Kings,C-IV,April,2013.0,2013.0,2013.0,0.425819013335,18808.0,0.881349578257
17 Lake,C-IV,April,2013.0,2013.0,2013.0,0.413992932862,8787.0,0.850629235237
18 Lassen,C-IV,April,2013.0,2013.0,2013.0,0.470821823204,2727.0,0.89763001975
19 Los Angeles,LRS,April,2013.0,2013.0,2013.0,0.334007668825,887107.0,0.770025406905
20 Madera,C-IV,April,2013.0,2013.0,2013.0,0.460308363529,24899.0,0.910517077452
21 Marin,C-IV,April,2013.0,2013.0,2013.0,0.299791762256,8494.0,0.88112033195
22 Mariposa,C-IV,April,2013.0,2013.0,2013.0,0.446253157452,1590.0,0.875550660793
23 Mendocino,C-IV,April,2013.0,2013.0,2013.0,0.378923920493,11057.0,0.840964405233
24 Merced,C-IV,April,2013.0,2013.0,2013.0,0.441094275359,40406.0,0.820559684822
25 Modoc,C-IV,April,2013.0,2013.0,2013.0,0.364059196617,861.0,0.889462809917
26 Mono,C-IV,April,2013.0,2013.0,2013.0,0.251832460733,481.0,0.813874788494
27 Monterey,C-IV,April,2013.0,2013.0,2013.0,0.307151499297,37572.0,0.856010206871
28 Napa,C-IV,April,2013.0,2013.0,2013.0,0.296348578957,6298.0,0.849015907253
29 Nevada,C-IV,April,2013.0,2013.0,2013.0,0.418467183041,6159.0,0.823615940091
30 Orange,CalWIN,April,2013.0,2013.0,2013.0,0.327573952146,182043.0,0.778790251165
31 Placer,CalWIN,April,2013.0,2013.0,2013.0,0.340315512708,11649.0,0.663874166524
32 Plumas,C-IV,April,2013.0,2013.0,2013.0,0.381776533469,1500.0,0.866551126516
33 Riverside,C-IV,April,2013.0,2013.0,2013.0,0.35200221201,174409.0,0.707914924707
34 Sacramento,CalWIN,April,2013.0,2013.0,2013.0,0.444078400144,162836.0,0.768224792889
35 San Benito,C-IV,April,2013.0,2013.0,2013.0,0.396180014755,4833.0,0.856762985286
36 San Bernardino,C-IV,April,2013.0,2013.0,2013.0,0.404767755337,228967.0,0.725033407008
37 San Diego,CalWIN,April,2013.0,2013.0,2013.0,0.366531886353,190454.0,0.718737735109
38 San Francisco,CalWIN,April,2013.0,2013.0,2013.0,0.222374933097,33654.0,0.646260201632
39 San Joaquin,C-IV,April,2013.0,2013.0,2013.0,0.463143837102,93983.0,0.823415514553
40 San Luis Obispo,CalWIN,April,2013.0,2013.0,2013.0,0.352686535838,13443.0,0.734710608296
41 San Mateo,CalWIN,April,2013.0,2013.0,2013.0,0.252854619097,23473.0,0.778205085701
42 Santa Barbara,CalWIN,April,2013.0,2013.0,2013.0,0.300909389498,29317.0,0.83734148292
43 Santa Clara,CalWIN,April,2013.0,2013.0,2013.0,0.287228323728,88161.0,0.789796192609
44 Santa Cruz,CalWIN,April,2013.0,2013.0,2013.0,0.359659781288,18056.0,0.745930760968
45 Shasta,C-IV,April,2013.0,2013.0,2013.0,0.434963385876,21027.0,0.855068927656
46 Sierra,C-IV,April,2013.0,2013.0,2013.0,0.383381924198,263.0,0.851132686084
47 Siskiyou,C-IV,April,2013.0,2013.0,2013.0,0.45171900697,5768.0,0.873939393939
48 Solano,CalWIN,April,2013.0,2013.0,2013.0,0.415651868749,35532.0,0.844512050197
49 Sonoma,CalWIN,April,2013.0,2013.0,2013.0,0.356827718499,29763.0,0.828937473889
50 Stanislaus,C-IV,April,2013.0,2013.0,2013.0,0.397448264331,61804.0,0.756632347
51 Sutter,C-IV,April,2013.0,2013.0,2013.0,0.400326855438,11268.0,0.887873296037
52 Tehama,C-IV,April,2013.0,2013.0,2013.0,0.43995231946,8858.0,0.890609290167
53 Trinity,C-IV,April,2013.0,2013.0,2013.0,0.409996933456,1337.0,0.837719298246
54 Tulare,CalWIN,April,2013.0,2013.0,2013.0,0.516090684785,97681.0,0.831532888968
55 Tuolumne,C-IV,April,2013.0,2013.0,2013.0,0.441247672253,4739.0,0.885794392523
56 Ventura,CalWIN,April,2013.0,2013.0,2013.0,0.36562611345,50282.0,0.725748018995
57 Yolo,CalWIN,April,2013.0,2013.0,2013.0,0.396103366756,14577.0,0.835501805468
58 Yuba,C-IV,April,2013.0,2013.0,2013.0,0.486918918919,11260.0,0.856534307014
00 Statewide,n/a,July,2013.0,2013.0,2014.0,0.375076323647,3306701.0,0.770264361768
01 Alameda,CalWIN,July,2013.0,2013.0,2014.0,0.343738484109,98875.0,0.760290352098
02 Alpine,C-IV,July,2013.0,2013.0,2014.0,0.535714285714,150.0,0.867052023121
03 Amador,C-IV,July,2013.0,2013.0,2014.0,0.483485593816,2752.0,0.835712116611
04 Butte,C-IV,July,2013.0,2013.0,2014.0,0.439101524489,27075.0,0.873189924856
05 Calaveras,C-IV,July,2013.0,2013.0,2014.0,0.476910550192,4100.0,0.826113237961
06 Colusa,C-IV,July,2013.0,2013.0,2014.0,0.280440184594,1580.0,0.88416340235
07 Contra Costa,CalWIN,July,2013.0,2013.0,2014.0,0.322650606729,54003.0,0.761120193934
08 Del Norte,C-IV,July,2013.0,2013.0,2014.0,0.484363245567,4507.0,0.873957727361
09 El Dorado,C-IV,July,2013.0,2013.0,2014.0,0.40315703157,9833.0,0.809700263505
10 Fresno,CalWIN,July,2013.0,2013.0,2014.0,0.51193463858,175633.0,0.787973547727
11 Glenn,C-IV,July,2013.0,2013.0,2014.0,0.380150028852,3294.0,0.907438016529
12 Humboldt,C-IV,July,2013.0,2013.0,2014.0,0.421223286662,14290.0,0.837582791161
13 Imperial,C-IV,July,2013.0,2013.0,2014.0,0.504527600372,33653.0,0.881961370129
14 Inyo,C-IV,July,2013.0,2013.0,2014.0,0.412801070473,1851.0,0.865357643759
15 Kern,C-IV,July,2013.0,2013.0,2014.0,0.439684820634,119024.0,0.809720124631
16 Kings,C-IV,July,2013.0,2013.0,2014.0,0.475739161981,20982.0,0.88341543514
17 Lake,C-IV,July,2013.0,2013.0,2014.0,0.416133339472,9038.0,0.858472644377
18 Lassen,C-IV,July,2013.0,2013.0,2014.0,0.464970372952,2668.0,0.883443708609
19 Los Angeles,LRS,July,2013.0,2013.0,2014.0,0.330220686168,896036.0,0.768576106992
20 Madera,C-IV,July,2013.0,2013.0,2014.0,0.455937356057,24746.0,0.910918059339
21 Marin,C-IV,July,2013.0,2013.0,2014.0,0.304244059355,8796.0,0.884642462034
22 Mariposa,C-IV,July,2013.0,2013.0,2014.0,0.463522884882,1671.0,0.889776357827
23 Mendocino,C-IV,July,2013.0,2013.0,2014.0,0.379854698533,11189.0,0.849131061698
24 Merced,C-IV,July,2013.0,2013.0,2014.0,0.495615934185,45785.0,0.82183051821
25 Modoc,C-IV,July,2013.0,2013.0,2014.0,0.358227848101,849.0,0.870769230769
26 Mono,C-IV,July,2013.0,2013.0,2014.0,0.267720550739,525.0,0.767543859649
27 Monterey,C-IV,July,2013.0,2013.0,2014.0,0.324117700079,39555.0,0.846349709004
28 Napa,C-IV,July,2013.0,2013.0,2014.0,0.284662004662,6106.0,0.859032076533
29 Nevada,C-IV,July,2013.0,2013.0,2014.0,0.416628083868,6299.0,0.828379800105
30 Orange,CalWIN,July,2013.0,2013.0,2014.0,0.329921420444,184401.0,0.776372960137
31 Placer,CalWIN,July,2013.0,2013.0,2014.0,0.335445033682,11702.0,0.659119071758
32 Plumas,C-IV,July,2013.0,2013.0,2014.0,0.378643280887,1468.0,0.876941457587
33 Riverside,C-IV,July,2013.0,2013.0,2014.0,0.396444963065,198410.0,0.707725014179
34 Sacramento,CalWIN,July,2013.0,2013.0,2014.0,0.441650346919,162825.0,0.762957270644
35 San Benito,C-IV,July,2013.0,2013.0,2014.0,0.430671756965,5302.0,0.857790001618
36 San Bernardino,C-IV,July,2013.0,2013.0,2014.0,0.471896077942,268238.0,0.7218926949
37 San Diego,CalWIN,July,2013.0,2013.0,2014.0,0.359766989558,190529.0,0.715327836847
38 San Francisco,CalWIN,July,2013.0,2013.0,2014.0,0.221176579361,33491.0,0.646020601057
39 San Joaquin,C-IV,July,2013.0,2013.0,2014.0,0.46506172779,94967.0,0.819090579773
40 San Luis Obispo,CalWIN,July,2013.0,2013.0,2014.0,0.342159658808,13077.0,0.73656640757
41 San Mateo,CalWIN,July,2013.0,2013.0,2014.0,0.252643317798,24014.0,0.77904298459
42 Santa Barbara,CalWIN,July,2013.0,2013.0,2014.0,0.27769825365,27160.0,0.829287655339
43 Santa Clara,CalWIN,July,2013.0,2013.0,2014.0,0.288450474011,88237.0,0.784071016643
44 Santa Cruz,CalWIN,July,2013.0,2013.0,2014.0,0.337782279688,17007.0,0.741886232769
45 Shasta,C-IV,July,2013.0,2013.0,2014.0,0.434297300619,21205.0,0.861781679265
46 Sierra,C-IV,July,2013.0,2013.0,2014.0,0.39764359352,270.0,0.846394984326
47 Siskiyou,C-IV,July,2013.0,2013.0,2014.0,0.450289198062,5761.0,0.873143376781
48 Solano,CalWIN,July,2013.0,2013.0,2014.0,0.417387161251,35917.0,0.842429928463
49 Sonoma,CalWIN,July,2013.0,2013.0,2014.0,0.35288762783,29849.0,0.834376921787
50 Stanislaus,C-IV,July,2013.0,2013.0,2014.0,0.439896679346,68462.0,0.747263062532
51 Sutter,C-IV,July,2013.0,2013.0,2014.0,0.393563573762,11202.0,0.884834123223
52 Tehama,C-IV,July,2013.0,2013.0,2014.0,0.444417261963,9083.0,0.886492289674
53 Trinity,C-IV,July,2013.0,2013.0,2014.0,0.411853643786,1362.0,0.849127182045
54 Tulare,CalWIN,July,2013.0,2013.0,2014.0,0.511976487877,97552.0,0.827139453446
55 Tuolumne,C-IV,July,2013.0,2013.0,2014.0,0.435010286142,4652.0,0.881728582259
56 Ventura,CalWIN,July,2013.0,2013.0,2014.0,0.360840886785,50001.0,0.720652032919
57 Yolo,CalWIN,July,2013.0,2013.0,2014.0,0.381830801676,14303.0,0.840314905117
58 Yuba,C-IV,July,2013.0,2013.0,2014.0,0.490397864278,11389.0,0.852661525792
00 Statewide,n/a,October,2013.0,2014.0,2014.0,0.372322972935,3333001.0,0.766723386851
01 Alameda,CalWIN,October,2013.0,2014.0,2014.0,0.346394273227,100021.0,0.755970916347
02 Alpine,C-IV,October,2013.0,2014.0,2014.0,0.496402877698,138.0,0.867924528302
03 Amador,C-IV,October,2013.0,2014.0,2014.0,0.474969895063,2761.0,0.837427964816
04 Butte,C-IV,October,2013.0,2014.0,2014.0,0.436020561079,27059.0,0.869561025773
05 Calaveras,C-IV,October,2013.0,2014.0,2014.0,0.469816577664,4047.0,0.829303278689
06 Colusa,C-IV,October,2013.0,2014.0,2014.0,0.263350147852,1514.0,0.895328208161
07 Contra Costa,CalWIN,October,2013.0,2014.0,2014.0,0.321790768293,54893.0,0.756310278314
08 Del Norte,C-IV,October,2013.0,2014.0,2014.0,0.466330313015,4529.0,0.890133647799
09 El Dorado,C-IV,October,2013.0,2014.0,2014.0,0.393537264964,9816.0,0.824181360202
10 Fresno,CalWIN,October,2013.0,2014.0,2014.0,0.510757013469,177129.0,0.784579404065
11 Glenn,C-IV,October,2013.0,2014.0,2014.0,0.361583209764,3170.0,0.911705493241
12 Humboldt,C-IV,October,2013.0,2014.0,2014.0,0.403511232016,14388.0,0.836998254799
13 Imperial,C-IV,October,2013.0,2014.0,2014.0,0.506212690692,34344.0,0.881745827985
14 Inyo,C-IV,October,2013.0,2014.0,2014.0,0.388888888889,1736.0,0.855172413793
15 Kern,C-IV,October,2013.0,2014.0,2014.0,0.425653907061,116925.0,0.805595937743
16 Kings,C-IV,October,2013.0,2014.0,2014.0,0.46639659528,20493.0,0.882634163149
17 Lake,C-IV,October,2013.0,2014.0,2014.0,0.40059202969,9067.0,0.859512750024
18 Lassen,C-IV,October,2013.0,2014.0,2014.0,0.456829146565,2746.0,0.886664514046
19 Los Angeles,LRS,October,2013.0,2014.0,2014.0,0.332761834562,905611.0,0.763578522591
20 Madera,C-IV,October,2013.0,2014.0,2014.0,0.453298354922,24882.0,0.914510438106
21 Marin,C-IV,October,2013.0,2014.0,2014.0,0.296803501558,8951.0,0.894205794206
22 Mariposa,C-IV,October,2013.0,2014.0,2014.0,0.476488176135,1753.0,0.884906612822
23 Mendocino,C-IV,October,2013.0,2014.0,2014.0,0.364775406077,11296.0,0.849962377728
24 Merced,C-IV,October,2013.0,2014.0,2014.0,0.461965978179,45135.0,0.821203740766
25 Modoc,C-IV,October,2013.0,2014.0,2014.0,0.35306122449,865.0,0.893595041322
26 Mono,C-IV,October,2013.0,2014.0,2014.0,0.27164605138,571.0,0.833576642336
27 Monterey,C-IV,October,2013.0,2014.0,2014.0,0.302217616919,37041.0,0.83646094438
28 Napa,C-IV,October,2013.0,2014.0,2014.0,0.259933774834,6123.0,0.878227194492
29 Nevada,C-IV,October,2013.0,2014.0,2014.0,0.410587102984,6399.0,0.828456758156
30 Orange,CalWIN,October,2013.0,2014.0,2014.0,0.328507381807,188534.0,0.76930672869
31 Placer,CalWIN,October,2013.0,2014.0,2014.0,0.333060694946,11809.0,0.648917463458
32 Plumas,C-IV,October,2013.0,2014.0,2014.0,0.373827035252,1474.0,0.849078341014
33 Riverside,C-IV,October,2013.0,2014.0,2014.0,0.392747696762,201597.0,0.706190821484
34 Sacramento,CalWIN,October,2013.0,2014.0,2014.0,0.439728934588,163066.0,0.760359789051
35 San Benito,C-IV,October,2013.0,2014.0,2014.0,0.413470606727,5261.0,0.867293109133
36 San Bernardino,C-IV,October,2013.0,2014.0,2014.0,0.465704264149,269660.0,0.720047636468
37 San Diego,CalWIN,October,2013.0,2014.0,2014.0,0.361981507462,195314.0,0.710868631576
38 San Francisco,CalWIN,October,2013.0,2014.0,2014.0,0.22053416671,33590.0,0.645576675443
39 San Joaquin,C-IV,October,2013.0,2014.0,2014.0,0.449284040738,94537.0,0.819197240949
40 San Luis Obispo,CalWIN,October,2013.0,2014.0,2014.0,0.325468321939,13187.0,0.733670857906
41 San Mateo,CalWIN,October,2013.0,2014.0,2014.0,0.2507039713,25018.0,0.772613569686
42 Santa Barbara,CalWIN,October,2013.0,2014.0,2014.0,0.275996832873,27189.0,0.817320988397
43 Santa Clara,CalWIN,October,2013.0,2014.0,2014.0,0.28836975798,88458.0,0.779207737639
44 Santa Cruz,CalWIN,October,2013.0,2014.0,2014.0,0.324537798858,16764.0,0.737397730272
45 Shasta,C-IV,October,2013.0,2014.0,2014.0,0.407931280749,20563.0,0.859693130984
46 Sierra,C-IV,October,2013.0,2014.0,2014.0,0.392366412214,257.0,0.871186440678
47 Siskiyou,C-IV,October,2013.0,2014.0,2014.0,0.441336971351,5823.0,0.867421421123
48 Solano,CalWIN,October,2013.0,2014.0,2014.0,0.416748880195,36751.0,0.847265769089
49 Sonoma,CalWIN,October,2013.0,2014.0,2014.0,0.338312604893,30439.0,0.846892215236
50 Stanislaus,C-IV,October,2013.0,2014.0,2014.0,0.433940745622,68488.0,0.748110280946
51 Sutter,C-IV,October,2013.0,2014.0,2014.0,0.378944824252,10975.0,0.894020853698
52 Tehama,C-IV,October,2013.0,2014.0,2014.0,0.443894468739,9237.0,0.893067775307
53 Trinity,C-IV,October,2013.0,2014.0,2014.0,0.386568848758,1370.0,0.843076923077
54 Tulare,CalWIN,October,2013.0,2014.0,2014.0,0.510634191129,97885.0,0.821872376154
55 Tuolumne,C-IV,October,2013.0,2014.0,2014.0,0.429301374954,4621.0,0.877682811016
56 Ventura,CalWIN,October,2013.0,2014.0,2014.0,0.342379169841,51677.0,0.7204779299
57 Yolo,CalWIN,October,2013.0,2014.0,2014.0,0.367835418624,14876.0,0.841593120616
58 Yuba,C-IV,October,2013.0,2014.0,2014.0,0.47926939073,11178.0,0.849327558696
00 Statewide,n/a,January,2014.0,2014.0,2014.0,0.36097442551,3567063.0,0.808703050935
01 Alameda,CalWIN,January,2014.0,2014.0,2014.0,0.317502877042,106219.0,0.809170481987
02 Alpine,C-IV,January,2014.0,2014.0,2014.0,0.479099678457,149.0,0.837078651685
03 Amador,C-IV,January,2014.0,2014.0,2014.0,0.450140668959,2880.0,0.840385176539
04 Butte,C-IV,January,2014.0,2014.0,2014.0,0.415051294061,27471.0,0.876100267891
05 Calaveras,C-IV,January,2014.0,2014.0,2014.0,0.449716789569,4208.0,0.831456233946
06 Colusa,C-IV,January,2014.0,2014.0,2014.0,0.235586481113,1659.0,0.898213318896
07 Contra Costa,CalWIN,January,2014.0,2014.0,2014.0,0.301034188824,58624.0,0.80901977561
08 Del Norte,C-IV,January,2014.0,2014.0,2014.0,0.46950297409,4657.0,0.894029564216
09 El Dorado,C-IV,January,2014.0,2014.0,2014.0,0.36011090054,10261.0,0.82596796265
10 Fresno,CalWIN,January,2014.0,2014.0,2014.0,0.509355424791,187835.0,0.818410366343
11 Glenn,C-IV,January,2014.0,2014.0,2014.0,0.347803829221,3397.0,0.911946308725
12 Humboldt,C-IV,January,2014.0,2014.0,2014.0,0.399845793896,15039.0,0.841530971966
13 Imperial,C-IV,January,2014.0,2014.0,2014.0,0.48265489437,34658.0,0.887006372687
14 Inyo,C-IV,January,2014.0,2014.0,2014.0,0.38469557965,1845.0,0.863764044944
15 Kern,C-IV,January,2014.0,2014.0,2014.0,0.432688350504,128267.0,0.850802600159
16 Kings,C-IV,January,2014.0,2014.0,2014.0,0.474786931818,21392.0,0.887156305727
17 Lake,C-IV,January,2014.0,2014.0,2014.0,0.405569317502,9496.0,0.867531518363
18 Lassen,C-IV,January,2014.0,2014.0,2014.0,0.458167330677,2875.0,0.898156825992
19 Los Angeles,LRS,January,2014.0,2014.0,2014.0,0.314590852502,941018.0,0.786165424087
20 Madera,C-IV,January,2014.0,2014.0,2014.0,0.465600141418,26339.0,0.913533573807
21 Marin,C-IV,January,2014.0,2014.0,2014.0,0.277122605942,9188.0,0.89717800996
22 Mariposa,C-IV,January,2014.0,2014.0,2014.0,0.468229954614,1857.0,0.899709302326
23 Mendocino,C-IV,January,2014.0,2014.0,2014.0,0.36711449517,11668.0,0.839545258311
24 Merced,C-IV,January,2014.0,2014.0,2014.0,0.47237243848,49353.0,0.861955743403
25 Modoc,C-IV,January,2014.0,2014.0,2014.0,0.341147938561,844.0,0.89029535865
26 Mono,C-IV,January,2014.0,2014.0,2014.0,0.259332023576,660.0,0.728476821192
27 Monterey,C-IV,January,2014.0,2014.0,2014.0,0.35503997325,46719.0,0.883507630628
28 Napa,C-IV,January,2014.0,2014.0,2014.0,0.262571610439,6600.0,0.88471849866
29 Nevada,C-IV,January,2014.0,2014.0,2014.0,0.364617162988,6624.0,0.840822543793
30 Orange,CalWIN,January,2014.0,2014.0,2014.0,0.31526436725,204983.0,0.826684357835
31 Placer,CalWIN,January,2014.0,2014.0,2014.0,0.299947075946,13602.0,0.736397596232
32 Plumas,C-IV,January,2014.0,2014.0,2014.0,0.355074116306,1557.0,0.82206969377
33 Riverside,C-IV,January,2014.0,2014.0,2014.0,0.383605533512,217428.0,0.754772261005
34 Sacramento,CalWIN,January,2014.0,2014.0,2014.0,0.423623828902,171868.0,0.805270136673
35 San Benito,C-IV,January,2014.0,2014.0,2014.0,0.389721181856,5619.0,0.87523364486
36 San Bernardino,C-IV,January,2014.0,2014.0,2014.0,0.465118901601,301091.0,0.793945163145
37 San Diego,CalWIN,January,2014.0,2014.0,2014.0,0.355026568448,218614.0,0.791059358219
38 San Francisco,CalWIN,January,2014.0,2014.0,2014.0,0.208759249207,36536.0,0.713050605984
39 San Joaquin,C-IV,January,2014.0,2014.0,2014.0,0.442309224328,99938.0,0.855919356634
40 San Luis Obispo,CalWIN,January,2014.0,2014.0,2014.0,0.32510431914,14881.0,0.801001184196
41 San Mateo,CalWIN,January,2014.0,2014.0,2014.0,0.232315552062,27193.0,0.83639886811
42 Santa Barbara,CalWIN,January,2014.0,2014.0,2014.0,0.295675798053,31344.0,0.861998789946
43 Santa Clara,CalWIN,January,2014.0,2014.0,2014.0,0.273509105799,93850.0,0.829943402901
44 Santa Cruz,CalWIN,January,2014.0,2014.0,2014.0,0.347243050954,19913.0,0.807502027575
45 Shasta,C-IV,January,2014.0,2014.0,2014.0,0.401756145563,21230.0,0.867026055705
46 Sierra,C-IV,January,2014.0,2014.0,2014.0,0.381766381766,268.0,0.875816993464
47 Siskiyou,C-IV,January,2014.0,2014.0,2014.0,0.447226029868,6199.0,0.876307605315
48 Solano,CalWIN,January,2014.0,2014.0,2014.0,0.404978209492,37356.0,0.857516699952
49 Sonoma,CalWIN,January,2014.0,2014.0,2014.0,0.323493817416,30740.0,0.852113652114
50 Stanislaus,C-IV,January,2014.0,2014.0,2014.0,0.437235803302,75818.0,0.80829424307
51 Sutter,C-IV,January,2014.0,2014.0,2014.0,0.358013669109,11629.0,0.89474494114
52 Tehama,C-IV,January,2014.0,2014.0,2014.0,0.427358784054,9616.0,0.893680297398
53 Trinity,C-IV,January,2014.0,2014.0,2014.0,0.384719222462,1425.0,0.839222614841
54 Tulare,CalWIN,January,2014.0,2014.0,2014.0,0.513628527804,104282.0,0.858245683341
55 Tuolumne,C-IV,January,2014.0,2014.0,2014.0,0.405075029506,4805.0,0.882785228734
56 Ventura,CalWIN,January,2014.0,2014.0,2014.0,0.330295712666,56216.0,0.776828897549
57 Yolo,CalWIN,January,2014.0,2014.0,2014.0,0.367537357061,15717.0,0.852378111611
58 Yuba,C-IV,January,2014.0,2014.0,2014.0,0.464226824854,11543.0,0.861353630326
00 Statewide,n/a,April,2014.0,2014.0,2014.0,0.343167399522,3856286.0,0.872979375807
01 Alameda,CalWIN,April,2014.0,2014.0,2014.0,0.296206293845,112019.0,0.862945843926
02 Alpine,C-IV,April,2014.0,2014.0,2014.0,0.456395348837,157.0,0.872222222222
03 Amador,C-IV,April,2014.0,2014.0,2014.0,0.425900083729,3052.0,0.889536578257
04 Butte,C-IV,April,2014.0,2014.0,2014.0,0.397144454596,29123.0,0.926569310553
05 Calaveras,C-IV,April,2014.0,2014.0,2014.0,0.438718265665,4614.0,0.902229174814
06 Colusa,C-IV,April,2014.0,2014.0,2014.0,0.224256292906,1764.0,0.951969778737
07 Contra Costa,CalWIN,April,2014.0,2014.0,2014.0,0.281749764817,64093.0,0.885262430939
08 Del Norte,C-IV,April,2014.0,2014.0,2014.0,0.455242010839,4872.0,0.945835760047
09 El Dorado,C-IV,April,2014.0,2014.0,2014.0,0.345696784074,11287.0,0.884977262035
10 Fresno,CalWIN,April,2014.0,2014.0,2014.0,0.496865834723,207360.0,0.898319549801
11 Glenn,C-IV,April,2014.0,2014.0,2014.0,0.338451331627,3571.0,0.942216358839
12 Humboldt,C-IV,April,2014.0,2014.0,2014.0,0.389772780292,16708.0,0.89832786709
13 Imperial,C-IV,April,2014.0,2014.0,2014.0,0.454745392065,36391.0,0.933485532526
14 Inyo,C-IV,April,2014.0,2014.0,2014.0,0.381465102865,1984.0,0.908009153318
15 Kern,C-IV,April,2014.0,2014.0,2014.0,0.410937330945,136732.0,0.912897755345
16 Kings,C-IV,April,2014.0,2014.0,2014.0,0.458906604079,22681.0,0.927648261759
17 Lake,C-IV,April,2014.0,2014.0,2014.0,0.399822831613,10381.0,0.925717852684
18 Lassen,C-IV,April,2014.0,2014.0,2014.0,0.441724087377,3013.0,0.929364589759
19 Los Angeles,LRS,April,2014.0,2014.0,2014.0,0.293908974666,987918.0,0.828324683274
20 Madera,C-IV,April,2014.0,2014.0,2014.0,0.446994411964,27677.0,0.94706405694
21 Marin,C-IV,April,2014.0,2014.0,2014.0,0.260011190153,9759.0,0.94044521538
22 Mariposa,C-IV,April,2014.0,2014.0,2014.0,0.444216757741,1951.0,0.939335580164
23 Mendocino,C-IV,April,2014.0,2014.0,2014.0,0.363087476614,12809.0,0.897491591928
24 Merced,C-IV,April,2014.0,2014.0,2014.0,0.458539808391,54132.0,0.93509993263
