"Data on CalFresh population demographics from California Department of Fianance, annual CalFresh households and persons collected from DFA 256, and July data collected from MEDS. ",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
The Sort & Filter Function allows for filtering data ,,,,,,,,,,,,,,,,,,,
Data Sources:,,,,DFA 256,DFA 256,DFA 256,DFA 256,MEDS (July data access),MEDS (July data access),MEDS (July data access),CDPH & MEDS; March data access,CDPH & MEDS; March data access,CA Dept. of Finance annual projection,CA Dept. of Finance annual projection,CA Dept. of Finance annual projection,US Census Bureau ACS annual estimate,State Data Exchange annual projection,"EDD, Labor Market Info annual estimate","US Census Bureau ACS Estimates, DFA 256, MEDS"
,,,,,,,,,,,,,,,,,,,
County,Consortium,Calendar_Year,SFY,CF_Households_SFY_Avg,CF_Households_CY_Avg,CF_Persons_SFY_Avg,CF_Persons_CY_Avg,Elderly_CF_July,Children_CF_July,ESL_CF_July_CY,WIC_0-4_CF_Reachable,Percent_CF_0-4_in_WIC,Total_Pop_CY,Total_Elderly_60_plus_CY,Total_Children_under_18_CY,Total_ESL_over_5_CY,Total_SSI_Recipients_CY,Unemployment_Pct_CY,CF_Eligibles_CY
03 Amador,C-IV,2014.0,2014/15,1760.41666667,1753.91666667,3356.91666667,3367.75,250.0,1222.0,102.0,,,37448.0,12635.0,5942.0,559.0,696.0,0.083,5066.8769
04 Butte,C-IV,2014.0,2014/15,16067.75,15499.1666667,31441.3333333,30891.1666667,1577.0,12850.0,2667.0,,,223727.0,52903.0,46428.0,5637.0,10866.0,0.087,54488.4573357
05 Calaveras,C-IV,2014.0,2014/15,2878.75,2754.66666667,5408.75,5204.5,437.0,1778.0,133.0,,,45010.0,15672.0,7813.0,598.0,1056.0,0.081,6481.84314
06 Colusa,C-IV,2014.0,2014/15,697.5,714.833333333,1641.58333333,1694.5,84.0,1004.0,570.0,,,22139.0,4164.0,6190.0,3111.0,563.0,0.175,4329.11113346
07 Contra Costa,CalWIN,2014.0,2014/15,35450.4166667,35192.25,73468.25,73883.5,3876.0,36150.0,16078.0,,,1103248.0,226885.0,253739.0,68215.0,24288.0,0.062,129295.012429
08 Del Norte,C-IV,2014.0,2014/15,2503.5,2526.75,5167.33333333,5196.16666667,238.0,2130.0,223.0,,,27210.0,6203.0,5884.0,725.0,1816.0,0.102,5678.39890865
09 El Dorado,C-IV,2014.0,2014/15,7135.66666667,6840.91666667,12917.6666667,12445.5833333,972.0,4740.0,886.0,,,182578.0,47301.0,37727.0,3522.0,2851.0,0.07,27235.3906697
10 Fresno,CalWIN,2014.0,2014/15,96126.25,95691.0833333,226513.416667,226953.166667,7362.0,122849.0,60875.0,,,969193.0,152389.0,279121.0,109792.0,41053.0,0.116,281485.643863
11 Glenn,C-IV,2014.0,2014/15,1504.0,1499.25,3637.33333333,3655.91666667,148.0,1960.0,762.0,,,28828.0,5854.0,7631.0,2410.0,1111.0,0.107,6547.32147544
12 Humboldt,C-IV,2014.0,2014/15,11405.8333333,10376.0,20167.4166667,18791.3333333,1117.0,7428.0,900.0,,,134668.0,30793.0,27745.0,2266.0,5545.0,0.068,33221.6973898
13 Imperial,C-IV,2014.0,2014/15,16647.0833333,15857.4166667,41929.0833333,40122.8333333,2213.0,19838.0,21381.0,,,182989.0,29677.0,53708.0,33803.0,10238.0,0.236,44825.9023043
14 Inyo,C-IV,2014.0,2014/15,1046.33333333,1062.08333333,2085.08333333,2138.0,154.0,928.0,296.0,,,18626.0,5425.0,3890.0,510.0,402.0,0.07,2967.70218
15 Kern,C-IV,2014.0,2014/15,63951.8333333,61676.4166667,151878.583333,147974.166667,5081.0,82576.0,37076.0,,,876403.0,126945.0,255182.0,79181.0,31592.0,0.104,225536.447523
16 Kings,C-IV,2014.0,2014/15,10334.8333333,10170.6666667,24168.3333333,23966.3333333,797.0,12521.0,5713.0,,,149507.0,20069.0,44888.0,15306.0,4635.0,0.121,38859.0351458
17 Lake,C-IV,2014.0,2014/15,5874.83333333,5504.16666667,11557.3333333,11014.5,736.0,4622.0,817.0,,,65129.0,18371.0,13550.0,1951.0,3663.0,0.089,17435.21142
18 Lassen,C-IV,2014.0,2014/15,1549.41666667,1542.0,3190.91666667,3188.66666667,150.0,1345.0,71.0,,,31842.0,6465.0,5588.0,712.0,880.0,0.093,4056.23815027
19 Los Angeles,LRS,2014.0,2014/15,586301.75,581170.166667,1186841.58333,1185610.16667,59648.0,614546.0,444589.0,,,10124610.0,1771648.0,2347892.0,1394350.0,389765.0,0.083,2032449.54471
20 Madera,C-IV,2014.0,2014/15,11809.3333333,11523.8333333,29290.0,28835.0833333,799.0,16999.0,10033.0,,,154057.0,27751.0,42560.0,20778.0,4505.0,0.11,38902.7225579
21 Marin,C-IV,2014.0,2014/15,6347.41666667,6176.66666667,10486.25,10307.6666667,1119.0,4831.0,3804.0,,,261104.0,71699.0,53186.0,11871.0,3034.0,0.043,22695.6318747
22 Mariposa,C-IV,2014.0,2014/15,1066.83333333,1027.08333333,2047.75,2016.75,172.0,711.0,52.0,,,18127.0,6151.0,2982.0,199.0,454.0,0.088,3171.7656
23 Mendocino,C-IV,2014.0,2014/15,7211.25,7421.83333333,13385.3333333,13782.75,941.0,5681.0,1931.0,,,88440.0,23519.0,19236.0,4690.0,3145.0,0.069,19834.10262
24 Merced,C-IV,2014.0,2014/15,24703.6666667,24109.5833333,58014.6666667,57188.0833333,1886.0,31258.0,15688.0,,,267659.0,39029.0,80404.0,33521.0,10825.0,0.128,74498.9488995
25 Modoc,C-IV,2014.0,2014/15,471.666666667,462.416666667,1021.91666667,1005.08333333,40.0,438.0,62.0,,,9564.0,3011.0,1883.0,353.0,421.0,0.105,2247.36784703
26 Mono,C-IV,2014.0,2014/15,500.333333333,527.166666667,833.0,856.0,49.0,334.0,218.0,,,13939.0,2540.0,2900.0,1069.0,100.0,0.072,1714.07704
27 Monterey,C-IV,2014.0,2014/15,22531.5,22112.25,50650.0,50079.4166667,2212.0,30054.0,22043.0,,,429810.0,74649.0,113755.0,74856.0,8488.0,0.091,76819.0947
28 Napa,C-IV,2014.0,2014/15,3564.25,3503.33333333,7387.83333333,7300.75,433.0,4040.0,2923.0,,,140550.0,32578.0,30578.0,11600.0,2118.0,0.056,13996.5831756
29 Nevada,C-IV,2014.0,2014/15,4225.16666667,4165.25,7702.16666667,7722.66666667,640.0,2868.0,284.0,,,98291.0,32192.0,17066.0,1472.0,1796.0,0.066,12648.7451
30 Orange,CalWIN,2014.0,2014/15,119900.916667,116779.416667,260159.333333,258603.0,17616.0,135615.0,114889.0,,,3138057.0,580807.0,734696.0,325313.0,68202.0,0.055,443857.489635
31 Placer,CalWIN,2014.0,2014/15,9357.16666667,9218.16666667,18460.5833333,18534.8333333,1416.0,7411.0,1954.0,,,367878.0,89594.0,80554.0,6222.0,5087.0,0.063,41238.667037
32 Plumas,C-IV,2014.0,2014/15,1042.91666667,970.0,1982.0,1895.33333333,116.0,707.0,22.0,,,19692.0,6932.0,3308.0,202.0,651.0,0.117,3602.33313676
33 Riverside,C-IV,2014.0,2014/15,126782.333333,124200.083333,292595.0,290271.916667,13821.0,148026.0,66204.0,,,2305693.0,419845.0,605964.0,172588.0,57657.0,0.082,455320.184137
34 Sacramento,CalWIN,2014.0,2014/15,103629.25,101078.083333,219619.333333,217509.333333,9056.0,101011.0,47736.0,,,1473374.0,264070.0,360569.0,94516.0,62271.0,0.073,295178.394858
35 San Benito,C-IV,2014.0,2014/15,2726.66666667,2714.08333333,6136.0,6198.16666667,292.0,3209.0,1802.0,,,57167.0,9780.0,15010.0,5516.0,899.0,0.093,8761.70829708
36 San Bernardino,C-IV,2014.0,2014/15,177045.333333,172181.333333,398285.833333,391793.833333,17508.0,192219.0,71384.0,,,2110975.0,317477.0,581828.0,164799.0,68029.0,0.081,458342.861038
37 San Diego,CalWIN,2014.0,2014/15,139222.5,134214.083333,288651.166667,283887.083333,19191.0,131324.0,97970.0,,,3247475.0,589548.0,775717.0,228246.0,76554.0,0.064,548765.953056
38 San Francisco,CalWIN,2014.0,2014/15,33331.9166667,32890.25,52301.5833333,52291.8333333,6615.0,18721.0,20630.0,,,854421.0,177469.0,120131.0,103652.0,37503.0,0.044,100797.79189
39 San Joaquin,C-IV,2014.0,2014/15,51867.0833333,50059.8333333,120247.083333,117660.583333,4706.0,61837.0,24307.0,,,717490.0,117841.0,198937.0,65961.0,27296.0,0.106,155948.402083
40 San Luis Obispo,CalWIN,2014.0,2014/15,9756.08333333,9575.58333333,18213.25,18107.1666667,1399.0,8025.0,3371.0,,,275999.0,70111.0,52176.0,10622.0,4290.0,0.056,45982.3013383
41 San Mateo,CalWIN,2014.0,2014/15,16112.3333333,16010.3333333,32033.9166667,32223.75,3450.0,16879.0,14235.0,,,756866.0,160118.0,160806.0,55943.0,10783.0,0.042,63838.6442794
42 Santa Barbara,CalWIN,2014.0,2014/15,16605.25,15991.9166667,36271.9166667,35297.0833333,1559.0,20526.0,13524.0,,,440090.0,83602.0,101805.0,43550.0,8393.0,0.061,83642.140157
43 Santa Clara,CalWIN,2014.0,2014/15,55466.9166667,54882.1666667,112788.75,113253.5,9510.0,55723.0,49052.0,,,1892692.0,334447.0,443114.0,174224.0,43472.0,0.052,173716.07033
44 Santa Cruz,CalWIN,2014.0,2014/15,13045.5833333,12501.25,24814.4166667,24074.8333333,1797.0,11576.0,8530.0,,,271860.0,55601.0,59433.0,23557.0,5038.0,0.087,47670.4120893
45 Shasta,C-IV,2014.0,2014/15,12905.0833333,12564.8333333,24906.6666667,24531.75,1221.0,9992.0,465.0,,,178949.0,46389.0,38462.0,2491.0,9289.0,0.097,29544.1326943
46 Sierra,C-IV,2014.0,2014/15,171.25,167.333333333,312.333333333,300.5,41.0,86.0,8.0,,,3161.0,1178.0,480.0,89.0,89.0,0.1,535.083802726
47 Siskiyou,C-IV,2014.0,2014/15,3230.41666667,3190.5,6993.58333333,6946.75,413.0,2825.0,181.0,,,44607.0,14052.0,8923.0,717.0,2431.0,0.113,11466.6072816
48 Solano,CalWIN,2014.0,2014/15,22476.9166667,22134.5,43630.4166667,43408.5,2457.0,19919.0,6844.0,,,425494.0,84445.0,100178.0,18343.0,11752.0,0.075,56428.9427127
49 Sonoma,CalWIN,2014.0,2014/15,19796.6666667,19297.6666667,35718.8333333,35227.0,2986.0,16974.0,10517.0,,,497957.0,120578.0,101793.0,25983.0,8488.0,0.056,69970.7608838
50 Stanislaus,C-IV,2014.0,2014/15,42907.0,42554.25,92178.8333333,92205.4166667,3835.0,45160.0,18095.0,,,531588.0,89458.0,144308.0,48829.0,20165.0,0.112,115984.89329
51 Sutter,C-IV,2014.0,2014/15,5630.33333333,5575.33333333,13058.3333333,12977.9166667,491.0,6535.0,2388.0,,,97102.0,18516.0,25353.0,8544.0,3793.0,0.127,16038.08874
52 Tehama,C-IV,2014.0,2014/15,4812.58333333,4862.08333333,10550.4166667,10781.1666667,492.0,5146.0,1283.0,,,63847.0,15194.0,15498.0,2345.0,3106.0,0.097,14124.951782
53 Trinity,C-IV,2014.0,2014/15,1005.16666667,964.166666667,1829.16666667,1787.41666667,117.0,623.0,10.0,,,13613.0,4741.0,2248.0,49.0,656.0,0.099,3023.15468062
54 Tulare,CalWIN,2014.0,2014/15,52032.1666667,50866.0,127255.916667,126110.083333,4856.0,65842.0,39618.0,,,459910.0,68982.0,144163.0,63244.0,17865.0,0.132,139566.347383
55 Tuolumne,C-IV,2014.0,2014/15,3042.75,2997.75,5503.08333333,5502.25,409.0,2013.0,76.0,,,54684.0,17898.0,9083.0,628.0,1639.0,0.087,9986.62194
56 Ventura,CalWIN,2014.0,2014/15,36287.9166667,35063.4166667,75812.6666667,74195.1666667,4822.0,37317.0,26091.0,,,848038.0,162984.0,204371.0,75693.0,14875.0,0.067,114149.93463
57 Yolo,CalWIN,2014.0,2014/15,9609.25,8934.0,19675.9166667,18623.9166667,1075.0,8448.0,5033.0,,,209921.0,33983.0,48160.0,11918.0,5314.0,0.077,50238.2450607
58 Yuba,C-IV,2014.0,2014/15,6082.25,5976.58333333,13414.0,13313.25,435.0,6332.0,1526.0,,,74975.0,12253.0,21474.0,4010.0,3734.0,0.112,17375.6149
00 Statewide,n/a,2015.0,2015/16,2135972.75,2133656.0,4445360.0,4475844.5,304341.0,2720376.0,1628446.0,,,39059422.0,7396184.0,9263507.0,3779748.0,1187073.0,0.062,6409430.17984
01 Alameda,CalWIN,2015.0,2015/16,61751.25,61906.0,119341.083333,120817.083333,12022.0,71736.0,48924.0,,,1621005.0,304619.0,347883.0,136922.0,47331.0,0.047,189599.382475
02 Alpine,C-IV,2015.0,2015/16,96.4166666667,100.5,160.416666667,167.666666667,21.0,66.0,0.0,,,1157.0,368.0,219.0,13.0,39.0,0.079,251.762353684
03 Amador,C-IV,2015.0,2015/16,1780.75,1782.08333333,3400.0,3396.58333333,329.0,1619.0,126.0,,,37313.0,12899.0,5853.0,411.0,688.0,0.066,4641.21526994
04 Butte,C-IV,2015.0,2015/16,16917.1666667,16561.1666667,32249.0833333,31978.1666667,2080.0,15753.0,3048.0,,,224180.0,54165.0,46362.0,3903.0,10733.0,0.072,53294.935691
05 Calaveras,C-IV,2015.0,2015/16,2841.66666667,2903.0,5285.33333333,5433.0,625.0,2295.0,154.0,,,44899.0,16053.0,7596.0,331.0,1057.0,0.065,6513.43816614
06 Colusa,C-IV,2015.0,2015/16,617.416666667,663.583333333,1407.0,1548.0,118.0,1267.0,773.0,,,22271.0,4316.0,6146.0,2864.0,561.0,0.153,3891.27939813
07 Contra Costa,CalWIN,2015.0,2015/16,35370.25,35594.0,70785.8333333,71780.4166667,5175.0,45190.0,20122.0,,,1117459.0,237760.0,253005.0,74992.0,24238.0,0.05,129091.915114
08 Del Norte,C-IV,2015.0,2015/16,2598.33333333,2519.25,5317.91666667,5193.5,288.0,2603.0,288.0,,,27080.0,6401.0,5808.0,654.0,1797.0,0.086,5724.01490251
09 El Dorado,C-IV,2015.0,2015/16,7262.16666667,7302.25,12981.8333333,13136.75,1276.0,6328.0,1067.0,,,183147.0,49149.0,37161.0,3365.0,2871.0,0.057,20083.8388832
10 Fresno,CalWIN,2015.0,2015/16,102957.5,100574.5,238697.916667,234603.75,9438.0,144746.0,71864.0,,,979636.0,158251.0,280110.0,107436.0,41165.0,0.102,261386.451468
11 Glenn,C-IV,2015.0,2015/16,1533.83333333,1510.0,3600.16666667,3606.83333333,183.0,2401.0,935.0,,,28960.0,6024.0,7615.0,2525.0,1106.0,0.087,6488.52258116
12 Humboldt,C-IV,2015.0,2015/16,12409.4166667,12047.8333333,21302.4166667,20982.6666667,1512.0,9450.0,1123.0,,,135032.0,31776.0,27761.0,2396.0,5488.0,0.056,31850.8618046
13 Imperial,C-IV,2015.0,2015/16,17514.1666667,17257.9166667,43394.5833333,43185.0,2905.0,24612.0,27755.0,,,185072.0,30781.0,54025.0,33949.0,10128.0,0.24,47595.4528319
14 Inyo,C-IV,2015.0,2015/16,1068.66666667,1055.66666667,2092.5,2081.16666667,201.0,1141.0,346.0,,,18640.0,5554.0,3864.0,495.0,394.0,0.058,2591.64347298
15 Kern,C-IV,2015.0,2015/16,70219.1666667,67625.0,163677.083333,158932.0,7145.0,105010.0,47266.0,,,883494.0,132117.0,255324.0,87761.0,31341.0,0.102,207468.110462
16 Kings,C-IV,2015.0,2015/16,10848.75,10638.25,24894.0,24667.5,1081.0,15587.0,7275.0,,,149832.0,20883.0,45438.0,13818.0,4579.0,0.105,35958.1123693
17 Lake,C-IV,2015.0,2015/16,6622.66666667,6333.83333333,12694.0,12322.8333333,1022.0,5927.0,1156.0,,,64815.0,18688.0,13504.0,2109.0,3675.0,0.077,14762.3246435
18 Lassen,C-IV,2015.0,2015/16,1547.66666667,1544.08333333,3168.58333333,3188.91666667,199.0,1730.0,94.0,,,30958.0,6729.0,5466.0,650.0,883.0,0.073,3734.38445912
19 Los Angeles,LRS,2015.0,2015/16,576146.666667,585411.25,1150858.41667,1177606.25,76022.0,726193.0,520243.0,,,10179482.0,1845270.0,2334292.0,1352159.0,386663.0,0.067,1776819.9017
20 Madera,C-IV,2015.0,2015/16,12175.25,12093.1666667,29777.5,29757.5,1081.0,20470.0,11990.0,,,154753.0,28554.0,42519.0,20134.0,4530.0,0.105,32412.6699815
21 Marin,C-IV,2015.0,2015/16,6379.0,6439.83333333,10517.8333333,10586.0,1471.0,5967.0,4835.0,,,261669.0,73726.0,53030.0,11168.0,2913.0,0.035,23708.4569124
22 Mariposa,C-IV,2015.0,2015/16,1120.33333333,1109.0,2095.16666667,2104.5,233.0,952.0,49.0,,,18088.0,6333.0,2919.0,233.0,451.0,0.072,3054.69051512
23 Mendocino,C-IV,2015.0,2015/16,6964.91666667,7060.0,13059.3333333,13191.75,1117.0,6905.0,2266.0,,,88264.0,24050.0,19137.0,4327.0,3087.0,0.059,19173.6480779
24 Merced,C-IV,2015.0,2015/16,25082.25,25129.1666667,57981.8333333,58408.25,2467.0,37709.0,19191.0,,,269870.0,40370.0,80249.0,36937.0,10774.0,0.114,79373.2248558
25 Modoc,C-IV,2015.0,2015/16,478.166666667,461.0,1027.25,1000.0,58.0,605.0,61.0,,,9510.0,3069.0,1843.0,308.0,419.0,0.088,2017.08681616
26 Mono,C-IV,2015.0,2015/16,460.083333333,496.833333333,799.75,832.0,72.0,463.0,290.0,,,13841.0,2650.0,2873.0,1021.0,99.0,0.061,1202.93534982
27 Monterey,C-IV,2015.0,2015/16,23317.0,23102.8333333,51916.6666667,51644.8333333,2984.0,40553.0,31763.0,,,435342.0,77615.0,114523.0,80174.0,8376.0,0.081,67987.3326427
28 Napa,C-IV,2015.0,2015/16,3631.66666667,3632.08333333,7474.41666667,7501.5,562.0,5159.0,3742.0,,,141183.0,33498.0,30241.0,11912.0,2093.0,0.046,19657.1565494
29 Nevada,C-IV,2015.0,2015/16,4322.16666667,4271.91666667,7759.91666667,7736.58333333,813.0,3576.0,364.0,,,98067.0,33028.0,16732.0,1252.0,1806.0,0.055,18076.1028522
30 Orange,CalWIN,2015.0,2015/16,124134.75,122873.5,257279.666667,256994.916667,22825.0,165520.0,137793.0,,,3162622.0,604622.0,732558.0,331979.0,68296.0,0.045,420793.169967
31 Placer,CalWIN,2015.0,2015/16,9371.41666667,9394.08333333,17996.5,18227.4166667,1857.0,9829.0,2411.0,,,370973.0,92989.0,78893.0,9998.0,5127.0,0.05,38477.5160816
32 Plumas,C-IV,2015.0,2015/16,1139.25,1094.91666667,2124.75,2050.25,160.0,961.0,53.0,,,19598.0,7102.0,3259.0,197.0,656.0,0.104,3447.572362
33 Riverside,C-IV,2015.0,2015/16,130333.583333,129097.25,293524.0,294433.166667,18121.0,184930.0,81846.0,,,2331960.0,438135.0,602360.0,190180.0,58059.0,0.067,423742.190648
34 Sacramento,CalWIN,2015.0,2015/16,104378.5,104581.083333,218282.5,219942.75,11837.0,123044.0,57891.0,,,1488600.0,274572.0,360882.0,93427.0,62730.0,0.06,264162.852694
35 San Benito,C-IV,2015.0,2015/16,2669.75,2722.58333333,5917.75,6089.33333333,367.0,4065.0,2281.0,,,57587.0,10257.0,14811.0,5268.0,900.0,0.076,7772.21144198
36 San Bernardino,C-IV,2015.0,2015/16,180992.083333,180278.833333,398783.583333,401294.333333,22887.0,234835.0,85947.0,,,2128499.0,331715.0,580902.0,168647.0,68072.0,0.065,433056.803175
37 San Diego,CalWIN,2015.0,2015/16,143570.75,142648.0,290731.083333,291172.5,25885.0,168267.0,123936.0,,,3274141.0,613511.0,782448.0,231525.0,76341.0,0.052,508224.43483
38 San Francisco,CalWIN,2015.0,2015/16,34672.4166667,33996.75,52767.3333333,52042.25,8552.0,23126.0,26371.0,,,864783.0,183502.0,123211.0,100767.0,37327.0,0.036,102650.873581
39 San Joaquin,C-IV,2015.0,2015/16,52846.75,52985.0,119722.666667,121333.583333,6110.0,74545.0,28986.0,,,728110.0,123108.0,199184.0,63826.0,27357.0,0.089,131235.169862
40 San Luis Obispo,CalWIN,2015.0,2015/16,10104.0,10032.1666667,18587.1666667,18597.8333333,1754.0,10311.0,4211.0,,,276534.0,72978.0,51803.0,10271.0,4209.0,0.046,45501.5276271
41 San Mateo,CalWIN,2015.0,2015/16,15864.6666667,16187.8333333,30890.5833333,31802.5833333,4279.0,21195.0,17806.0,,,764711.0,166899.0,161673.0,58320.0,10434.0,0.034,71863.8390266
42 Santa Barbara,CalWIN,2015.0,2015/16,18243.0833333,17377.3333333,38409.0,37310.0833333,2179.0,28148.0,19398.0,,,444491.0,86267.0,102694.0,48492.0,8191.0,0.053,73516.8546892
43 Santa Clara,CalWIN,2015.0,2015/16,54386.9166667,55268.5,107604.083333,110775.166667,11866.0,67584.0,59122.0,,,1918777.0,350762.0,445939.0,176469.0,42694.0,0.042,160882.030417
44 Santa Cruz,CalWIN,2015.0,2015/16,14491.8333333,13845.3333333,26766.5833333,26006.4166667,2375.0,15311.0,12072.0,,,274563.0,58332.0,60093.0,21297.0,4931.0,0.075,44874.5165104
45 Shasta,C-IV,2015.0,2015/16,13005.0833333,13013.5,24845.8333333,25061.8333333,1685.0,12683.0,628.0,,,178365.0,47309.0,38078.0,2477.0,9252.0,0.078,36163.9170925
46 Sierra,C-IV,2015.0,2015/16,162.666666667,171.5,290.75,312.5,40.0,131.0,12.0,,,3149.0,1199.0,469.0,36.0,85.0,0.09,517.509346044
47 Siskiyou,C-IV,2015.0,2015/16,3289.66666667,3276.58333333,6998.16666667,7053.08333333,529.0,3571.0,270.0,,,44491.0,14391.0,8816.0,661.0,2389.0,0.094,11426.9597505
48 Solano,CalWIN,2015.0,2015/16,22981.0833333,22903.9166667,43641.5,43943.4166667,3120.0,25381.0,8830.0,,,429272.0,88191.0,100507.0,21251.0,11654.0,0.061,65104.9913938
49 Sonoma,CalWIN,2015.0,2015/16,19731.1666667,20042.25,35204.9166667,35963.6666667,3870.0,21537.0,13316.0,,,500919.0,125771.0,100658.0,29579.0,8388.0,0.045,58010.0909808
50 Stanislaus,C-IV,2015.0,2015/16,42910.75,43234.8333333,90703.3333333,92177.9166667,4942.0,54880.0,21837.0,,,537608.0,92818.0,144450.0,48625.0,19884.0,0.095,105439.647077
51 Sutter,C-IV,2015.0,2015/16,5782.0,5693.5,13303.5833333,13172.4166667,644.0,8067.0,2921.0,,,97617.0,19092.0,25200.0,8773.0,3793.0,0.108,22251.1858904
52 Tehama,C-IV,2015.0,2015/16,4728.91666667,4770.83333333,10325.5833333,10420.5833333,616.0,6292.0,1615.0,,,63977.0,15536.0,15480.0,2169.0,3068.0,0.08,14981.7999138
53 Trinity,C-IV,2015.0,2015/16,1027.16666667,1020.25,1815.08333333,1832.25,148.0,825.0,9.0,,,13562.0,4842.0,2193.0,100.0,643.0,0.078,3244.67501677
54 Tulare,CalWIN,2015.0,2015/16,53185.1666667,52963.9166667,124702.916667,124775.916667,6133.0,78672.0,48197.0,,,464337.0,71118.0,144003.0,58345.0,17848.0,0.117,136612.711474
55 Tuolumne,C-IV,2015.0,2015/16,3180.25,3134.83333333,5597.25,5586.16666667,556.0,2564.0,103.0,,,54529.0,18313.0,8931.0,577.0,1615.0,0.071,9026.37502283
56 Ventura,CalWIN,2015.0,2015/16,37734.5833333,37382.6666667,76003.0,75753.3333333,6422.0,49069.0,34694.0,,,852199.0,170155.0,202180.0,85361.0,14875.0,0.057,91148.7715603
57 Yolo,CalWIN,2015.0,2015/16,10701.3333333,10287.6666667,21190.4166667,20737.0833333,1498.0,11457.0,6991.0,,,212850.0,35287.0,48804.0,13104.0,5260.0,0.064,40868.0969332
58 Yuba,C-IV,2015.0,2015/16,6318.41666667,6250.58333333,13632.5833333,13590.75,584.0,7563.0,1789.0,,,75579.0,12715.0,21530.0,3808.0,3710.0,0.092,18760.6912254
00 Statewide,n/a,2016.0,2016/17,2032818.41667,2097658.33333,4214482.33333,4349774.41667,343349.0,2688057.0,1609601.0,148957.0,,39312229.0,7658877.0,9257380.0,3718345.0,1171642.0,0.054,6034577.90494
01 Alameda,CalWIN,2016.0,2016/17,58689.75,60502.1666667,112034.75,116103.25,13243.0,68415.0,48483.0,4039.0,0.647727979,1637176.0,316018.0,349269.0,135883.0,46141.0,0.042,175986.23878
02 Alpine,C-IV,2016.0,2016/17,86.6666666667,91.9166666667,144.666666667,150.5,18.0,67.0,0.0,4.0,0.111111111,1150.0,367.0,210.0,11.0,34.0,0.065,227.33154
03 Amador,C-IV,2016.0,2016/17,1711.33333333,1759.83333333,3183.25,3335.5,374.0,1639.0,130.0,80.0,0.620772947,37181.0,12895.0,5689.0,570.0,677.0,0.059,4449.9307
04 Butte,C-IV,2016.0,2016/17,16772.6666667,16974.5,31444.3333333,32064.75,2370.0,15905.0,2971.0,748.0,0.629648116,224761.0,55150.0,46365.0,5233.0,10550.0,0.065,50672.63662
05 Calaveras,C-IV,2016.0,2016/17,2821.25,2812.08333333,5134.25,5186.83333333,720.0,2314.0,147.0,84.0,0.606060606,44747.0,16453.0,7393.0,277.0,1015.0,0.056,6587.95782
06 Colusa,C-IV,2016.0,2016/17,665.833333333,627.333333333,1536.25,1427.66666667,132.0,1084.0,566.0,48.0,0.711297071,22428.0,4438.0,6130.0,2893.0,552.0,0.155,3454.21034
07 Contra Costa,CalWIN,2016.0,2016/17,32340.3333333,34039.75,64666.4166667,67936.5833333,5886.0,43955.0,19983.0,3229.0,0.538284619,1129332.0,247605.0,252258.0,69034.0,23841.0,0.044,107992.29498
08 Del Norte,C-IV,2016.0,2016/17,2563.16666667,2606.0,5254.91666667,5317.58333333,355.0,2683.0,260.0,136.0,0.696551724,26956.0,6622.0,5857.0,537.0,1779.0,0.075,5486.2428
09 El Dorado,C-IV,2016.0,2016/17,7007.91666667,7175.16666667,12457.5,12772.75,1464.0,6217.0,1057.0,258.0,0.568442347,184085.0,51051.0,36677.0,3406.0,2862.0,0.051,19417.21598
10 Fresno,CalWIN,2016.0,2016/17,91347.25,101380.75,212200.833333,234644.5,10633.0,145582.0,70303.0,5748.0,0.761550075,988072.0,163170.0,280673.0,109480.0,41294.0,0.094,253718.35286
11 Glenn,C-IV,2016.0,2016/17,1533.5,1554.66666667,3538.91666667,3615.33333333,229.0,2493.0,941.0,117.0,0.750793651,29084.0,6210.0,7543.0,2761.0,1081.0,0.082,5744.98034
12 Humboldt,C-IV,2016.0,2016/17,12353.5,12516.75,20848.4166667,21216.1666667,1718.0,9409.0,1130.0,426.0,0.589486356,135884.0,32767.0,27946.0,2230.0,5383.0,0.049,33392.65972
13 Imperial,C-IV,2016.0,2016/17,17421.75,17507.9166667,42310.75,42812.0,3426.0,25125.0,28442.0,812.0,0.634608872,186520.0,31853.0,54402.0,34100.0,9999.0,0.235,47395.6744
14 Inyo,C-IV,2016.0,2016/17,1032.33333333,1056.33333333,1971.75,2046.58333333,226.0,1130.0,302.0,61.0,0.721649485,18658.0,5701.0,3865.0,451.0,382.0,0.052,2229.92596
15 Kern,C-IV,2016.0,2016/17,69871.8333333,70632.75,162375.666667,164239.666667,8828.0,111127.0,48847.0,6086.0,0.741666667,887922.0,136318.0,255253.0,84424.0,30848.0,0.103,215670.0795
16 Kings,C-IV,2016.0,2016/17,10714.5833333,10819.5,24345.6666667,24655.8333333,1265.0,15975.0,7531.0,877.0,0.719566289,149172.0,21335.0,45526.0,13525.0,4567.0,0.1,27457.41268
17 Lake,C-IV,2016.0,2016/17,6501.5,6611.41666667,12208.6666667,12482.5,1616.0,6704.0,1534.0,313.0,0.670349908,64712.0,19000.0,13538.0,2348.0,3660.0,0.066,11882.11388
