"Data on CalFresh population demographics from California Department of Fianance, annual CalFresh households and persons collected from DFA 256, and July data collected from MEDS. ",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
The Sort & Filter Function allows for filtering data ,,,,,,,,,,,,,,,,,,,
Data Sources:,,,,DFA 256,DFA 256,DFA 256,DFA 256,MEDS (July data access),MEDS (July data access),MEDS (July data access),CDPH & MEDS; March data access,CDPH & MEDS; March data access,CA Dept. of Finance annual projection,CA Dept. of Finance annual projection,CA Dept. of Finance annual projection,US Census Bureau ACS annual estimate,State Data Exchange annual projection,"EDD, Labor Market Info annual estimate","US Census Bureau ACS Estimates, DFA 256, MEDS"
,,,,,,,,,,,,,,,,,,,
County,Consortium,Calendar_Year,SFY,CF_Households_SFY_Avg,CF_Households_CY_Avg,CF_Persons_SFY_Avg,CF_Persons_CY_Avg,Elderly_CF_July,Children_CF_July,ESL_CF_July_CY,WIC_0-4_CF_Reachable,Percent_CF_0-4_in_WIC,Total_Pop_CY,Total_Elderly_60_plus_CY,Total_Children_under_18_CY,Total_ESL_over_5_CY,Total_SSI_Recipients_CY,Unemployment_Pct_CY,CF_Eligibles_CY
18 Lassen,C-IV,2016.0,2016/17,1583.66666667,1569.16666667,3131.41666667,3149.33333333,208.0,1728.0,90.0,90.0,0.635983264,30599.0,6871.0,5343.0,633.0,881.0,0.069,3801.25838
19 Los Angeles,LRS,2016.0,2016/17,542574.333333,558922.166667,1092802.41667,1118309.08333,83903.0,694580.0,501112.0,51194.0,0.747201878,10215103.0,1911467.0,2319464.0,1356170.0,381016.0,0.052,1722921.69686
20 Madera,C-IV,2016.0,2016/17,11762.4166667,12017.8333333,28845.5833333,29255.3333333,1266.0,21003.0,12151.0,975.0,0.737387942,155518.0,29328.0,42402.0,19819.0,4480.0,0.092,31945.83926
21 Marin,C-IV,2016.0,2016/17,6101.0,6245.91666667,10072.9166667,10304.1666667,1617.0,5988.0,5020.0,295.0,0.578982155,262706.0,75834.0,52858.0,10590.0,2796.0,0.032,20564.16802
22 Mariposa,C-IV,2016.0,2016/17,1030.66666667,1090.33333333,1884.66666667,2013.16666667,264.0,919.0,45.0,42.0,0.669724771,18057.0,6484.0,2886.0,193.0,427.0,0.069,3175.55774
23 Mendocino,C-IV,2016.0,2016/17,6421.41666667,6708.5,12131.5,12644.1666667,1200.0,6840.0,2211.0,333.0,0.567476002,88779.0,24721.0,19134.0,4384.0,3066.0,0.052,19475.31268
24 Merced,C-IV,2016.0,2016/17,23908.5833333,24516.8333333,55344.75,56659.75,2834.0,37617.0,18944.0,1760.0,0.723367169,272286.0,41609.0,80372.0,33243.0,10667.0,0.105,59925.13282
25 Modoc,C-IV,2016.0,2016/17,538.0,516.333333333,1131.75,1084.83333333,66.0,634.0,67.0,15.0,0.602649007,9506.0,3107.0,1821.0,256.0,404.0,0.078,1611.51298
26 Mono,C-IV,2016.0,2016/17,443.083333333,452.666666667,751.916666667,794.083333333,73.0,473.0,280.0,15.0,0.537037037,13801.0,2798.0,2859.0,1013.0,101.0,0.053,1182.79732
27 Monterey,C-IV,2016.0,2016/17,21906.4166667,22712.9166667,48492.4166667,50326.25,3572.0,41820.0,33355.0,1244.0,0.713618214,439945.0,80214.0,115112.0,75593.0,8101.0,0.076,60652.21106
28 Napa,C-IV,2016.0,2016/17,3379.41666667,3546.75,6858.83333333,7274.25,681.0,5116.0,3772.0,201.0,0.656349206,141569.0,34388.0,29907.0,11745.0,2034.0,0.043,10434.59964
29 Nevada,C-IV,2016.0,2016/17,4248.75,4346.66666667,7391.83333333,7660.5,949.0,3604.0,346.0,169.0,0.489749431,98300.0,33880.0,16468.0,1305.0,1824.0,0.047,11844.33222
30 Orange,CalWIN,2016.0,2016/17,120043.083333,123182.333333,245247.833333,253145.166667,25449.0,164718.0,136779.0,7350.0,0.681085847,3179122.0,626747.0,730547.0,319276.0,67977.0,0.04,357201.12008
31 Placer,CalWIN,2016.0,2016/17,9029.16666667,9286.25,16874.0833333,17625.5833333,2056.0,9509.0,2462.0,487.0,0.54584121,375805.0,96844.0,78193.0,7183.0,5095.0,0.044,34761.37662
32 Plumas,C-IV,2016.0,2016/17,1144.41666667,1159.83333333,2084.33333333,2132.16666667,191.0,1033.0,67.0,49.0,0.624521073,19535.0,7246.0,3197.0,170.0,663.0,0.096,2866.99332
33 Riverside,C-IV,2016.0,2016/17,125860.75,129010.166667,279293.083333,287642.75,20641.0,185979.0,81348.0,10479.0,0.639698181,2359588.0,456622.0,601433.0,178936.0,58100.0,0.061,421674.33782
34 Sacramento,CalWIN,2016.0,2016/17,100083.0,102439.333333,209677.25,214057.333333,13463.0,122095.0,58041.0,5851.0,0.614490903,1503536.0,284023.0,361947.0,95398.0,62524.0,0.054,270638.7534
35 San Benito,C-IV,2016.0,2016/17,2373.08333333,2543.83333333,5275.0,5619.83333333,436.0,3865.0,2246.0,386.0,0.738947368,58010.0,10728.0,14580.0,5252.0,880.0,0.068,7743.2247
36 San Bernardino,C-IV,2016.0,2016/17,172631.166667,178494.75,377181.25,390589.916667,25789.0,237181.0,85034.0,11109.0,0.66028086,2143578.0,344896.0,580699.0,164265.0,67508.0,0.057,403621.80548
37 San Diego,CalWIN,2016.0,2016/17,137827.416667,142005.833333,278085.583333,286487.166667,29540.0,166939.0,124572.0,11913.0,0.649918312,3295816.0,635589.0,790021.0,228467.0,75424.0,0.047,468815.2649
38 San Francisco,CalWIN,2016.0,2016/17,34434.0833333,34877.0,52010.8333333,52868.5833333,10278.0,23185.0,28237.0,1229.0,0.580031949,872463.0,188524.0,126208.0,100414.0,36427.0,0.033,80562.66374
39 San Joaquin,C-IV,2016.0,2016/17,49992.5833333,51666.8333333,111805.5,116203.666667,6936.0,73983.0,28277.0,3337.0,0.669147353,738343.0,127571.0,200036.0,63053.0,26870.0,0.081,125684.21928
40 San Luis Obispo,CalWIN,2016.0,2016/17,9729.08333333,9958.16666667,17514.9166667,18140.75,1919.0,10198.0,4160.0,401.0,0.573255814,278080.0,75554.0,51859.0,10287.0,4063.0,0.043,35022.46786
41 San Mateo,CalWIN,2016.0,2016/17,14337.5,15147.8333333,27750.1666667,29408.75,4604.0,20402.0,17183.0,904.0,0.640888523,768507.0,171938.0,161878.0,57020.0,9952.0,0.03,53230.80128
42 Santa Barbara,CalWIN,2016.0,2016/17,18613.9166667,18572.9166667,38428.6666667,38650.1666667,2714.0,29036.0,20539.0,1474.0,0.699749687,447309.0,88664.0,103069.0,45946.0,8004.0,0.05,64123.56218
43 Santa Clara,CalWIN,2016.0,2016/17,50077.5,52729.6666667,98101.3333333,103617.333333,12624.0,62659.0,55825.0,3295.0,0.594197975,1932827.0,364749.0,446411.0,171519.0,41718.0,0.038,180133.01454
44 Santa Cruz,CalWIN,2016.0,2016/17,14568.6666667,14633.0,26423.0,26729.75,2827.0,15699.0,12690.0,863.0,0.661349693,275754.0,60709.0,60233.0,20762.0,4764.0,0.069,38408.247
45 Shasta,C-IV,2016.0,2016/17,12696.1666667,12943.4166667,23809.8333333,24407.3333333,1906.0,12561.0,627.0,727.0,0.677409262,177631.0,47951.0,37816.0,1963.0,9165.0,0.069,34951.27258
46 Sierra,C-IV,2016.0,2016/17,162.75,160.666666667,276.916666667,277.333333333,52.0,93.0,10.0,12.0,0.588235294,3141.0,1229.0,465.0,35.0,85.0,0.076,439.9497
47 Siskiyou,C-IV,2016.0,2016/17,3134.41666667,3213.16666667,6575.66666667,6773.33333333,608.0,3533.0,284.0,155.0,0.636554622,44373.0,14672.0,8719.0,755.0,2380.0,0.085,10625.20346
48 Solano,CalWIN,2016.0,2016/17,21624.0833333,22398.1666667,40785.75,42352.6666667,3576.0,24939.0,8928.0,1035.0,0.5419684,433412.0,92111.0,100543.0,20279.0,11385.0,0.055,58480.9245
49 Sonoma,CalWIN,2016.0,2016/17,17933.25,18932.1666667,31785.5833333,33626.5833333,4239.0,20809.0,13176.0,744.0,0.595316352,503152.0,130552.0,99716.0,27323.0,8201.0,0.04,51364.9346
50 Stanislaus,C-IV,2016.0,2016/17,40674.0,41901.9166667,85291.25,88015.0833333,5541.0,54419.0,21493.0,2341.0,0.586291686,543592.0,96001.0,145153.0,47779.0,19620.0,0.085,93759.11094
51 Sutter,C-IV,2016.0,2016/17,5623.83333333,5727.33333333,12883.9166667,13128.75,726.0,8179.0,2890.0,287.0,0.645255474,98208.0,19556.0,25173.0,9121.0,3760.0,0.096,19005.51096
52 Tehama,C-IV,2016.0,2016/17,4396.66666667,4567.66666667,9532.58333333,9930.58333333,700.0,6121.0,1557.0,270.0,0.613484646,64158.0,15757.0,15456.0,2385.0,2998.0,0.071,14987.8581
53 Trinity,C-IV,2016.0,2016/17,988.666666667,1007.83333333,1727.91666667,1757.41666667,183.0,763.0,18.0,33.0,0.645833333,13492.0,4932.0,2169.0,105.0,629.0,0.071,3189.39112
54 Tulare,CalWIN,2016.0,2016/17,51694.0,52435.5833333,120271.166667,122466.75,6886.0,78665.0,48568.0,2338.0,0.641883399,467960.0,73393.0,144319.0,61876.0,17540.0,0.11,115553.38148
55 Tuolumne,C-IV,2016.0,2016/17,3019.66666667,3138.75,5270.66666667,5451.83333333,699.0,2582.0,114.0,104.0,0.674121406,54291.0,18653.0,8748.0,483.0,1552.0,0.062,8881.70494
56 Ventura,CalWIN,2016.0,2016/17,36512.0,37376.4166667,73100.3333333,75010.5,7206.0,49344.0,35629.0,1582.0,0.6245,853673.0,176335.0,200204.0,79050.0,14767.0,0.052,90705.1975
57 Yolo,CalWIN,2016.0,2016/17,10257.9166667,10645.1666667,19913.3333333,20842.75,1737.0,11612.0,7002.0,480.0,0.602506091,216726.0,36535.0,49888.0,13675.0,5184.0,0.058,46097.32226
58 Yuba,C-IV,2016.0,2016/17,6022.66666667,6187.41666667,13007.5833333,13331.6666667,687.0,7810.0,1825.0,323.0,0.670113754,76138.0,13142.0,21480.0,3461.0,3704.0,0.085,14544.35772
00 Statewide,n/a,2017.0,2017/18,1979531.41667,1999190.0,4046550.41667,4127650.58333,370322.0,2537628.0,1514564.0,,,39500973.0,7933064.0,9260616.0,3664918.0,1154343.0,0.048,
01 Alameda,CalWIN,2017.0,2017/18,56256.75,57278.25,105001.666667,108256.25,14234.0,62680.0,45559.0,,,1646405.0,326909.0,350508.0,136038.0,45115.0,0.036,
02 Alpine,C-IV,2017.0,2017/18,78.25,80.5833333333,140.0,140.833333333,19.0,60.0,0.0,,,1156.0,385.0,199.0,3.0,36.0,0.061,
03 Amador,C-IV,2017.0,2017/18,1602.0,1660.83333333,2902.08333333,3038.0,384.0,1479.0,117.0,,,38382.0,13008.0,5648.0,414.0,672.0,0.049,
04 Butte,C-IV,2017.0,2017/18,16863.8333333,16659.5,30914.0833333,30940.5,2568.0,15018.0,2775.0,,,226403.0,56401.0,46466.0,5035.0,10378.0,0.057,
05 Calaveras,C-IV,2017.0,2017/18,2783.58333333,2797.25,5003.91666667,5036.16666667,749.0,2162.0,139.0,,,45175.0,16811.0,7274.0,290.0,988.0,0.047,
06 Colusa,C-IV,2017.0,2017/18,680.5,687.416666667,1479.25,1553.25,150.0,1162.0,627.0,,,22050.0,4585.0,6130.0,2865.0,564.0,0.143,
07 Contra Costa,CalWIN,2017.0,2017/18,31190.4166667,31521.1666667,61940.3333333,62952.0833333,6149.0,40757.0,18260.0,,,1139313.0,256654.0,251222.0,69051.0,23320.0,0.038,
08 Del Norte,C-IV,2017.0,2017/18,2568.08333333,2569.66666667,5166.5,5253.16666667,388.0,2645.0,236.0,,,27060.0,6730.0,5837.0,452.0,1715.0,0.064,
09 El Dorado,C-IV,2017.0,2017/18,6579.66666667,6796.33333333,11469.9166667,12018.75,1575.0,5792.0,982.0,,,186223.0,53296.0,36226.0,3116.0,2823.0,0.044,
10 Fresno,CalWIN,2017.0,2017/18,95143.25,96942.75,218927.916667,224022.333333,11258.0,141201.0,66147.0,,,995233.0,169300.0,281357.0,107477.0,41278.0,0.085,
11 Glenn,C-IV,2017.0,2017/18,1487.75,1500.83333333,3311.08333333,3363.25,257.0,2216.0,808.0,,,28730.0,6352.0,7503.0,2921.0,1061.0,0.075,
12 Humboldt,C-IV,2017.0,2017/18,11955.8333333,12114.6666667,20009.5,20413.75,1895.0,8887.0,1065.0,,,136430.0,33542.0,28114.0,2263.0,5236.0,0.042,
13 Imperial,C-IV,2017.0,2017/18,17086.0,17266.5,40950.5833333,41816.3333333,3755.0,23942.0,27486.0,,,187921.0,33079.0,54725.0,34137.0,9988.0,0.191,
14 Inyo,C-IV,2017.0,2017/18,1022.16666667,1015.08333333,1961.16666667,1940.91666667,242.0,1033.0,254.0,,,18598.0,5802.0,3850.0,447.0,366.0,0.044,
15 Kern,C-IV,2017.0,2017/18,68216.6666667,68975.9166667,157302.25,159899.5,9898.0,107711.0,46482.0,,,896101.0,141792.0,255559.0,84362.0,30862.0,0.092,
16 Kings,C-IV,2017.0,2017/18,10606.0833333,10631.5,23712.4166667,24003.0,1385.0,15524.0,7192.0,,,149559.0,22020.0,45881.0,13954.0,4586.0,0.089,
17 Lake,C-IV,2017.0,2017/18,6361.16666667,6418.66666667,11684.3333333,11937.1666667,1386.0,5850.0,1285.0,,,64740.0,19458.0,13614.0,2024.0,3576.0,0.057,
18 Lassen,C-IV,2017.0,2017/18,1525.08333333,1564.0,3036.25,3113.66666667,239.0,1662.0,90.0,,,30661.0,7049.0,5353.0,615.0,905.0,0.056,
19 Los Angeles,LRS,2017.0,2017/18,548238.916667,539484.916667,1084400.08333,1081619.33333,92270.0,660289.0,473516.0,,,10231271.0,1982688.0,2310266.0,1332866.0,374280.0,0.047,
20 Madera,C-IV,2017.0,2017/18,11304.25,11497.8333333,27320.1666667,28161.0833333,1343.0,20086.0,11372.0,,,156963.0,30200.0,42384.0,19613.0,4467.0,0.081,
21 Marin,C-IV,2017.0,2017/18,5982.91666667,5969.25,9827.08333333,9875.0,1655.0,5609.0,4837.0,,,263262.0,77367.0,52691.0,9885.0,2720.0,0.029,
22 Mariposa,C-IV,2017.0,2017/18,1029.25,1017.08333333,1887.33333333,1853.25,289.0,853.0,52.0,,,18137.0,6634.0,2850.0,166.0,426.0,0.059,
23 Mendocino,C-IV,2017.0,2017/18,6264.58333333,6286.5,11591.1666667,11737.4166667,1257.0,6338.0,2046.0,,,89092.0,25309.0,19162.0,4280.0,3031.0,0.045,
24 Merced,C-IV,2017.0,2017/18,23147.1666667,23506.8333333,53174.0,54391.6666667,3019.0,35812.0,17605.0,,,275104.0,43198.0,80502.0,33572.0,10549.0,0.093,
25 Modoc,C-IV,2017.0,2017/18,576.25,551.666666667,1197.0,1172.5,85.0,635.0,50.0,,,9562.0,3145.0,1823.0,274.0,410.0,0.08,
26 Mono,C-IV,2017.0,2017/18,393.833333333,413.916666667,682.75,699.333333333,86.0,436.0,233.0,,,13759.0,2959.0,2842.0,848.0,97.0,0.044,
27 Monterey,C-IV,2017.0,2017/18,20293.3333333,21141.0833333,44718.5,46717.25,3814.0,38798.0,31264.0,,,442149.0,82539.0,115456.0,74195.0,7831.0,0.072,
28 Napa,C-IV,2017.0,2017/18,3055.0,3191.66666667,6075.16666667,6396.16666667,764.0,4556.0,3345.0,,,141784.0,35180.0,29534.0,10671.0,1970.0,0.037,
29 Nevada,C-IV,2017.0,2017/18,4065.33333333,4119.25,6983.16666667,7131.91666667,1062.0,3286.0,301.0,,,98613.0,34709.0,16210.0,1160.0,1868.0,0.041,
30 Orange,CalWIN,2017.0,2017/18,113075.75,116210.666667,227217.083333,235735.333333,27116.0,155269.0,128041.0,,,3198968.0,650354.0,728916.0,312733.0,67526.0,0.035,
31 Placer,CalWIN,2017.0,2017/18,8497.0,8725.5,15803.75,16343.9166667,2158.0,8872.0,2218.0,,,383173.0,100910.0,77106.0,7018.0,5003.0,0.038,
32 Plumas,C-IV,2017.0,2017/18,1159.91666667,1140.75,2096.5,2064.25,220.0,958.0,68.0,,,19818.0,7409.0,3202.0,81.0,633.0,0.089,
33 Riverside,C-IV,2017.0,2017/18,119807.75,122659.166667,262749.083333,271076.0,22037.0,171534.0,73416.0,,,2382640.0,475802.0,601489.0,180207.0,58028.0,0.052,
34 Sacramento,CalWIN,2017.0,2017/18,96469.0833333,98310.4166667,201681.166667,205982.833333,14387.0,117949.0,57865.0,,,1513415.0,294044.0,362935.0,95631.0,61582.0,0.046,
35 San Benito,C-IV,2017.0,2017/18,2131.5,2226.16666667,4679.83333333,4954.66666667,438.0,3471.0,1985.0,,,56879.0,11199.0,14464.0,5043.0,874.0,0.059,
36 San Bernardino,C-IV,2017.0,2017/18,161508.166667,166402.25,350349.5,362853.5,27050.0,221655.0,77611.0,,,2155590.0,359186.0,581706.0,159229.0,66585.0,0.049,
37 San Diego,CalWIN,2017.0,2017/18,133001.166667,134121.833333,264221.833333,269769.5,32622.0,157645.0,118919.0,,,3309509.0,658962.0,796905.0,223456.0,74300.0,0.04,
38 San Francisco,CalWIN,2017.0,2017/18,33467.75,33958.8333333,49826.8333333,50941.75,12059.0,21826.0,28402.0,,,874008.0,193721.0,129304.0,98626.0,35747.0,0.029,
39 San Joaquin,C-IV,2017.0,2017/18,46849.5,48347.3333333,103075.583333,107330.583333,7391.0,68847.0,26006.0,,,747263.0,132228.0,200829.0,62413.0,26463.0,0.07,
40 San Luis Obispo,CalWIN,2017.0,2017/18,9394.08333333,9538.25,16398.9166667,16939.75,2112.0,9697.0,3999.0,,,279210.0,77908.0,51750.0,9470.0,3913.0,0.036,
41 San Mateo,CalWIN,2017.0,2017/18,13002.6666667,13596.4166667,24728.3333333,26110.4166667,4460.0,17765.0,14947.0,,,770256.0,177345.0,162574.0,55820.0,9550.0,0.027,
42 Santa Barbara,CalWIN,2017.0,2017/18,19351.4166667,18752.3333333,38251.25,38107.1666667,3231.0,28186.0,20029.0,,,450025.0,91033.0,103212.0,45877.0,7869.0,0.045,
43 Santa Clara,CalWIN,2017.0,2017/18,45129.5,47339.6666667,86571.0833333,92083.25,12738.0,56241.0,49720.0,,,1937473.0,378043.0,448088.0,169331.0,40724.0,0.032,
44 Santa Cruz,CalWIN,2017.0,2017/18,14438.6666667,14471.5833333,25510.75,25965.5,3069.0,15000.0,12220.0,,,276504.0,62750.0,60623.0,20196.0,4625.0,0.057,
45 Shasta,C-IV,2017.0,2017/18,12308.6666667,12400.5,22968.0,23247.5833333,2103.0,12053.0,572.0,,,178148.0,48910.0,37771.0,2176.0,9049.0,0.058,
46 Sierra,C-IV,2017.0,2017/18,152.083333333,161.0,255.666666667,272.416666667,55.0,96.0,7.0,,,3203.0,1245.0,462.0,25.0,79.0,0.065,
47 Siskiyou,C-IV,2017.0,2017/18,3117.66666667,3096.08333333,6370.75,6418.75,621.0,3324.0,320.0,,,44655.0,14922.0,8680.0,665.0,2334.0,0.072,
48 Solano,CalWIN,2017.0,2017/18,20698.0,21073.4166667,38454.9166667,39571.75,3956.0,23191.0,8436.0,,,436640.0,95793.0,100927.0,20285.0,11067.0,0.048,
49 Sonoma,CalWIN,2017.0,2017/18,16820.0833333,17282.0833333,29291.4166667,30380.1666667,4435.0,18889.0,12107.0,,,504613.0,134644.0,98693.0,26059.0,8029.0,0.034,
50 Stanislaus,C-IV,2017.0,2017/18,38418.0,39581.3333333,80035.4166667,82744.0833333,5863.0,50355.0,20060.0,,,549976.0,99766.0,145865.0,49236.0,19222.0,0.075,
51 Sutter,C-IV,2017.0,2017/18,5313.5,5495.41666667,12131.25,12581.6666667,773.0,7883.0,2782.0,,,96919.0,19968.0,25035.0,9073.0,3766.0,0.087,
52 Tehama,C-IV,2017.0,2017/18,4191.58333333,4271.75,9007.91666667,9219.0,733.0,5794.0,1513.0,,,63949.0,16082.0,15393.0,2512.0,2945.0,0.064,
53 Trinity,C-IV,2017.0,2017/18,978.833333333,971.25,1674.75,1699.33333333,212.0,699.0,17.0,,,13634.0,5063.0,2156.0,152.0,614.0,0.06,
54 Tulare,CalWIN,2017.0,2017/18,50745.25,51259.75,116724.083333,118686.75,7325.0,76238.0,47053.0,,,470716.0,75816.0,144108.0,61937.0,17521.0,0.104,
55 Tuolumne,C-IV,2017.0,2017/18,2706.25,2840.08333333,4732.16666667,4984.66666667,727.0,2360.0,101.0,,,54725.0,18934.0,8679.0,371.0,1540.0,0.054,
56 Ventura,CalWIN,2017.0,2017/18,34429.3333333,35321.6666667,67606.0,70145.5833333,7668.0,47074.0,34039.0,,,855910.0,182659.0,198261.0,77750.0,14726.0,0.045,
57 Yolo,CalWIN,2017.0,2017/18,9995.83333333,9994.5,18445.6666667,19071.3333333,1808.0,10777.0,6293.0,,,218673.0,37749.0,50749.0,13088.0,5077.0,0.05,
58 Yuba,C-IV,2017.0,2017/18,6014.5,5984.41666667,12921.25,12919.0833333,780.0,7501.0,1693.0,,,74645.0,13518.0,21548.0,3464.0,3621.0,0.075,
00 Statewide,n/a,2018.0,2018/19,,,,,,,,,,39809693.0,8221985.0,9261018.0,,,,
01 Alameda,CalWIN,2018.0,2018/19,,,,,,,,,,1660202.0,339021.0,351696.0,,,,
02 Alpine,C-IV,2018.0,2018/19,,,,,,,,,,1154.0,397.0,190.0,,,,
03 Amador,C-IV,2018.0,2018/19,,,,,,,,,,38094.0,13314.0,5642.0,,,,
04 Butte,C-IV,2018.0,2018/19,,,,,,,,,,227621.0,57350.0,46448.0,,,,
05 Calaveras,C-IV,2018.0,2018/19,,,,,,,,,,45157.0,17243.0,7178.0,,,,
06 Colusa,C-IV,2018.0,2018/19,,,,,,,,,,22098.0,4723.0,6121.0,,,,
07 Contra Costa,CalWIN,2018.0,2018/19,,,,,,,,,,1149363.0,266792.0,251554.0,,,,
08 Del Norte,C-IV,2018.0,2018/19,,,,,,,,,,27221.0,6895.0,5816.0,,,,
09 El Dorado,C-IV,2018.0,2018/19,,,,,,,,,,188399.0,55406.0,35745.0,,,,
10 Fresno,CalWIN,2018.0,2018/19,,,,,,,,,,1007229.0,175008.0,282393.0,,,,
11 Glenn,C-IV,2018.0,2018/19,,,,,,,,,,28796.0,6511.0,7481.0,,,,
12 Humboldt,C-IV,2018.0,2018/19,,,,,,,,,,136002.0,34375.0,28453.0,,,,
13 Imperial,C-IV,2018.0,2018/19,,,,,,,,,,190624.0,34300.0,55371.0,,,,
14 Inyo,C-IV,2018.0,2018/19,,,,,,,,,,18577.0,5960.0,3870.0,,,,
15 Kern,C-IV,2018.0,2018/19,,,,,,,,,,905801.0,146852.0,256078.0,,,,
16 Kings,C-IV,2018.0,2018/19,,,,,,,,,,151662.0,22623.0,46215.0,,,,
17 Lake,C-IV,2018.0,2018/19,,,,,,,,,,65081.0,19845.0,13632.0,,,,
18 Lassen,C-IV,2018.0,2018/19,,,,,,,,,,30911.0,7281.0,5294.0,,,,
19 Los Angeles,LRS,2018.0,2018/19,,,,,,,,,,10283729.0,2056614.0,2298592.0,,,,
20 Madera,C-IV,2018.0,2018/19,,,,,,,,,,158894.0,31061.0,42250.0,,,,
21 Marin,C-IV,2018.0,2018/19,,,,,,,,,,263886.0,79357.0,52222.0,,,,
22 Mariposa,C-IV,2018.0,2018/19,,,,,,,,,,18129.0,6811.0,2834.0,,,,
23 Mendocino,C-IV,2018.0,2018/19,,,,,,,,,,89299.0,25835.0,19133.0,,,,
24 Merced,C-IV,2018.0,2018/19,,,,,,,,,,279977.0,44559.0,80521.0,,,,
25 Modoc,C-IV,2018.0,2018/19,,,,,,,,,,9612.0,3188.0,1769.0,,,,
26 Mono,C-IV,2018.0,2018/19,,,,,,,,,,13822.0,3154.0,2836.0,,,,
27 Monterey,C-IV,2018.0,2018/19,,,,,,,,,,443281.0,85236.0,116022.0,,,,
28 Napa,C-IV,2018.0,2018/19,,,,,,,,,,141294.0,36069.0,29273.0,,,,
29 Nevada,C-IV,2018.0,2018/19,,,,,,,,,,99155.0,35472.0,16033.0,,,,
30 Orange,CalWIN,2018.0,2018/19,,,,,,,,,,3221103.0,674940.0,724718.0,,,,
31 Placer,CalWIN,2018.0,2018/19,,,,,,,,,,389532.0,104700.0,76338.0,,,,
32 Plumas,C-IV,2018.0,2018/19,,,,,,,,,,19773.0,7551.0,3175.0,,,,
33 Riverside,C-IV,2018.0,2018/19,,,,,,,,,,2415955.0,497063.0,601945.0,,,,
34 Sacramento,CalWIN,2018.0,2018/19,,,,,,,,,,1529501.0,304473.0,363983.0,,,,
35 San Benito,C-IV,2018.0,2018/19,,,,,,,,,,57088.0,11706.0,14289.0,,,,
36 San Bernardino,C-IV,2018.0,2018/19,,,,,,,,,,2174938.0,374170.0,581301.0,,,,
37 San Diego,CalWIN,2018.0,2018/19,,,,,,,,,,3337456.0,682446.0,804235.0,,,,
38 San Francisco,CalWIN,2018.0,2018/19,,,,,,,,,,883963.0,198778.0,132330.0,,,,
39 San Joaquin,C-IV,2018.0,2018/19,,,,,,,,,,758744.0,137287.0,201902.0,,,,
40 San Luis Obispo,CalWIN,2018.0,2018/19,,,,,,,,,,280101.0,80561.0,51974.0,,,,
41 San Mateo,CalWIN,2018.0,2018/19,,,,,,,,,,774155.0,183173.0,163129.0,,,,
42 Santa Barbara,CalWIN,2018.0,2018/19,,,,,,,,,,453457.0,93932.0,103199.0,,,,
43 Santa Clara,CalWIN,2018.0,2018/19,,,,,,,,,,1956598.0,393649.0,448977.0,,,,
44 Santa Cruz,CalWIN,2018.0,2018/19,,,,,,,,,,276864.0,65283.0,60678.0,,,,
45 Shasta,C-IV,2018.0,2018/19,,,,,,,,,,178271.0,49766.0,37648.0,,,,
46 Sierra,C-IV,2018.0,2018/19,,,,,,,,,,3207.0,1280.0,469.0,,,,
47 Siskiyou,C-IV,2018.0,2018/19,,,,,,,,,,44612.0,15148.0,8574.0,,,,
48 Solano,CalWIN,2018.0,2018/19,,,,,,,,,,439793.0,99982.0,101176.0,,,,
49 Sonoma,CalWIN,2018.0,2018/19,,,,,,,,,,503332.0,139599.0,98066.0,,,,
50 Stanislaus,C-IV,2018.0,2018/19,,,,,,,,,,555624.0,103114.0,146558.0,,,,
51 Sutter,C-IV,2018.0,2018/19,,,,,,,,,,97238.0,20461.0,25070.0,,,,
52 Tehama,C-IV,2018.0,2018/19,,,,,,,,,,64039.0,16265.0,15528.0,,,,
53 Trinity,C-IV,2018.0,2018/19,,,,,,,,,,13635.0,5139.0,2150.0,,,,
54 Tulare,CalWIN,2018.0,2018/19,,,,,,,,,,475834.0,78149.0,144290.0,,,,
55 Tuolumne,C-IV,2018.0,2018/19,,,,,,,,,,54740.0,19317.0,8567.0,,,,
56 Ventura,CalWIN,2018.0,2018/19,,,,,,,,,,859073.0,189578.0,197155.0,,,,
57 Yolo,CalWIN,2018.0,2018/19,,,,,,,,,,221270.0,39228.0,51447.0,,,,
58 Yuba,C-IV,2018.0,2018/19,,,,,,,,,,74727.0,13995.0,21485.0,,,,
