"This data table captures quarterly churn data on the percentage of reapplications in 30 days, 90 days, and the percentage of scheduled recertifications for 30 days, and 90 days. The data table begins in cell A2. ",,,,,,,,,,
County,FIPS,County Center X,County Center Y,Consortium,Calendar Year,Quarter,30 Day Churn Pct of Reapplications,90 Day Churn Pct of Reapplications,30 Day Percentage of Scheduled Recertifications,90 Day Percentage of Scheduled Recertifications
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,2017.0,Q1,0.1161,0.2229,0.3251,0.3421
Colusa,US-06011,-122.4386143,39.169245,C-IV,2017.0,Q1,0.1106,0.2074,0.1567,0.1567
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,2017.0,Q1,0.0854,0.1757,0.0483,0.0821
Del Norte,US-06015,-123.719458,41.6908155,C-IV,2017.0,Q1,0.1519,0.2187,0.3472,0.3656
El Dorado,US-06017,-120.4259625,38.78496,C-IV,2017.0,Q1,0.1419,0.224,0.2457,0.2733
Fresno,US-06019,-120.862059,36.74633,CalWIN,2017.0,Q1,0.1491,0.2941,0.0923,0.1435
Glenn,US-06021,-122.1147288,39.591764,C-IV,2017.0,Q1,0.1521,0.2397,0.1881,0.2062
Humboldt,US-06023,-123.959972,40.73356,C-IV,2017.0,Q1,0.1377,0.2387,0.2652,0.2932
Imperial,US-06025,-115.058652,33.02615,C-IV,2017.0,Q1,0.1777,0.2707,0.2788,0.3121
Inyo,US-06027,-117.7797286,36.626,C-IV,2017.0,Q1,0.1235,0.2716,0.3251,0.3704
Kern,US-06029,-118.4426011,35.29441,C-IV,2017.0,Q1,0.2053,0.3156,0.1661,0.1962
Kings,US-06031,-119.6135104,36.138775,C-IV,2017.0,Q1,0.2303,0.3254,0.2244,0.2498
Lake,US-06033,-122.9624445,39.124455,C-IV,2017.0,Q1,0.0945,0.2066,0.3697,0.4118
Lassen,US-06035,-120.2636913,40.446085,C-IV,2017.0,Q1,0.0492,0.1385,0.3231,0.3538
Los Angeles,US-06037,-117.9879672,34.26394,LRS,2017.0,Q1,0.1389,0.2362,0.0011,0.0291
Madera,US-06039,-119.84174,37.27052,C-IV,2017.0,Q1,0.1678,0.278,0.1238,0.1537
Marin,US-06041,-122.870429,38.068145,C-IV,2017.0,Q1,0.1662,0.2548,0.3221,0.3537
Mariposa,US-06043,-119.6495595,37.543615,C-IV,2017.0,Q1,0.1069,0.1985,0.3282,0.3473
Mendocino,US-06045,-123.5709822,39.380655,C-IV,2017.0,Q1,0.1363,0.2633,0.2699,0.3258
Merced,US-06047,-120.1246993,37.18687,C-IV,2017.0,Q1,0.1714,0.2945,0.2601,0.2867
Modoc,US-06049,-120.1993372,41.590546,C-IV,2017.0,Q1,0.1224,0.2041,0.3401,0.3673
Mono,US-06051,-118.7402371,38.0878955,C-IV,2017.0,Q1,0.0654,0.1495,0.2056,0.2523
Monterey,US-06053,-120.9044897,36.35433,C-IV,2017.0,Q1,0.1297,0.2407,0.1822,0.2064
Napa,US-06055,-122.5128064,38.509635,C-IV,2017.0,Q1,0.0947,0.186,0.1726,0.2038
Nevada,US-06057,-120.3163119,39.266135,C-IV,2017.0,Q1,0.0988,0.201,0.1438,0.1655
Orange,US-06059,-117.8002615,33.66707,CalWIN,2017.0,Q1,0.1179,0.229,0.0713,0.1169
Placer,US-06061,-120.7858989,39.013999,CalWIN,2017.0,Q1,0.0907,0.1838,0.0522,0.0896
Plumas,US-06063,-121.1037321,40.0234855,C-IV,2017.0,Q1,0.0737,0.1474,0.2019,0.2308
Riverside,US-06065,-115.0250859,33.752845,C-IV,2017.0,Q1,0.1742,0.2894,0.1645,0.1943
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,2017.0,Q1,0.1161,0.2245,0.0723,0.1153
San Benito,US-06069,-121.2131455,36.5928495,C-IV,2017.0,Q1,0.1631,0.2473,0.2634,0.2903
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,2017.0,Q1,0.2311,0.3528,0.2413,0.2717
San Diego,US-06073,-116.693716,33.019645,CalWIN,2017.0,Q1,0.1238,0.2313,0.0591,0.0983
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,2017.0,Q1,0.1024,0.2068,0.08,0.1162
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,2017.0,Q1,0.1842,0.2855,0.2622,0.2891
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,2017.0,Q1,0.0754,0.1692,0.0486,0.0825
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,2017.0,Q1,0.0898,0.2025,0.0572,0.0967
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,2017.0,Q1,0.0771,0.1847,0.0513,0.0805
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,2017.0,Q1,0.0217,0.1264,0.0072,0.0403
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,2017.0,Q1,0.0196,0.1175,0.0056,0.032
Shasta,US-06089,-122.0883555,40.735175,C-IV,2017.0,Q1,0.1657,0.2834,0.2356,0.2678
Sierra,US-06091,-120.0617973,39.58418,C-IV,2017.0,Q1,0.04,0.08,0.16,0.16
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,2017.0,Q1,0.1421,0.25,0.3115,0.3443
Solano,US-06095,-121.6688337,38.2894915,CalWIN,2017.0,Q1,0.0125,0.1184,0.0053,0.0426
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,2017.0,Q1,0.1048,0.2186,0.0579,0.1012
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,2017.0,Q1,0.1716,0.2867,0.1945,0.2292
Sutter,US-06101,-121.714735,39.02038,C-IV,2017.0,Q1,0.1615,0.2486,0.2684,0.2932
Tehama,US-06103,-122.6595518,40.125305,C-IV,2017.0,Q1,0.1694,0.2743,0.2145,0.2393
Trinity,US-06105,-123.5069171,40.672495,C-IV,2017.0,Q1,0.1264,0.2567,0.2299,0.2644
Tulare,US-06107,-119.0889841,36.266965,CalWIN,2017.0,Q1,0.1592,0.2926,0.0925,0.133
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,2017.0,Q1,0.0957,0.1927,0.1442,0.1833
Ventura,US-06111,-119.0838699,34.47326,CalWIN,2017.0,Q1,0.1355,0.2644,0.0884,0.1317
Yolo,US-06113,-121.9008022,38.619495,CalWIN,2017.0,Q1,0.1035,0.2231,0.0533,0.094
Yuba,US-06115,-121.499162,39.278915,C-IV,2017.0,Q1,0.2149,0.3119,0.3724,0.3995
Statewide,,,,,2017.0,Q2,0.1336,0.2396,0.1031,0.1395
Alameda,US-06001,-121.7871814,37.680185,CalWIN,2017.0,Q2,0.1042,0.2057,0.0622,0.0995
Alpine,US-06003,-120.0354892,38.6301005,C-IV,2017.0,Q2,0.0,0.125,0.0,0.0
Amador,US-06005,-120.238969,38.46328,C-IV,2017.0,Q2,0.1136,0.2216,0.1607,0.1801
Butte,US-06007,-121.5660076,39.723785,C-IV,2017.0,Q2,0.1368,0.2357,0.1937,0.2251
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,2017.0,Q2,0.1344,0.2228,0.2211,0.2551
Colusa,US-06011,-122.4386143,39.169245,C-IV,2017.0,Q2,0.0938,0.1458,0.2344,0.2604
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,2017.0,Q2,0.0713,0.1589,0.0478,0.0837
Del Norte,US-06015,-123.719458,41.6908155,C-IV,2017.0,Q2,0.1867,0.2421,0.4233,0.4492
El Dorado,US-06017,-120.4259625,38.78496,C-IV,2017.0,Q2,0.1293,0.2285,0.2106,0.2354
Fresno,US-06019,-120.862059,36.74633,CalWIN,2017.0,Q2,0.1493,0.286,0.1039,0.1635
Glenn,US-06021,-122.1147288,39.591764,C-IV,2017.0,Q2,0.1351,0.2211,0.1351,0.1474
Humboldt,US-06023,-123.959972,40.73356,C-IV,2017.0,Q2,0.1334,0.2329,0.2267,0.2466
Imperial,US-06025,-115.058652,33.02615,C-IV,2017.0,Q2,0.1825,0.2948,0.2587,0.2934
Inyo,US-06027,-117.7797286,36.626,C-IV,2017.0,Q2,0.13,0.2332,0.3004,0.3363
Kern,US-06029,-118.4426011,35.29441,C-IV,2017.0,Q2,0.1868,0.3029,0.1616,0.1898
Kings,US-06031,-119.6135104,36.138775,C-IV,2017.0,Q2,0.2337,0.3337,0.2376,0.2616
Lake,US-06033,-122.9624445,39.124455,C-IV,2017.0,Q2,0.078,0.1802,0.2864,0.3323
Lassen,US-06035,-120.2636913,40.446085,C-IV,2017.0,Q2,0.0461,0.121,0.2622,0.2882
Los Angeles,US-06037,-117.9879672,34.26394,LRS,2017.0,Q2,0.1293,0.2276,0.0002,0.0314
Madera,US-06039,-119.84174,37.27052,C-IV,2017.0,Q2,0.1221,0.2274,0.1153,0.1445
Marin,US-06041,-122.870429,38.068145,C-IV,2017.0,Q2,0.1342,0.2323,0.2246,0.2535
Mariposa,US-06043,-119.6495595,37.543615,C-IV,2017.0,Q2,0.0803,0.1446,0.245,0.261
Mendocino,US-06045,-123.5709822,39.380655,C-IV,2017.0,Q2,0.1463,0.2481,0.2333,0.2825
Merced,US-06047,-120.1246993,37.18687,C-IV,2017.0,Q2,0.1566,0.2655,0.279,0.3064
Modoc,US-06049,-120.1993372,41.590546,C-IV,2017.0,Q2,0.1091,0.2364,0.4273,0.4818
Mono,US-06051,-118.7402371,38.0878955,C-IV,2017.0,Q2,0.0828,0.2,0.0966,0.1379
Monterey,US-06053,-120.9044897,36.35433,C-IV,2017.0,Q2,0.1443,0.2559,0.1812,0.2116
Napa,US-06055,-122.5128064,38.509635,C-IV,2017.0,Q2,0.0926,0.1702,0.2065,0.239
Nevada,US-06057,-120.3163119,39.266135,C-IV,2017.0,Q2,0.0558,0.1545,0.1575,0.1874
Orange,US-06059,-117.8002615,33.66707,CalWIN,2017.0,Q2,0.1034,0.2236,0.0762,0.1249
Placer,US-06061,-120.7858989,39.013999,CalWIN,2017.0,Q2,0.0902,0.1765,0.0481,0.0804
Plumas,US-06063,-121.1037321,40.0234855,C-IV,2017.0,Q2,0.0484,0.1371,0.1331,0.1532
Riverside,US-06065,-115.0250859,33.752845,C-IV,2017.0,Q2,0.153,0.2624,0.1651,0.1953
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,2017.0,Q2,0.1257,0.2282,0.0802,0.1235
San Benito,US-06069,-121.2131455,36.5928495,C-IV,2017.0,Q2,0.1408,0.2204,0.2143,0.2367
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,2017.0,Q2,0.2124,0.326,0.2474,0.2789
San Diego,US-06073,-116.693716,33.019645,CalWIN,2017.0,Q2,0.1147,0.2188,0.0594,0.0993
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,2017.0,Q2,0.0991,0.1859,0.0786,0.1154
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,2017.0,Q2,0.164,0.2619,0.2436,0.2754
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,2017.0,Q2,0.0766,0.166,0.0553,0.0902
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,2017.0,Q2,0.0913,0.2004,0.0639,0.1012
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,2017.0,Q2,0.0831,0.1771,0.0594,0.1025
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,2017.0,Q2,0.0235,0.1274,0.0105,0.0453
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,2017.0,Q2,0.0171,0.1182,0.0043,0.0354
Shasta,US-06089,-122.0883555,40.735175,C-IV,2017.0,Q2,0.1551,0.2646,0.2914,0.3255
Sierra,US-06091,-120.0617973,39.58418,C-IV,2017.0,Q2,0.0385,0.1154,0.1538,0.1538
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,2017.0,Q2,0.1444,0.2289,0.2698,0.297
Solano,US-06095,-121.6688337,38.2894915,CalWIN,2017.0,Q2,0.0142,0.1204,0.0068,0.0506
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,2017.0,Q2,0.0949,0.1972,0.0622,0.1034
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,2017.0,Q2,0.153,0.2601,0.1853,0.2206
Sutter,US-06101,-121.714735,39.02038,C-IV,2017.0,Q2,0.1704,0.2635,0.2395,0.2613
Tehama,US-06103,-122.6595518,40.125305,C-IV,2017.0,Q2,0.1254,0.2279,0.2668,0.2853
Trinity,US-06105,-123.5069171,40.672495,C-IV,2017.0,Q2,0.1369,0.2241,0.2075,0.2282
Tulare,US-06107,-119.0889841,36.266965,CalWIN,2017.0,Q2,0.1766,0.3077,0.1563,0.2158
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,2017.0,Q2,0.091,0.2038,0.1012,0.1257
Ventura,US-06111,-119.0838699,34.47326,CalWIN,2017.0,Q2,0.1322,0.2565,0.0997,0.1525
Yolo,US-06113,-121.9008022,38.619495,CalWIN,2017.0,Q2,0.0932,0.1997,0.0748,0.1195
Yuba,US-06115,-121.499162,39.278915,C-IV,2017.0,Q2,0.1804,0.2533,0.3136,0.3412
Statewide,,,,,2017.0,Q3,0.1198,0.2129,0.1083,0.1403
Alameda,US-06001,-121.7871814,37.680185,CalWIN,2017.0,Q3,0.0867,0.1741,0.0553,0.0913
Alpine,US-06003,-120.0354892,38.6301005,C-IV,2017.0,Q3,0.0,0.1176,0.0,0.0
Amador,US-06005,-120.238969,38.46328,C-IV,2017.0,Q3,0.0998,0.18,0.1898,0.2238
Butte,US-06007,-121.5660076,39.723785,C-IV,2017.0,Q3,0.1443,0.2354,0.2299,0.2735
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,2017.0,Q3,0.1132,0.2155,0.1845,0.2109
Colusa,US-06011,-122.4386143,39.169245,C-IV,2017.0,Q3,0.096,0.1414,0.202,0.2172
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,2017.0,Q3,0.0621,0.1369,0.0433,0.0722
Del Norte,US-06015,-123.719458,41.6908155,C-IV,2017.0,Q3,0.1684,0.2388,0.3522,0.3694
El Dorado,US-06017,-120.4259625,38.78496,C-IV,2017.0,Q3,0.1216,0.2206,0.207,0.2289
Fresno,US-06019,-120.862059,36.74633,CalWIN,2017.0,Q3,0.1488,0.2827,0.1073,0.1699
Glenn,US-06021,-122.1147288,39.591764,C-IV,2017.0,Q3,0.0961,0.1626,0.1502,0.17
Humboldt,US-06023,-123.959972,40.73356,C-IV,2017.0,Q3,0.1033,0.1829,0.2451,0.2729
Imperial,US-06025,-115.058652,33.02615,C-IV,2017.0,Q3,0.153,0.246,0.2347,0.2646
Inyo,US-06027,-117.7797286,36.626,C-IV,2017.0,Q3,0.1,0.2391,0.1478,0.1696
Kern,US-06029,-118.4426011,35.29441,C-IV,2017.0,Q3,0.1817,0.2801,0.1648,0.1952
Kings,US-06031,-119.6135104,36.138775,C-IV,2017.0,Q3,0.2092,0.3061,0.2138,0.2443
Lake,US-06033,-122.9624445,39.124455,C-IV,2017.0,Q3,0.0746,0.1748,0.2638,0.3052
Lassen,US-06035,-120.2636913,40.446085,C-IV,2017.0,Q3,0.0655,0.1399,0.2649,0.3155
Los Angeles,US-06037,-117.9879672,34.26394,LRS,2017.0,Q3,0.1062,0.1862,0.0552,0.0785
Madera,US-06039,-119.84174,37.27052,C-IV,2017.0,Q3,0.1536,0.253,0.103,0.1408
Marin,US-06041,-122.870429,38.068145,C-IV,2017.0,Q3,0.1147,0.1923,0.1995,0.236
Mariposa,US-06043,-119.6495595,37.543615,C-IV,2017.0,Q3,0.0654,0.1385,0.2115,0.2308
Mendocino,US-06045,-123.5709822,39.380655,C-IV,2017.0,Q3,0.1296,0.2316,0.2157,0.2599
Merced,US-06047,-120.1246993,37.18687,C-IV,2017.0,Q3,0.1536,0.2596,0.2335,0.2598
Modoc,US-06049,-120.1993372,41.590546,C-IV,2017.0,Q3,0.1214,0.1786,0.2571,0.2714
Mono,US-06051,-118.7402371,38.0878955,C-IV,2017.0,Q3,0.0,0.0656,0.0984,0.123
Monterey,US-06053,-120.9044897,36.35433,C-IV,2017.0,Q3,0.1992,0.3126,0.1877,0.2343
Napa,US-06055,-122.5128064,38.509635,C-IV,2017.0,Q3,0.0793,0.1479,0.1961,0.2476
Nevada,US-06057,-120.3163119,39.266135,C-IV,2017.0,Q3,0.0517,0.1394,0.1586,0.1876
Orange,US-06059,-117.8002615,33.66707,CalWIN,2017.0,Q3,0.1051,0.2155,0.0814,0.1256
Placer,US-06061,-120.7858989,39.013999,CalWIN,2017.0,Q3,0.0742,0.16,0.0457,0.0749
Plumas,US-06063,-121.1037321,40.0234855,C-IV,2017.0,Q3,0.0583,0.1341,0.137,0.1691
Riverside,US-06065,-115.0250859,33.752845,C-IV,2017.0,Q3,0.1475,0.2426,0.1554,0.1789
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,2017.0,Q3,0.1142,0.2132,0.0823,0.1222
San Benito,US-06069,-121.2131455,36.5928495,C-IV,2017.0,Q3,0.1595,0.2419,0.2419,0.2581
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,2017.0,Q3,0.193,0.2946,0.2528,0.2804
San Diego,US-06073,-116.693716,33.019645,CalWIN,2017.0,Q3,0.0938,0.1783,0.0558,0.0889
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,2017.0,Q3,0.0838,0.1656,0.0742,0.1115
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,2017.0,Q3,0.1537,0.248,0.2203,0.2462
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,2017.0,Q3,0.0786,0.1739,0.0585,0.0994
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,2017.0,Q3,0.0714,0.159,0.0545,0.0842
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,2017.0,Q3,0.0701,0.1654,0.059,0.1029
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,2017.0,Q3,0.0188,0.1076,0.0087,0.0365
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,2017.0,Q3,0.0167,0.1294,0.0119,0.0616
Shasta,US-06089,-122.0883555,40.735175,C-IV,2017.0,Q3,0.1504,0.2483,0.2439,0.2708
Sierra,US-06091,-120.0617973,39.58418,C-IV,2017.0,Q3,0.0682,0.1591,0.0909,0.1136
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,2017.0,Q3,0.1311,0.2007,0.2987,0.3282
Solano,US-06095,-121.6688337,38.2894915,CalWIN,2017.0,Q3,0.0127,0.1134,0.0071,0.0366
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,2017.0,Q3,0.0954,0.1916,0.0603,0.0997
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,2017.0,Q3,0.1588,0.2582,0.2275,0.2666
Sutter,US-06101,-121.714735,39.02038,C-IV,2017.0,Q3,0.1811,0.2687,0.2309,0.2509
Tehama,US-06103,-122.6595518,40.125305,C-IV,2017.0,Q3,0.124,0.2083,0.2131,0.2366
Trinity,US-06105,-123.5069171,40.672495,C-IV,2017.0,Q3,0.0925,0.1747,0.2397,0.2637
Tulare,US-06107,-119.0889841,36.266965,CalWIN,2017.0,Q3,0.1737,0.301,0.1334,0.184
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,2017.0,Q3,0.0736,0.1608,0.0954,0.1226
Ventura,US-06111,-119.0838699,34.47326,CalWIN,2017.0,Q3,0.1353,0.2768,0.1032,0.1552
Yolo,US-06113,-121.9008022,38.619495,CalWIN,2017.0,Q3,0.1043,0.1836,0.0768,0.1302
Yuba,US-06115,-121.499162,39.278915,C-IV,2017.0,Q3,0.1526,0.2292,0.2478,0.2765
Statewide,,,,,2017.0,Q4,0.128,0.2269,0.1168,0.1512
Alameda,US-06001,-121.7871814,37.680185,CalWIN,2017.0,Q4,0.0959,0.1933,0.0626,0.1044
Alpine,US-06003,-120.0354892,38.6301005,C-IV,2017.0,Q4,0.1538,0.2308,0.0769,0.0769
Amador,US-06005,-120.238969,38.46328,C-IV,2017.0,Q4,0.1102,0.2231,0.2865,0.3223
Butte,US-06007,-121.5660076,39.723785,C-IV,2017.0,Q4,0.1218,0.2337,0.2028,0.2335
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,2017.0,Q4,0.114,0.2033,0.2264,0.2562
Colusa,US-06011,-122.4386143,39.169245,C-IV,2017.0,Q4,0.1491,0.2325,0.2632,0.2763
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,2017.0,Q4,0.0737,0.1476,0.0485,0.0813
Del Norte,US-06015,-123.719458,41.6908155,C-IV,2017.0,Q4,0.1815,0.2587,0.3803,0.4093
El Dorado,US-06017,-120.4259625,38.78496,C-IV,2017.0,Q4,0.1269,0.2243,0.1869,0.2163
Fresno,US-06019,-120.862059,36.74633,CalWIN,2017.0,Q4,0.1489,0.2839,0.1049,0.1601
Glenn,US-06021,-122.1147288,39.591764,C-IV,2017.0,Q4,0.1374,0.2253,0.1868,0.2115
Humboldt,US-06023,-123.959972,40.73356,C-IV,2017.0,Q4,0.1255,0.2311,0.2236,0.2483
Imperial,US-06025,-115.058652,33.02615,C-IV,2017.0,Q4,0.1417,0.2411,0.2226,0.2536
Inyo,US-06027,-117.7797286,36.626,C-IV,2017.0,Q4,0.0819,0.1983,0.1767,0.1897
Kern,US-06029,-118.4426011,35.29441,C-IV,2017.0,Q4,0.1997,0.3097,0.1999,0.2333
Kings,US-06031,-119.6135104,36.138775,C-IV,2017.0,Q4,0.2107,0.3304,0.2111,0.2419
Lake,US-06033,-122.9624445,39.124455,C-IV,2017.0,Q4,0.0843,0.179,0.2448,0.2811
Lassen,US-06035,-120.2636913,40.446085,C-IV,2017.0,Q4,0.0609,0.2145,0.2638,0.3246
Los Angeles,US-06037,-117.9879672,34.26394,LRS,2017.0,Q4,0.1132,0.1968,0.0598,0.0834
Madera,US-06039,-119.84174,37.27052,C-IV,2017.0,Q4,0.1492,0.2629,0.1611,0.2005
Marin,US-06041,-122.870429,38.068145,C-IV,2017.0,Q4,0.0923,0.189,0.2024,0.2359
Mariposa,US-06043,-119.6495595,37.543615,C-IV,2017.0,Q4,0.0882,0.1639,0.2227,0.2395
Mendocino,US-06045,-123.5709822,39.380655,C-IV,2017.0,Q4,0.1246,0.2374,0.2844,0.3418
Merced,US-06047,-120.1246993,37.18687,C-IV,2017.0,Q4,0.1686,0.2958,0.2707,0.2948
Modoc,US-06049,-120.1993372,41.590546,C-IV,2017.0,Q4,0.1471,0.2206,0.375,0.4265
Mono,US-06051,-118.7402371,38.0878955,C-IV,2017.0,Q4,0.0769,0.1319,0.0714,0.0714
Monterey,US-06053,-120.9044897,36.35433,C-IV,2017.0,Q4,0.1651,0.2893,0.235,0.2693
Napa,US-06055,-122.5128064,38.509635,C-IV,2017.0,Q4,0.084,0.1506,0.1478,0.1695
Nevada,US-06057,-120.3163119,39.266135,C-IV,2017.0,Q4,0.0605,0.1449,0.1347,0.1628
Orange,US-06059,-117.8002615,33.66707,CalWIN,2017.0,Q4,0.1218,0.2309,0.0904,0.1396
Placer,US-06061,-120.7858989,39.013999,CalWIN,2017.0,Q4,0.0768,0.1711,0.0566,0.0957
Plumas,US-06063,-121.1037321,40.0234855,C-IV,2017.0,Q4,0.0852,0.1893,0.1199,0.1514
Riverside,US-06065,-115.0250859,33.752845,C-IV,2017.0,Q4,0.154,0.2551,0.1691,0.1988
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,2017.0,Q4,0.127,0.2289,0.0986,0.1453
San Benito,US-06069,-121.2131455,36.5928495,C-IV,2017.0,Q4,0.1351,0.228,0.2736,0.3024
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,2017.0,Q4,0.2104,0.3226,0.2858,0.3191
San Diego,US-06073,-116.693716,33.019645,CalWIN,2017.0,Q4,0.1098,0.1963,0.0598,0.098
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,2017.0,Q4,0.0976,0.195,0.0849,0.13
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,2017.0,Q4,0.1653,0.2679,0.2327,0.2582
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,2017.0,Q4,0.0761,0.1712,0.0567,0.0925
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,2017.0,Q4,0.0748,0.1655,0.0573,0.0964
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,2017.0,Q4,0.0792,0.1759,0.0519,0.0912
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,2017.0,Q4,0.0233,0.1239,0.0097,0.0408
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,2017.0,Q4,0.022,0.1338,0.007,0.0423
Shasta,US-06089,-122.0883555,40.735175,C-IV,2017.0,Q4,0.152,0.2531,0.2562,0.294
Sierra,US-06091,-120.0617973,39.58418,C-IV,2017.0,Q4,0.0741,0.1481,0.1852,0.1852
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,2017.0,Q4,0.1655,0.2392,0.2744,0.3163
Solano,US-06095,-121.6688337,38.2894915,CalWIN,2017.0,Q4,0.0147,0.1184,0.0082,0.0528
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,2017.0,Q4,0.0825,0.174,0.0541,0.094
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,2017.0,Q4,0.1665,0.2876,0.1973,0.239
Sutter,US-06101,-121.714735,39.02038,C-IV,2017.0,Q4,0.161,0.2572,0.2374,0.2578
Tehama,US-06103,-122.6595518,40.125305,C-IV,2017.0,Q4,0.1306,0.2263,0.22,0.2576
Trinity,US-06105,-123.5069171,40.672495,C-IV,2017.0,Q4,0.0667,0.1608,0.2314,0.2588
Tulare,US-06107,-119.0889841,36.266965,CalWIN,2017.0,Q4,0.1837,0.3103,0.1431,0.1971
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,2017.0,Q4,0.1007,0.211,0.1076,0.1379
Ventura,US-06111,-119.0838699,34.47326,CalWIN,2017.0,Q4,0.1329,0.2557,0.0978,0.1448
Yolo,US-06113,-121.9008022,38.619495,CalWIN,2017.0,Q4,0.0777,0.1629,0.0571,0.0938
Yuba,US-06115,-121.499162,39.278915,C-IV,2017.0,Q4,0.1868,0.2922,0.2618,0.2992
Statewide,,,,,2018.0,Q1,0.1296,0.234,0.1006,0.1321
Alameda,US-06001,-121.7871814,37.680185,CalWIN,2018.0,Q1,0.1021,0.2074,0.0633,0.1016
Alpine,US-06003,-120.0354892,38.6301005,C-IV,2018.0,Q1,0.0769,0.1538,0.0,0.0
Amador,US-06005,-120.238969,38.46328,C-IV,2018.0,Q1,0.1159,0.2065,0.204,0.2242
Butte,US-06007,-121.5660076,39.723785,C-IV,2018.0,Q1,0.1248,0.2126,0.1833,0.2112
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,2018.0,Q1,0.1273,0.2019,0.2019,0.2252
Colusa,US-06011,-122.4386143,39.169245,C-IV,2018.0,Q1,0.1449,0.2271,0.2947,0.314
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,2018.0,Q1,0.0724,0.1569,0.0451,0.0766
Del Norte,US-06015,-123.719458,41.6908155,C-IV,2018.0,Q1,0.1781,0.2464,0.3669,0.3795
El Dorado,US-06017,-120.4259625,38.78496,C-IV,2018.0,Q1,0.1293,0.2251,0.1726,0.1989
Fresno,US-06019,-120.862059,36.74633,CalWIN,2018.0,Q1,0.1422,0.2799,0.0857,0.1374
Glenn,US-06021,-122.1147288,39.591764,C-IV,2018.0,Q1,0.1323,0.2036,0.1781,0.1959
Humboldt,US-06023,-123.959972,40.73356,C-IV,2018.0,Q1,0.1074,0.2026,0.2062,0.2295
Imperial,US-06025,-115.058652,33.02615,C-IV,2018.0,Q1,0.1628,0.2649,0.2023,0.2339
Inyo,US-06027,-117.7797286,36.626,C-IV,2018.0,Q1,0.0958,0.1583,0.1333,0.15
