"This data table captures quarterly churn data on the percentage of reapplications in 30 days, 90 days, and the percentage of scheduled recertifications for 30 days, and 90 days. The data table begins in cell A2. ",,,,,,,,,,
County,FIPS,County Center X,County Center Y,Consortium,Calendar Year,Quarter,30 Day Churn Pct of Reapplications,90 Day Churn Pct of Reapplications,30 Day Percentage of Scheduled Recertifications,90 Day Percentage of Scheduled Recertifications
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,2014.0,Q4,0.1546,0.2329,0.2727,0.3054
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,2014.0,Q4,0.0717,0.164,0.0631,0.108
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,2014.0,Q4,0.0923,0.1883,0.0748,0.122
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,2014.0,Q4,0.0904,0.1914,0.0655,0.114
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,2014.0,Q4,0.0344,0.1416,0.013,0.0572
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,2014.0,Q4,0.0263,0.1222,0.0096,0.0523
Shasta,US-06089,-122.0883555,40.735175,C-IV,2014.0,Q4,0.1622,0.2489,0.2922,0.3311
Sierra,US-06091,-120.0617973,39.58418,C-IV,2014.0,Q4,0.0612,0.1633,0.0816,0.1224
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,2014.0,Q4,0.1395,0.2266,0.2422,0.2667
Solano,US-06095,-121.6688337,38.2894915,CalWIN,2014.0,Q4,0.0184,0.1263,0.008,0.0718
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,2014.0,Q4,0.1173,0.2056,0.0772,0.1335
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,2014.0,Q4,0.1785,0.2805,0.3154,0.364
Sutter,US-06101,-121.714735,39.02038,C-IV,2014.0,Q4,0.1866,0.282,0.2356,0.2651
Tehama,US-06103,-122.6595518,40.125305,C-IV,2014.0,Q4,0.1463,0.2366,0.3436,0.3687
Trinity,US-06105,-123.5069171,40.672495,C-IV,2014.0,Q4,0.1202,0.1845,0.2575,0.3047
Tulare,US-06107,-119.0889841,36.266965,CalWIN,2014.0,Q4,0.2151,0.3413,0.1847,0.2489
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,2014.0,Q4,0.1588,0.2395,0.2221,0.2506
Ventura,US-06111,-119.0838699,34.47326,CalWIN,2014.0,Q4,0.1352,0.2479,0.1133,0.1687
Yolo,US-06113,-121.9008022,38.619495,CalWIN,2014.0,Q4,0.1143,0.1903,0.079,0.1156
Yuba,US-06115,-121.499162,39.278915,C-IV,2014.0,Q4,0.2097,0.295,0.434,0.4593
Statewide,,,,,2015.0,Q1,0.1301,0.2152,0.1206,0.1527
Alameda,US-06001,-121.7871814,37.680185,CalWIN,2015.0,Q1,0.1146,0.2236,0.0728,0.1325
Alpine,US-06003,-120.0354892,38.6301005,C-IV,2015.0,Q1,0.1053,0.2105,0.0,0.0
Amador,US-06005,-120.238969,38.46328,C-IV,2015.0,Q1,0.1399,0.2287,0.259,0.2722
Butte,US-06007,-121.5660076,39.723785,C-IV,2015.0,Q1,0.1456,0.2153,0.2672,0.2903
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,2015.0,Q1,0.1281,0.2067,0.2431,0.2664
Colusa,US-06011,-122.4386143,39.169245,C-IV,2015.0,Q1,0.1333,0.2178,0.3333,0.3867
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,2015.0,Q1,0.0908,0.165,0.0618,0.1045
Del Norte,US-06015,-123.719458,41.6908155,C-IV,2015.0,Q1,0.1731,0.2238,0.3322,0.3619
El Dorado,US-06017,-120.4259625,38.78496,C-IV,2015.0,Q1,0.1212,0.1939,0.2288,0.2584
Fresno,US-06019,-120.862059,36.74633,CalWIN,2015.0,Q1,0.1306,0.2436,0.086,0.1398
Glenn,US-06021,-122.1147288,39.591764,C-IV,2015.0,Q1,0.1366,0.2242,0.1701,0.1959
Humboldt,US-06023,-123.959972,40.73356,C-IV,2015.0,Q1,0.1139,0.173,0.2125,0.2292
Imperial,US-06025,-115.058652,33.02615,C-IV,2015.0,Q1,0.1592,0.2382,0.2414,0.2748
Inyo,US-06027,-117.7797286,36.626,C-IV,2015.0,Q1,0.1511,0.2338,0.2734,0.3094
Kern,US-06029,-118.4426011,35.29441,C-IV,2015.0,Q1,0.1785,0.2621,0.1585,0.1851
Kings,US-06031,-119.6135104,36.138775,C-IV,2015.0,Q1,0.2253,0.3007,0.2901,0.3214
Lake,US-06033,-122.9624445,39.124455,C-IV,2015.0,Q1,0.0635,0.1306,0.2781,0.3211
Lassen,US-06035,-120.2636913,40.446085,C-IV,2015.0,Q1,0.0683,0.1537,0.2488,0.2854
Los Angeles,US-06037,-117.9879672,34.26394,LRS,2015.0,Q1,0.0825,0.1561,0.0095,0.0121
Madera,US-06039,-119.84174,37.27052,C-IV,2015.0,Q1,0.1455,0.2239,0.2177,0.2459
Marin,US-06041,-122.870429,38.068145,C-IV,2015.0,Q1,0.1794,0.2478,0.2674,0.3042
Mariposa,US-06043,-119.6495595,37.543615,C-IV,2015.0,Q1,0.1434,0.1977,0.2636,0.2868
Mendocino,US-06045,-123.5709822,39.380655,C-IV,2015.0,Q1,0.1502,0.2681,0.3479,0.4358
Merced,US-06047,-120.1246993,37.18687,C-IV,2015.0,Q1,0.1699,0.2417,0.3242,0.354
Modoc,US-06049,-120.1993372,41.590546,C-IV,2015.0,Q1,0.2123,0.2671,0.3356,0.3493
Mono,US-06051,-118.7402371,38.0878955,C-IV,2015.0,Q1,0.0508,0.1371,0.0914,0.1015
Monterey,US-06053,-120.9044897,36.35433,C-IV,2015.0,Q1,0.151,0.2349,0.1273,0.1446
Napa,US-06055,-122.5128064,38.509635,C-IV,2015.0,Q1,0.1103,0.1829,0.1452,0.1673
Nevada,US-06057,-120.3163119,39.266135,C-IV,2015.0,Q1,0.1053,0.1772,0.1875,0.2217
Orange,US-06059,-117.8002615,33.66707,CalWIN,2015.0,Q1,0.1119,0.1976,0.0755,0.1197
Placer,US-06061,-120.7858989,39.013999,CalWIN,2015.0,Q1,0.118,0.1991,0.0792,0.1268
Plumas,US-06063,-121.1037321,40.0234855,C-IV,2015.0,Q1,0.0759,0.1099,0.1806,0.1911
Riverside,US-06065,-115.0250859,33.752845,C-IV,2015.0,Q1,0.1703,0.2556,0.2236,0.2545
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,2015.0,Q1,0.1234,0.2104,0.0847,0.1314
San Benito,US-06069,-121.2131455,36.5928495,C-IV,2015.0,Q1,0.1396,0.2327,0.2992,0.3404
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,2015.0,Q1,0.2168,0.3002,0.2782,0.3079
San Diego,US-06073,-116.693716,33.019645,CalWIN,2015.0,Q1,0.1337,0.2249,0.0664,0.1052
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,2015.0,Q1,0.1199,0.2006,0.0995,0.1464
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,2015.0,Q1,0.1617,0.2378,0.2311,0.2583
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,2015.0,Q1,0.0838,0.1601,0.0531,0.097
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,2015.0,Q1,0.0957,0.1938,0.0694,0.1135
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,2015.0,Q1,0.0861,0.1725,0.0567,0.0986
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,2015.0,Q1,0.0251,0.1199,0.012,0.0555
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,2015.0,Q1,0.0132,0.0789,0.006,0.0419
Shasta,US-06089,-122.0883555,40.735175,C-IV,2015.0,Q1,0.1598,0.2501,0.2831,0.3164
Sierra,US-06091,-120.0617973,39.58418,C-IV,2015.0,Q1,0.1026,0.1282,0.1282,0.1795
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,2015.0,Q1,0.1588,0.237,0.2322,0.2547
Solano,US-06095,-121.6688337,38.2894915,CalWIN,2015.0,Q1,0.0134,0.1191,0.0059,0.0601
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,2015.0,Q1,0.103,0.1884,0.055,0.094
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,2015.0,Q1,0.1781,0.2719,0.2703,0.3146
Sutter,US-06101,-121.714735,39.02038,C-IV,2015.0,Q1,0.1896,0.2629,0.2194,0.2405
Tehama,US-06103,-122.6595518,40.125305,C-IV,2015.0,Q1,0.1478,0.2406,0.2602,0.2843
Trinity,US-06105,-123.5069171,40.672495,C-IV,2015.0,Q1,0.1434,0.2326,0.3372,0.3798
Tulare,US-06107,-119.0889841,36.266965,CalWIN,2015.0,Q1,0.2013,0.3091,0.1413,0.198
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,2015.0,Q1,0.1494,0.2146,0.2112,0.2393
Ventura,US-06111,-119.0838699,34.47326,CalWIN,2015.0,Q1,0.1354,0.2363,0.1,0.1496
Yolo,US-06113,-121.9008022,38.619495,CalWIN,2015.0,Q1,0.1123,0.1782,0.0705,0.1057
Yuba,US-06115,-121.499162,39.278915,C-IV,2015.0,Q1,0.1912,0.2536,0.3831,0.4083
Statewide,,,,,2015.0,Q2,0.1277,0.2122,0.1286,0.1631
Alameda,US-06001,-121.7871814,37.680185,CalWIN,2015.0,Q2,0.1036,0.1987,0.0758,0.1326
Alpine,US-06003,-120.0354892,38.6301005,C-IV,2015.0,Q2,0.0,0.0625,0.125,0.125
Amador,US-06005,-120.238969,38.46328,C-IV,2015.0,Q2,0.1444,0.2232,0.2779,0.3173
Butte,US-06007,-121.5660076,39.723785,C-IV,2015.0,Q2,0.1437,0.2223,0.2861,0.3218
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,2015.0,Q2,0.1161,0.2021,0.2097,0.2459
Colusa,US-06011,-122.4386143,39.169245,C-IV,2015.0,Q2,0.1361,0.2147,0.4084,0.4921
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,2015.0,Q2,0.0883,0.1713,0.0668,0.1126
Del Norte,US-06015,-123.719458,41.6908155,C-IV,2015.0,Q2,0.2147,0.2712,0.3887,0.4107
El Dorado,US-06017,-120.4259625,38.78496,C-IV,2015.0,Q2,0.1316,0.2183,0.2307,0.259
Fresno,US-06019,-120.862059,36.74633,CalWIN,2015.0,Q2,0.1408,0.2506,0.1054,0.1637
Glenn,US-06021,-122.1147288,39.591764,C-IV,2015.0,Q2,0.1218,0.2056,0.1472,0.1599
Humboldt,US-06023,-123.959972,40.73356,C-IV,2015.0,Q2,0.1155,0.1796,0.2379,0.2642
Imperial,US-06025,-115.058652,33.02615,C-IV,2015.0,Q2,0.1517,0.2346,0.2509,0.2802
Inyo,US-06027,-117.7797286,36.626,C-IV,2015.0,Q2,0.1295,0.2455,0.3036,0.3438
Kern,US-06029,-118.4426011,35.29441,C-IV,2015.0,Q2,0.1779,0.2606,0.1754,0.2039
Kings,US-06031,-119.6135104,36.138775,C-IV,2015.0,Q2,0.1943,0.2742,0.2895,0.3204
Lake,US-06033,-122.9624445,39.124455,C-IV,2015.0,Q2,0.0789,0.1523,0.307,0.3516
Lassen,US-06035,-120.2636913,40.446085,C-IV,2015.0,Q2,0.0744,0.141,0.2718,0.3051
Los Angeles,US-06037,-117.9879672,34.26394,LRS,2015.0,Q2,0.0816,0.1522,0.0102,0.0133
Madera,US-06039,-119.84174,37.27052,C-IV,2015.0,Q2,0.1447,0.2266,0.2503,0.289
Marin,US-06041,-122.870429,38.068145,C-IV,2015.0,Q2,0.1807,0.2595,0.2645,0.3046
Mariposa,US-06043,-119.6495595,37.543615,C-IV,2015.0,Q2,0.125,0.1991,0.287,0.3056
Mendocino,US-06045,-123.5709822,39.380655,C-IV,2015.0,Q2,0.1571,0.2734,0.2521,0.3142
Merced,US-06047,-120.1246993,37.18687,C-IV,2015.0,Q2,0.1586,0.2375,0.3213,0.3558
Modoc,US-06049,-120.1993372,41.590546,C-IV,2015.0,Q2,0.1203,0.1729,0.2707,0.2857
Mono,US-06051,-118.7402371,38.0878955,C-IV,2015.0,Q2,0.0237,0.1374,0.0379,0.0569
Monterey,US-06053,-120.9044897,36.35433,C-IV,2015.0,Q2,0.1426,0.2213,0.1764,0.205
Napa,US-06055,-122.5128064,38.509635,C-IV,2015.0,Q2,0.11,0.1675,0.1655,0.1984
Nevada,US-06057,-120.3163119,39.266135,C-IV,2015.0,Q2,0.1112,0.2045,0.2498,0.2875
Orange,US-06059,-117.8002615,33.66707,CalWIN,2015.0,Q2,0.1084,0.1991,0.0857,0.1336
Placer,US-06061,-120.7858989,39.013999,CalWIN,2015.0,Q2,0.111,0.2013,0.08,0.129
Plumas,US-06063,-121.1037321,40.0234855,C-IV,2015.0,Q2,0.1184,0.1673,0.1918,0.2122
Riverside,US-06065,-115.0250859,33.752845,C-IV,2015.0,Q2,0.17,0.2565,0.2292,0.263
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,2015.0,Q2,0.1219,0.2073,0.0948,0.145
San Benito,US-06069,-121.2131455,36.5928495,C-IV,2015.0,Q2,0.1203,0.2141,0.2484,0.2891
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,2015.0,Q2,0.2136,0.296,0.2911,0.3233
San Diego,US-06073,-116.693716,33.019645,CalWIN,2015.0,Q2,0.1279,0.2168,0.0746,0.1182
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,2015.0,Q2,0.1033,0.1935,0.0909,0.1348
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,2015.0,Q2,0.1522,0.2287,0.2413,0.275
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,2015.0,Q2,0.0757,0.1596,0.0567,0.0994
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,2015.0,Q2,0.093,0.1871,0.0641,0.1125
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,2015.0,Q2,0.0856,0.1688,0.0568,0.1041
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,2015.0,Q2,0.0248,0.1151,0.01,0.0561
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,2015.0,Q2,0.0138,0.0779,0.0064,0.0389
Shasta,US-06089,-122.0883555,40.735175,C-IV,2015.0,Q2,0.1445,0.2231,0.3062,0.3391
Sierra,US-06091,-120.0617973,39.58418,C-IV,2015.0,Q2,0.0769,0.2692,0.2308,0.2308
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,2015.0,Q2,0.122,0.1842,0.238,0.256
Solano,US-06095,-121.6688337,38.2894915,CalWIN,2015.0,Q2,0.0125,0.1156,0.0035,0.0395
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,2015.0,Q2,0.1015,0.1889,0.0702,0.1207
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,2015.0,Q2,0.1854,0.2796,0.2972,0.3435
Sutter,US-06101,-121.714735,39.02038,C-IV,2015.0,Q2,0.1803,0.2434,0.2601,0.2853
Tehama,US-06103,-122.6595518,40.125305,C-IV,2015.0,Q2,0.1384,0.211,0.2693,0.2935
Trinity,US-06105,-123.5069171,40.672495,C-IV,2015.0,Q2,0.102,0.1714,0.302,0.3429
Tulare,US-06107,-119.0889841,36.266965,CalWIN,2015.0,Q2,0.2063,0.3208,0.1753,0.2404
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,2015.0,Q2,0.1407,0.2317,0.2199,0.253
Ventura,US-06111,-119.0838699,34.47326,CalWIN,2015.0,Q2,0.1361,0.2359,0.1259,0.1906
Yolo,US-06113,-121.9008022,38.619495,CalWIN,2015.0,Q2,0.111,0.1911,0.0775,0.1279
Yuba,US-06115,-121.499162,39.278915,C-IV,2015.0,Q2,0.1743,0.2425,0.3311,0.3605
Statewide,,,,,2015.0,Q3,0.128,0.21,0.123,0.155
Alameda,US-06001,-121.7871814,37.680185,CalWIN,2015.0,Q3,0.104,0.197,0.067,0.114
Alpine,US-06003,-120.0354892,38.6301005,C-IV,2015.0,Q3,0.0,0.059,0.0,0.0
Amador,US-06005,-120.238969,38.46328,C-IV,2015.0,Q3,0.158,0.236,0.289,0.33
Butte,US-06007,-121.5660076,39.723785,C-IV,2015.0,Q3,0.148,0.226,0.226,0.255
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,2015.0,Q3,0.112,0.19,0.235,0.269
Colusa,US-06011,-122.4386143,39.169245,C-IV,2015.0,Q3,0.148,0.23,0.33,0.368
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,2015.0,Q3,0.085,0.157,0.065,0.105
Del Norte,US-06015,-123.719458,41.6908155,C-IV,2015.0,Q3,0.13,0.196,0.317,0.339
El Dorado,US-06017,-120.4259625,38.78496,C-IV,2015.0,Q3,0.127,0.207,0.233,0.266
Fresno,US-06019,-120.862059,36.74633,CalWIN,2015.0,Q3,0.139,0.251,0.106,0.164
Glenn,US-06021,-122.1147288,39.591764,C-IV,2015.0,Q3,0.095,0.164,0.195,0.208
Humboldt,US-06023,-123.959972,40.73356,C-IV,2015.0,Q3,0.117,0.19,0.259,0.284
Imperial,US-06025,-115.058652,33.02615,C-IV,2015.0,Q3,0.137,0.214,0.213,0.239
Inyo,US-06027,-117.7797286,36.626,C-IV,2015.0,Q3,0.128,0.238,0.321,0.351
Kern,US-06029,-118.4426011,35.29441,C-IV,2015.0,Q3,0.19,0.27,0.176,0.206
Kings,US-06031,-119.6135104,36.138775,C-IV,2015.0,Q3,0.215,0.29,0.258,0.286
Lake,US-06033,-122.9624445,39.124455,C-IV,2015.0,Q3,0.057,0.118,0.254,0.295
Lassen,US-06035,-120.2636913,40.446085,C-IV,2015.0,Q3,0.085,0.16,0.291,0.325
Los Angeles,US-06037,-117.9879672,34.26394,LRS,2015.0,Q3,0.08,0.146,0.009,0.011
Madera,US-06039,-119.84174,37.27052,C-IV,2015.0,Q3,0.155,0.259,0.238,0.293
Marin,US-06041,-122.870429,38.068145,C-IV,2015.0,Q3,0.166,0.246,0.265,0.298
Mariposa,US-06043,-119.6495595,37.543615,C-IV,2015.0,Q3,0.133,0.188,0.325,0.35
Mendocino,US-06045,-123.5709822,39.380655,C-IV,2015.0,Q3,0.176,0.287,0.22,0.267
Merced,US-06047,-120.1246993,37.18687,C-IV,2015.0,Q3,0.188,0.271,0.309,0.339
Modoc,US-06049,-120.1993372,41.590546,C-IV,2015.0,Q3,0.227,0.284,0.305,0.319
Mono,US-06051,-118.7402371,38.0878955,C-IV,2015.0,Q3,0.098,0.187,0.187,0.211
Monterey,US-06053,-120.9044897,36.35433,C-IV,2015.0,Q3,0.248,0.35,0.222,0.264
Napa,US-06055,-122.5128064,38.509635,C-IV,2015.0,Q3,0.11,0.195,0.17,0.195
Nevada,US-06057,-120.3163119,39.266135,C-IV,2015.0,Q3,0.073,0.155,0.228,0.254
Orange,US-06059,-117.8002615,33.66707,CalWIN,2015.0,Q3,0.107,0.19,0.079,0.123
Placer,US-06061,-120.7858989,39.013999,CalWIN,2015.0,Q3,0.107,0.192,0.075,0.118
Plumas,US-06063,-121.1037321,40.0234855,C-IV,2015.0,Q3,0.117,0.197,0.197,0.225
Riverside,US-06065,-115.0250859,33.752845,C-IV,2015.0,Q3,0.154,0.232,0.215,0.242
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,2015.0,Q3,0.118,0.204,0.081,0.124
San Benito,US-06069,-121.2131455,36.5928495,C-IV,2015.0,Q3,0.156,0.252,0.344,0.399
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,2015.0,Q3,0.208,0.288,0.278,0.307
San Diego,US-06073,-116.693716,33.019645,CalWIN,2015.0,Q3,0.132,0.22,0.072,0.114
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,2015.0,Q3,0.115,0.194,0.084,0.12
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,2015.0,Q3,0.161,0.241,0.258,0.29
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,2015.0,Q3,0.073,0.147,0.055,0.093
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,2015.0,Q3,0.094,0.185,0.066,0.107
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,2015.0,Q3,0.07,0.156,0.054,0.099
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,2015.0,Q3,0.023,0.12,0.011,0.049
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,2015.0,Q3,0.018,0.09,0.007,0.053
Shasta,US-06089,-122.0883555,40.735175,C-IV,2015.0,Q3,0.139,0.224,0.274,0.304
Sierra,US-06091,-120.0617973,39.58418,C-IV,2015.0,Q3,0.0,0.118,0.118,0.147
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,2015.0,Q3,0.116,0.159,0.314,0.332
Solano,US-06095,-121.6688337,38.2894915,CalWIN,2015.0,Q3,0.014,0.101,0.004,0.04
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,2015.0,Q3,0.095,0.174,0.058,0.103
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,2015.0,Q3,0.181,0.277,0.272,0.32
Sutter,US-06101,-121.714735,39.02038,C-IV,2015.0,Q3,0.198,0.266,0.246,0.264
Tehama,US-06103,-122.6595518,40.125305,C-IV,2015.0,Q3,0.151,0.236,0.185,0.204
Trinity,US-06105,-123.5069171,40.672495,C-IV,2015.0,Q3,0.11,0.175,0.237,0.261
Tulare,US-06107,-119.0889841,36.266965,CalWIN,2015.0,Q3,0.199,0.313,0.147,0.2
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,2015.0,Q3,0.116,0.205,0.244,0.271
Ventura,US-06111,-119.0838699,34.47326,CalWIN,2015.0,Q3,0.146,0.258,0.113,0.163
Yolo,US-06113,-121.9008022,38.619495,CalWIN,2015.0,Q3,0.092,0.17,0.055,0.096
Yuba,US-06115,-121.499162,39.278915,C-IV,2015.0,Q3,0.175,0.237,0.329,0.362
Statewide,,,,,2015.0,Q4,0.1517,0.2492,0.1695,0.2165
Alameda,US-06001,-121.7871814,37.680185,CalWIN,2015.0,Q4,0.1112,0.2092,0.0861,0.1543
Alpine,US-06003,-120.0354892,38.6301005,C-IV,2015.0,Q4,0.0,0.0714,0.0714,0.0714
Amador,US-06005,-120.238969,38.46328,C-IV,2015.0,Q4,0.1048,0.2227,0.3646,0.4127
Butte,US-06007,-121.5660076,39.723785,C-IV,2015.0,Q4,0.152,0.2415,0.2362,0.2654
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,2015.0,Q4,0.1208,0.2064,0.2685,0.3188
Colusa,US-06011,-122.4386143,39.169245,C-IV,2015.0,Q4,0.1266,0.1834,0.3144,0.3668
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,2015.0,Q4,0.1062,0.1852,0.0799,0.1308
Del Norte,US-06015,-123.719458,41.6908155,C-IV,2015.0,Q4,0.1587,0.2397,0.3372,0.362
El Dorado,US-06017,-120.4259625,38.78496,C-IV,2015.0,Q4,0.1339,0.2304,0.2363,0.2661
Fresno,US-06019,-120.862059,36.74633,CalWIN,2015.0,Q4,0.1648,0.2886,0.1312,0.1984
Glenn,US-06021,-122.1147288,39.591764,C-IV,2015.0,Q4,0.1514,0.24,0.1771,0.2143
Humboldt,US-06023,-123.959972,40.73356,C-IV,2015.0,Q4,0.123,0.1971,0.2693,0.3018
Imperial,US-06025,-115.058652,33.02615,C-IV,2015.0,Q4,0.1647,0.2383,0.2284,0.2538
Inyo,US-06027,-117.7797286,36.626,C-IV,2015.0,Q4,0.1341,0.2337,0.3257,0.3372
Kern,US-06029,-118.4426011,35.29441,C-IV,2015.0,Q4,0.2046,0.3066,0.2129,0.2468
Kings,US-06031,-119.6135104,36.138775,C-IV,2015.0,Q4,0.2394,0.3448,0.2718,0.3062
Lake,US-06033,-122.9624445,39.124455,C-IV,2015.0,Q4,0.0676,0.137,0.216,0.2466
Lassen,US-06035,-120.2636913,40.446085,C-IV,2015.0,Q4,0.0632,0.1609,0.2701,0.3218
Los Angeles,US-06037,-117.9879672,34.26394,LRS,2015.0,Q4,,,,
Madera,US-06039,-119.84174,37.27052,C-IV,2015.0,Q4,0.1723,0.2888,0.1827,0.2241
Marin,US-06041,-122.870429,38.068145,C-IV,2015.0,Q4,0.1646,0.2566,0.2929,0.3314
Mariposa,US-06043,-119.6495595,37.543615,C-IV,2015.0,Q4,0.1126,0.1861,0.2597,0.29
Mendocino,US-06045,-123.5709822,39.380655,C-IV,2015.0,Q4,0.1842,0.2943,0.3338,0.4051
Merced,US-06047,-120.1246993,37.18687,C-IV,2015.0,Q4,0.2003,0.3152,0.3318,0.3705
Modoc,US-06049,-120.1993372,41.590546,C-IV,2015.0,Q4,0.1224,0.2449,0.3265,0.3333
Mono,US-06051,-118.7402371,38.0878955,C-IV,2015.0,Q4,0.0503,0.1397,0.1229,0.1564
Monterey,US-06053,-120.9044897,36.35433,C-IV,2015.0,Q4,0.2055,0.3346,0.2502,0.2896
Napa,US-06055,-122.5128064,38.509635,C-IV,2015.0,Q4,0.108,0.1933,0.2428,0.2825
Nevada,US-06057,-120.3163119,39.266135,C-IV,2015.0,Q4,0.0922,0.1689,0.2425,0.2756
Orange,US-06059,-117.8002615,33.66707,CalWIN,2015.0,Q4,0.1099,0.2027,0.0894,0.138
Placer,US-06061,-120.7858989,39.013999,CalWIN,2015.0,Q4,0.096,0.1847,0.0808,0.1336
Plumas,US-06063,-121.1037321,40.0234855,C-IV,2015.0,Q4,0.0763,0.1638,0.1977,0.226
Riverside,US-06065,-115.0250859,33.752845,C-IV,2015.0,Q4,0.1734,0.257,0.2314,0.2676
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,2015.0,Q4,0.1262,0.2214,0.0997,0.1532
San Benito,US-06069,-121.2131455,36.5928495,C-IV,2015.0,Q4,0.1827,0.2776,0.364,0.4235
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,2015.0,Q4,0.2368,0.3265,0.3072,0.346
San Diego,US-06073,-116.693716,33.019645,CalWIN,2015.0,Q4,0.1409,0.2395,0.0848,0.1341
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,2015.0,Q4,0.102,0.1947,0.0918,0.1306
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,2015.0,Q4,0.1795,0.27,0.2701,0.3097
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,2015.0,Q4,0.0868,0.1764,0.0628,0.1084
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,2015.0,Q4,0.0963,0.2012,0.069,0.1148
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,2015.0,Q4,0.0731,0.1634,0.0627,0.1063
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,2015.0,Q4,0.0251,0.1249,0.0121,0.069
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,2015.0,Q4,0.0212,0.1139,0.0104,0.051
Shasta,US-06089,-122.0883555,40.735175,C-IV,2015.0,Q4,0.153,0.2468,0.2975,0.3429
Sierra,US-06091,-120.0617973,39.58418,C-IV,2015.0,Q4,0.0968,0.1935,0.0968,0.0968
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,2015.0,Q4,0.1355,0.2078,0.2778,0.3111
Solano,US-06095,-121.6688337,38.2894915,CalWIN,2015.0,Q4,0.0142,0.1262,0.0064,0.0747
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,2015.0,Q4,0.1255,0.2165,0.0798,0.1479
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,2015.0,Q4,0.1719,0.2873,0.2769,0.3322
Sutter,US-06101,-121.714735,39.02038,C-IV,2015.0,Q4,0.194,0.2786,0.2617,0.2891
Tehama,US-06103,-122.6595518,40.125305,C-IV,2015.0,Q4,0.1671,0.2601,0.2904,0.3289
