,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data Source:  Medi-Cal Eligibility Data System (MEDS), June 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County,1A1_MC_noCF,1A1_MC_CF,1A1_Total_MC,1A1_%noCF,1A1_%CF,1A2_MC_noCF,1A2_MC_CF,1A2_Total_MC,1A2_%noCF,1A2_%CF,1A3_MC_noCF,1A3_MC_CF,1A3_Total_MC,1A3_%noCF,1A3_%CF,1A4_MC_noCF,1A4_MC_CF,1A4_Total_MC,1A4_%noCF,1A4_%CF,1A5_MC_noCF,1A5_MC_CF,1A5_Total_MC,1A5_%noCF,1A5_%CF,1A6_MC_noCF,1A6_MC_CF,1A6_Total_MC,1A6_%noCF,1A6_%CF,1B1_MC_noCF,1B1_MC_CF,1B1_Total_MC,1B1_%noCF,1B1_%CF,1B2_MC_noCF,1B2_MC_CF,1B2_Total_MC,1B2_%noCF,1B2_%CF,1B3_MC_noCF,1B3_MC_CF,1B3_Total_MC,1B3_%noCF,1B3_%CF,1B4_MC_noCF,1B4_MC_CF,1B4_Total_MC,1B4_%noCF,1B4_%CF,1B5_MC_noCF,1B5_MC_CF,1B5_Total_MC,1B5_%noCF,1B5_%CF,2A_MC_noCF,2A_MC_CF,2A_Total_MC,2A_%noCF,2A_%CF,2B_MC_noCF,2B_MC_CF,2B_Total_MC,2B_%noCF,2B_%CF,2C_MC_noCF,2C_MC_CF,2C_Total_MC,2C_%noCF,2C_%CF,2D_MC_noCF,2D_MC_CF,2D_Total_MC,2D_%noCF,2D_%CF,2E_MC_noCF,2E_MC_CF,2E_Total_MC,2E_%noCF,2E_%CF,2F_MC_noCF,2F_MC_CF,2F_Total_MC,2F_%noCF,2F_%CF,3A_MC_noCF,3A_MC_CF,3A_Total_MC,3A_%noCF,3A_%CF,3B_MC_noCF,3B_MC_CF,3B_Total_MC,3B_%noCF,3B_%CF,3C_MC_noCF,3C_MC_CF,3C_Total_MC,3C_%noCF,3C_%CF,3D_MC_noCF,3D_MC_CF,3D_Total_MC,3D_%noCF,3D_%CF
Santa Cruz,2445.0,1481.0,3926.0,0.622771268467,0.377228731533,8914.0,7394.0,16308.0,0.546602894285,0.453397105715,456.0,3339.0,3795.0,0.120158102767,0.879841897233,0.0,0.0,0.0,0.0,0.0,424.0,19.0,443.0,0.957110609481,0.0428893905192,40.0,22.0,62.0,0.645161290323,0.354838709677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,7.0,66.0,0.893939393939,0.106060606061,15664.0,6994.0,22658.0,0.69132315297,0.30867684703,0.0,0.0,0.0,0.0,0.0,2626.0,2461.0,5087.0,0.516217810104,0.483782189896,0.0,0.0,0.0,0.0,0.0,1667.0,461.0,2128.0,0.783364661654,0.216635338346,350.0,6.0,356.0,0.983146067416,0.0168539325843,34.0,11.0,45.0,0.755555555556,0.244444444444,8.0,0.0,8.0,1.0,0.0,5.0,1.0,6.0,0.833333333333,0.166666666667,898.0,386.0,1284.0,0.69937694704,0.30062305296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shasta,1981.0,1189.0,3170.0,0.624921135647,0.375078864353,6467.0,6042.0,12509.0,0.516987768806,0.483012231194,481.0,4656.0,5137.0,0.0936344169749,0.906365583025,0.0,0.0,0.0,0.0,0.0,92.0,3.0,95.0,0.968421052632,0.0315789473684,67.0,18.0,85.0,0.788235294118,0.211764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.75,0.25,10297.0,6738.0,17035.0,0.604461402994,0.395538597006,0.0,0.0,0.0,0.0,0.0,1865.0,1564.0,3429.0,0.54389034704,0.45610965296,0.0,0.0,0.0,0.0,0.0,1318.0,169.0,1487.0,0.886348352387,0.113651647613,5.0,1.0,6.0,0.833333333333,0.166666666667,70.0,18.0,88.0,0.795454545455,0.204545454545,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,39.0,247.0,286.0,0.136363636364,0.863636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sierra,26.0,24.0,50.0,0.52,0.48,88.0,47.0,135.0,0.651851851852,0.348148148148,9.0,35.0,44.0,0.204545454545,0.795454545455,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,87.0,258.0,0.662790697674,0.337209302326,0.0,0.0,0.0,0.0,0.0,29.0,9.0,38.0,0.763157894737,0.236842105263,0.0,0.0,0.0,0.0,0.0,19.0,2.0,21.0,0.904761904762,0.0952380952381,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siskiyou,661.0,277.0,938.0,0.704690831557,0.295309168443,2263.0,1898.0,4161.0,0.543859649123,0.456140350877,153.0,1392.0,1545.0,0.0990291262136,0.900970873786,0.0,0.0,0.0,0.0,0.0,128.0,3.0,131.0,0.977099236641,0.0229007633588,19.0,6.0,25.0,0.76,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,1.0,0.0,3698.0,1718.0,5416.0,0.682791728213,0.317208271787,0.0,0.0,0.0,0.0,0.0,644.0,455.0,1099.0,0.585987261146,0.414012738854,0.0,0.0,0.0,0.0,0.0,234.0,27.0,261.0,0.896551724138,0.103448275862,237.0,11.0,248.0,0.95564516129,0.0443548387097,21.0,3.0,24.0,0.875,0.125,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solano,4545.0,2049.0,6594.0,0.689262966333,0.310737033667,14377.0,10384.0,24761.0,0.580630830742,0.419369169258,1181.0,8803.0,9984.0,0.118289262821,0.881710737179,0.0,0.0,0.0,0.0,0.0,378.0,38.0,416.0,0.908653846154,0.0913461538462,74.0,17.0,91.0,0.813186813187,0.186813186813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,8.0,35.0,0.771428571429,0.228571428571,22886.0,9638.0,32524.0,0.703664985857,0.296335014143,0.0,0.0,0.0,0.0,0.0,4148.0,2849.0,6997.0,0.592825496641,0.407174503359,0.0,0.0,0.0,0.0,0.0,2786.0,575.0,3361.0,0.828919964296,0.171080035704,518.0,54.0,572.0,0.905594405594,0.0944055944056,35.0,7.0,42.0,0.833333333333,0.166666666667,3.0,2.0,5.0,0.6,0.4,6.0,9.0,15.0,0.4,0.6,133.0,106.0,239.0,0.556485355649,0.443514644351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sonoma,4766.0,2167.0,6933.0,0.687436896005,0.312563103995,15553.0,8589.0,24142.0,0.644229972662,0.355770027338,1138.0,4050.0,5188.0,0.219352351581,0.780647648419,0.0,0.0,0.0,0.0,0.0,601.0,20.0,621.0,0.967793880837,0.0322061191626,86.0,29.0,115.0,0.747826086957,0.252173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,10.0,192.0,0.947916666667,0.0520833333333,28312.0,8145.0,36457.0,0.776586115149,0.223413884851,0.0,0.0,0.0,0.0,0.0,5101.0,2930.0,8031.0,0.635163740506,0.364836259494,0.0,0.0,0.0,0.0,0.0,3754.0,828.0,4582.0,0.819292885203,0.180707114797,1702.0,61.0,1763.0,0.965399886557,0.034600113443,59.0,21.0,80.0,0.7375,0.2625,9.0,1.0,10.0,0.9,0.1,20.0,0.0,20.0,1.0,0.0,16.0,30.0,46.0,0.347826086957,0.652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stanislaus,6452.0,2086.0,8538.0,0.755680487234,0.244319512766,36344.0,22558.0,58902.0,0.617024888798,0.382975111202,1797.0,20097.0,21894.0,0.082077281447,0.917922718553,0.0,0.0,0.0,0.0,0.0,228.0,21.0,249.0,0.915662650602,0.0843373493976,65.0,17.0,82.0,0.792682926829,0.207317073171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,1.0,0.0,46390.0,19926.0,66316.0,0.699529525303,0.300470474697,0.0,0.0,0.0,0.0,0.0,9702.0,6238.0,15940.0,0.608657465496,0.391342534504,0.0,0.0,0.0,0.0,0.0,6095.0,741.0,6836.0,0.89160327677,0.10839672323,133.0,20.0,153.0,0.869281045752,0.130718954248,9.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,13.0,0.769230769231,0.230769230769,22.0,29.0,51.0,0.43137254902,0.56862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sutter,1785.0,369.0,2154.0,0.828690807799,0.171309192201,6407.0,3505.0,9912.0,0.646388216303,0.353611783697,267.0,2946.0,3213.0,0.0830999066293,0.916900093371,0.0,0.0,0.0,0.0,0.0,28.0,6.0,34.0,0.823529411765,0.176470588235,8.0,2.0,10.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,8148.0,2398.0,10546.0,0.772615209558,0.227384790442,0.0,0.0,0.0,0.0,0.0,1742.0,937.0,2679.0,0.650242627846,0.349757372154,0.0,0.0,0.0,0.0,0.0,1099.0,117.0,1216.0,0.903782894737,0.0962171052632,22.0,3.0,25.0,0.88,0.12,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,5.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tehama,716.0,288.0,1004.0,0.713147410359,0.286852589641,3385.0,2755.0,6140.0,0.551302931596,0.448697068404,201.0,1859.0,2060.0,0.097572815534,0.902427184466,0.0,0.0,0.0,0.0,0.0,32.0,2.0,34.0,0.941176470588,0.0588235294118,7.0,4.0,11.0,0.636363636364,0.363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3982.0,2194.0,6176.0,0.64475388601,0.35524611399,0.0,0.0,0.0,0.0,0.0,1046.0,815.0,1861.0,0.562063406771,0.437936593229,0.0,0.0,0.0,0.0,0.0,634.0,82.0,716.0,0.885474860335,0.114525139665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,10.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trinity,172.0,98.0,270.0,0.637037037037,0.362962962963,553.0,462.0,1015.0,0.544827586207,0.455172413793,19.0,202.0,221.0,0.0859728506787,0.914027149321,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,1.0,0.0,5.0,1.0,6.0,0.833333333333,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,963.0,622.0,1585.0,0.607570977918,0.392429022082,0.0,0.0,0.0,0.0,0.0,146.0,106.0,252.0,0.579365079365,0.420634920635,0.0,0.0,0.0,0.0,0.0,61.0,4.0,65.0,0.938461538462,0.0615384615385,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,18.0,0.666666666667,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tulare,4480.0,2738.0,7218.0,0.620670545858,0.379329454142,26459.0,38073.0,64532.0,0.410013636645,0.589986363355,2341.0,30676.0,33017.0,0.0709028682194,0.929097131781,0.0,0.0,0.0,0.0,0.0,486.0,44.0,530.0,0.916981132075,0.0830188679245,46.0,22.0,68.0,0.676470588235,0.323529411765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,58.0,161.0,0.639751552795,0.360248447205,30876.0,23314.0,54190.0,0.569773020853,0.430226979147,0.0,0.0,0.0,0.0,0.0,6221.0,10521.0,16742.0,0.371580456337,0.628419543663,0.0,0.0,0.0,0.0,0.0,5022.0,1596.0,6618.0,0.758839528558,0.241160471442,760.0,157.0,917.0,0.82878953108,0.17121046892,7.0,6.0,13.0,0.538461538462,0.461538461538,3.0,3.0,6.0,0.5,0.5,21.0,29.0,50.0,0.42,0.58,42.0,306.0,348.0,0.120689655172,0.879310344828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tuolumne,292.0,230.0,522.0,0.55938697318,0.44061302682,1503.0,1103.0,2606.0,0.576745970837,0.423254029163,142.0,890.0,1032.0,0.137596899225,0.862403100775,0.0,0.0,0.0,0.0,0.0,24.0,0.0,24.0,1.0,0.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2577.0,1486.0,4063.0,0.63426039872,0.36573960128,0.0,0.0,0.0,0.0,0.0,411.0,291.0,702.0,0.58547008547,0.41452991453,0.0,0.0,0.0,0.0,0.0,265.0,25.0,290.0,0.913793103448,0.0862068965517,5.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ventura,7102.0,3405.0,10507.0,0.67593033216,0.32406966784,30847.0,22676.0,53523.0,0.576331670497,0.423668329503,1169.0,9642.0,10811.0,0.108130607714,0.891869392286,0.0,0.0,0.0,0.0,0.0,151.0,16.0,167.0,0.904191616766,0.0958083832335,129.0,41.0,170.0,0.758823529412,0.241176470588,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,20.0,0.7,0.3,47138.0,17227.0,64365.0,0.732354540511,0.267645459489,0.0,0.0,0.0,0.0,0.0,9073.0,7423.0,16496.0,0.550012124151,0.449987875849,0.0,0.0,0.0,0.0,0.0,7114.0,1928.0,9042.0,0.786772837868,0.213227162132,79.0,3.0,82.0,0.963414634146,0.0365853658537,175.0,43.0,218.0,0.802752293578,0.197247706422,3.0,0.0,3.0,1.0,0.0,7.0,1.0,8.0,0.875,0.125,18.0,46.0,64.0,0.28125,0.71875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yolo,1885.0,927.0,2812.0,0.670341394026,0.329658605974,7563.0,5429.0,12992.0,0.582127463054,0.417872536946,319.0,3257.0,3576.0,0.0892058165548,0.910794183445,0.0,0.0,0.0,0.0,0.0,164.0,8.0,172.0,0.953488372093,0.046511627907,12.0,11.0,23.0,0.521739130435,0.478260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,11.0,0.545454545455,0.454545454545,12320.0,4690.0,17010.0,0.724279835391,0.275720164609,0.0,0.0,0.0,0.0,0.0,2149.0,1484.0,3633.0,0.591522157996,0.408477842004,0.0,0.0,0.0,0.0,0.0,1562.0,278.0,1840.0,0.848913043478,0.151086956522,25.0,1.0,26.0,0.961538461538,0.0384615384615,8.0,7.0,15.0,0.533333333333,0.466666666667,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.5,0.5,5.0,60.0,65.0,0.0769230769231,0.923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yuba,803.0,315.0,1118.0,0.71824686941,0.28175313059,3680.0,3450.0,7130.0,0.516129032258,0.483870967742,236.0,3195.0,3431.0,0.0687846109006,0.931215389099,0.0,0.0,0.0,0.0,0.0,51.0,1.0,52.0,0.980769230769,0.0192307692308,6.0,5.0,11.0,0.545454545455,0.454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4588.0,2881.0,7469.0,0.614272325613,0.385727674387,0.0,0.0,0.0,0.0,0.0,967.0,858.0,1825.0,0.529863013699,0.470136986301,0.0,0.0,0.0,0.0,0.0,613.0,100.0,713.0,0.859747545582,0.140252454418,5.0,3.0,8.0,0.625,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,60.0,314.0,0.808917197452,0.191082802548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
