,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data Source:  Medi-Cal Eligibility Data System (MEDS), June 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County,1A1_MC_noCF,1A1_MC_CF,1A1_Total_MC,1A1_%noCF,1A1_%CF,1A2_MC_noCF,1A2_MC_CF,1A2_Total_MC,1A2_%noCF,1A2_%CF,1A3_MC_noCF,1A3_MC_CF,1A3_Total_MC,1A3_%noCF,1A3_%CF,1A4_MC_noCF,1A4_MC_CF,1A4_Total_MC,1A4_%noCF,1A4_%CF,1A5_MC_noCF,1A5_MC_CF,1A5_Total_MC,1A5_%noCF,1A5_%CF,1A6_MC_noCF,1A6_MC_CF,1A6_Total_MC,1A6_%noCF,1A6_%CF,1B1_MC_noCF,1B1_MC_CF,1B1_Total_MC,1B1_%noCF,1B1_%CF,1B2_MC_noCF,1B2_MC_CF,1B2_Total_MC,1B2_%noCF,1B2_%CF,1B3_MC_noCF,1B3_MC_CF,1B3_Total_MC,1B3_%noCF,1B3_%CF,1B4_MC_noCF,1B4_MC_CF,1B4_Total_MC,1B4_%noCF,1B4_%CF,1B5_MC_noCF,1B5_MC_CF,1B5_Total_MC,1B5_%noCF,1B5_%CF,2A_MC_noCF,2A_MC_CF,2A_Total_MC,2A_%noCF,2A_%CF,2B_MC_noCF,2B_MC_CF,2B_Total_MC,2B_%noCF,2B_%CF,2C_MC_noCF,2C_MC_CF,2C_Total_MC,2C_%noCF,2C_%CF,2D_MC_noCF,2D_MC_CF,2D_Total_MC,2D_%noCF,2D_%CF,2E_MC_noCF,2E_MC_CF,2E_Total_MC,2E_%noCF,2E_%CF,2F_MC_noCF,2F_MC_CF,2F_Total_MC,2F_%noCF,2F_%CF,3A_MC_noCF,3A_MC_CF,3A_Total_MC,3A_%noCF,3A_%CF,3B_MC_noCF,3B_MC_CF,3B_Total_MC,3B_%noCF,3B_%CF,3C_MC_noCF,3C_MC_CF,3C_Total_MC,3C_%noCF,3C_%CF,3D_MC_noCF,3D_MC_CF,3D_Total_MC,3D_%noCF,3D_%CF
Madera,1206.0,389.0,1595.0,0.756112852665,0.243887147335,8822.0,8996.0,17818.0,0.495117297115,0.504882702885,460.0,6845.0,7305.0,0.062970568104,0.937029431896,0.0,0.0,0.0,0.0,0.0,39.0,3.0,42.0,0.928571428571,0.0714285714286,5.0,4.0,9.0,0.555555555556,0.444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10070.0,5214.0,15284.0,0.658858937451,0.341141062549,0.0,0.0,0.0,0.0,0.0,2326.0,3059.0,5385.0,0.431940575673,0.568059424327,0.0,0.0,0.0,0.0,0.0,1547.0,324.0,1871.0,0.826830571887,0.173169428113,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marin,1841.0,799.0,2640.0,0.697348484848,0.302651515152,6182.0,2489.0,8671.0,0.712951216699,0.287048783301,138.0,1530.0,1668.0,0.0827338129496,0.91726618705,0.0,0.0,0.0,0.0,0.0,63.0,6.0,69.0,0.913043478261,0.0869565217391,13.0,4.0,17.0,0.764705882353,0.235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,1.0,0.0,11254.0,2927.0,14181.0,0.793597066497,0.206402933503,0.0,0.0,0.0,0.0,0.0,1871.0,885.0,2756.0,0.678882438316,0.321117561684,0.0,0.0,0.0,0.0,0.0,1221.0,153.0,1374.0,0.88864628821,0.11135371179,44.0,0.0,44.0,1.0,0.0,11.0,7.0,18.0,0.611111111111,0.388888888889,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,8.0,14.0,22.0,0.363636363636,0.636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mariposa,122.0,89.0,211.0,0.578199052133,0.421800947867,423.0,398.0,821.0,0.515225334957,0.484774665043,49.0,326.0,375.0,0.130666666667,0.869333333333,0.0,0.0,0.0,0.0,0.0,13.0,1.0,14.0,0.928571428571,0.0714285714286,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,973.0,605.0,1578.0,0.616603295311,0.383396704689,0.0,0.0,0.0,0.0,0.0,120.0,98.0,218.0,0.550458715596,0.449541284404,0.0,0.0,0.0,0.0,0.0,141.0,9.0,150.0,0.94,0.06,4.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mendocino,1468.0,656.0,2124.0,0.691148775895,0.308851224105,5921.0,3393.0,9314.0,0.635709684346,0.364290315654,349.0,2102.0,2451.0,0.142390860873,0.857609139127,0.0,0.0,0.0,0.0,0.0,149.0,7.0,156.0,0.955128205128,0.0448717948718,15.0,6.0,21.0,0.714285714286,0.285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,1.0,0.0,9042.0,3498.0,12540.0,0.721052631579,0.278947368421,0.0,0.0,0.0,0.0,0.0,1784.0,961.0,2745.0,0.649908925319,0.350091074681,0.0,0.0,0.0,0.0,0.0,897.0,101.0,998.0,0.89879759519,0.10120240481,48.0,5.0,53.0,0.905660377358,0.0943396226415,22.0,2.0,24.0,0.916666666667,0.0833333333333,1.0,0.0,1.0,1.0,0.0,9.0,0.0,9.0,1.0,0.0,2.0,11.0,13.0,0.153846153846,0.846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Merced,3270.0,1448.0,4718.0,0.693090292497,0.306909707503,18106.0,16420.0,34526.0,0.524416381857,0.475583618143,1012.0,16364.0,17376.0,0.058241252302,0.941758747698,0.0,0.0,0.0,0.0,0.0,104.0,11.0,115.0,0.904347826087,0.095652173913,48.0,19.0,67.0,0.716417910448,0.283582089552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,22893.0,11470.0,34363.0,0.666210749935,0.333789250065,0.0,0.0,0.0,0.0,0.0,4704.0,4508.0,9212.0,0.510638297872,0.489361702128,0.0,0.0,0.0,0.0,0.0,3505.0,618.0,4123.0,0.850109143827,0.149890856173,5.0,0.0,5.0,1.0,0.0,57.0,7.0,64.0,0.890625,0.109375,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,242.0,25.0,267.0,0.906367041199,0.0936329588015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Modoc,140.0,41.0,181.0,0.773480662983,0.226519337017,407.0,293.0,700.0,0.581428571429,0.418571428571,21.0,301.0,322.0,0.0652173913043,0.934782608696,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,1.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554.0,283.0,837.0,0.661887694146,0.338112305854,0.0,0.0,0.0,0.0,0.0,82.0,74.0,156.0,0.525641025641,0.474358974359,0.0,0.0,0.0,0.0,0.0,54.0,8.0,62.0,0.870967741935,0.129032258065,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mono,59.0,17.0,76.0,0.776315789474,0.223684210526,529.0,154.0,683.0,0.774524158126,0.225475841874,0.0,40.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1011.0,203.0,1214.0,0.832784184514,0.167215815486,0.0,0.0,0.0,0.0,0.0,201.0,65.0,266.0,0.755639097744,0.244360902256,0.0,0.0,0.0,0.0,0.0,123.0,17.0,140.0,0.878571428571,0.121428571429,21.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterey,5021.0,2014.0,7035.0,0.713717128643,0.286282871357,27499.0,14602.0,42101.0,0.653167383198,0.346832616802,1641.0,8190.0,9831.0,0.166920964297,0.833079035703,0.0,0.0,0.0,0.0,0.0,249.0,11.0,260.0,0.957692307692,0.0423076923077,47.0,20.0,67.0,0.701492537313,0.298507462687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,0.0,216.0,1.0,0.0,31640.0,8500.0,40140.0,0.788241155954,0.211758844046,0.0,0.0,0.0,0.0,0.0,8912.0,5968.0,14880.0,0.598924731183,0.401075268817,0.0,0.0,0.0,0.0,0.0,4553.0,780.0,5333.0,0.853740858804,0.146259141196,2485.0,7.0,2492.0,0.997191011236,0.00280898876404,47.0,19.0,66.0,0.712121212121,0.287878787879,1.0,0.0,1.0,1.0,0.0,26.0,2.0,28.0,0.928571428571,0.0714285714286,2728.0,2338.0,5066.0,0.53849190683,0.46150809317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Napa,1455.0,412.0,1867.0,0.779325120514,0.220674879486,4232.0,1906.0,6138.0,0.689475399153,0.310524600847,131.0,848.0,979.0,0.133810010215,0.866189989785,0.0,0.0,0.0,0.0,0.0,341.0,11.0,352.0,0.96875,0.03125,12.0,2.0,14.0,0.857142857143,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,1.0,0.0,6896.0,1658.0,8554.0,0.806172550853,0.193827449147,0.0,0.0,0.0,0.0,0.0,1382.0,664.0,2046.0,0.675464320626,0.324535679374,0.0,0.0,0.0,0.0,0.0,1233.0,202.0,1435.0,0.859233449477,0.140766550523,35.0,0.0,35.0,1.0,0.0,7.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,18.0,49.0,0.632653061224,0.367346938776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nevada,592.0,342.0,934.0,0.633832976445,0.366167023555,3181.0,1815.0,4996.0,0.636709367494,0.363290632506,158.0,884.0,1042.0,0.151631477927,0.848368522073,0.0,0.0,0.0,0.0,0.0,26.0,5.0,31.0,0.838709677419,0.161290322581,2.0,2.0,4.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,1.0,0.0,6000.0,2197.0,8197.0,0.731975112846,0.268024887154,0.0,0.0,0.0,0.0,0.0,802.0,483.0,1285.0,0.624124513619,0.375875486381,0.0,0.0,0.0,0.0,0.0,632.0,66.0,698.0,0.905444126074,0.0945558739255,107.0,8.0,115.0,0.930434782609,0.0695652173913,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orange,34647.0,10892.0,45539.0,0.760820395705,0.239179604295,112079.0,74833.0,186912.0,0.599635122411,0.400364877589,4937.0,36853.0,41790.0,0.118138310601,0.881861689399,0.0,1.0,1.0,0.0,1.0,825.0,64.0,889.0,0.928008998875,0.0719910011249,329.0,63.0,392.0,0.839285714286,0.160714285714,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,119.0,262.0,0.545801526718,0.454198473282,210719.0,55298.0,266017.0,0.792126067131,0.207873932869,0.0,0.0,0.0,0.0,0.0,30094.0,22820.0,52914.0,0.568734172431,0.431265827569,0.0,0.0,0.0,0.0,0.0,25737.0,6400.0,32137.0,0.800852599807,0.199147400193,512.0,112.0,624.0,0.820512820513,0.179487179487,274.0,74.0,348.0,0.787356321839,0.212643678161,10.0,1.0,11.0,0.909090909091,0.0909090909091,45.0,27.0,72.0,0.625,0.375,394.0,993.0,1387.0,0.284066330209,0.715933669791,1.0,2.0,3.0,0.333333333333,0.666666666667,0.0,0.0,0.0,0.0,0.0
Placer,2146.0,624.0,2770.0,0.774729241877,0.225270758123,7485.0,3242.0,10727.0,0.697771977254,0.302228022746,853.0,2239.0,3092.0,0.275873221216,0.724126778784,0.0,0.0,0.0,0.0,0.0,80.0,7.0,87.0,0.919540229885,0.0804597701149,10.0,4.0,14.0,0.714285714286,0.285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,27.0,143.0,0.811188811189,0.188811188811,13041.0,3530.0,16571.0,0.786977249412,0.213022750588,0.0,0.0,0.0,0.0,0.0,2410.0,1042.0,3452.0,0.698146002317,0.301853997683,0.0,0.0,0.0,0.0,0.0,1496.0,176.0,1672.0,0.894736842105,0.105263157895,623.0,207.0,830.0,0.750602409639,0.249397590361,2.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,8.0,9.0,17.0,0.470588235294,0.529411764706,38.0,55.0,93.0,0.408602150538,0.591397849462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plumas,169.0,80.0,249.0,0.678714859438,0.321285140562,810.0,517.0,1327.0,0.610399397136,0.389600602864,46.0,244.0,290.0,0.158620689655,0.841379310345,0.0,0.0,0.0,0.0,0.0,11.0,1.0,12.0,0.916666666667,0.0833333333333,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1463.0,580.0,2043.0,0.716103768967,0.283896231033,0.0,0.0,0.0,0.0,0.0,176.0,148.0,324.0,0.543209876543,0.456790123457,0.0,0.0,0.0,0.0,0.0,145.0,17.0,162.0,0.895061728395,0.104938271605,5.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Riverside,20665.0,7664.0,28329.0,0.729464506336,0.270535493664,112826.0,71344.0,184170.0,0.612618776131,0.387381223869,6017.0,54723.0,60740.0,0.0990615739216,0.900938426078,0.0,0.0,0.0,0.0,0.0,4751.0,483.0,5234.0,0.907718761941,0.0922812380588,335.0,133.0,468.0,0.715811965812,0.284188034188,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,575.0,111.0,686.0,0.838192419825,0.161807580175,155903.0,50370.0,206273.0,0.755809049173,0.244190950827,0.0,0.0,0.0,0.0,0.0,33345.0,20852.0,54197.0,0.615255456944,0.384744543056,0.0,0.0,0.0,0.0,0.0,19601.0,2600.0,22201.0,0.882888158191,0.117111841809,5975.0,2892.0,8867.0,0.673846847863,0.326153152137,258.0,50.0,308.0,0.837662337662,0.162337662338,7.0,1.0,8.0,0.875,0.125,65.0,8.0,73.0,0.890410958904,0.109589041096,176.0,82.0,258.0,0.682170542636,0.317829457364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sacramento,16164.0,5911.0,22075.0,0.732231030578,0.267768969422,56644.0,44741.0,101385.0,0.55870197761,0.44129802239,6441.0,62808.0,69249.0,0.093012173461,0.906987826539,0.0,0.0,0.0,0.0,0.0,388.0,25.0,413.0,0.939467312349,0.0605326876513,135.0,42.0,177.0,0.762711864407,0.237288135593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,215.0,463.0,0.535637149028,0.464362850972,95977.0,42335.0,138312.0,0.693916652207,0.306083347793,0.0,0.0,0.0,0.0,0.0,16517.0,11999.0,28516.0,0.579218684247,0.420781315753,0.0,0.0,0.0,0.0,0.0,11518.0,2663.0,14181.0,0.812213525139,0.187786474861,4131.0,1478.0,5609.0,0.73649491888,0.26350508112,33.0,6.0,39.0,0.846153846154,0.153846153846,11.0,6.0,17.0,0.647058823529,0.352941176471,70.0,105.0,175.0,0.4,0.6,265.0,951.0,1216.0,0.217927631579,0.782072368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Benito,345.0,139.0,484.0,0.712809917355,0.287190082645,1713.0,826.0,2539.0,0.674675068925,0.325324931075,93.0,509.0,602.0,0.154485049834,0.845514950166,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2158.0,553.0,2711.0,0.796016230173,0.203983769827,0.0,0.0,0.0,0.0,0.0,517.0,305.0,822.0,0.62895377129,0.37104622871,0.0,0.0,0.0,0.0,0.0,338.0,37.0,375.0,0.901333333333,0.0986666666667,25.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Bernardino,19754.0,10198.0,29952.0,0.659521901709,0.340478098291,101386.0,84508.0,185894.0,0.545396839059,0.454603160941,5674.0,87316.0,92990.0,0.0610173136896,0.93898268631,0.0,0.0,0.0,0.0,0.0,827.0,166.0,993.0,0.832829808661,0.167170191339,463.0,214.0,677.0,0.683899556869,0.316100443131,2.0,1.0,3.0,0.6667,0.3333,0.0,0.0,0.0,0.0,0.0,40.0,1.0,41.0,0.975609756098,0.0243902439024,147355.0,72588.0,219943.0,0.669969037432,0.330030962568,0.0,0.0,0.0,0.0,0.0,26900.0,22566.0,49466.0,0.543807868031,0.456192131969,0.0,0.0,0.0,0.0,0.0,16875.0,2998.0,19873.0,0.84914205203,0.15085794797,107.0,8.0,115.0,0.930434782609,0.0695652173913,351.0,91.0,442.0,0.794117647059,0.205882352941,1.0,0.0,1.0,1.0,0.0,14.0,3.0,17.0,0.823529411765,0.176470588235,951.0,344.0,1295.0,0.734362934363,0.265637065637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Diego,21407.0,11224.0,32631.0,0.65603260703,0.34396739297,101826.0,72346.0,174172.0,0.584628987438,0.415371012562,5463.0,50571.0,56034.0,0.0974943784131,0.902505621587,0.0,0.0,0.0,0.0,0.0,4350.0,315.0,4665.0,0.932475884244,0.0675241157556,275.0,71.0,346.0,0.794797687861,0.205202312139,15.0,3.0,18.0,0.8333,0.1667,0.0,0.0,0.0,0.0,0.0,367.0,122.0,489.0,0.750511247444,0.249488752556,181022.0,58014.0,239036.0,0.757300155625,0.242699844375,0.0,0.0,0.0,0.0,0.0,28861.0,19471.0,48332.0,0.597140610775,0.402859389225,0.0,0.0,0.0,0.0,0.0,22136.0,4987.0,27123.0,0.816133908491,0.183866091509,968.0,195.0,1163.0,0.832330180567,0.167669819433,125.0,47.0,172.0,0.726744186047,0.273255813953,5.0,1.0,6.0,0.833333333333,0.166666666667,49.0,38.0,87.0,0.563218390805,0.436781609195,151.0,387.0,538.0,0.280669144981,0.719330855019,10.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
San Francisco,16595.0,4343.0,20938.0,0.792578087687,0.207421912313,19907.0,10127.0,30034.0,0.662815475794,0.337184524206,336.0,5816.0,6152.0,0.0546163849155,0.945383615085,4.0,3.0,7.0,0.5714,0.4286,249.0,29.0,278.0,0.895683453237,0.104316546763,56.0,50.0,106.0,0.528301886792,0.471698113208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.5,0.5,54451.0,16302.0,70753.0,0.769592808785,0.230407191215,0.0,0.0,0.0,0.0,0.0,5275.0,3315.0,8590.0,0.614086146682,0.385913853318,0.0,0.0,0.0,0.0,0.0,3447.0,815.0,4262.0,0.8087752229,0.1912247771,4.0,2.0,6.0,0.666666666667,0.333333333333,34.0,5.0,39.0,0.871794871795,0.128205128205,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,26.0,54.0,80.0,0.325,0.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Joaquin,7094.0,3127.0,10221.0,0.694061246453,0.305938753547,38743.0,31489.0,70232.0,0.551643125641,0.448356874359,1771.0,27101.0,28872.0,0.0613397062898,0.93866029371,0.0,0.0,0.0,0.0,0.0,194.0,14.0,208.0,0.932692307692,0.0673076923077,88.0,27.0,115.0,0.765217391304,0.234782608696,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,49448.0,22456.0,71904.0,0.68769470405,0.31230529595,0.0,0.0,0.0,0.0,0.0,10451.0,8421.0,18872.0,0.553783382789,0.446216617211,0.0,0.0,0.0,0.0,0.0,7406.0,1101.0,8507.0,0.870577171741,0.129422828259,4.0,0.0,4.0,1.0,0.0,4.0,1.0,5.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,0.0,20.0,55.0,75.0,0.266666666667,0.733333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Luis Obispo,1978.0,1035.0,3013.0,0.656488549618,0.343511450382,7315.0,4446.0,11761.0,0.62197092084,0.37802907916,454.0,2727.0,3181.0,0.142722414335,0.857277585665,0.0,0.0,0.0,0.0,0.0,66.0,6.0,72.0,0.916666666667,0.0833333333333,59.0,16.0,75.0,0.786666666667,0.213333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,11.0,0.818181818182,0.181818181818,13370.0,4884.0,18254.0,0.732442204448,0.267557795552,0.0,0.0,0.0,0.0,0.0,2145.0,1439.0,3584.0,0.598493303571,0.401506696429,0.0,0.0,0.0,0.0,0.0,1920.0,357.0,2277.0,0.843214756258,0.156785243742,57.0,12.0,69.0,0.826086956522,0.173913043478,52.0,8.0,60.0,0.866666666667,0.133333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,32.0,34.0,0.0588235294118,0.941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Mateo,7890.0,2111.0,10001.0,0.788921107889,0.211078892111,19698.0,7773.0,27471.0,0.717047067817,0.282952932183,435.0,2380.0,2815.0,0.154529307282,0.845470692718,0.0,0.0,0.0,0.0,0.0,246.0,14.0,260.0,0.946153846154,0.0538461538462,91.0,22.0,113.0,0.805309734513,0.194690265487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,20.0,0.8,0.2,35198.0,5822.0,41020.0,0.85806923452,0.14193076548,0.0,0.0,0.0,0.0,0.0,5925.0,2977.0,8902.0,0.665580768367,0.334419231633,0.0,0.0,0.0,0.0,0.0,3733.0,793.0,4526.0,0.824790101635,0.175209898365,87.0,11.0,98.0,0.887755102041,0.112244897959,156.0,34.0,190.0,0.821052631579,0.178947368421,1.0,0.0,1.0,1.0,0.0,8.0,3.0,11.0,0.727272727273,0.272727272727,1052.0,239.0,1291.0,0.814872192099,0.185127807901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Barbara,4254.0,1420.0,5674.0,0.749735636235,0.250264363765,19749.0,11660.0,31409.0,0.628768824222,0.371231175778,1118.0,7113.0,8231.0,0.13582796744,0.86417203256,0.0,0.0,0.0,0.0,0.0,182.0,12.0,194.0,0.938144329897,0.0618556701031,99.0,20.0,119.0,0.831932773109,0.168067226891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,7.0,95.0,0.926315789474,0.0736842105263,27035.0,8269.0,35304.0,0.765777249037,0.234222750963,0.0,0.0,0.0,0.0,0.0,7264.0,4394.0,11658.0,0.623091439355,0.376908560645,0.0,0.0,0.0,0.0,0.0,4885.0,899.0,5784.0,0.844571230982,0.155428769018,897.0,29.0,926.0,0.9686825054,0.0313174946004,109.0,22.0,131.0,0.832061068702,0.167938931298,1.0,1.0,2.0,0.5,0.5,19.0,2.0,21.0,0.904761904762,0.0952380952381,444.0,150.0,594.0,0.747474747475,0.252525252525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Clara,23317.0,5427.0,28744.0,0.811195379905,0.188804620095,51579.0,26360.0,77939.0,0.661786781971,0.338213218029,1758.0,13028.0,14786.0,0.118896253212,0.881103746788,0.0,0.0,0.0,0.0,0.0,420.0,15.0,435.0,0.965517241379,0.0344827586207,114.0,15.0,129.0,0.883720930233,0.116279069767,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,15.0,0.4,0.6,94600.0,23926.0,118526.0,0.798137117594,0.201862882406,0.0,0.0,0.0,0.0,0.0,15116.0,7900.0,23016.0,0.656760514425,0.343239485575,0.0,0.0,0.0,0.0,0.0,11977.0,2665.0,14642.0,0.817989345718,0.182010654282,39.0,7.0,46.0,0.847826086957,0.152173913043,138.0,33.0,171.0,0.80701754386,0.19298245614,1.0,0.0,1.0,1.0,0.0,13.0,7.0,20.0,0.65,0.35,34.0,148.0,182.0,0.186813186813,0.813186813187,4.0,2.0,6.0,0.666666666667,0.333333333333,0.0,0.0,0.0,0.0,0.0
