"This data table captures the point in time count for Medi-Cal persons, CalFresh persons, and dual enrollment  for Medi-Cal and CalFresh persons. The data table begins in cell A2. ",,,,,,,,,,,,
County,FIPS,County Center X,County Center Y,Consortium,Month,Date,Calendar Year,Federal Fiscal Year,State Fiscal Year,MEDS MediCal Persons,MEDS CalFresh Persons,Dual Enroll Persons in Medi-Cal and CalFresh
Amador,US-06005,-120.238969,38.46328,C-IV,October,42278.0,2015.0,2016.0,2015/16,8245.0,3511.0,3187.0
Butte,US-06007,-121.5660076,39.723785,C-IV,October,42278.0,2015.0,2016.0,2015/16,84443.0,33339.0,31358.0
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,October,42278.0,2015.0,2016.0,2015/16,12164.0,5499.0,5057.0
Colusa,US-06011,-122.4386143,39.169245,C-IV,October,42278.0,2015.0,2016.0,2015/16,8985.0,1389.0,1350.0
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,October,42278.0,2015.0,2016.0,2015/16,272897.0,73745.0,68186.0
Del Norte,US-06015,-123.719458,41.6908155,C-IV,October,42278.0,2015.0,2016.0,2015/16,11976.0,5319.0,5125.0
El Dorado,US-06017,-120.4259625,38.78496,C-IV,October,42278.0,2015.0,2016.0,2015/16,38620.0,13660.0,12506.0
Fresno,US-06019,-120.862059,36.74633,CalWIN,October,42278.0,2015.0,2016.0,2015/16,480462.0,238990.0,223584.0
Glenn,US-06021,-122.1147288,39.591764,C-IV,October,42278.0,2015.0,2016.0,2015/16,12041.0,3701.0,3567.0
Humboldt,US-06023,-123.959972,40.73356,C-IV,October,42278.0,2015.0,2016.0,2015/16,52424.0,21824.0,19891.0
Imperial,US-06025,-115.058652,33.02615,C-IV,October,42278.0,2015.0,2016.0,2015/16,93975.0,45590.0,43638.0
Inyo,US-06027,-117.7797286,36.626,C-IV,October,42278.0,2015.0,2016.0,2015/16,5829.0,2171.0,2058.0
Kern,US-06029,-118.4426011,35.29441,C-IV,October,42278.0,2015.0,2016.0,2015/16,396924.0,166400.0,157197.0
Kings,US-06031,-119.6135104,36.138775,C-IV,October,42278.0,2015.0,2016.0,2015/16,56951.0,25132.0,24006.0
Lake,US-06033,-122.9624445,39.124455,C-IV,October,42278.0,2015.0,2016.0,2015/16,31394.0,15201.0,13143.0
Lassen,US-06035,-120.2636913,40.446085,C-IV,October,42278.0,2015.0,2016.0,2015/16,8021.0,3319.0,3100.0
Los Angeles,US-06037,-117.9879672,34.26394,LRS,October,42278.0,2015.0,2016.0,2015/16,3903635.0,1179038.0,1030487.0
Madera,US-06039,-119.84174,37.27052,C-IV,October,42278.0,2015.0,2016.0,2015/16,69906.0,30123.0,28964.0
Marin,US-06041,-122.870429,38.068145,C-IV,October,42278.0,2015.0,2016.0,2015/16,44607.0,11095.0,10403.0
Mariposa,US-06043,-119.6495595,37.543615,C-IV,October,42278.0,2015.0,2016.0,2015/16,4843.0,2118.0,2007.0
Mendocino,US-06045,-123.5709822,39.380655,C-IV,October,42278.0,2015.0,2016.0,2015/16,41336.0,13840.0,12925.0
Merced,US-06047,-120.1246993,37.18687,C-IV,October,42278.0,2015.0,2016.0,2015/16,138735.0,59502.0,57487.0
Modoc,US-06049,-120.1993372,41.590546,C-IV,October,42278.0,2015.0,2016.0,2015/16,3199.0,1013.0,966.0
Mono,US-06051,-118.7402371,38.0878955,C-IV,October,42278.0,2015.0,2016.0,2015/16,3692.0,797.0,697.0
Monterey,US-06053,-120.9044897,36.35433,C-IV,October,42278.0,2015.0,2016.0,2015/16,177650.0,50857.0,48854.0
Napa,US-06055,-122.5128064,38.509635,C-IV,October,42278.0,2015.0,2016.0,2015/16,32248.0,7662.0,7209.0
Nevada,US-06057,-120.3163119,39.266135,C-IV,October,42278.0,2015.0,2016.0,2015/16,24963.0,8026.0,7448.0
Orange,US-06059,-117.8002615,33.66707,CalWIN,October,42278.0,2015.0,2016.0,2015/16,904919.0,263791.0,243174.0
Placer,US-06061,-120.7858989,39.013999,CalWIN,October,42278.0,2015.0,2016.0,2015/16,64001.0,18082.0,15926.0
Plumas,US-06063,-121.1037321,40.0234855,C-IV,October,42278.0,2015.0,2016.0,2015/16,5963.0,2086.0,1865.0
Riverside,US-06065,-115.0250859,33.752845,C-IV,October,42278.0,2015.0,2016.0,2015/16,818317.0,308821.0,275502.0
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,October,42278.0,2015.0,2016.0,2015/16,551343.0,223539.0,206672.0
San Benito,US-06069,-121.2131455,36.5928495,C-IV,October,42278.0,2015.0,2016.0,2015/16,18493.0,6155.0,5821.0
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,October,42278.0,2015.0,2016.0,2015/16,868450.0,409917.0,371072.0
San Diego,US-06073,-116.693716,33.019645,CalWIN,October,42278.0,2015.0,2016.0,2015/16,891362.0,301274.0,270426.0
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,October,42278.0,2015.0,2016.0,2015/16,232379.0,54479.0,48550.0
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,October,42278.0,2015.0,2016.0,2015/16,297205.0,124054.0,117973.0
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,October,42278.0,2015.0,2016.0,2015/16,62449.0,19305.0,18026.0
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,October,42278.0,2015.0,2016.0,2015/16,156899.0,32195.0,29510.0
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,October,42278.0,2015.0,2016.0,2015/16,141007.0,38641.0,36834.0
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,October,42278.0,2015.0,2016.0,2015/16,447140.0,110923.0,104355.0
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,October,42278.0,2015.0,2016.0,2015/16,79455.0,26043.0,24122.0
Shasta,US-06089,-122.0883555,40.735175,C-IV,October,42278.0,2015.0,2016.0,2015/16,66314.0,25969.0,24467.0
Sierra,US-06091,-120.0617973,39.58418,C-IV,October,42278.0,2015.0,2016.0,2015/16,839.0,320.0,284.0
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,October,42278.0,2015.0,2016.0,2015/16,17925.0,7251.0,6872.0
Solano,US-06095,-121.6688337,38.2894915,CalWIN,October,42278.0,2015.0,2016.0,2015/16,123550.0,45528.0,41792.0
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,October,42278.0,2015.0,2016.0,2015/16,126749.0,36998.0,34061.0
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,October,42278.0,2015.0,2016.0,2015/16,238118.0,94255.0,88863.0
Sutter,US-06101,-121.714735,39.02038,C-IV,October,42278.0,2015.0,2016.0,2015/16,41628.0,13330.0,12721.0
Tehama,US-06103,-122.6595518,40.125305,C-IV,October,42278.0,2015.0,2016.0,2015/16,27810.0,10705.0,10357.0
Trinity,US-06105,-123.5069171,40.672495,C-IV,October,42278.0,2015.0,2016.0,2015/16,5118.0,1922.0,1816.0
Tulare,US-06107,-119.0889841,36.266965,CalWIN,October,42278.0,2015.0,2016.0,2015/16,255508.0,127466.0,122037.0
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,October,42278.0,2015.0,2016.0,2015/16,14924.0,5963.0,5599.0
Ventura,US-06111,-119.0838699,34.47326,CalWIN,October,42278.0,2015.0,2016.0,2015/16,234684.0,78867.0,71930.0
Yolo,US-06113,-121.9008022,38.619495,CalWIN,October,42278.0,2015.0,2016.0,2015/16,59010.0,21436.0,19562.0
Yuba,US-06115,-121.499162,39.278915,C-IV,October,42278.0,2015.0,2016.0,2015/16,31875.0,14134.0,13402.0
Statewide,,,,,January,42370.0,2016.0,2016.0,2015/16,13736134.0,4524542.0,4187085.0
Alameda,US-06001,-121.7871814,37.680185,CalWIN,January,42370.0,2016.0,2016.0,2015/16,457511.0,121360.0,112333.0
Alpine,US-06003,-120.0354892,38.6301005,C-IV,January,42370.0,2016.0,2016.0,2015/16,364.0,156.0,149.0
Amador,US-06005,-120.238969,38.46328,C-IV,January,42370.0,2016.0,2016.0,2015/16,8515.0,3457.0,3199.0
Butte,US-06007,-121.5660076,39.723785,C-IV,January,42370.0,2016.0,2016.0,2015/16,86148.0,32998.0,31218.0
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,January,42370.0,2016.0,2016.0,2015/16,12509.0,5345.0,5000.0
Colusa,US-06011,-122.4386143,39.169245,C-IV,January,42370.0,2016.0,2016.0,2015/16,9276.0,1496.0,1463.0
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,January,42370.0,2016.0,2016.0,2015/16,282547.0,72698.0,67848.0
Del Norte,US-06015,-123.719458,41.6908155,C-IV,January,42370.0,2016.0,2016.0,2015/16,12243.0,5398.0,5257.0
El Dorado,US-06017,-120.4259625,38.78496,C-IV,January,42370.0,2016.0,2016.0,2015/16,39643.0,13237.0,12313.0
Fresno,US-06019,-120.862059,36.74633,CalWIN,January,42370.0,2016.0,2016.0,2015/16,493835.0,240826.0,227663.0
Glenn,US-06021,-122.1147288,39.591764,C-IV,January,42370.0,2016.0,2016.0,2015/16,12434.0,3716.0,3624.0
Humboldt,US-06023,-123.959972,40.73356,C-IV,January,42370.0,2016.0,2016.0,2015/16,54452.0,21778.0,19917.0
Imperial,US-06025,-115.058652,33.02615,C-IV,January,42370.0,2016.0,2016.0,2015/16,95335.0,44029.0,42511.0
Inyo,US-06027,-117.7797286,36.626,C-IV,January,42370.0,2016.0,2016.0,2015/16,5807.0,2105.0,2010.0
Kern,US-06029,-118.4426011,35.29441,C-IV,January,42370.0,2016.0,2016.0,2015/16,403908.0,169450.0,161727.0
Kings,US-06031,-119.6135104,36.138775,C-IV,January,42370.0,2016.0,2016.0,2015/16,57816.0,25702.0,24730.0
Lake,US-06033,-122.9624445,39.124455,C-IV,January,42370.0,2016.0,2016.0,2015/16,32144.0,12834.0,12337.0
Lassen,US-06035,-120.2636913,40.446085,C-IV,January,42370.0,2016.0,2016.0,2015/16,8070.0,3237.0,3042.0
Los Angeles,US-06037,-117.9879672,34.26394,LRS,January,42370.0,2016.0,2016.0,2015/16,4157666.0,1159266.0,1046239.0
Madera,US-06039,-119.84174,37.27052,C-IV,January,42370.0,2016.0,2016.0,2015/16,70819.0,30443.0,29535.0
Marin,US-06041,-122.870429,38.068145,C-IV,January,42370.0,2016.0,2016.0,2015/16,45819.0,10583.0,10042.0
Mariposa,US-06043,-119.6495595,37.543615,C-IV,January,42370.0,2016.0,2016.0,2015/16,4967.0,2136.0,2041.0
Mendocino,US-06045,-123.5709822,39.380655,C-IV,January,42370.0,2016.0,2016.0,2015/16,42515.0,13448.0,12745.0
Merced,US-06047,-120.1246993,37.18687,C-IV,January,42370.0,2016.0,2016.0,2015/16,141242.0,59245.0,57693.0
Modoc,US-06049,-120.1993372,41.590546,C-IV,January,42370.0,2016.0,2016.0,2015/16,3210.0,1089.0,1043.0
Mono,US-06051,-118.7402371,38.0878955,C-IV,January,42370.0,2016.0,2016.0,2015/16,3798.0,809.0,734.0
Monterey,US-06053,-120.9044897,36.35433,C-IV,January,42370.0,2016.0,2016.0,2015/16,182638.0,57029.0,55215.0
Napa,US-06055,-122.5128064,38.509635,C-IV,January,42370.0,2016.0,2016.0,2015/16,33178.0,7746.0,7355.0
Nevada,US-06057,-120.3163119,39.266135,C-IV,January,42370.0,2016.0,2016.0,2015/16,26107.0,7955.0,7437.0
Orange,US-06059,-117.8002615,33.66707,CalWIN,January,42370.0,2016.0,2016.0,2015/16,926194.0,260935.0,241921.0
Placer,US-06061,-120.7858989,39.013999,CalWIN,January,42370.0,2016.0,2016.0,2015/16,66561.0,17944.0,16074.0
Plumas,US-06063,-121.1037321,40.0234855,C-IV,January,42370.0,2016.0,2016.0,2015/16,6279.0,2272.0,2058.0
Riverside,US-06065,-115.0250859,33.752845,C-IV,January,42370.0,2016.0,2016.0,2015/16,839155.0,301350.0,272426.0
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,January,42370.0,2016.0,2016.0,2015/16,565253.0,220407.0,206240.0
San Benito,US-06069,-121.2131455,36.5928495,C-IV,January,42370.0,2016.0,2016.0,2015/16,18987.0,6171.0,5887.0
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,January,42370.0,2016.0,2016.0,2015/16,882668.0,406240.0,372114.0
San Diego,US-06073,-116.693716,33.019645,CalWIN,January,42370.0,2016.0,2016.0,2015/16,922288.0,295954.0,269110.0
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,January,42370.0,2016.0,2016.0,2015/16,234066.0,54294.0,48788.0
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,January,42370.0,2016.0,2016.0,2015/16,302918.0,120836.0,116006.0
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,January,42370.0,2016.0,2016.0,2015/16,63711.0,19184.0,17977.0
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,January,42370.0,2016.0,2016.0,2015/16,161173.0,31398.0,29128.0
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,January,42370.0,2016.0,2016.0,2015/16,145923.0,41479.0,39750.0
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,January,42370.0,2016.0,2016.0,2015/16,457596.0,107368.0,101870.0
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,January,42370.0,2016.0,2016.0,2015/16,82502.0,27779.0,26027.0
Shasta,US-06089,-122.0883555,40.735175,C-IV,January,42370.0,2016.0,2016.0,2015/16,67511.0,25322.0,24086.0
Sierra,US-06091,-120.0617973,39.58418,C-IV,January,42370.0,2016.0,2016.0,2015/16,843.0,300.0,273.0
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,January,42370.0,2016.0,2016.0,2015/16,18292.0,7203.0,6913.0
Solano,US-06095,-121.6688337,38.2894915,CalWIN,January,42370.0,2016.0,2016.0,2015/16,127663.0,44744.0,41732.0
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,January,42370.0,2016.0,2016.0,2015/16,131055.0,36260.0,33643.0
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,January,42370.0,2016.0,2016.0,2015/16,242964.0,93196.0,88695.0
Sutter,US-06101,-121.714735,39.02038,C-IV,January,42370.0,2016.0,2016.0,2015/16,42572.0,13484.0,12936.0
Tehama,US-06103,-122.6595518,40.125305,C-IV,January,42370.0,2016.0,2016.0,2015/16,28109.0,10382.0,10071.0
Trinity,US-06105,-123.5069171,40.672495,C-IV,January,42370.0,2016.0,2016.0,2015/16,5064.0,1883.0,1777.0
Tulare,US-06107,-119.0889841,36.266965,CalWIN,January,42370.0,2016.0,2016.0,2015/16,260397.0,128575.0,123733.0
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,January,42370.0,2016.0,2016.0,2015/16,15084.0,5727.0,5437.0
Ventura,US-06111,-119.0838699,34.47326,CalWIN,January,42370.0,2016.0,2016.0,2015/16,243633.0,78592.0,72616.0
Yolo,US-06113,-121.9008022,38.619495,CalWIN,January,42370.0,2016.0,2016.0,2015/16,60486.0,21951.0,20252.0
Yuba,US-06115,-121.499162,39.278915,C-IV,January,42370.0,2016.0,2016.0,2015/16,32671.0,13741.0,13125.0
Statewide,,,,,April,42461.0,2016.0,2016.0,2015/16,13776195.0,4355664.0,4032723.0
Alameda,US-06001,-121.7871814,37.680185,CalWIN,April,42461.0,2016.0,2016.0,2015/16,453106.0,120174.0,111250.0
Alpine,US-06003,-120.0354892,38.6301005,C-IV,April,42461.0,2016.0,2016.0,2015/16,370.0,151.0,144.0
Amador,US-06005,-120.238969,38.46328,C-IV,April,42461.0,2016.0,2016.0,2015/16,8473.0,3466.0,3188.0
Butte,US-06007,-121.5660076,39.723785,C-IV,April,42461.0,2016.0,2016.0,2015/16,85155.0,32990.0,31126.0
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,April,42461.0,2016.0,2016.0,2015/16,12498.0,5222.0,4865.0
Colusa,US-06011,-122.4386143,39.169245,C-IV,April,42461.0,2016.0,2016.0,2015/16,9378.0,1491.0,1456.0
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,April,42461.0,2016.0,2016.0,2015/16,282526.0,71553.0,66839.0
Del Norte,US-06015,-123.719458,41.6908155,C-IV,April,42461.0,2016.0,2016.0,2015/16,12306.0,5397.0,5256.0
El Dorado,US-06017,-120.4259625,38.78496,C-IV,April,42461.0,2016.0,2016.0,2015/16,39257.0,13152.0,12226.0
Fresno,US-06019,-120.862059,36.74633,CalWIN,April,42461.0,2016.0,2016.0,2015/16,494292.0,239182.0,226694.0
Glenn,US-06021,-122.1147288,39.591764,C-IV,April,42461.0,2016.0,2016.0,2015/16,12447.0,3766.0,3666.0
Humboldt,US-06023,-123.959972,40.73356,C-IV,April,42461.0,2016.0,2016.0,2015/16,55220.0,21892.0,20064.0
Imperial,US-06025,-115.058652,33.02615,C-IV,April,42461.0,2016.0,2016.0,2015/16,94831.0,42920.0,41465.0
Inyo,US-06027,-117.7797286,36.626,C-IV,April,42461.0,2016.0,2016.0,2015/16,5788.0,2090.0,1979.0
Kern,US-06029,-118.4426011,35.29441,C-IV,April,42461.0,2016.0,2016.0,2015/16,410473.0,167984.0,161015.0
Kings,US-06031,-119.6135104,36.138775,C-IV,April,42461.0,2016.0,2016.0,2015/16,57906.0,25052.0,24161.0
Lake,US-06033,-122.9624445,39.124455,C-IV,April,42461.0,2016.0,2016.0,2015/16,32484.0,12799.0,12324.0
Lassen,US-06035,-120.2636913,40.446085,C-IV,April,42461.0,2016.0,2016.0,2015/16,8075.0,3241.0,3039.0
Los Angeles,US-06037,-117.9879672,34.26394,LRS,April,42461.0,2016.0,2016.0,2015/16,4210446.0,1044055.0,937376.0
Madera,US-06039,-119.84174,37.27052,C-IV,April,42461.0,2016.0,2016.0,2015/16,70323.0,29912.0,29028.0
Marin,US-06041,-122.870429,38.068145,C-IV,April,42461.0,2016.0,2016.0,2015/16,46043.0,10525.0,9982.0
Mariposa,US-06043,-119.6495595,37.543615,C-IV,April,42461.0,2016.0,2016.0,2015/16,4926.0,2114.0,2030.0
Mendocino,US-06045,-123.5709822,39.380655,C-IV,April,42461.0,2016.0,2016.0,2015/16,42706.0,12947.0,12264.0
Merced,US-06047,-120.1246993,37.18687,C-IV,April,42461.0,2016.0,2016.0,2015/16,141327.0,58131.0,56561.0
Modoc,US-06049,-120.1993372,41.590546,C-IV,April,42461.0,2016.0,2016.0,2015/16,3199.0,1096.0,1040.0
Mono,US-06051,-118.7402371,38.0878955,C-IV,April,42461.0,2016.0,2016.0,2015/16,3793.0,816.0,747.0
Monterey,US-06053,-120.9044897,36.35433,C-IV,April,42461.0,2016.0,2016.0,2015/16,185296.0,56004.0,54326.0
Napa,US-06055,-122.5128064,38.509635,C-IV,April,42461.0,2016.0,2016.0,2015/16,33243.0,7736.0,7349.0
Nevada,US-06057,-120.3163119,39.266135,C-IV,April,42461.0,2016.0,2016.0,2015/16,26277.0,7967.0,7456.0
Orange,US-06059,-117.8002615,33.66707,CalWIN,April,42461.0,2016.0,2016.0,2015/16,924791.0,259310.0,240788.0
Placer,US-06061,-120.7858989,39.013999,CalWIN,April,42461.0,2016.0,2016.0,2015/16,65158.0,17652.0,15799.0
Plumas,US-06063,-121.1037321,40.0234855,C-IV,April,42461.0,2016.0,2016.0,2015/16,6328.0,2254.0,2049.0
Riverside,US-06065,-115.0250859,33.752845,C-IV,April,42461.0,2016.0,2016.0,2015/16,843925.0,290065.0,263010.0
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,April,42461.0,2016.0,2016.0,2015/16,564820.0,218064.0,204286.0
San Benito,US-06069,-121.2131455,36.5928495,C-IV,April,42461.0,2016.0,2016.0,2015/16,19156.0,5943.0,5671.0
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,April,42461.0,2016.0,2016.0,2015/16,877853.0,394168.0,361408.0
San Diego,US-06073,-116.693716,33.019645,CalWIN,April,42461.0,2016.0,2016.0,2015/16,914396.0,292944.0,266015.0
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,April,42461.0,2016.0,2016.0,2015/16,229202.0,54441.0,49047.0
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,April,42461.0,2016.0,2016.0,2015/16,301379.0,119443.0,114660.0
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,April,42461.0,2016.0,2016.0,2015/16,63341.0,18942.0,17795.0
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,April,42461.0,2016.0,2016.0,2015/16,160487.0,30340.0,28156.0
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,April,42461.0,2016.0,2016.0,2015/16,147247.0,41291.0,39616.0
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,April,42461.0,2016.0,2016.0,2015/16,454089.0,105396.0,100128.0
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,April,42461.0,2016.0,2016.0,2015/16,81803.0,27774.0,26001.0
Shasta,US-06089,-122.0883555,40.735175,C-IV,April,42461.0,2016.0,2016.0,2015/16,67360.0,25189.0,23960.0
Sierra,US-06091,-120.0617973,39.58418,C-IV,April,42461.0,2016.0,2016.0,2015/16,828.0,270.0,249.0
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,April,42461.0,2016.0,2016.0,2015/16,18609.0,7050.0,6787.0
Solano,US-06095,-121.6688337,38.2894915,CalWIN,April,42461.0,2016.0,2016.0,2015/16,127576.0,43945.0,41027.0
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,April,42461.0,2016.0,2016.0,2015/16,130364.0,35575.0,32955.0
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,April,42461.0,2016.0,2016.0,2015/16,244327.0,90093.0,86162.0
Sutter,US-06101,-121.714735,39.02038,C-IV,April,42461.0,2016.0,2016.0,2015/16,43331.0,13635.0,13160.0
Tehama,US-06103,-122.6595518,40.125305,C-IV,April,42461.0,2016.0,2016.0,2015/16,28200.0,10458.0,10130.0
Trinity,US-06105,-123.5069171,40.672495,C-IV,April,42461.0,2016.0,2016.0,2015/16,5085.0,1828.0,1729.0
Tulare,US-06107,-119.0889841,36.266965,CalWIN,April,42461.0,2016.0,2016.0,2015/16,261985.0,127144.0,122856.0
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,April,42461.0,2016.0,2016.0,2015/16,14923.0,5619.0,5270.0
Ventura,US-06111,-119.0838699,34.47326,CalWIN,April,42461.0,2016.0,2016.0,2015/16,244217.0,77472.0,71875.0
Yolo,US-06113,-121.9008022,38.619495,CalWIN,April,42461.0,2016.0,2016.0,2015/16,60401.0,21824.0,20085.0
Yuba,US-06115,-121.499162,39.278915,C-IV,April,42461.0,2016.0,2016.0,2015/16,32850.0,13710.0,13133.0
Statewide,,,,,July,42552.0,2016.0,2016.0,2016/17,13631863.0,4355267.0,4000908.0
Alameda,US-06001,-121.7871814,37.680185,CalWIN,July,42552.0,2016.0,2016.0,2016/17,445475.0,118875.0,109268.0
Alpine,US-06003,-120.0354892,38.6301005,C-IV,July,42552.0,2016.0,2016.0,2016/17,355.0,150.0,143.0
Amador,US-06005,-120.238969,38.46328,C-IV,July,42552.0,2016.0,2016.0,2016/17,8494.0,3372.0,3092.0
Butte,US-06007,-121.5660076,39.723785,C-IV,July,42552.0,2016.0,2016.0,2016/17,84631.0,32963.0,31017.0
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,July,42552.0,2016.0,2016.0,2016/17,12438.0,5285.0,4912.0
Colusa,US-06011,-122.4386143,39.169245,C-IV,July,42552.0,2016.0,2016.0,2016/17,9423.0,1498.0,1450.0
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,July,42552.0,2016.0,2016.0,2016/17,279874.0,69995.0,65193.0
Del Norte,US-06015,-123.719458,41.6908155,C-IV,July,42552.0,2016.0,2016.0,2016/17,12216.0,5348.0,5218.0
El Dorado,US-06017,-120.4259625,38.78496,C-IV,July,42552.0,2016.0,2016.0,2016/17,38622.0,13157.0,12192.0
Fresno,US-06019,-120.862059,36.74633,CalWIN,July,42552.0,2016.0,2016.0,2016/17,493869.0,235454.0,223125.0
Glenn,US-06021,-122.1147288,39.591764,C-IV,July,42552.0,2016.0,2016.0,2016/17,12478.0,3810.0,3703.0
Humboldt,US-06023,-123.959972,40.73356,C-IV,July,42552.0,2016.0,2016.0,2016/17,55503.0,21535.0,19744.0
Imperial,US-06025,-115.058652,33.02615,C-IV,July,42552.0,2016.0,2016.0,2016/17,95021.0,43183.0,41728.0
Inyo,US-06027,-117.7797286,36.626,C-IV,July,42552.0,2016.0,2016.0,2016/17,5859.0,2077.0,1967.0
Kern,US-06029,-118.4426011,35.29441,C-IV,July,42552.0,2016.0,2016.0,2016/17,411317.0,166908.0,159658.0
Kings,US-06031,-119.6135104,36.138775,C-IV,July,42552.0,2016.0,2016.0,2016/17,57836.0,24700.0,23780.0
Lake,US-06033,-122.9624445,39.124455,C-IV,July,42552.0,2016.0,2016.0,2016/17,32346.0,12644.0,12163.0
Lassen,US-06035,-120.2636913,40.446085,C-IV,July,42552.0,2016.0,2016.0,2016/17,7962.0,3234.0,3019.0
Los Angeles,US-06037,-117.9879672,34.26394,LRS,July,42552.0,2016.0,2016.0,2016/17,4094047.0,1075733.0,942640.0
Madera,US-06039,-119.84174,37.27052,C-IV,July,42552.0,2016.0,2016.0,2016/17,70266.0,29318.0,28381.0
Marin,US-06041,-122.870429,38.068145,C-IV,July,42552.0,2016.0,2016.0,2016/17,45810.0,10475.0,9920.0
Mariposa,US-06043,-119.6495595,37.543615,C-IV,July,42552.0,2016.0,2016.0,2016/17,4921.0,2040.0,1948.0
Mendocino,US-06045,-123.5709822,39.380655,C-IV,July,42552.0,2016.0,2016.0,2016/17,42457.0,12718.0,12025.0
Merced,US-06047,-120.1246993,37.18687,C-IV,July,42552.0,2016.0,2016.0,2016/17,140660.0,57253.0,55599.0
Modoc,US-06049,-120.1993372,41.590546,C-IV,July,42552.0,2016.0,2016.0,2016/17,3223.0,1124.0,1068.0
Mono,US-06051,-118.7402371,38.0878955,C-IV,July,42552.0,2016.0,2016.0,2016/17,3771.0,826.0,752.0
Monterey,US-06053,-120.9044897,36.35433,C-IV,July,42552.0,2016.0,2016.0,2016/17,185449.0,48594.0,46977.0
Napa,US-06055,-122.5128064,38.509635,C-IV,July,42552.0,2016.0,2016.0,2016/17,32897.0,7468.0,7064.0
Nevada,US-06057,-120.3163119,39.266135,C-IV,July,42552.0,2016.0,2016.0,2016/17,26105.0,7886.0,7347.0
Orange,US-06059,-117.8002615,33.66707,CalWIN,July,42552.0,2016.0,2016.0,2016/17,921269.0,259093.0,239517.0
Placer,US-06061,-120.7858989,39.013999,CalWIN,July,42552.0,2016.0,2016.0,2016/17,64420.0,17713.0,15725.0
Plumas,US-06063,-121.1037321,40.0234855,C-IV,July,42552.0,2016.0,2016.0,2016/17,6356.0,2076.0,1915.0
Riverside,US-06065,-115.0250859,33.752845,C-IV,July,42552.0,2016.0,2016.0,2016/17,848216.0,290710.0,262904.0
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,July,42552.0,2016.0,2016.0,2016/17,563039.0,216491.0,202045.0
San Benito,US-06069,-121.2131455,36.5928495,C-IV,July,42552.0,2016.0,2016.0,2016/17,19334.0,5600.0,5359.0
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,July,42552.0,2016.0,2016.0,2016/17,880425.0,395586.0,362394.0
San Diego,US-06073,-116.693716,33.019645,CalWIN,July,42552.0,2016.0,2016.0,2016/17,913514.0,293343.0,265973.0
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,July,42552.0,2016.0,2016.0,2016/17,227162.0,54978.0,49728.0
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,July,42552.0,2016.0,2016.0,2016/17,301641.0,117616.0,112772.0
