"This data table captures the point in time count for Medi-Cal persons, CalFresh persons, and dual enrollment  for Medi-Cal and CalFresh persons. The data table begins in cell A2. ",,,,,,,,,,,,
County,FIPS,County Center X,County Center Y,Consortium,Month,Date,Calendar Year,Federal Fiscal Year,State Fiscal Year,MEDS MediCal Persons,MEDS CalFresh Persons,Dual Enroll Persons in Medi-Cal and CalFresh
Modoc,US-06049,-120.1993372,41.590546,C-IV,October,41913.0,2014.0,2015.0,2014/15,3020.0,1039.0,985.0
Mono,US-06051,-118.7402371,38.0878955,C-IV,October,41913.0,2014.0,2015.0,2014/15,3239.0,821.0,706.0
Monterey,US-06053,-120.9044897,36.35433,C-IV,October,41913.0,2014.0,2015.0,2014/15,156879.0,47732.0,45261.0
Napa,US-06055,-122.5128064,38.509635,C-IV,October,41913.0,2014.0,2015.0,2014/15,29705.0,7346.0,6871.0
Nevada,US-06057,-120.3163119,39.266135,C-IV,October,41913.0,2014.0,2015.0,2014/15,22168.0,7953.0,7278.0
Orange,US-06059,-117.8002615,33.66707,CalWIN,October,41913.0,2014.0,2015.0,2014/15,815013.0,254931.0,231287.0
Placer,US-06061,-120.7858989,39.013999,CalWIN,October,41913.0,2014.0,2015.0,2014/15,57771.0,18509.0,15745.0
Plumas,US-06063,-121.1037321,40.0234855,C-IV,October,41913.0,2014.0,2015.0,2014/15,5333.0,1975.0,1774.0
Riverside,US-06065,-115.0250859,33.752845,C-IV,October,41913.0,2014.0,2015.0,2014/15,730524.0,300288.0,263027.0
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,October,41913.0,2014.0,2015.0,2014/15,501992.0,220793.0,200402.0
San Benito,US-06069,-121.2131455,36.5928495,C-IV,October,41913.0,2014.0,2015.0,2014/15,16782.0,6051.0,5672.0
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,October,41913.0,2014.0,2015.0,2014/15,793325.0,398579.0,354800.0
San Diego,US-06073,-116.693716,33.019645,CalWIN,October,41913.0,2014.0,2015.0,2014/15,773997.0,291030.0,255230.0
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,October,41913.0,2014.0,2015.0,2014/15,218834.0,52257.0,44794.0
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,October,41913.0,2014.0,2015.0,2014/15,272789.0,121536.0,114528.0
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,October,41913.0,2014.0,2015.0,2014/15,56771.0,18194.0,16637.0
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,October,41913.0,2014.0,2015.0,2014/15,143855.0,32447.0,29350.0
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,October,41913.0,2014.0,2015.0,2014/15,125502.0,35983.0,33662.0
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,October,41913.0,2014.0,2015.0,2014/15,404918.0,114609.0,103700.0
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,October,41913.0,2014.0,2015.0,2014/15,71891.0,23842.0,21817.0
Shasta,US-06089,-122.0883555,40.735175,C-IV,October,41913.0,2014.0,2015.0,2014/15,62510.0,25526.0,23873.0
Sierra,US-06091,-120.0617973,39.58418,C-IV,October,41913.0,2014.0,2015.0,2014/15,794.0,311.0,287.0
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,October,41913.0,2014.0,2015.0,2014/15,16478.0,7049.0,6720.0
Solano,US-06095,-121.6688337,38.2894915,CalWIN,October,41913.0,2014.0,2015.0,2014/15,112211.0,44330.0,40589.0
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,October,41913.0,2014.0,2015.0,2014/15,116384.0,36499.0,33417.0
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,October,41913.0,2014.0,2015.0,2014/15,214252.0,92603.0,85636.0
Sutter,US-06101,-121.714735,39.02038,C-IV,October,41913.0,2014.0,2015.0,2014/15,38301.0,13055.0,12395.0
Tehama,US-06103,-122.6595518,40.125305,C-IV,October,41913.0,2014.0,2015.0,2014/15,26154.0,10820.0,10217.0
Trinity,US-06105,-123.5069171,40.672495,C-IV,October,41913.0,2014.0,2015.0,2014/15,4613.0,1934.0,1778.0
Tulare,US-06107,-119.0889841,36.266965,CalWIN,October,41913.0,2014.0,2015.0,2014/15,236303.0,122719.0,115610.0
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,October,41913.0,2014.0,2015.0,2014/15,13811.0,5612.0,5258.0
Ventura,US-06111,-119.0838699,34.47326,CalWIN,October,41913.0,2014.0,2015.0,2014/15,209084.0,74603.0,65482.0
Yolo,US-06113,-121.9008022,38.619495,CalWIN,October,41913.0,2014.0,2015.0,2014/15,52458.0,19564.0,17755.0
Yuba,US-06115,-121.499162,39.278915,C-IV,October,41913.0,2014.0,2015.0,2014/15,28866.0,13559.0,12756.0
Statewide,,,,,January,42005.0,2015.0,2015.0,2014/15,12582603.0,4548525.0,4106495.0
Alameda,US-06001,-121.7871814,37.680185,CalWIN,January,42005.0,2015.0,2015.0,2014/15,430591.0,128294.0,116614.0
Alpine,US-06003,-120.0354892,38.6301005,C-IV,January,42005.0,2015.0,2015.0,2014/15,388.0,172.0,157.0
Amador,US-06005,-120.238969,38.46328,C-IV,January,42005.0,2015.0,2015.0,2014/15,7910.0,3406.0,3129.0
Butte,US-06007,-121.5660076,39.723785,C-IV,January,42005.0,2015.0,2015.0,2014/15,80052.0,32301.0,30419.0
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,January,42005.0,2015.0,2015.0,2014/15,11855.0,5462.0,5028.0
Colusa,US-06011,-122.4386143,39.169245,C-IV,January,42005.0,2015.0,2015.0,2014/15,8595.0,1862.0,1778.0
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,January,42005.0,2015.0,2015.0,2014/15,262388.0,74135.0,68471.0
Del Norte,US-06015,-123.719458,41.6908155,C-IV,January,42005.0,2015.0,2015.0,2014/15,11503.0,5154.0,4955.0
El Dorado,US-06017,-120.4259625,38.78496,C-IV,January,42005.0,2015.0,2015.0,2014/15,37015.0,13707.0,12425.0
Fresno,US-06019,-120.862059,36.74633,CalWIN,January,42005.0,2015.0,2015.0,2014/15,462581.0,239412.0,222311.0
Glenn,US-06021,-122.1147288,39.591764,C-IV,January,42005.0,2015.0,2015.0,2014/15,11600.0,3850.0,3699.0
Humboldt,US-06023,-123.959972,40.73356,C-IV,January,42005.0,2015.0,2015.0,2014/15,48904.0,20656.0,18945.0
Imperial,US-06025,-115.058652,33.02615,C-IV,January,42005.0,2015.0,2015.0,2014/15,88223.0,42965.0,40805.0
Inyo,US-06027,-117.7797286,36.626,C-IV,January,42005.0,2015.0,2015.0,2014/15,5730.0,2082.0,1945.0
Kern,US-06029,-118.4426011,35.29441,C-IV,January,42005.0,2015.0,2015.0,2014/15,366817.0,155517.0,146173.0
Kings,US-06031,-119.6135104,36.138775,C-IV,January,42005.0,2015.0,2015.0,2014/15,54541.0,24668.0,23439.0
Lake,US-06033,-122.9624445,39.124455,C-IV,January,42005.0,2015.0,2015.0,2014/15,29715.0,11947.0,11393.0
Lassen,US-06035,-120.2636913,40.446085,C-IV,January,42005.0,2015.0,2015.0,2014/15,7558.0,3231.0,3028.0
Los Angeles,US-06037,-117.9879672,34.26394,LRS,January,42005.0,2015.0,2015.0,2014/15,3698815.0,1207039.0,1034621.0
Madera,US-06039,-119.84174,37.27052,C-IV,January,42005.0,2015.0,2015.0,2014/15,68277.0,29751.0,28684.0
Marin,US-06041,-122.870429,38.068145,C-IV,January,42005.0,2015.0,2015.0,2014/15,42675.0,10847.0,10272.0
Mariposa,US-06043,-119.6495595,37.543615,C-IV,January,42005.0,2015.0,2015.0,2014/15,4766.0,2122.0,2040.0
Mendocino,US-06045,-123.5709822,39.380655,C-IV,January,42005.0,2015.0,2015.0,2014/15,39430.0,13869.0,12900.0
Merced,US-06047,-120.1246993,37.18687,C-IV,January,42005.0,2015.0,2015.0,2014/15,133194.0,59306.0,57321.0
Modoc,US-06049,-120.1993372,41.590546,C-IV,January,42005.0,2015.0,2015.0,2014/15,3176.0,1041.0,1001.0
Mono,US-06051,-118.7402371,38.0878955,C-IV,January,42005.0,2015.0,2015.0,2014/15,3514.0,866.0,761.0
Monterey,US-06053,-120.9044897,36.35433,C-IV,January,42005.0,2015.0,2015.0,2014/15,166339.0,54969.0,52864.0
Napa,US-06055,-122.5128064,38.509635,C-IV,January,42005.0,2015.0,2015.0,2014/15,31230.0,7849.0,7367.0
Nevada,US-06057,-120.3163119,39.266135,C-IV,January,42005.0,2015.0,2015.0,2014/15,23710.0,7985.0,7359.0
Orange,US-06059,-117.8002615,33.66707,CalWIN,January,42005.0,2015.0,2015.0,2014/15,862347.0,256066.0,235947.0
Placer,US-06061,-120.7858989,39.013999,CalWIN,January,42005.0,2015.0,2015.0,2014/15,61556.0,18364.0,15900.0
Plumas,US-06063,-121.1037321,40.0234855,C-IV,January,42005.0,2015.0,2015.0,2014/15,5654.0,2067.0,1861.0
Riverside,US-06065,-115.0250859,33.752845,C-IV,January,42005.0,2015.0,2015.0,2014/15,775868.0,298797.0,266528.0
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,January,42005.0,2015.0,2015.0,2014/15,529721.0,221894.0,204619.0
San Benito,US-06069,-121.2131455,36.5928495,C-IV,January,42005.0,2015.0,2015.0,2014/15,17788.0,6408.0,6088.0
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,January,42005.0,2015.0,2015.0,2014/15,822512.0,398986.0,359214.0
San Diego,US-06073,-116.693716,33.019645,CalWIN,January,42005.0,2015.0,2015.0,2014/15,830891.0,295360.0,263109.0
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,January,42005.0,2015.0,2015.0,2014/15,226174.0,52655.0,45935.0
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,January,42005.0,2015.0,2015.0,2014/15,282993.0,123302.0,116912.0
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,January,42005.0,2015.0,2015.0,2014/15,60110.0,18867.0,17449.0
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,January,42005.0,2015.0,2015.0,2014/15,150247.0,32565.0,29683.0
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,January,42005.0,2015.0,2015.0,2014/15,132361.0,38890.0,36846.0
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,January,42005.0,2015.0,2015.0,2014/15,425737.0,114488.0,105872.0
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,January,42005.0,2015.0,2015.0,2014/15,75951.0,25870.0,24036.0
Shasta,US-06089,-122.0883555,40.735175,C-IV,January,42005.0,2015.0,2015.0,2014/15,64705.0,25659.0,24091.0
Sierra,US-06091,-120.0617973,39.58418,C-IV,January,42005.0,2015.0,2015.0,2014/15,827.0,340.0,312.0
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,January,42005.0,2015.0,2015.0,2014/15,16894.0,7136.0,6807.0
Solano,US-06095,-121.6688337,38.2894915,CalWIN,January,42005.0,2015.0,2015.0,2014/15,118138.0,44874.0,41463.0
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,January,42005.0,2015.0,2015.0,2014/15,122784.0,37259.0,34510.0
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,January,42005.0,2015.0,2015.0,2014/15,223997.0,95499.0,89213.0
Sutter,US-06101,-121.714735,39.02038,C-IV,January,42005.0,2015.0,2015.0,2014/15,39626.0,13141.0,12507.0
Tehama,US-06103,-122.6595518,40.125305,C-IV,January,42005.0,2015.0,2015.0,2014/15,26777.0,10454.0,9983.0
Trinity,US-06105,-123.5069171,40.672495,C-IV,January,42005.0,2015.0,2015.0,2014/15,4855.0,1888.0,1748.0
Tulare,US-06107,-119.0889841,36.266965,CalWIN,January,42005.0,2015.0,2015.0,2014/15,242617.0,126301.0,120004.0
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,January,42005.0,2015.0,2015.0,2014/15,14217.0,5619.0,5277.0
Ventura,US-06111,-119.0838699,34.47326,CalWIN,January,42005.0,2015.0,2015.0,2014/15,220602.0,77256.0,69006.0
Yolo,US-06113,-121.9008022,38.619495,CalWIN,January,42005.0,2015.0,2015.0,2014/15,55345.0,20613.0,18903.0
Yuba,US-06115,-121.499162,39.278915,C-IV,January,42005.0,2015.0,2015.0,2014/15,30217.0,13442.0,12768.0
Statewide,,,,,April,42095.0,2015.0,2015.0,2014/15,12872144.0,4546373.0,4128954.0
Alameda,US-06001,-121.7871814,37.680185,CalWIN,April,42095.0,2015.0,2015.0,2014/15,434553.0,125809.0,114707.0
Alpine,US-06003,-120.0354892,38.6301005,C-IV,April,42095.0,2015.0,2015.0,2014/15,364.0,168.0,156.0
Amador,US-06005,-120.238969,38.46328,C-IV,April,42095.0,2015.0,2015.0,2014/15,8018.0,3515.0,3209.0
Butte,US-06007,-121.5660076,39.723785,C-IV,April,42095.0,2015.0,2015.0,2014/15,82398.0,32764.0,30958.0
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,April,42095.0,2015.0,2015.0,2014/15,12074.0,5556.0,5126.0
Colusa,US-06011,-122.4386143,39.169245,C-IV,April,42095.0,2015.0,2015.0,2014/15,8785.0,1799.0,1729.0
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,April,42095.0,2015.0,2015.0,2014/15,267876.0,73100.0,67504.0
Del Norte,US-06015,-123.719458,41.6908155,C-IV,April,42095.0,2015.0,2015.0,2014/15,11532.0,5152.0,4956.0
El Dorado,US-06017,-120.4259625,38.78496,C-IV,April,42095.0,2015.0,2015.0,2014/15,37993.0,13848.0,12615.0
Fresno,US-06019,-120.862059,36.74633,CalWIN,April,42095.0,2015.0,2015.0,2014/15,469738.0,238592.0,222520.0
Glenn,US-06021,-122.1147288,39.591764,C-IV,April,42095.0,2015.0,2015.0,2014/15,11797.0,3840.0,3688.0
Humboldt,US-06023,-123.959972,40.73356,C-IV,April,42095.0,2015.0,2015.0,2014/15,50451.0,21253.0,19458.0
Imperial,US-06025,-115.058652,33.02615,C-IV,April,42095.0,2015.0,2015.0,2014/15,91809.0,43493.0,41607.0
Inyo,US-06027,-117.7797286,36.626,C-IV,April,42095.0,2015.0,2015.0,2014/15,5640.0,2115.0,1986.0
Kern,US-06029,-118.4426011,35.29441,C-IV,April,42095.0,2015.0,2015.0,2014/15,382819.0,160598.0,151909.0
Kings,US-06031,-119.6135104,36.138775,C-IV,April,42095.0,2015.0,2015.0,2014/15,56133.0,25096.0,23930.0
Lake,US-06033,-122.9624445,39.124455,C-IV,April,42095.0,2015.0,2015.0,2014/15,30599.0,12203.0,11634.0
Lassen,US-06035,-120.2636913,40.446085,C-IV,April,42095.0,2015.0,2015.0,2014/15,7701.0,3314.0,3111.0
Los Angeles,US-06037,-117.9879672,34.26394,LRS,April,42095.0,2015.0,2015.0,2014/15,3758564.0,1198957.0,1038448.0
Madera,US-06039,-119.84174,37.27052,C-IV,April,42095.0,2015.0,2015.0,2014/15,69658.0,30225.0,29225.0
Marin,US-06041,-122.870429,38.068145,C-IV,April,42095.0,2015.0,2015.0,2014/15,43733.0,10942.0,10330.0
Mariposa,US-06043,-119.6495595,37.543615,C-IV,April,42095.0,2015.0,2015.0,2014/15,4871.0,2163.0,2078.0
Mendocino,US-06045,-123.5709822,39.380655,C-IV,April,42095.0,2015.0,2015.0,2014/15,40408.0,13766.0,12892.0
Merced,US-06047,-120.1246993,37.18687,C-IV,April,42095.0,2015.0,2015.0,2014/15,136544.0,60113.0,58208.0
Modoc,US-06049,-120.1993372,41.590546,C-IV,April,42095.0,2015.0,2015.0,2014/15,3227.0,1033.0,998.0
Mono,US-06051,-118.7402371,38.0878955,C-IV,April,42095.0,2015.0,2015.0,2014/15,3660.0,886.0,767.0
Monterey,US-06053,-120.9044897,36.35433,C-IV,April,42095.0,2015.0,2015.0,2014/15,172700.0,56455.0,54421.0
Napa,US-06055,-122.5128064,38.509635,C-IV,April,42095.0,2015.0,2015.0,2014/15,32154.0,7871.0,7407.0
Nevada,US-06057,-120.3163119,39.266135,C-IV,April,42095.0,2015.0,2015.0,2014/15,24402.0,8018.0,7466.0
Orange,US-06059,-117.8002615,33.66707,CalWIN,April,42095.0,2015.0,2015.0,2014/15,877550.0,256973.0,236640.0
Placer,US-06061,-120.7858989,39.013999,CalWIN,April,42095.0,2015.0,2015.0,2014/15,62637.0,18155.0,15899.0
Plumas,US-06063,-121.1037321,40.0234855,C-IV,April,42095.0,2015.0,2015.0,2014/15,5799.0,2180.0,1964.0
Riverside,US-06065,-115.0250859,33.752845,C-IV,April,42095.0,2015.0,2015.0,2014/15,802770.0,297431.0,267248.0
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,April,42095.0,2015.0,2015.0,2014/15,540053.0,220270.0,203288.0
San Benito,US-06069,-121.2131455,36.5928495,C-IV,April,42095.0,2015.0,2015.0,2014/15,18350.0,6408.0,6085.0
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,April,42095.0,2015.0,2015.0,2014/15,853020.0,400798.0,363530.0
San Diego,US-06073,-116.693716,33.019645,CalWIN,April,42095.0,2015.0,2015.0,2014/15,859859.0,294599.0,263154.0
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,April,42095.0,2015.0,2015.0,2014/15,227277.0,52663.0,46213.0
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,April,42095.0,2015.0,2015.0,2014/15,290695.0,124677.0,118601.0
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,April,42095.0,2015.0,2015.0,2014/15,61427.0,19103.0,17769.0
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,April,42095.0,2015.0,2015.0,2014/15,153151.0,32154.0,29442.0
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,April,42095.0,2015.0,2015.0,2014/15,135128.0,39071.0,37042.0
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,April,42095.0,2015.0,2015.0,2014/15,435938.0,112477.0,105047.0
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,April,42095.0,2015.0,2015.0,2014/15,77370.0,26460.0,24588.0
Shasta,US-06089,-122.0883555,40.735175,C-IV,April,42095.0,2015.0,2015.0,2014/15,66096.0,25898.0,24471.0
Sierra,US-06091,-120.0617973,39.58418,C-IV,April,42095.0,2015.0,2015.0,2014/15,836.0,332.0,296.0
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,April,42095.0,2015.0,2015.0,2014/15,17250.0,7186.0,6888.0
Solano,US-06095,-121.6688337,38.2894915,CalWIN,April,42095.0,2015.0,2015.0,2014/15,120276.0,44619.0,41205.0
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,April,42095.0,2015.0,2015.0,2014/15,125095.0,37243.0,34512.0
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,April,42095.0,2015.0,2015.0,2014/15,230912.0,95734.0,90109.0
Sutter,US-06101,-121.714735,39.02038,C-IV,April,42095.0,2015.0,2015.0,2014/15,40725.0,13213.0,12642.0
Tehama,US-06103,-122.6595518,40.125305,C-IV,April,42095.0,2015.0,2015.0,2014/15,27525.0,10671.0,10279.0
Trinity,US-06105,-123.5069171,40.672495,C-IV,April,42095.0,2015.0,2015.0,2014/15,5022.0,1860.0,1738.0
Tulare,US-06107,-119.0889841,36.266965,CalWIN,April,42095.0,2015.0,2015.0,2014/15,246990.0,125941.0,119759.0
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,April,42095.0,2015.0,2015.0,2014/15,14579.0,5792.0,5467.0
Ventura,US-06111,-119.0838699,34.47326,CalWIN,April,42095.0,2015.0,2015.0,2014/15,227371.0,77232.0,69779.0
Yolo,US-06113,-121.9008022,38.619495,CalWIN,April,42095.0,2015.0,2015.0,2014/15,57258.0,20862.0,19203.0
Yuba,US-06115,-121.499162,39.278915,C-IV,April,42095.0,2015.0,2015.0,2014/15,30984.0,13727.0,13053.0
Statewide,,,,,July,42186.0,2015.0,2015.0,2015/16,13009996.0,4585547.0,4166750.0
Alameda,US-06001,-121.7871814,37.680185,CalWIN,July,42186.0,2015.0,2015.0,2015/16,435129.0,127887.0,116019.0
Alpine,US-06003,-120.0354892,38.6301005,C-IV,July,42186.0,2015.0,2015.0,2015/16,370.0,180.0,170.0
Amador,US-06005,-120.238969,38.46328,C-IV,July,42186.0,2015.0,2015.0,2015/16,8185.0,3538.0,3210.0
Butte,US-06007,-121.5660076,39.723785,C-IV,July,42186.0,2015.0,2015.0,2015/16,83373.0,33233.0,31339.0
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,July,42186.0,2015.0,2015.0,2015/16,12028.0,5567.0,5139.0
Colusa,US-06011,-122.4386143,39.169245,C-IV,July,42186.0,2015.0,2015.0,2015/16,8893.0,1602.0,1544.0
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,July,42186.0,2015.0,2015.0,2015/16,267733.0,74454.0,68485.0
Del Norte,US-06015,-123.719458,41.6908155,C-IV,July,42186.0,2015.0,2015.0,2015/16,11671.0,5223.0,5025.0
El Dorado,US-06017,-120.4259625,38.78496,C-IV,July,42186.0,2015.0,2015.0,2015/16,38008.0,13811.0,12595.0
Fresno,US-06019,-120.862059,36.74633,CalWIN,July,42186.0,2015.0,2015.0,2015/16,473723.0,239451.0,223959.0
Glenn,US-06021,-122.1147288,39.591764,C-IV,July,42186.0,2015.0,2015.0,2015/16,11972.0,3808.0,3670.0
Humboldt,US-06023,-123.959972,40.73356,C-IV,July,42186.0,2015.0,2015.0,2015/16,50871.0,21459.0,19632.0
Imperial,US-06025,-115.058652,33.02615,C-IV,July,42186.0,2015.0,2015.0,2015/16,92671.0,44739.0,42884.0
Inyo,US-06027,-117.7797286,36.626,C-IV,July,42186.0,2015.0,2015.0,2015/16,5720.0,2117.0,1999.0
Kern,US-06029,-118.4426011,35.29441,C-IV,July,42186.0,2015.0,2015.0,2015/16,388179.0,164543.0,155249.0
Kings,US-06031,-119.6135104,36.138775,C-IV,July,42186.0,2015.0,2015.0,2015/16,56474.0,25388.0,24201.0
Lake,US-06033,-122.9624445,39.124455,C-IV,July,42186.0,2015.0,2015.0,2015/16,30911.0,12381.0,11837.0
Lassen,US-06035,-120.2636913,40.446085,C-IV,July,42186.0,2015.0,2015.0,2015/16,7821.0,3305.0,3093.0
Los Angeles,US-06037,-117.9879672,34.26394,LRS,July,42186.0,2015.0,2015.0,2015/16,3833178.0,1197983.0,1045776.0
Madera,US-06039,-119.84174,37.27052,C-IV,July,42186.0,2015.0,2015.0,2015/16,69254.0,30193.0,29081.0
Marin,US-06041,-122.870429,38.068145,C-IV,July,42186.0,2015.0,2015.0,2015/16,43964.0,11116.0,10474.0
Mariposa,US-06043,-119.6495595,37.543615,C-IV,July,42186.0,2015.0,2015.0,2015/16,4813.0,2179.0,2078.0
Mendocino,US-06045,-123.5709822,39.380655,C-IV,July,42186.0,2015.0,2015.0,2015/16,40702.0,13752.0,12876.0
Merced,US-06047,-120.1246993,37.18687,C-IV,July,42186.0,2015.0,2015.0,2015/16,137594.0,60232.0,58167.0
Modoc,US-06049,-120.1993372,41.590546,C-IV,July,42186.0,2015.0,2015.0,2015/16,3170.0,986.0,941.0
Mono,US-06051,-118.7402371,38.0878955,C-IV,July,42186.0,2015.0,2015.0,2015/16,3662.0,872.0,750.0
Monterey,US-06053,-120.9044897,36.35433,C-IV,July,42186.0,2015.0,2015.0,2015/16,175293.0,52263.0,50179.0
Napa,US-06055,-122.5128064,38.509635,C-IV,July,42186.0,2015.0,2015.0,2015/16,32098.0,7610.0,7149.0
Nevada,US-06057,-120.3163119,39.266135,C-IV,July,42186.0,2015.0,2015.0,2015/16,24633.0,8025.0,7428.0
Orange,US-06059,-117.8002615,33.66707,CalWIN,July,42186.0,2015.0,2015.0,2015/16,882298.0,262007.0,240083.0
Placer,US-06061,-120.7858989,39.013999,CalWIN,July,42186.0,2015.0,2015.0,2015/16,62937.0,18185.0,16005.0
Plumas,US-06063,-121.1037321,40.0234855,C-IV,July,42186.0,2015.0,2015.0,2015/16,5848.0,2048.0,1871.0
Riverside,US-06065,-115.0250859,33.752845,C-IV,July,42186.0,2015.0,2015.0,2015/16,807965.0,304395.0,272140.0
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,July,42186.0,2015.0,2015.0,2015/16,541101.0,224152.0,206326.0
San Benito,US-06069,-121.2131455,36.5928495,C-IV,July,42186.0,2015.0,2015.0,2015/16,18354.0,6216.0,5885.0
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,July,42186.0,2015.0,2015.0,2015/16,856590.0,407424.0,368622.0
San Diego,US-06073,-116.693716,33.019645,CalWIN,July,42186.0,2015.0,2015.0,2015/16,866658.0,301025.0,268057.0
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,July,42186.0,2015.0,2015.0,2015/16,227555.0,54131.0,47460.0
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,July,42186.0,2015.0,2015.0,2015/16,293378.0,124820.0,118666.0
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,July,42186.0,2015.0,2015.0,2015/16,61752.0,19259.0,17899.0
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,July,42186.0,2015.0,2015.0,2015/16,155214.0,32646.0,29814.0
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,July,42186.0,2015.0,2015.0,2015/16,137303.0,37878.0,35940.0
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,July,42186.0,2015.0,2015.0,2015/16,440787.0,112185.0,105224.0
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,July,42186.0,2015.0,2015.0,2015/16,78378.0,26081.0,24187.0
Shasta,US-06089,-122.0883555,40.735175,C-IV,July,42186.0,2015.0,2015.0,2015/16,66456.0,26143.0,24645.0
Sierra,US-06091,-120.0617973,39.58418,C-IV,July,42186.0,2015.0,2015.0,2015/16,835.0,332.0,298.0
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,July,42186.0,2015.0,2015.0,2015/16,17423.0,7168.0,6840.0
Solano,US-06095,-121.6688337,38.2894915,CalWIN,July,42186.0,2015.0,2015.0,2015/16,121052.0,45807.0,41917.0
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,July,42186.0,2015.0,2015.0,2015/16,124952.0,37720.0,34831.0
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,July,42186.0,2015.0,2015.0,2015/16,233234.0,95527.0,89966.0
Sutter,US-06101,-121.714735,39.02038,C-IV,July,42186.0,2015.0,2015.0,2015/16,41384.0,13365.0,12762.0
Tehama,US-06103,-122.6595518,40.125305,C-IV,July,42186.0,2015.0,2015.0,2015/16,27574.0,10959.0,10570.0
Trinity,US-06105,-123.5069171,40.672495,C-IV,July,42186.0,2015.0,2015.0,2015/16,5111.0,1912.0,1786.0
Tulare,US-06107,-119.0889841,36.266965,CalWIN,July,42186.0,2015.0,2015.0,2015/16,250062.0,127374.0,121167.0
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,July,42186.0,2015.0,2015.0,2015/16,14702.0,5865.0,5533.0
Ventura,US-06111,-119.0838699,34.47326,CalWIN,July,42186.0,2015.0,2015.0,2015/16,229786.0,77930.0,70718.0
Yolo,US-06113,-121.9008022,38.619495,CalWIN,July,42186.0,2015.0,2015.0,2015/16,58064.0,21161.0,19394.0
Yuba,US-06115,-121.499162,39.278915,C-IV,July,42186.0,2015.0,2015.0,2015/16,31150.0,13935.0,13195.0
Statewide,,,,,October,42278.0,2015.0,2016.0,2015/16,13246082.0,4572149.0,4162671.0
Alameda,US-06001,-121.7871814,37.680185,CalWIN,October,42278.0,2015.0,2016.0,2015/16,442113.0,125677.0,114524.0
Alpine,US-06003,-120.0354892,38.6301005,C-IV,October,42278.0,2015.0,2016.0,2015/16,370.0,162.0,156.0
