"Monthly data on CalFresh public assistance households and persons, non-assistance households and persons, CFAP public assistance household and persons, non-assistance household and persons, federal and state issuances, 30 day timeliness, negative error rate, negative error rate cases completed, applications received, and child only households and persons. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note:  The presence of an asterisk (*) in a data cell indicates that the value has been suppressed to protect individual confidentiality.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Sources:,,,,,,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,CF 296,"DFA 296X prior to July 2016, then CF 296 ",Federal SNAPQCS,RADEP,CF 296,CF 296,MEDS,MEDS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County,Consortium,Month,Calendar_Year,FFY,SFY,Fed_PA_HHs,Fed_NA_HHs,CFAP_PA_HHs,CFAP_NA_HHs,All_PA_HHs,All_NA_HHs,CF_HHs,CF_Persons,Fed_PA_Persons,Fed_ NA_Persons,All_Fed_Persons,CFAP_PA_Persons,CFAP_NA_Persons,All_CFAP_Persons,All_PA_Persons,All_NA_Persons,Fed_Issuances,State_Issuances,Total_Issuances,Timeliness_30_day_Pct,Timeliness_Exped_Pct_Monthly,Negative_Error_Rate,Active_Error_Rate,Apps_Recd,Online_Apps_Recd,Child_Only_HHs,Child_Only_Persons
15 Kern,C-IV,August,2015.0,2015.0,2015/16,,,,,,,68560.0,161466.0,,,,,,,,,,,,0.9957,,0.159,0.0078,,,10223.0,22863.0
16 Kings,C-IV,August,2015.0,2015.0,2015/16,,,,,,,10805.0,24914.0,,,,,,,,,,,,0.9977,,0.276,0.0239,,,1316.0,2955.0
17 Lake,C-IV,August,2015.0,2015.0,2015/16,,,,,,,6287.0,12211.0,,,,,,,,,,,,0.9923,,0.276,0.0239,,,382.0,731.0
18 Lassen,C-IV,August,2015.0,2015.0,2015/16,,,,,,,1553.0,3222.0,,,,,,,,,,,,0.7711,,0.276,0.0239,,,107.0,186.0
19 Los Angeles,LRS,August,2015.0,2015.0,2015/16,,,,,,,586748.0,1179266.0,,,,,,,,,,,,0.9567,,0.482,0.0386,,,108194.0,221368.0
20 Madera,C-IV,August,2015.0,2015.0,2015/16,,,,,,,12137.0,29875.0,,,,,,,,,,,,0.9957,,0.276,0.0239,,,2778.0,6469.0
21 Marin,C-IV,August,2015.0,2015.0,2015/16,,,,,,,6477.0,10669.0,,,,,,,,,,,,0.9862,,0.276,0.0239,,,1304.0,2354.0
22 Mariposa,C-IV,August,2015.0,2015.0,2015/16,,,,,,,1127.0,2153.0,,,,,,,,,,,,1.0,,0.276,0.0239,,,32.0,54.0
23 Mendocino,C-IV,August,2015.0,2015.0,2015/16,,,,,,,7092.0,13257.0,,,,,,,,,,,,0.9923,,0.276,0.0239,,,588.0,1253.0
24 Merced,C-IV,August,2015.0,2015.0,2015/16,,,,,,,25338.0,58614.0,,,,,,,,,,,,0.9932,,0.182,0.013,,,4020.0,8968.0
25 Modoc,C-IV,August,2015.0,2015.0,2015/16,,,,,,,447.0,958.0,,,,,,,,,,,,1.0,,0.276,0.0239,,,45.0,74.0
26 Mono,C-IV,August,2015.0,2015.0,2015/16,,,,,,,496.0,820.0,,,,,,,,,,,,1.0,,0.276,0.0239,,,66.0,145.0
27 Monterey,C-IV,August,2015.0,2015.0,2015/16,,,,,,,22336.0,49542.0,,,,,,,,,,,,1.0,,0.278,0.0547,,,6670.0,14716.0
28 Napa,C-IV,August,2015.0,2015.0,2015/16,,,,,,,3600.0,7378.0,,,,,,,,,,,,0.9871,,0.276,0.0239,,,785.0,1638.0
29 Nevada,C-IV,August,2015.0,2015.0,2015/16,,,,,,,4274.0,7752.0,,,,,,,,,,,,0.9902,,0.276,0.0239,,,149.0,253.0
30 Orange,CalWIN,August,2015.0,2015.0,2015/16,,,,,,,124097.0,258800.0,,,,,,,,,,,,0.9829,,0.4,0.0383,,,28566.0,62017.0
31 Placer,CalWIN,August,2015.0,2015.0,2015/16,,,,,,,9381.0,18156.0,,,,,,,,,,,,0.9638,,0.276,0.0239,,,693.0,1371.0
32 Plumas,C-IV,August,2015.0,2015.0,2015/16,,,,,,,1063.0,2017.0,,,,,,,,,,,,1.0,,0.276,0.0239,,,55.0,93.0
33 Riverside,C-IV,August,2015.0,2015.0,2015/16,,,,,,,130923.0,297717.0,,,,,,,,,,,,0.9981,,0.176,0.0576,,,16590.0,36458.0
34 Sacramento,CalWIN,August,2015.0,2015.0,2015/16,,,,,,,105471.0,221342.0,,,,,,,,,,,,0.9781,,0.552,0.0022,,,9320.0,18505.0
35 San Benito,C-IV,August,2015.0,2015.0,2015/16,,,,,,,2700.0,5982.0,,,,,,,,,,,,1.0,,0.276,0.0239,,,405.0,919.0
36 San Bernardino,C-IV,August,2015.0,2015.0,2015/16,,,,,,,182115.0,404596.0,,,,,,,,,,,,0.9998,,0.111,0.0312,,,21075.0,44779.0
37 San Diego,CalWIN,August,2015.0,2015.0,2015/16,,,,,,,143930.0,292683.0,,,,,,,,,,,,0.9655,,0.42,0.0109,,,16013.0,32862.0
38 San Francisco,CalWIN,August,2015.0,2015.0,2015/16,,,,,,,34358.0,52477.0,,,,,,,,,,,,0.9754,,0.8,0.0764,,,4013.0,6429.0
39 San Joaquin,C-IV,August,2015.0,2015.0,2015/16,,,,,,,53544.0,122090.0,,,,,,,,,,,,0.9895,,0.129,0.0276,,,7136.0,15230.0
40 San Luis Obispo,CalWIN,August,2015.0,2015.0,2015/16,,,,,,,10019.0,18549.0,,,,,,,,,,,,0.9717,,0.276,0.0239,,,1070.0,2199.0
41 San Mateo,CalWIN,August,2015.0,2015.0,2015/16,,,,,,,16351.0,31960.0,,,,,,,,,,,,0.9636,,0.276,0.0239,,,3932.0,7650.0
42 Santa Barbara,CalWIN,August,2015.0,2015.0,2015/16,,,,,,,17045.0,36342.0,,,,,,,,,,,,0.9688,,0.276,0.0239,,,4272.0,9595.0
43 Santa Clara,CalWIN,August,2015.0,2015.0,2015/16,,,,,,,55319.0,110835.0,,,,,,,,,,,,0.979,,0.5,0.0186,,,10489.0,21340.0
44 Santa Cruz,CalWIN,August,2015.0,2015.0,2015/16,,,,,,,13875.0,25832.0,,,,,,,,,,,,0.9587,,0.276,0.0239,,,2389.0,4991.0
45 Shasta,C-IV,August,2015.0,2015.0,2015/16,,,,,,,13122.0,25356.0,,,,,,,,,,,,0.969,,0.276,0.0239,,,620.0,1015.0
46 Sierra,C-IV,August,2015.0,2015.0,2015/16,,,,,,,162.0,297.0,,,,,,,,,,,,1.0,,0.276,0.0239,,,*,*
47 Siskiyou,C-IV,August,2015.0,2015.0,2015/16,,,,,,,3277.0,7018.0,,,,,,,,,,,,0.9855,,0.276,0.0239,,,146.0,242.0
48 Solano,CalWIN,August,2015.0,2015.0,2015/16,,,,,,,23396.0,44475.0,,,,,,,,,,,,0.9694,,0.8,0.0182,,,2318.0,4614.0
49 Sonoma,CalWIN,August,2015.0,2015.0,2015/16,,,,,,,20080.0,36122.0,,,,,,,,,,,,0.9355,,0.276,0.0239,,,3287.0,6730.0
50 Stanislaus,C-IV,August,2015.0,2015.0,2015/16,,,,,,,43765.0,93228.0,,,,,,,,,,,,0.9931,,0.091,0.0155,,,5334.0,11451.0
51 Sutter,C-IV,August,2015.0,2015.0,2015/16,,,,,,,5697.0,13149.0,,,,,,,,,,,,0.9901,,0.276,0.0239,,,673.0,1412.0
52 Tehama,C-IV,August,2015.0,2015.0,2015/16,,,,,,,4853.0,10675.0,,,,,,,,,,,,0.9623,,0.276,0.0239,,,415.0,874.0
53 Trinity,C-IV,August,2015.0,2015.0,2015/16,,,,,,,1043.0,1890.0,,,,,,,,,,,,1.0,,0.276,0.0239,,,34.0,48.0
54 Tulare,CalWIN,August,2015.0,2015.0,2015/16,,,,,,,53294.0,124868.0,,,,,,,,,,,,0.9829,,0.333,0.0293,,,8110.0,18815.0
55 Tuolumne,C-IV,August,2015.0,2015.0,2015/16,,,,,,,3162.0,5635.0,,,,,,,,,,,,0.964,,0.276,0.0239,,,110.0,177.0
56 Ventura,CalWIN,August,2015.0,2015.0,2015/16,,,,,,,37409.0,75621.0,,,,,,,,,,,,0.9701,,0.385,0.0629,,,6911.0,15459.0
57 Yolo,CalWIN,August,2015.0,2015.0,2015/16,,,,,,,10413.0,20971.0,,,,,,,,,,,,0.9263,,0.276,0.0239,,,910.0,1802.0
58 Yuba,C-IV,August,2015.0,2015.0,2015/16,,,,,,,6349.0,13784.0,,,,,,,,,,,,1.0,,0.276,0.0239,,,535.0,1069.0
00 Statewide,n/a,September,2015.0,2015.0,2015/16,278378.0,1854240.0,1998.0,18686.0,280376.0,1872926.0,2153302.0,4501358.0,705225.0,3748508.0,4453733.0,6593.0,41032.0,47625.0,711818.0,3789540.0,625117732.23,6133249.8,631250982.03,0.9671,,0.325,0.0455,,,322986.0,676001.0
01 Alameda,CalWIN,September,2015.0,2015.0,2015/16,,,,,,,62511.0,121514.0,,,,,,,,,,,,0.8563,,0.7,0.0334,,,8976.0,17086.0
02 Alpine,C-IV,September,2015.0,2015.0,2015/16,,,,,,,98.0,166.0,,,,,,,,,,,,1.0,,0.254,0.0236,,,*,*
03 Amador,C-IV,September,2015.0,2015.0,2015/16,,,,,,,1775.0,3408.0,,,,,,,,,,,,0.9747,,0.254,0.0236,,,60.0,105.0
04 Butte,C-IV,September,2015.0,2015.0,2015/16,,,,,,,16657.0,32212.0,,,,,,,,,,,,0.884,,0.254,0.0236,,,937.0,1592.0
05 Calaveras,C-IV,September,2015.0,2015.0,2015/16,,,,,,,2895.0,5427.0,,,,,,,,,,,,0.991,,0.254,0.0236,,,92.0,166.0
06 Colusa,C-IV,September,2015.0,2015.0,2015/16,,,,,,,624.0,1427.0,,,,,,,,,,,,0.913,,0.254,0.0236,,,108.0,239.0
07 Contra Costa,CalWIN,September,2015.0,2015.0,2015/16,,,,,,,35800.0,71994.0,,,,,,,,,,,,0.9662,,0.563,0.0209,,,5300.0,10666.0
08 Del Norte,C-IV,September,2015.0,2015.0,2015/16,,,,,,,2552.0,5276.0,,,,,,,,,,,,1.0,,0.254,0.0236,,,135.0,239.0
09 El Dorado,C-IV,September,2015.0,2015.0,2015/16,,,,,,,7264.0,13017.0,,,,,,,,,,,,1.0,,0.254,0.0236,,,400.0,790.0
10 Fresno,CalWIN,September,2015.0,2015.0,2015/16,,,,,,,103751.0,240834.0,,,,,,,,,,,,0.9311,,0.333,0.0271,,,13727.0,30533.0
11 Glenn,C-IV,September,2015.0,2015.0,2015/16,,,,,,,1515.0,3571.0,,,,,,,,,,,,1.0,,0.254,0.0236,,,209.0,461.0
12 Humboldt,C-IV,September,2015.0,2015.0,2015/16,,,,,,,12159.0,21181.0,,,,,,,,,,,,0.9903,,0.254,0.0236,,,673.0,1240.0
13 Imperial,C-IV,September,2015.0,2015.0,2015/16,,,,,,,17683.0,44217.0,,,,,,,,,,,,0.9663,,0.254,0.0236,,,971.0,1862.0
14 Inyo,C-IV,September,2015.0,2015.0,2015/16,,,,,,,1055.0,2065.0,,,,,,,,,,,,1.0,,0.254,0.0236,,,79.0,160.0
15 Kern,C-IV,September,2015.0,2015.0,2015/16,,,,,,,69012.0,161775.0,,,,,,,,,,,,0.997,,0.208,0.0082,,,10198.0,22791.0
16 Kings,C-IV,September,2015.0,2015.0,2015/16,,,,,,,10754.0,24794.0,,,,,,,,,,,,1.0,,0.254,0.0236,,,1317.0,2956.0
17 Lake,C-IV,September,2015.0,2015.0,2015/16,,,,,,,6487.0,12494.0,,,,,,,,,,,,0.993,,0.254,0.0236,,,385.0,740.0
18 Lassen,C-IV,September,2015.0,2015.0,2015/16,,,,,,,1543.0,3187.0,,,,,,,,,,,,0.8657,,0.254,0.0236,,,99.0,176.0
19 Los Angeles,LRS,September,2015.0,2015.0,2015/16,,,,,,,587889.0,1180032.0,,,,,,,,,,,,0.9573,,0.51,0.0374,,,107942.0,220999.0
20 Madera,C-IV,September,2015.0,2015.0,2015/16,,,,,,,12103.0,29748.0,,,,,,,,,,,,0.9952,,0.254,0.0236,,,2765.0,6452.0
21 Marin,C-IV,September,2015.0,2015.0,2015/16,,,,,,,6466.0,10645.0,,,,,,,,,,,,0.9965,,0.254,0.0236,,,1326.0,2379.0
22 Mariposa,C-IV,September,2015.0,2015.0,2015/16,,,,,,,1109.0,2094.0,,,,,,,,,,,,1.0,,0.254,0.0236,,,29.0,52.0
23 Mendocino,C-IV,September,2015.0,2015.0,2015/16,,,,,,,7125.0,13391.0,,,,,,,,,,,,1.0,,0.254,0.0236,,,581.0,1247.0
24 Merced,C-IV,September,2015.0,2015.0,2015/16,,,,,,,25244.0,58213.0,,,,,,,,,,,,0.9988,,0.167,0.0126,,,4007.0,8948.0
25 Modoc,C-IV,September,2015.0,2015.0,2015/16,,,,,,,448.0,977.0,,,,,,,,,,,,0.9231,,0.254,0.0236,,,44.0,73.0
26 Mono,C-IV,September,2015.0,2015.0,2015/16,,,,,,,472.0,792.0,,,,,,,,,,,,1.0,,0.254,0.0236,,,65.0,141.0
27 Monterey,C-IV,September,2015.0,2015.0,2015/16,,,,,,,22095.0,48884.0,,,,,,,,,,,,1.0,,0.25,0.0618,,,6657.0,14703.0
28 Napa,C-IV,September,2015.0,2015.0,2015/16,,,,,,,3637.0,7493.0,,,,,,,,,,,,0.9308,,0.254,0.0236,,,789.0,1646.0
29 Nevada,C-IV,September,2015.0,2015.0,2015/16,,,,,,,4305.0,7801.0,,,,,,,,,,,,0.9955,,0.254,0.0236,,,147.0,254.0
30 Orange,CalWIN,September,2015.0,2015.0,2015/16,,,,,,,124457.0,259162.0,,,,,,,,,,,,0.984,,0.444,0.037,,,28535.0,61919.0
31 Placer,CalWIN,September,2015.0,2015.0,2015/16,,,,,,,9483.0,18205.0,,,,,,,,,,,,0.974,,0.254,0.0236,,,679.0,1352.0
32 Plumas,C-IV,September,2015.0,2015.0,2015/16,,,,,,,1079.0,2027.0,,,,,,,,,,,,0.9865,,0.254,0.0236,,,56.0,94.0
33 Riverside,C-IV,September,2015.0,2015.0,2015/16,,,,,,,131862.0,299627.0,,,,,,,,,,,,0.994,,0.196,0.0558,,,16616.0,36432.0
34 Sacramento,CalWIN,September,2015.0,2015.0,2015/16,,,,,,,105233.0,220624.0,,,,,,,,,,,,0.9839,,0.5,0.0043,,,9280.0,18430.0
35 San Benito,C-IV,September,2015.0,2015.0,2015/16,,,,,,,2710.0,6015.0,,,,,,,,,,,,1.0,,0.254,0.0236,,,401.0,924.0
36 San Bernardino,C-IV,September,2015.0,2015.0,2015/16,,,,,,,182950.0,405772.0,,,,,,,,,,,,0.9996,,0.133,0.0309,,,21021.0,44620.0
37 San Diego,CalWIN,September,2015.0,2015.0,2015/16,,,,,,,144010.0,292234.0,,,,,,,,,,,,0.9476,,0.393,0.013,,,15996.0,32854.0
38 San Francisco,CalWIN,September,2015.0,2015.0,2015/16,,,,,,,34311.0,52489.0,,,,,,,,,,,,0.9764,,0.667,0.0676,,,3981.0,6382.0
39 San Joaquin,C-IV,September,2015.0,2015.0,2015/16,,,,,,,53351.0,121533.0,,,,,,,,,,,,0.9838,,0.147,0.0312,,,7074.0,15123.0
40 San Luis Obispo,CalWIN,September,2015.0,2015.0,2015/16,,,,,,,10077.0,18636.0,,,,,,,,,,,,0.9591,,0.254,0.0236,,,1072.0,2187.0
41 San Mateo,CalWIN,September,2015.0,2015.0,2015/16,,,,,,,16276.0,31755.0,,,,,,,,,,,,0.9718,,0.254,0.0236,,,3920.0,7620.0
42 Santa Barbara,CalWIN,September,2015.0,2015.0,2015/16,,,,,,,17208.0,36422.0,,,,,,,,,,,,0.9376,,0.254,0.0236,,,4251.0,9584.0
43 Santa Clara,CalWIN,September,2015.0,2015.0,2015/16,,,,,,,55319.0,109813.0,,,,,,,,,,,,0.9731,,0.421,0.0273,,,10382.0,21178.0
44 Santa Cruz,CalWIN,September,2015.0,2015.0,2015/16,,,,,,,13854.0,25698.0,,,,,,,,,,,,0.9686,,0.254,0.0236,,,2352.0,4922.0
45 Shasta,C-IV,September,2015.0,2015.0,2015/16,,,,,,,13035.0,25135.0,,,,,,,,,,,,0.9709,,0.254,0.0236,,,612.0,1003.0
46 Sierra,C-IV,September,2015.0,2015.0,2015/16,,,,,,,164.0,297.0,,,,,,,,,,,,1.0,,0.254,0.0236,,,*,*
47 Siskiyou,C-IV,September,2015.0,2015.0,2015/16,,,,,,,3267.0,6982.0,,,,,,,,,,,,1.0,,0.254,0.0236,,,152.0,254.0
48 Solano,CalWIN,September,2015.0,2015.0,2015/16,,,,,,,23332.0,44434.0,,,,,,,,,,,,0.9665,,0.667,0.021,,,2318.0,4599.0
49 Sonoma,CalWIN,September,2015.0,2015.0,2015/16,,,,,,,20051.0,35934.0,,,,,,,,,,,,0.9185,,0.254,0.0236,,,3258.0,6703.0
50 Stanislaus,C-IV,September,2015.0,2015.0,2015/16,,,,,,,43461.0,92311.0,,,,,,,,,,,,0.9958,,0.083,0.0173,,,5324.0,11438.0
51 Sutter,C-IV,September,2015.0,2015.0,2015/16,,,,,,,5732.0,13196.0,,,,,,,,,,,,0.9664,,0.254,0.0236,,,669.0,1413.0
52 Tehama,C-IV,September,2015.0,2015.0,2015/16,,,,,,,4840.0,10610.0,,,,,,,,,,,,0.9733,,0.254,0.0236,,,414.0,860.0
53 Trinity,C-IV,September,2015.0,2015.0,2015/16,,,,,,,1027.0,1848.0,,,,,,,,,,,,1.0,,0.254,0.0236,,,38.0,52.0
54 Tulare,CalWIN,September,2015.0,2015.0,2015/16,,,,,,,53353.0,125197.0,,,,,,,,,,,,0.9808,,0.333,0.0339,,,8059.0,18745.0
55 Tuolumne,C-IV,September,2015.0,2015.0,2015/16,,,,,,,3199.0,5734.0,,,,,,,,,,,,0.9882,,0.254,0.0236,,,118.0,182.0
56 Ventura,CalWIN,September,2015.0,2015.0,2015/16,,,,,,,37748.0,76256.0,,,,,,,,,,,,0.7077,,0.333,0.0594,,,6938.0,15572.0
57 Yolo,CalWIN,September,2015.0,2015.0,2015/16,,,,,,,10522.0,20991.0,,,,,,,,,,,,0.9322,,0.254,0.0236,,,914.0,1813.0
58 Yuba,C-IV,September,2015.0,2015.0,2015/16,,,,,,,6363.0,13792.0,,,,,,,,,,,,0.9963,,0.254,0.0236,,,533.0,1044.0
00 Statewide,n/a,October,2015.0,2016.0,2015/16,276806.0,1857833.0,2008.0,18733.0,278814.0,1876566.0,2155380.0,4501050.0,701130.0,3752062.0,4453192.0,6609.0,41249.0,47858.0,707739.0,3793311.0,626061148.23,6146981.28,632208129.51,0.9702,,0.284,0.0494,,,321950.0,674586.0
01 Alameda,CalWIN,October,2015.0,2016.0,2015/16,,,,,,,62653.0,121539.0,,,,,,,,,,,,0.8561,,0.667,0.0,,,8885.0,16910.0
02 Alpine,C-IV,October,2015.0,2016.0,2015/16,,,,,,,98.0,164.0,,,,,,,,,,,,1.0,,0.167,0.0,,,*,*
03 Amador,C-IV,October,2015.0,2016.0,2015/16,,,,,,,1780.0,3440.0,,,,,,,,,,,,0.9765,,0.167,0.0,,,56.0,99.0
04 Butte,C-IV,October,2015.0,2016.0,2015/16,,,,,,,16800.0,32287.0,,,,,,,,,,,,0.8198,,0.167,0.0,,,944.0,1596.0
05 Calaveras,C-IV,October,2015.0,2016.0,2015/16,,,,,,,2909.0,5406.0,,,,,,,,,,,,1.0,,0.167,0.0,,,92.0,165.0
06 Colusa,C-IV,October,2015.0,2016.0,2015/16,,,,,,,589.0,1319.0,,,,,,,,,,,,1.0,,0.167,0.0,,,101.0,221.0
07 Contra Costa,CalWIN,October,2015.0,2016.0,2015/16,,,,,,,35848.0,71977.0,,,,,,,,,,,,0.9543,,1.0,0.0208,,,5293.0,10619.0
08 Del Norte,C-IV,October,2015.0,2016.0,2015/16,,,,,,,2573.0,5281.0,,,,,,,,,,,,1.0,,0.167,0.0,,,136.0,239.0
09 El Dorado,C-IV,October,2015.0,2016.0,2015/16,,,,,,,7288.0,13063.0,,,,,,,,,,,,0.9973,,0.167,0.0,,,410.0,808.0
10 Fresno,CalWIN,October,2015.0,2016.0,2015/16,,,,,,,103607.0,240395.0,,,,,,,,,,,,0.935,,0.667,0.0464,,,13754.0,30610.0
11 Glenn,C-IV,October,2015.0,2016.0,2015/16,,,,,,,1504.0,3551.0,,,,,,,,,,,,1.0,,0.167,0.0,,,207.0,452.0
12 Humboldt,C-IV,October,2015.0,2016.0,2015/16,,,,,,,12380.0,21435.0,,,,,,,,,,,,0.9986,,0.167,0.0,,,655.0,1193.0
13 Imperial,C-IV,October,2015.0,2016.0,2015/16,,,,,,,17814.0,44547.0,,,,,,,,,,,,0.9762,,0.167,0.0,,,966.0,1866.0
14 Inyo,C-IV,October,2015.0,2016.0,2015/16,,,,,,,1080.0,2138.0,,,,,,,,,,,,1.0,,0.167,0.0,,,75.0,152.0
15 Kern,C-IV,October,2015.0,2016.0,2015/16,,,,,,,69411.0,161315.0,,,,,,,,,,,,0.9962,,0.5,0.0,,,10156.0,22771.0
16 Kings,C-IV,October,2015.0,2016.0,2015/16,,,,,,,10733.0,24665.0,,,,,,,,,,,,1.0,,0.167,0.0,,,1313.0,2959.0
17 Lake,C-IV,October,2015.0,2016.0,2015/16,,,,,,,7319.0,14694.0,,,,,,,,,,,,0.9889,,0.167,0.0,,,389.0,754.0
18 Lassen,C-IV,October,2015.0,2016.0,2015/16,,,,,,,1520.0,3144.0,,,,,,,,,,,,0.7705,,0.167,0.0,,,98.0,173.0
19 Los Angeles,LRS,October,2015.0,2016.0,2015/16,,,,,,,586382.0,1176870.0,,,,,,,,,,,,0.9652,,0.5,0.022,,,107518.0,220211.0
20 Madera,C-IV,October,2015.0,2016.0,2015/16,,,,,,,12081.0,29653.0,,,,,,,,,,,,1.0,,0.167,0.0,,,2774.0,6506.0
21 Marin,C-IV,October,2015.0,2016.0,2015/16,,,,,,,6508.0,10717.0,,,,,,,,,,,,1.0,,0.167,0.0,,,1316.0,2359.0
22 Mariposa,C-IV,October,2015.0,2016.0,2015/16,,,,,,,1103.0,2075.0,,,,,,,,,,,,0.9762,,0.167,0.0,,,30.0,54.0
23 Mendocino,C-IV,October,2015.0,2016.0,2015/16,,,,,,,7127.0,13395.0,,,,,,,,,,,,0.9907,,0.167,0.0,,,578.0,1246.0
24 Merced,C-IV,October,2015.0,2016.0,2015/16,,,,,,,25121.0,57934.0,,,,,,,,,,,,0.9963,,0.0,0.0,,,3997.0,8964.0
25 Modoc,C-IV,October,2015.0,2016.0,2015/16,,,,,,,445.0,972.0,,,,,,,,,,,,0.9231,,0.167,0.0,,,45.0,76.0
26 Mono,C-IV,October,2015.0,2016.0,2015/16,,,,,,,456.0,768.0,,,,,,,,,,,,1.0,,0.167,0.0,,,63.0,135.0
27 Monterey,C-IV,October,2015.0,2016.0,2015/16,,,,,,,21738.0,48021.0,,,,,,,,,,,,1.0,,0.0,0.1408,,,6641.0,14724.0
28 Napa,C-IV,October,2015.0,2016.0,2015/16,,,,,,,3600.0,7414.0,,,,,,,,,,,,0.9716,,0.167,0.0,,,791.0,1680.0
29 Nevada,C-IV,October,2015.0,2016.0,2015/16,,,,,,,4335.0,7833.0,,,,,,,,,,,,1.0,,0.167,0.0,,,149.0,261.0
30 Orange,CalWIN,October,2015.0,2016.0,2015/16,,,,,,,125010.0,260178.0,,,,,,,,,,,,0.9872,,0.4,0.0259,,,28472.0,61801.0
31 Placer,CalWIN,October,2015.0,2016.0,2015/16,,,,,,,9366.0,18090.0,,,,,,,,,,,,0.967,,0.167,0.0,,,670.0,1334.0
32 Plumas,C-IV,October,2015.0,2016.0,2015/16,,,,,,,1078.0,2010.0,,,,,,,,,,,,0.9767,,0.167,0.0,,,55.0,93.0
33 Riverside,C-IV,October,2015.0,2016.0,2015/16,,,,,,,132172.0,299730.0,,,,,,,,,,,,0.9948,,0.2,0.062,,,16637.0,36467.0
34 Sacramento,CalWIN,October,2015.0,2016.0,2015/16,,,,,,,105259.0,220373.0,,,,,,,,,,,,0.9816,,0.0,0.0636,,,9183.0,18237.0
35 San Benito,C-IV,October,2015.0,2016.0,2015/16,,,,,,,2681.0,5936.0,,,,,,,,,,,,1.0,,0.167,0.0,,,398.0,919.0
36 San Bernardino,C-IV,October,2015.0,2016.0,2015/16,,,,,,,183260.0,405834.0,,,,,,,,,,,,0.9995,,0.0,0.0215,,,20904.0,44440.0
37 San Diego,CalWIN,October,2015.0,2016.0,2015/16,,,,,,,144574.0,293435.0,,,,,,,,,,,,0.9593,,0.167,0.005,,,16016.0,32890.0
38 San Francisco,CalWIN,October,2015.0,2016.0,2015/16,,,,,,,34461.0,52684.0,,,,,,,,,,,,0.9541,,1.0,0.0374,,,3947.0,6361.0
39 San Joaquin,C-IV,October,2015.0,2016.0,2015/16,,,,,,,53309.0,121228.0,,,,,,,,,,,,0.9936,,0.0,0.0523,,,7066.0,15119.0
40 San Luis Obispo,CalWIN,October,2015.0,2016.0,2015/16,,,,,,,10103.0,18677.0,,,,,,,,,,,,0.9568,,0.167,0.0,,,1052.0,2184.0
41 San Mateo,CalWIN,October,2015.0,2016.0,2015/16,,,,,,,16116.0,31527.0,,,,,,,,,,,,0.9653,,0.167,0.0,,,3908.0,7589.0
42 Santa Barbara,CalWIN,October,2015.0,2016.0,2015/16,,,,,,,17512.0,36809.0,,,,,,,,,,,,0.9578,,0.167,0.0,,,4271.0,9690.0
43 Santa Clara,CalWIN,October,2015.0,2016.0,2015/16,,,,,,,55144.0,109453.0,,,,,,,,,,,,0.9821,,0.5,0.0529,,,10286.0,20988.0
44 Santa Cruz,CalWIN,October,2015.0,2016.0,2015/16,,,,,,,14031.0,25930.0,,,,,,,,,,,,0.9594,,0.167,0.0,,,2362.0,4948.0
45 Shasta,C-IV,October,2015.0,2016.0,2015/16,,,,,,,13124.0,25247.0,,,,,,,,,,,,0.98,,0.167,0.0,,,616.0,1006.0
46 Sierra,C-IV,October,2015.0,2016.0,2015/16,,,,,,,168.0,307.0,,,,,,,,,,,,1.0,,0.167,0.0,,,*,*
47 Siskiyou,C-IV,October,2015.0,2016.0,2015/16,,,,,,,3304.0,7026.0,,,,,,,,,,,,1.0,,0.167,0.0,,,154.0,262.0
48 Solano,CalWIN,October,2015.0,2016.0,2015/16,,,,,,,23249.0,44388.0,,,,,,,,,,,,0.9584,,0.0,0.0,,,2326.0,4631.0
49 Sonoma,CalWIN,October,2015.0,2016.0,2015/16,,,,,,,20022.0,35691.0,,,,,,,,,,,,0.8905,,0.167,0.0,,,3255.0,6704.0
50 Stanislaus,C-IV,October,2015.0,2016.0,2015/16,,,,,,,43474.0,92379.0,,,,,,,,,,,,0.9905,,0.0,0.034,,,5313.0,11419.0
51 Sutter,C-IV,October,2015.0,2016.0,2015/16,,,,,,,5739.0,13230.0,,,,,,,,,,,,0.9905,,0.167,0.0,,,673.0,1423.0
52 Tehama,C-IV,October,2015.0,2016.0,2015/16,,,,,,,4815.0,10600.0,,,,,,,,,,,,0.9752,,0.167,0.0,,,404.0,855.0
53 Trinity,C-IV,October,2015.0,2016.0,2015/16,,,,,,,1052.0,1862.0,,,,,,,,,,,,0.9245,,0.167,0.0,,,41.0,55.0
