,,,,,,,, ,,American Indian/Alaskan Native,,,,,,,,,,,,,,,ASIAN-PACIFIC ISLANDER CATEGORY,,,,,,,,,,,,ASIAN-PACIFIC ISLANDER CATEGORY,,,,,,,,,,,,ASIAN-PACIFIC ISLANDER CATEGORY,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,Total,
,,Black,,,Hispanic,,Asian Pacific Islander,,,,,,,White,,,Filipino,,,Other,,Total,Total,,,Chinese,,,Cambodian,,,Japanese,,,Korean,,,Samoan,,,Asian Indian,,,Hawaiian,,,Guamanian,,,Laotian,,,Vietnamese,,Asian-Pacific Islander,,,Pacific-Islander,,
,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total
Data Cell,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0
Statewide,48780.0,103033.0,151813.0,106666.0,199862.0,306528.0,12015.0,25744.0,37759.0,1669.0,4119.0,5788.0,54782.0,120069.0,174851.0,1713.0,3869.0,5582.0,1793.0,5425.0,7218.0,227418.0,462121.0,689539.0,2273.0,6081.0,8354.0,1885.0,2929.0,4814.0,105.0,261.0,366.0,267.0,836.0,1103.0,529.0,887.0,1416.0,476.0,1149.0,1625.0,178.0,300.0,478.0,96.0,175.0,271.0,1317.0,2175.0,3492.0,3237.0,8242.0,11479.0,1652.0,2709.0,4361.0,12015.0,25744.0,37759.0
Alameda,10014.0,6130.0,16144.0,3828.0,2343.0,6171.0,2421.0,1482.0,3903.0,88.0,54.0,142.0,3280.0,2008.0,5288.0,319.0,195.0,514.0,17.0,10.0,27.0,19967.0,12222.0,32189.0,637.0,390.0,1027.0,254.0,156.0,410.0,13.0,8.0,21.0,28.0,17.0,45.0,52.0,32.0,84.0,139.0,85.0,224.0,14.0,8.0,22.0,11.0,7.0,18.0,100.0,61.0,161.0,898.0,550.0,1448.0,275.0,168.0,443.0,2421.0,1482.0,3903.0
Alpine,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,26.0,27.0,2.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,32.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amador,1.0,1.0,2.0,8.0,29.0,37.0,2.0,6.0,8.0,3.0,9.0,12.0,115.0,340.0,455.0,0.0,1.0,1.0,0.0,0.0,0.0,129.0,386.0,515.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,6.0,8.0
Butte,74.0,234.0,308.0,130.0,626.0,756.0,126.0,318.0,444.0,39.0,156.0,195.0,1485.0,4410.0,5895.0,2.0,13.0,15.0,0.0,1.0,1.0,1856.0,5758.0,7614.0,1.0,1.0,2.0,3.0,3.0,6.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,1.0,1.0,5.0,18.0,23.0,5.0,5.0,10.0,3.0,3.0,6.0,108.0,274.0,382.0,1.0,7.0,8.0,0.0,0.0,0.0,126.0,318.0,444.0
Calaveras,3.0,4.0,7.0,11.0,25.0,36.0,1.0,4.0,5.0,6.0,19.0,25.0,187.0,510.0,697.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,562.0,770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,5.0
