,Number of Household Contacts By Race,,,,,,,,,,,,,,,"Number of Household Contacts By Race, Cont'd.",,,,,,,,,,,,,,,"Number of Household Contacts By Race, Cont'd.",,,,,,,,,,,,,,,"Number of Household Contacts By Race, Cont'd.",,,,,,,,,,,,,,,"Number of Household Contacts By Race, Cont'd.",,,,,,,,,,,,"Number of Household Contacts By Race, Cont'd.",,,,,,,,,Number of Hispanic or Latino Household Contacts Reported in Section A. By Race,,,,,,,,,,,,,,,"Number of Hispanic or Latino Household Contacts Reported in Section A. By Race, Cont'd.",,,,,,,,,,,,,,,"Number of Hispanic or Latino Household Contacts Reported in Section A. By Race, Cont'd.",,,,,,,,,,,,,,,"Number of Hispanic or Latino Household Contacts Reported in Section A. By Race, Cont'd.",,,,,,,,,,,,,,,"Number of Hispanic or Latino Household Contacts Reported in Section A. By Race, Cont'd.",,,,,,,,,,,,"Number of Hispanic or Latino Household Contacts Reported in Section A. By Race, Cont'd.",,,,,,,,
,Household Contacts Who Marked Only One Race,,,,,,,,,,,,,,,"Household Contacts Who Marked Only One Race, Cont'd.",,,,,,,,,,,,,,,"Household Contacts Who Marked Only One Race, Cont'd.",,,,,,,,,,,,,,,,,,"Household Contacts Who Marked Only One Race, Cont'd.",,,,,,,,,,,,Household Contracts Who Marked Two Races,,,,,,,,,,,,Other--Household Contacts Who Chose Racial Combinations Not Included Above,,,Nonreporting Household Contacts Where Worker Unable to Make Race Determination,,,,,,Household Contacts Who Marked Only One Race,,,,,,,,,,,,,,,"Household Contacts Who Marked Only One Race, Cont'd.",,,,,,,,,,,,,,,"Household Contacts Who Marked Only One Race, Cont'd.",,,,,,,,,,,,,,,,,,"Household Contacts Who Marked Only One Race, Cont'd.",,,,,,,,,,,,Household Contracts Who Marked Two Races,,,,,,,,,,,,Other--Household Contacts Who Chose Racial Combinations Not Included Above,,,Nonreporting Household Contacts Where Worker Unable to Make Race Determination,,,,,
,,,,Asian Categories,,,,,,,,,,,,"Asian Categories, Cont'd.",,,,,,,,,,,,,,,"Asian Categories, Cont'd.",,,,,,,,,Native Hawaiian or Other Pacific Islander,,,,,,"Native Hawaiian or Other Pacific Islander, Cont'd.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOTALS,,,,,,Asian Categories,,,,,,,,,,,,"Asian Categories, Cont'd.",,,,,,,,,,,,,,,"Asian Categories, Cont'd.",,,,,,,,,Native Hawaiian or Other Pacific Islander,,,,,,"Native Hawaiian or Other Pacific Islander, Cont'd.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOTALS,,
,"American Indian or
Alaskan Native",,,,Total Asian,,,Asian Indian,,Cambodian,,,,Chinese,,,Japanese,,,Filipino,,,Korean,,,Laotian,,,Vietnamese,,,Other Asian,,More Than One Asian Group,,,,Black or African American,,Total Hawaiian or Other Pacific Islander,,,,Native Hawaiian,,,Guamanian,,,Samoan,,,Other Pacific Islander,,More Than One Native Hawaiian or Pacific Islander Group,,,,White,,American Indian or Alaskan Native and White,,,,Asian and White,,Black or African American and White,,,American Indian or Alaska Native and Black or African American,,,Reporting Race(s) Not Included Above,,,Worker Unable to Determine Race,,,PAFS Households,NAFS Households,Total,"American Indian or
Alaskan Native",,,,Total Asian,,,Asian Indian,,Cambodian,,,,Chinese,,,Japanese,,,Filipino,,,Korean,,,Laotian,,,Vietnamese,,,Other Asian,,More Than One Asian Group,,,,Black or African American,,Total Hawaiian or Other Pacific Islander,,,,Native Hawaiian,,,Guamanian,,,Samoan,,,Other Pacific Islander,,More Than One Native Hawaiian or Pacific Islander Group,,,,White,,American Indian or Alaskan Native and White,,,,Asian and White,,Black or African American and White,,,American Indian or Alaska Native and Black or African American,,,Reporting Race(s) Not Included Above,,,Worker Unable to Determine Race,,,PAFS Households,NAFS Households,Total
,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,,,,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,PA,NA,Total,,,
Data Cell,1.0,2.0,3.0,7.0,8.0,9.0,13.0,14.0,15.0,19.0,20.0,21.0,25.0,26.0,27.0,31.0,32.0,33.0,37.0,38.0,39.0,43.0,44.0,45.0,49.0,50.0,51.0,55.0,56.0,57.0,61.0,62.0,63.0,67.0,68.0,69.0,73.0,74.0,75.0,79.0,80.0,81.0,85.0,86.0,87.0,91.0,92.0,93.0,97.0,98.0,99.0,103.0,104.0,105.0,109.0,110.0,111.0,115.0,116.0,117.0,121.0,122.0,123.0,127.0,128.0,129.0,133.0,134.0,135.0,139.0,140.0,141.0,145.0,146.0,147.0,151.0,152.0,153.0,157.0,158.0,159.0,4.0,5.0,6.0,10.0,11.0,12.0,16.0,17.0,18.0,22.0,23.0,24.0,28.0,29.0,30.0,34.0,35.0,36.0,40.0,41.0,42.0,46.0,47.0,48.0,52.0,53.0,54.0,58.0,59.0,60.0,64.0,65.0,66.0,70.0,71.0,72.0,76.0,77.0,78.0,82.0,83.0,84.0,88.0,89.0,90.0,94.0,95.0,96.0,100.0,101.0,102.0,106.0,107.0,108.0,112.0,113.0,114.0,118.0,119.0,120.0,124.0,125.0,126.0,130.0,131.0,132.0,136.0,137.0,138.0,142.0,143.0,144.0,148.0,149.0,150.0,154.0,155.0,156.0,160.0,161.0,162.0
Statewide,3803.0,13617.0,17420.0,14413.0,60355.0,74768.0,1308.0,4235.0,5543.0,1879.0,4555.0,6434.0,1378.0,8965.0,10343.0,151.0,825.0,976.0,2585.0,10618.0,13203.0,401.0,2037.0,2438.0,1336.0,4065.0,5401.0,2980.0,17838.0,20818.0,2245.0,6691.0,8936.0,150.0,526.0,676.0,52785.0,191532.0,244317.0,3899.0,11960.0,15859.0,469.0,1572.0,2041.0,800.0,2661.0,3461.0,969.0,3341.0,4310.0,1637.0,4283.0,5920.0,24.0,103.0,127.0,144866.0,524685.0,669551.0,784.0,2252.0,3036.0,486.0,1196.0,1682.0,962.0,2874.0,3836.0,102.0,375.0,477.0,16482.0,53475.0,69957.0,100777.0,267693.0,368470.0,339359.0,1130014.0,1469373.0,1476.0,4497.0,5973.0,1027.0,2752.0,3779.0,580.0,1202.0,1782.0,125.0,347.0,472.0,22.0,44.0,66.0,13.0,54.0,67.0,89.0,372.0,461.0,5.0,25.0,30.0,85.0,350.0,435.0,13.0,68.0,81.0,71.0,225.0,296.0,24.0,65.0,89.0,971.0,2528.0,3499.0,1086.0,3970.0,5056.0,76.0,277.0,353.0,647.0,2108.0,2755.0,259.0,1287.0,1546.0,85.0,225.0,310.0,19.0,73.0,92.0,73880.0,216510.0,290390.0,514.0,1029.0,1543.0,314.0,627.0,941.0,345.0,627.0,972.0,52.0,135.0,187.0,10738.0,34722.0,45460.0,99337.0,261777.0,361114.0,189740.0,529174.0,718914.0
Alameda,64.0,190.0,254.0,1404.0,4167.0,5571.0,113.0,335.0,448.0,90.0,268.0,358.0,399.0,1185.0,1584.0,9.0,26.0,35.0,228.0,677.0,905.0,22.0,67.0,89.0,28.0,83.0,111.0,387.0,1148.0,1535.0,128.0,378.0,506.0,0.0,0.0,0.0,5270.0,15635.0,20905.0,171.0,508.0,679.0,23.0,68.0,91.0,5.0,16.0,21.0,39.0,116.0,155.0,104.0,308.0,412.0,0.0,0.0,0.0,2126.0,6307.0,8433.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3154.0,9353.0,12507.0,0.0,1.0,1.0,12190.0,36163.0,48353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3154.0,9353.0,12507.0,0.0,0.0,0.0,3154.0,9353.0,12507.0
Alpine,2.0,43.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,67.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Amador,9.0,25.0,34.0,0.0,11.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,0.0,8.0,8.0,0.0,4.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,248.0,919.0,1167.0,1.0,5.0,6.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,3.0,3.0,263.0,980.0,1243.0,2.0,2.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,28.0,81.0,109.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,32.0,92.0,124.0
Butte,42.0,260.0,302.0,148.0,596.0,744.0,3.0,66.0,69.0,2.0,3.0,5.0,0.0,4.0,4.0,2.0,5.0,7.0,2.0,30.0,32.0,0.0,6.0,6.0,81.0,319.0,400.0,1.0,12.0,13.0,49.0,135.0,184.0,8.0,16.0,24.0,89.0,370.0,459.0,8.0,34.0,42.0,3.0,9.0,12.0,2.0,3.0,5.0,1.0,12.0,13.0,2.0,10.0,12.0,0.0,0.0,0.0,1514.0,7724.0,9238.0,9.0,40.0,49.0,0.0,3.0,3.0,2.0,16.0,18.0,0.0,1.0,1.0,83.0,481.0,564.0,30.0,154.0,184.0,1925.0,9679.0,11604.0,4.0,16.0,20.0,1.0,11.0,12.0,0.0,6.0,6.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,10.0,2.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,7.0,9.0,0.0,0.0,0.0,74.0,421.0,495.0,1.0,2.0,3.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,79.0,450.0,529.0,26.0,146.0,172.0,189.0,1065.0,1254.0
