county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail,issuances_contract_otc,issuances_other_otc,issuances_ebt,issuances_total,issuances_ebt_conv_coupon,val_issuances_fed_only,val_issuences_st_only,val_issuances_tot_all,year,month,quarter,fulldate
Alameda,5603.0,218.0,8.0,50805.0,1406.0,687.0,56408.0,1624.0,695.0,12774.0,92385.0,105159.0,511.0,290.0,3118.0,1817.0,3629.0,2107.0,18.0,907.0,925.0,,,,58727.0,58727.0,0.0,15297316.0,343988.0,15641304.0,2017,JAN,1.0,2017-01-01
Alpine,0.0,0.0,0.0,86.0,0.0,0.0,86.0,0.0,0.0,0.0,141.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,87.0,87.0,0.0,17426.0,0.0,17426.0,2017,JAN,1.0,2017-01-01
Amador,132.0,0.0,0.0,1567.0,3.0,1.0,1699.0,3.0,1.0,334.0,2824.0,3158.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,1.0,,,,0.0,0.0,0.0,411584.0,320.0,411904.0,2017,JAN,1.0,2017-01-01
Butte,1665.0,5.0,0.0,14841.0,40.0,28.0,16506.0,45.0,28.0,4093.0,26797.0,30890.0,7.0,5.0,114.0,42.0,121.0,47.0,0.0,34.0,34.0,,,,17498.0,17498.0,0.0,4198561.0,11967.0,4210528.0,2017,JAN,1.0,2017-01-01
Calaveras,188.0,0.0,0.0,2630.0,8.0,4.0,2818.0,8.0,4.0,505.0,4561.0,5066.0,0.0,0.0,13.0,10.0,13.0,10.0,0.0,5.0,5.0,,,,2950.0,2950.0,0.0,666839.0,1954.0,668793.0,2017,JAN,1.0,2017-01-01
Colusa,81.0,1.0,0.0,593.0,2.0,1.0,674.0,3.0,1.0,207.0,1371.0,1578.0,2.0,1.0,4.0,2.0,6.0,3.0,0.0,1.0,1.0,,,,746.0,746.0,0.0,199304.0,210.0,199514.0,2017,JAN,1.0,2017-01-01
Contra Costa,3906.0,107.0,1.0,27319.0,383.0,138.0,31225.0,490.0,139.0,8996.0,52887.0,61883.0,256.0,159.0,935.0,502.0,1191.0,661.0,1.0,182.0,183.0,,,,37001.0,37001.0,0.0,8949155.0,86014.0,9035169.0,2017,JAN,1.0,2017-01-01
Del Norte,370.0,0.0,0.0,2146.0,2.0,0.0,2516.0,2.0,0.0,1076.0,4117.0,5193.0,0.0,0.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,,,,2633.0,2633.0,0.0,680706.0,134.0,680840.0,2017,JAN,1.0,2017-01-01
El Dorado,534.0,3.0,0.0,6408.0,28.0,10.0,6942.0,31.0,10.0,1307.0,10941.0,12248.0,9.0,3.0,81.0,33.0,90.0,36.0,0.0,13.0,13.0,,,,7279.0,7279.0,0.0,1644983.0,4770.0,1649753.0,2017,JAN,1.0,2017-01-01
Fresno,12245.0,202.0,17.0,77400.0,668.0,206.0,89645.0,870.0,223.0,33329.0,174734.0,208063.0,521.0,238.0,1821.0,770.0,2342.0,1008.0,30.0,255.0,285.0,,,,104697.0,104697.0,0.0,30738052.0,162705.0,30900757.0,2017,JAN,1.0,2017-01-01
Glenn,210.0,1.0,0.0,1314.0,7.0,0.0,1524.0,8.0,0.0,556.0,2936.0,3492.0,2.0,1.0,22.0,7.0,24.0,8.0,0.0,0.0,0.0,,,,1659.0,1659.0,0.0,438244.0,480.0,438724.0,2017,JAN,1.0,2017-01-01
Humboldt,859.0,2.0,0.0,11544.0,26.0,5.0,12403.0,28.0,5.0,2136.0,18639.0,20775.0,2.0,3.0,57.0,31.0,59.0,34.0,0.0,7.0,7.0,,,,13130.0,13130.0,0.0,2909450.0,5280.0,2914730.0,2017,JAN,1.0,2017-01-01
Imperial,2276.0,31.0,4.0,14794.0,334.0,47.0,17070.0,365.0,51.0,6410.0,34550.0,40960.0,85.0,31.0,921.0,368.0,1006.0,399.0,5.0,53.0,58.0,,,,18271.0,18271.0,0.0,5275693.0,44479.0,5320172.0,2017,JAN,1.0,2017-01-01
Inyo,91.0,0.0,0.0,913.0,5.0,2.0,1004.0,5.0,2.0,243.0,1664.0,1907.0,0.0,0.0,8.0,6.0,8.0,6.0,0.0,2.0,2.0,,,,1062.0,1062.0,0.0,244436.0,714.0,245150.0,2017,JAN,1.0,2017-01-01
Kern,9926.0,54.0,0.0,59170.0,487.0,253.0,69096.0,541.0,253.0,26492.0,133816.0,160308.0,140.0,61.0,1334.0,535.0,1474.0,596.0,0.0,380.0,380.0,,,,73893.0,73893.0,0.0,21491855.0,132320.0,21624175.0,2017,JAN,1.0,2017-01-01
Kings,1494.0,22.0,0.0,9148.0,120.0,28.0,10642.0,142.0,28.0,4100.0,19871.0,23971.0,56.0,22.0,354.0,126.0,410.0,148.0,0.0,36.0,36.0,,,,11444.0,11444.0,0.0,3098667.0,20465.0,3119132.0,2017,JAN,1.0,2017-01-01
Lake,585.0,6.0,0.0,5860.0,23.0,6.0,6445.0,29.0,6.0,1521.0,10604.0,12125.0,18.0,6.0,53.0,29.0,71.0,35.0,0.0,8.0,8.0,,,,6832.0,6832.0,0.0,1636553.0,4373.0,1640926.0,2017,JAN,1.0,2017-01-01
Lassen,236.0,0.0,0.0,1368.0,2.0,0.0,1604.0,2.0,0.0,650.0,2490.0,3140.0,0.0,0.0,5.0,3.0,5.0,3.0,0.0,0.0,0.0,,,,1699.0,1699.0,0.0,433470.0,268.0,433738.0,2017,JAN,1.0,2017-01-01
Los Angeles,84741.0,2264.0,257.0,444347.0,5292.0,3243.0,529088.0,7556.0,3500.0,206836.0,853466.0,1060302.0,4747.0,3114.0,12149.0,6548.0,16896.0,9662.0,314.0,4159.0,4473.0,,,,571259.0,571259.0,0.0,155408530.0,1752895.0,157161425.0,2017,JAN,1.0,2017-01-01
Madera,1773.0,13.0,1.0,9971.0,63.0,9.0,11744.0,76.0,10.0,7826.0,23637.0,31463.0,41.0,13.0,190.0,68.0,231.0,81.0,1.0,16.0,17.0,,,,8892.0,8892.0,0.0,3770612.0,9375.0,3779987.0,2017,JAN,1.0,2017-01-01
Marin,525.0,36.0,3.0,5271.0,230.0,65.0,5796.0,266.0,68.0,1121.0,8104.0,9225.0,71.0,41.0,471.0,277.0,542.0,318.0,3.0,77.0,80.0,,,,6380.0,6380.0,0.0,1381505.0,32909.0,1414414.0,2017,JAN,1.0,2017-01-01
Mariposa,90.0,0.0,1.0,908.0,3.0,1.0,998.0,3.0,2.0,239.0,1608.0,1847.0,0.0,0.0,7.0,3.0,7.0,3.0,1.0,1.0,2.0,,,,1067.0,1067.0,0.0,252362.0,457.0,252819.0,2017,JAN,1.0,2017-01-01
Mendocino,549.0,7.0,1.0,5746.0,29.0,9.0,6295.0,36.0,10.0,1380.0,10389.0,11769.0,16.0,7.0,80.0,32.0,96.0,39.0,1.0,11.0,12.0,,,,6682.0,6682.0,0.0,1657078.0,7281.0,1664359.0,2017,JAN,1.0,2017-01-01
Merced,3675.0,17.0,1.0,20002.0,84.0,10.0,23677.0,101.0,11.0,9816.0,45078.0,54894.0,38.0,17.0,236.0,95.0,274.0,112.0,1.0,11.0,12.0,,,,25300.0,25300.0,0.0,7295080.0,11525.0,7306605.0,2017,JAN,1.0,2017-01-01
