county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail,issuances_contract_otc,issuances_other_otc,issuances_ebt,issuances_total,issuances_ebt_conv_coupon,val_issuances_fed_only,val_issuences_st_only,val_issuances_tot_all,year,month,total_households,big_six,quarter,fulldate
California,324587.0,5024.0,66.0,1021489.0,16446.0,6374.0,1346076.0,21470.0,6440.0,818172.0,2310321.0,3128493.0,11485.0,6291.0,45104.0,19285.0,56589.0,25576.0,92.0,8194.0,8286.0,0.0,0.0,0.0,1936033.0,1936033.0,0.0,469574129.91,4015656.04,473589785.95,2010,FEB,1373986.0,False,1.0,2010-02-01
Los Angeles,87896.0,1842.0,32.0,300806.0,5266.0,2287.0,388702.0,7108.0,2319.0,201235.0,644847.0,846082.0,3816.0,2352.0,14142.0,6226.0,17958.0,8578.0,39.0,2792.0,2831.0,0.0,0.0,0.0,859978.0,859978.0,0.0,132718554.0,1424636.0,134143190.0,2010,FEB,398129.0,True,1.0,2010-02-01
San Bernardino,27565.0,291.0,4.0,76840.0,1264.0,382.0,104405.0,1555.0,386.0,75061.0,194607.0,269668.0,801.0,328.0,3824.0,1431.0,4625.0,1759.0,4.0,503.0,507.0,0.0,0.0,0.0,121215.0,121215.0,0.0,39191854.0,278660.0,39470514.0,2010,FEB,106346.0,True,1.0,2010-02-01
Fresno,18277.0,93.0,0.0,55177.0,483.0,93.0,73454.0,576.0,93.0,49467.0,135441.0,184908.0,220.0,103.0,1480.0,526.0,1700.0,629.0,0.0,114.0,114.0,0.0,0.0,0.0,86579.0,86579.0,0.0,27233969.0,87893.0,27321862.0,2010,FEB,74123.0,True,1.0,2010-02-01
Riverside,18411.0,211.0,5.0,53168.0,1111.0,176.0,71579.0,1322.0,181.0,50302.0,139791.0,190093.0,564.0,228.0,3568.0,1211.0,4132.0,1439.0,6.0,214.0,220.0,0.0,0.0,0.0,78275.0,78275.0,0.0,26950138.0,186479.0,27136617.0,2010,FEB,73082.0,True,1.0,2010-02-01
Sacramento,19724.0,649.0,5.0,51284.0,741.0,272.0,71008.0,1390.0,277.0,50934.0,115998.0,166932.0,1539.0,974.0,1976.0,1010.0,3515.0,1984.0,11.0,331.0,342.0,0.0,0.0,0.0,79442.0,79442.0,0.0,25714881.0,264971.0,25979852.0,2010,FEB,72675.0,True,1.0,2010-02-01
San Diego,18406.0,410.0,4.0,47782.0,1119.0,406.0,66188.0,1529.0,410.0,50622.0,109953.0,160575.0,980.0,499.0,3056.0,1256.0,4036.0,1755.0,5.0,527.0,532.0,0.0,0.0,0.0,77560.0,77560.0,0.0,24505778.13,271333.22,24777111.35,2010,FEB,68127.0,True,1.0,2010-02-01
Orange,13713.0,199.0,3.0,46745.0,1255.0,392.0,60458.0,1454.0,395.0,34959.0,109992.0,144951.0,465.0,246.0,3256.0,1563.0,3721.0,1809.0,6.0,510.0,516.0,0.0,0.0,0.0,70767.0,70767.0,0.0,20975131.0,245326.0,21220457.0,2010,FEB,62307.0,False,1.0,2010-02-01
Kern,12031.0,71.0,0.0,34502.0,338.0,70.0,46533.0,409.0,70.0,32736.0,87729.0,120465.0,171.0,76.0,993.0,370.0,1164.0,446.0,0.0,123.0,123.0,0.0,0.0,0.0,46234.0,46234.0,0.0,17475821.0,71991.0,17547812.0,2010,FEB,47012.0,False,1.0,2010-02-01
Alameda,11633.0,335.0,2.0,32819.0,653.0,303.0,44452.0,988.0,305.0,27208.0,65522.0,92730.0,774.0,408.0,1659.0,809.0,2433.0,1217.0,5.0,406.0,411.0,0.0,0.0,0.0,45745.0,45745.0,0.0,14418731.0,202781.0,14621512.0,2010,FEB,45745.0,False,1.0,2010-02-01
Santa Clara,9931.0,148.0,2.0,27610.0,541.0,588.0,37541.0,689.0,590.0,24301.0,59138.0,83439.0,303.0,181.0,1222.0,676.0,1525.0,857.0,3.0,838.0,841.0,0.0,0.0,0.0,42982.0,42982.0,0.0,12329886.0,234970.0,12564856.0,2010,FEB,38820.0,False,1.0,2010-02-01
Tulare,10037.0,109.0,0.0,26868.0,524.0,92.0,36905.0,633.0,92.0,27616.0,66530.0,94146.0,298.0,114.0,1597.0,552.0,1895.0,666.0,0.0,108.0,108.0,0.0,0.0,0.0,40712.0,40712.0,0.0,13666970.0,85312.0,13752282.0,2010,FEB,37630.0,False,1.0,2010-02-01
San Joaquin,6442.0,3.0,0.0,24739.0,412.0,57.0,31181.0,415.0,57.0,17637.0,64259.0,81896.0,7.0,3.0,937.0,412.0,944.0,415.0,0.0,75.0,75.0,0.0,0.0,0.0,35013.0,35013.0,0.0,12135006.0,13415.0,12148421.0,2010,FEB,31653.0,False,1.0,2010-02-01
Stanislaus,7628.0,33.0,0.0,20972.0,124.0,24.0,28600.0,157.0,24.0,20069.0,47885.0,67954.0,85.0,37.0,389.0,133.0,474.0,170.0,0.0,30.0,30.0,0.0,0.0,0.0,30829.0,30829.0,0.0,9713896.0,25240.0,9739136.0,2010,FEB,28781.0,False,1.0,2010-02-01
San Francisco,3240.0,154.0,2.0,21566.0,480.0,580.0,24806.0,634.0,582.0,7173.0,31710.0,38883.0,307.0,176.0,941.0,678.0,1248.0,854.0,2.0,798.0,800.0,0.0,0.0,0.0,28188.0,28188.0,0.0,6171101.0,203104.0,6374205.0,2010,FEB,26022.0,False,1.0,2010-02-01
Ventura,4660.0,40.0,0.0,19991.0,216.0,57.0,24651.0,256.0,57.0,11578.0,41639.0,53217.0,109.0,53.0,652.0,242.0,761.0,295.0,0.0,76.0,76.0,0.0,0.0,0.0,27630.0,27630.0,0.0,7831080.0,40102.0,7871182.0,2010,FEB,24964.0,False,1.0,2010-02-01
Contra Costa,6490.0,79.0,1.0,17391.0,196.0,48.0,23881.0,275.0,49.0,15737.0,36447.0,52184.0,181.0,98.0,518.0,247.0,699.0,345.0,3.0,68.0,71.0,0.0,0.0,0.0,28238.0,28238.0,0.0,8074340.97,49867.66,8124208.63,2010,FEB,24205.0,False,1.0,2010-02-01
