county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail,issuances_contract_otc,issuances_other_otc,issuances_ebt,issuances_total,issuances_ebt_conv_coupon,val_issuances_fed_only,val_issuences_st_only,val_issuances_tot_all,year,month,total_households,quarter,fulldate
California,293153.0,3686.0,124.0,492777.0,7621.0,4342.0,785930.0,11307.0,4466.0,765922.0,1213883.0,1979805.0,8158.0,4502.0,21434.0,9361.0,29592.0,13863.0,333.0,5582.0,5915.0,0.0,0.0,183.0,918959.0,919142.0,0.0,195923911.0,1726797.12,197650708.12,2005,JUN,801703.0,2.0,2005-06-01
Alameda,16081.0,84.0,0.0,11307.0,87.0,155.0,27388.0,171.0,155.0,41167.0,28946.0,70113.0,183.0,84.0,210.0,107.0,393.0,191.0,0.0,212.0,212.0,0.0,0.0,0.0,27714.0,27714.0,0.0,5890606.0,45176.0,5935782.0,2005,JUN,27714.0,2.0,2005-06-01
Alpine,3.0,0.0,0.0,27.0,0.0,0.0,30.0,0.0,0.0,12.0,61.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,5621.0,0.0,5621.0,2005,JUN,30.0,2.0,2005-06-01
Amador,171.0,0.0,0.0,332.0,0.0,0.0,503.0,0.0,0.0,451.0,677.0,1128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554.0,554.0,0.0,114217.0,0.0,114217.0,2005,JUN,503.0,2.0,2005-06-01
Butte,2172.0,1.0,0.0,4616.0,6.0,7.0,6788.0,7.0,7.0,5840.0,11344.0,17184.0,2.0,1.0,15.0,6.0,17.0,7.0,0.0,12.0,12.0,0.0,0.0,0.0,7718.0,7718.0,0.0,1644474.0,2186.0,1646660.0,2005,JUN,6802.0,2.0,2005-06-01
Calaveras,213.0,0.0,0.0,543.0,0.0,0.0,756.0,0.0,0.0,593.0,1119.0,1712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756.0,756.0,0.0,172308.0,0.0,172308.0,2005,JUN,756.0,2.0,2005-06-01
Colusa,68.0,0.0,0.0,384.0,7.0,4.0,452.0,7.0,4.0,197.0,953.0,1150.0,0.0,0.0,20.0,7.0,20.0,7.0,0.0,6.0,6.0,0.0,0.0,0.0,497.0,497.0,0.0,103048.0,1159.0,104207.0,2005,JUN,463.0,2.0,2005-06-01
Contra Costa,7161.0,45.0,1.0,4681.0,38.0,21.0,11842.0,83.0,22.0,19719.0,9617.0,29336.0,103.0,52.0,90.0,50.0,193.0,102.0,1.0,30.0,31.0,0.0,0.0,0.0,13032.0,13032.0,0.0,2807236.0,5060.0,2812296.0,2005,JUN,11947.0,2.0,2005-06-01
Del Norte,527.0,0.0,0.0,1109.0,2.0,2.0,1636.0,2.0,2.0,1474.0,2360.0,3834.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,1640.0,1640.0,0.0,362017.0,224.0,362241.0,2005,JUN,1640.0,2.0,2005-06-01
El Dorado,581.0,0.0,0.0,1256.0,9.0,7.0,1837.0,9.0,7.0,1523.0,2583.0,4106.0,0.0,0.0,25.0,12.0,25.0,12.0,0.0,8.0,8.0,0.0,0.0,0.0,2084.0,2084.0,0.0,413236.0,1370.0,414606.0,2005,JUN,1853.0,2.0,2005-06-01
Fresno,15321.0,49.0,0.0,25747.0,268.0,13.0,41068.0,317.0,13.0,43263.0,76299.0,119562.0,144.0,57.0,947.0,297.0,1091.0,354.0,0.0,15.0,15.0,0.0,0.0,0.0,45996.0,45996.0,0.0,11003586.0,20273.0,11023859.0,2005,JUN,41398.0,2.0,2005-06-01
Glenn,235.0,0.0,0.0,621.0,2.0,0.0,856.0,2.0,0.0,666.0,1690.0,2356.0,0.0,0.0,6.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,929.0,929.0,0.0,205102.5,258.5,205361.0,2005,JUN,858.0,2.0,2005-06-01
Humboldt,1186.0,0.0,0.0,3992.0,2.0,3.0,5178.0,2.0,3.0,3058.0,7998.0,11056.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,5.0,5.0,0.0,0.0,0.0,5662.0,5662.0,0.0,1128018.0,800.0,1128818.0,2005,JUN,5183.0,2.0,2005-06-01
Imperial,1377.0,1.0,0.0,4374.0,89.0,13.0,5751.0,90.0,13.0,4074.0,12461.0,16535.0,2.0,1.0,266.0,91.0,268.0,92.0,0.0,13.0,13.0,0.0,0.0,0.0,5854.0,5854.0,0.0,1578650.0,6282.0,1584932.0,2005,JUN,5854.0,2.0,2005-06-01
Inyo,86.0,0.0,0.0,362.0,0.0,0.0,448.0,0.0,0.0,242.0,733.0,975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.0,464.0,0.0,90610.0,0.0,90610.0,2005,JUN,448.0,2.0,2005-06-01
Kern,7046.0,4.0,0.0,20363.0,262.0,77.0,27409.0,266.0,77.0,20096.0,57418.0,77514.0,11.0,4.0,815.0,275.0,826.0,279.0,0.0,104.0,104.0,0.0,0.0,0.0,29798.0,29798.0,0.0,7044503.0,38690.0,7083193.0,2005,JUN,27752.0,2.0,2005-06-01
Kings,1229.0,2.0,0.0,4058.0,26.0,8.0,5287.0,28.0,8.0,3461.0,10506.0,13967.0,6.0,2.0,64.0,27.0,70.0,29.0,0.0,9.0,9.0,0.0,0.0,0.0,5619.0,5619.0,0.0,1230944.0,2430.0,1233374.0,2005,JUN,5323.0,2.0,2005-06-01
Lake,937.0,0.0,0.0,1450.0,2.0,0.0,2387.0,2.0,0.0,1892.0,3598.0,5490.0,0.0,0.0,3.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2583.0,2583.0,0.0,536448.0,320.0,536768.0,2005,JUN,2389.0,2.0,2005-06-01
Lassen,277.0,0.0,0.0,565.0,1.0,0.0,842.0,1.0,0.0,787.0,1301.0,2088.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,909.0,909.0,0.0,195248.0,119.0,195367.0,2005,JUN,843.0,2.0,2005-06-01
Los Angeles,88099.0,1959.0,39.0,187187.0,3670.0,2255.0,275286.0,5629.0,2294.0,202265.0,437703.0,639968.0,4122.0,2359.0,10018.0,4366.0,14140.0,6725.0,67.0,2752.0,2819.0,0.0,0.0,0.0,353740.0,353740.0,0.0,69985292.0,937444.0,70922736.0,2005,JUN,283209.0,2.0,2005-06-01
