county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail,issuances_contract_otc,issuances_other_otc,issuances_ebt,issuances_total,issuances_ebt_conv_coupon,val_issuances_fed_only,val_issuences_st_only,val_issuances_tot_all,year,month,total_households,big_six,quarter,fulldate
California,267289.0,5025.0,182.0,1826478.0,21984.0,11825.0,2093767.0,27009.0,12007.0,675508.0,3627968.0,4303476.0,10926.0,6777.0,52407.0,26848.0,63333.0,33625.0,289.0,15138.0,15427.0,0.0,0.0,0.0,2349005.0,2349005.0,0.0,613986694.87,6158319.0,620145013.87,2016,MAR,2132783.0,0,1.0,2016-03-01
Los Angeles,78381.0,2191.0,68.0,487540.0,5984.0,4073.0,565921.0,8175.0,4141.0,183216.0,927976.0,1111192.0,4296.0,3083.0,13780.0,7570.0,18076.0,10653.0,126.0,5227.0,5353.0,0.0,0.0,0.0,656953.0,656953.0,0.0,166619184.0,2281625.0,168900809.0,2016,MAR,578237.0,1,1.0,2016-03-01
San Bernardino,26072.0,185.0,6.0,152233.0,945.0,374.0,178305.0,1130.0,380.0,69293.0,319845.0,389138.0,450.0,212.0,2539.0,1107.0,2989.0,1319.0,6.0,496.0,502.0,0.0,0.0,0.0,187435.0,187435.0,0.0,53954257.0,202989.0,54157246.0,2016,MAR,179815.0,1,1.0,2016-03-01
San Diego,14491.0,339.0,8.0,125775.0,1712.0,828.0,140266.0,2051.0,836.0,39535.0,241034.0,280569.0,733.0,442.0,4038.0,1951.0,4771.0,2393.0,16.0,1025.0,1041.0,0.0,0.0,0.0,169234.0,169234.0,0.0,38944833.0,391713.0,39336546.0,2016,MAR,143153.0,1,1.0,2016-03-01
Riverside,16156.0,118.0,12.0,112268.0,883.0,208.0,128424.0,1001.0,220.0,43775.0,242063.0,285838.0,306.0,142.0,2469.0,990.0,2775.0,1132.0,15.0,264.0,279.0,0.0,0.0,0.0,136325.0,136325.0,0.0,38755389.0,148956.0,38904345.0,2016,MAR,129645.0,1,1.0,2016-03-01
Orange,11568.0,227.0,9.0,108891.0,2094.0,1201.0,120459.0,2321.0,1210.0,29594.0,216481.0,246075.0,509.0,311.0,4557.0,2590.0,5066.0,2901.0,14.0,1586.0,1600.0,0.0,0.0,0.0,130272.0,130272.0,0.0,34260930.0,532337.0,34793267.0,2016,MAR,123990.0,1,1.0,2016-03-01
Sacramento,14993.0,499.0,10.0,86635.0,1090.0,614.0,101628.0,1589.0,624.0,38465.0,171422.0,209887.0,1129.0,791.0,2428.0,1513.0,3557.0,2304.0,16.0,825.0,841.0,0.0,0.0,0.0,119350.0,119350.0,0.0,30820072.0,386340.0,31206412.0,2016,MAR,103841.0,1,1.0,2016-03-01
Fresno,13767.0,222.0,16.0,82701.0,661.0,184.0,96468.0,883.0,200.0,37433.0,185071.0,222504.0,573.0,264.0,1752.0,755.0,2325.0,1019.0,24.0,225.0,249.0,0.0,0.0,0.0,108951.0,108951.0,0.0,32925354.0,164777.0,33090131.0,2016,MAR,97551.0,0,1.0,2016-03-01
Kern,10676.0,66.0,3.0,59762.0,495.0,255.0,70438.0,561.0,258.0,28754.0,134602.0,163356.0,169.0,72.0,1363.0,559.0,1532.0,631.0,3.0,375.0,378.0,0.0,0.0,0.0,75083.0,75083.0,0.0,22361821.0,138272.0,22500093.0,2016,MAR,71257.0,0,1.0,2016-03-01
Alameda,6677.0,236.0,6.0,52272.0,1350.0,648.0,58949.0,1586.0,654.0,15262.0,95768.0,111030.0,538.0,312.0,3050.0,1722.0,3588.0,2034.0,11.0,894.0,905.0,0.0,0.0,0.0,61189.0,61189.0,0.0,16574901.0,339398.0,16914299.0,2016,MAR,61189.0,0,1.0,2016-03-01
