county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail,issuances_contract_otc,issuances_other_otc,issuances_ebt,issuances_total,issuances_ebt_conv_coupon,val_issuances_fed_only,val_issuences_st_only,val_issuances_tot_all,year,month,quarter,fulldate
California,334240.0,5149.0,82.0,1113144.0,16853.0,6855.0,1447384.0,22002.0,6937.0,850240.0,2470376.0,3320616.0,11719.0,6453.0,45976.0,19884.0,57695.0,26337.0,96.0,8892.0,8988.0,0.0,0.0,0.0,2059900.0,2059900.0,0.0,496704849.74,4286013.49,500990863.23,2010,JUL,3.0,2010-07-01
Alameda,11873.0,317.0,4.0,35436.0,727.0,330.0,47309.0,1044.0,334.0,27751.0,70411.0,98162.0,776.0,372.0,1790.0,914.0,2566.0,1286.0,4.0,429.0,433.0,0.0,0.0,0.0,48687.0,48687.0,0.0,15349919.0,218250.0,15568169.0,2010,JUL,3.0,2010-07-01
Alpine,4.0,0.0,0.0,67.0,0.0,0.0,71.0,0.0,0.0,10.0,133.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0,19128.0,0.0,19128.0,2010,JUL,3.0,2010-07-01
Amador,263.0,0.0,0.0,979.0,1.0,0.0,1242.0,1.0,0.0,702.0,1854.0,2556.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1359.0,1359.0,0.0,381394.0,0.0,381394.0,2010,JUL,3.0,2010-07-01
Butte,1922.0,3.0,0.0,9639.0,40.0,39.0,11561.0,43.0,39.0,4944.0,19930.0,24874.0,9.0,3.0,127.0,44.0,136.0,47.0,0.0,93.0,93.0,0.0,0.0,0.0,12645.0,12645.0,0.0,3668289.0,12581.0,3680870.0,2010,JUL,3.0,2010-07-01
Calaveras,386.0,1.0,0.0,1575.0,2.0,0.0,1961.0,3.0,0.0,1091.0,3066.0,4157.0,1.0,1.0,5.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2112.0,2112.0,0.0,608436.0,403.0,608839.0,2010,JUL,3.0,2010-07-01
Colusa,107.0,3.0,0.0,463.0,6.0,1.0,570.0,9.0,1.0,298.0,1215.0,1513.0,8.0,3.0,18.0,8.0,26.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,648.0,648.0,0.0,214033.0,819.0,214852.0,2010,JUL,3.0,2010-07-01
Contra Costa,6578.0,67.0,1.0,19681.0,233.0,70.0,26259.0,300.0,71.0,15892.0,40733.0,56625.0,146.0,80.0,614.0,290.0,760.0,370.0,1.0,97.0,98.0,0.0,0.0,0.0,29513.0,29513.0,0.0,8664802.75,56614.5,8721417.25,2010,JUL,3.0,2010-07-01
Del Norte,539.0,0.0,0.0,1865.0,10.0,8.0,2404.0,10.0,8.0,1505.0,3528.0,5033.0,0.0,0.0,28.0,10.0,28.0,10.0,0.0,30.0,30.0,0.0,0.0,0.0,2422.0,2422.0,0.0,729984.0,1224.0,731208.0,2010,JUL,3.0,2010-07-01
El Dorado,731.0,9.0,0.0,3961.0,14.0,2.0,4692.0,23.0,2.0,1910.0,7646.0,9556.0,23.0,9.0,35.0,17.0,58.0,26.0,0.0,2.0,2.0,0.0,0.0,0.0,5163.0,5163.0,0.0,1415967.0,2804.0,1418771.0,2010,JUL,3.0,2010-07-01
Fresno,17812.0,79.0,0.0,59301.0,472.0,103.0,77113.0,551.0,103.0,47860.0,143737.0,191597.0,196.0,85.0,1407.0,531.0,1603.0,616.0,0.0,124.0,124.0,0.0,0.0,0.0,85001.0,85001.0,0.0,27998295.27,86368.65,28084663.92,2010,JUL,3.0,2010-07-01
