county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail,issuances_contract_otc,issuances_other_otc,issuances_ebt,issuances_total,issuances_ebt_conv_coupon,val_issuances_fed_only,val_issuences_st_only,val_issuances_tot_all,year,month,quarter,fulldate
Alameda,4917.0,191.0,7.0,49641.0,1424.0,684.0,11275.0,89266.0,444.0,256.0,3163.0,1862.0,13.0,904.0,54558.0,1615.0,691.0,100541.0,3607.0,2118.0,917.0,,,,56864.0,56864.0,0.0,14790381.0,342905.0,15133286.0,2017,JUL,3.0,2017-07-01
Alpine,1.0,0.0,0.0,75.0,0.0,0.0,1.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,138.0,0.0,0.0,0.0,,,,80.0,80.0,0.0,16899.0,0.0,16899.0,2017,JUL,3.0,2017-07-01
Amador,118.0,0.0,0.0,1529.0,2.0,0.0,300.0,2690.0,0.0,0.0,7.0,2.0,0.0,0.0,1647.0,2.0,0.0,2990.0,7.0,2.0,0.0,,,,1708.0,1708.0,0.0,392151.0,0.0,392151.0,2017,JUL,3.0,2017-07-01
Butte,1525.0,8.0,0.0,15052.0,42.0,24.0,3785.0,26933.0,20.0,9.0,117.0,45.0,0.0,28.0,16577.0,50.0,24.0,30718.0,137.0,54.0,28.0,,,,17504.0,17504.0,0.0,4179670.0,9799.0,4189469.0,2017,JUL,3.0,2017-07-01
Calaveras,192.0,0.0,0.0,2585.0,4.0,4.0,511.0,4452.0,0.0,0.0,7.0,5.0,0.0,5.0,2777.0,4.0,4.0,4963.0,7.0,5.0,5.0,,,,2928.0,2928.0,0.0,665392.0,1340.0,666732.0,2017,JUL,3.0,2017-07-01
Colusa,79.0,2.0,0.0,603.0,2.0,1.0,191.0,1320.0,5.0,2.0,6.0,2.0,0.0,1.0,682.0,4.0,1.0,1511.0,11.0,4.0,1.0,,,,731.0,731.0,0.0,185279.0,446.0,185725.0,2017,JUL,3.0,2017-07-01
Contra Costa,3605.0,103.0,1.0,27010.0,402.0,121.0,8396.0,51925.0,242.0,149.0,976.0,546.0,1.0,153.0,30615.0,505.0,122.0,60321.0,1218.0,695.0,154.0,,,,36096.0,36096.0,0.0,8666989.0,83689.0,8750678.0,2017,JUL,3.0,2017-07-01
Del Norte,358.0,0.0,0.0,2203.0,1.0,2.0,1023.0,4218.0,0.0,0.0,2.0,1.0,0.0,5.0,2561.0,1.0,2.0,5241.0,2.0,1.0,5.0,,,,2662.0,2662.0,0.0,687250.0,511.0,687761.0,2017,JUL,3.0,2017-07-01
El Dorado,502.0,2.0,0.0,6281.0,25.0,7.0,1198.0,10738.0,2.0,2.0,67.0,32.0,0.0,7.0,6783.0,27.0,7.0,11936.0,69.0,34.0,7.0,,,,7094.0,7094.0,0.0,1601623.0,2996.0,1604619.0,2017,JUL,3.0,2017-07-01
Fresno,11311.0,168.0,8.0,75621.0,651.0,227.0,30628.0,169857.0,418.0,210.0,1816.0,750.0,10.0,289.0,86932.0,819.0,235.0,200485.0,2234.0,960.0,299.0,,,,101171.0,101171.0,0.0,29574957.0,160888.0,29735845.0,2017,JUL,3.0,2017-07-01
