county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail,issuances_contract_otc,issuances_other_otc,issuances_ebt,issuances_total,issuances_ebt_conv_coupon,val_issuances_fed_only,val_issuences_st_only,val_issuances_tot_all,year,month,total_households,big_six,quarter,fulldate
California,328312.0,4700.0,102.0,1376421.0,18364.0,7566.0,1704733.0,23064.0,7668.0,826519.0,2982546.0,3809065.0,10298.0,6019.0,47731.0,21996.0,58029.0,28015.0,135.0,9966.0,10101.0,0.0,0.0,0.0,2456467.0,2456467.0,0.0,580222205.8,4898962.38,585121168.18,2011,OCT,1735465.0,False,4.0,2011-10-01
Los Angeles,94762.0,1740.0,36.0,388069.0,5302.0,2597.0,482831.0,7042.0,2633.0,217846.0,809009.0,1026855.0,3420.0,2345.0,13478.0,6302.0,16898.0,8647.0,54.0,3300.0,3354.0,0.0,0.0,0.0,1058809.0,1058809.0,0.0,162636153.0,1639164.0,164275317.0,2011,OCT,492506.0,True,4.0,2011-10-01
San Bernardino,28765.0,167.0,8.0,109876.0,984.0,295.0,138641.0,1151.0,303.0,77761.0,260265.0,338026.0,430.0,183.0,2775.0,1120.0,3205.0,1303.0,9.0,374.0,383.0,0.0,0.0,0.0,167068.0,167068.0,0.0,50042712.0,219753.0,50262465.0,2011,OCT,140095.0,True,4.0,2011-10-01
San Diego,18951.0,445.0,20.0,82707.0,1668.0,631.0,101658.0,2113.0,651.0,51577.0,174979.0,226556.0,1049.0,601.0,4349.0,1930.0,5398.0,2531.0,26.0,821.0,847.0,0.0,0.0,0.0,114885.0,114885.0,0.0,34810199.62,416884.93,35227084.55,2011,OCT,104422.0,True,4.0,2011-10-01
Riverside,20404.0,214.0,2.0,78947.0,1272.0,265.0,99351.0,1486.0,267.0,56053.0,191278.0,247331.0,568.0,242.0,3890.0,1421.0,4458.0,1663.0,2.0,326.0,328.0,0.0,0.0,0.0,123026.0,123026.0,0.0,36151309.0,253023.0,36404332.0,2011,OCT,101104.0,True,4.0,2011-10-01
Orange,14225.0,185.0,2.0,72975.0,1714.0,637.0,87200.0,1899.0,639.0,36019.0,161321.0,197340.0,410.0,245.0,4093.0,2127.0,4503.0,2372.0,3.0,841.0,844.0,0.0,0.0,0.0,96227.0,96227.0,0.0,29130338.0,360684.0,29491022.0,2011,OCT,89738.0,True,4.0,2011-10-01
Sacramento,18255.0,481.0,1.0,67030.0,919.0,327.0,85285.0,1400.0,328.0,46016.0,147422.0,193438.0,1099.0,717.0,2369.0,1212.0,3468.0,1929.0,1.0,449.0,450.0,0.0,0.0,0.0,92383.0,92383.0,0.0,30219742.22,301441.75,30521183.97,2011,OCT,87013.0,True,4.0,2011-10-01
Fresno,16021.0,87.0,0.0,69020.0,481.0,109.0,85041.0,568.0,109.0,42264.0,163571.0,205835.0,217.0,99.0,1380.0,533.0,1597.0,632.0,0.0,136.0,136.0,0.0,0.0,0.0,92374.0,92374.0,0.0,30902879.0,93777.0,30996656.0,2011,OCT,85718.0,False,4.0,2011-10-01
Alameda,11072.0,319.0,5.0,46053.0,940.0,416.0,57125.0,1259.0,421.0,25929.0,89920.0,115849.0,705.0,367.0,2196.0,1177.0,2901.0,1544.0,5.0,575.0,580.0,0.0,0.0,0.0,58805.0,58805.0,0.0,18268754.0,270602.0,18539356.0,2011,OCT,58805.0,False,4.0,2011-10-01
Kern,12350.0,80.0,2.0,41048.0,320.0,118.0,53398.0,400.0,120.0,33459.0,98805.0,132264.0,200.0,90.0,945.0,364.0,1145.0,454.0,2.0,180.0,182.0,0.0,0.0,0.0,64106.0,64106.0,0.0,19444520.0,90156.0,19534676.0,2011,OCT,53918.0,False,4.0,2011-10-01
