county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail,issuances_contract_otc,issuances_other_otc,issuances_ebt,issuances_total,issuances_ebt_conv_coupon,val_issuances_fed_only,val_issuences_st_only,val_issuances_tot_all,year,month,total_households,big_six,quarter,fulldate
California,320613.0,4521.0,207.0,417126.0,7138.0,4346.0,737739.0,11659.0,4553.0,866284.0,998891.0,1865175.0,10217.0,5469.0,19997.0,9007.0,30214.0,14476.0,620.0,5818.0,6438.0,4669.0,1067.0,6779.0,811409.0,823924.0,3466.0,168202217.0,1505970.0,169708187.0,2004,APR,753951.0,False,2.0,2004-04-01
Los Angeles,97400.0,1980.0,29.0,173214.0,2929.0,2395.0,270614.0,4909.0,2424.0,231563.0,401483.0,633046.0,4297.0,2368.0,8182.0,3527.0,12479.0,5895.0,38.0,2942.0,2980.0,0.0,0.0,0.0,314178.0,314178.0,0.0,61430610.0,728642.0,62159252.0,2004,APR,277947.0,True,2.0,2004-04-01
San Bernardino,22839.0,169.0,2.0,23118.0,376.0,224.0,45957.0,545.0,226.0,65092.0,64467.0,129559.0,445.0,180.0,1176.0,421.0,1621.0,601.0,2.0,286.0,288.0,6.0,0.0,0.0,52177.0,52183.0,2338.0,11626016.0,69695.0,11695711.0,2004,APR,46728.0,True,2.0,2004-04-01
Sacramento,23472.0,450.0,93.0,13121.0,135.0,153.0,36593.0,585.0,246.0,75420.0,28295.0,103715.0,1043.0,795.0,337.0,203.0,1380.0,998.0,363.0,233.0,596.0,0.0,0.0,0.0,40444.0,40444.0,0.0,9147967.0,107381.0,9255348.0,2004,APR,37424.0,True,2.0,2004-04-01
Fresno,20517.0,154.0,2.0,13296.0,236.0,8.0,33813.0,390.0,10.0,67057.0,33560.0,100617.0,429.0,168.0,738.0,262.0,1167.0,430.0,2.0,10.0,12.0,0.0,0.0,0.0,37202.0,37202.0,0.0,8554644.0,26401.0,8581045.0,2004,APR,34213.0,True,2.0,2004-04-01
San Diego,14594.0,251.0,12.0,14407.0,245.0,127.0,29001.0,496.0,139.0,39593.0,39507.0,79100.0,577.0,282.0,613.0,305.0,1190.0,587.0,30.0,169.0,199.0,0.0,0.0,508.0,31616.0,32124.0,937.0,6734105.0,56753.0,6790858.0,2004,APR,29636.0,True,2.0,2004-04-01
Orange,11080.0,137.0,7.0,17503.0,382.0,115.0,28583.0,519.0,122.0,28606.0,45712.0,74318.0,239.0,150.0,902.0,452.0,1141.0,602.0,21.0,161.0,182.0,0.0,0.0,0.0,30088.0,30088.0,0.0,6114320.0,57117.0,6171437.0,2004,APR,29224.0,True,2.0,2004-04-01
Kern,9017.0,260.0,0.0,15222.0,860.0,104.0,24239.0,1120.0,104.0,25053.0,43470.0,68523.0,725.0,271.0,2753.0,938.0,3478.0,1209.0,0.0,105.0,105.0,0.0,0.0,0.0,26620.0,26620.0,0.0,6208908.0,60883.0,6269791.0,2004,APR,25463.0,False,2.0,2004-04-01
Riverside,15405.0,117.0,12.0,9636.0,159.0,61.0,25041.0,276.0,73.0,46857.0,25905.0,72762.0,335.0,135.0,520.0,198.0,855.0,333.0,52.0,89.0,141.0,0.0,0.0,0.0,28001.0,28001.0,0.0,6213039.0,29777.0,6242816.0,2004,APR,25390.0,False,2.0,2004-04-01
Alameda,14713.0,68.0,0.0,9902.0,77.0,109.0,24615.0,145.0,109.0,37665.0,25349.0,63014.0,143.0,83.0,153.0,80.0,296.0,163.0,0.0,145.0,145.0,0.0,0.0,0.0,24869.0,24869.0,0.0,4976091.0,32322.0,5008413.0,2004,APR,24869.0,False,2.0,2004-04-01
Santa Clara,10053.0,155.0,1.0,11288.0,231.0,233.0,21341.0,386.0,234.0,26496.0,25380.0,51876.0,340.0,161.0,493.0,293.0,833.0,454.0,1.0,326.0,327.0,0.0,0.0,0.0,21922.0,21922.0,0.0,4612048.0,75023.0,4687071.0,2004,APR,21961.0,False,2.0,2004-04-01
San Francisco,5177.0,127.0,14.0,13717.0,182.0,354.0,18894.0,309.0,368.0,13445.0,17237.0,30682.0,170.0,147.0,308.0,217.0,478.0,364.0,28.0,476.0,504.0,0.0,0.0,0.0,21044.0,21044.0,0.0,2821148.0,73411.0,2894559.0,2004,APR,19571.0,False,2.0,2004-04-01
Tulare,10665.0,100.0,0.0,8261.0,272.0,45.0,18926.0,372.0,45.0,32982.0,20548.0,53530.0,161.0,108.0,734.0,719.0,895.0,827.0,0.0,279.0,279.0,0.0,0.0,0.0,21377.0,21377.0,0.0,4512666.0,18448.0,4531114.0,2004,APR,19343.0,False,2.0,2004-04-01
San Joaquin,6718.0,4.0,8.0,10364.0,54.0,51.0,17082.0,58.0,59.0,19218.0,29060.0,48278.0,11.0,6.0,300.0,167.0,311.0,173.0,28.0,113.0,141.0,0.0,0.0,0.0,18525.0,18525.0,0.0,4200944.0,13979.0,4214923.0,2004,APR,17199.0,False,2.0,2004-04-01
Stanislaus,6156.0,36.0,4.0,7518.0,135.0,42.0,13674.0,171.0,46.0,17040.0,19525.0,36565.0,81.0,42.0,399.0,178.0,480.0,220.0,8.0,58.0,66.0,0.0,0.0,0.0,13785.0,13785.0,0.0,3047041.0,19303.0,3066344.0,2004,APR,13891.0,False,2.0,2004-04-01
Contra Costa,6472.0,122.0,5.0,3753.0,49.0,20.0,10225.0,171.0,25.0,17760.0,7481.0,25241.0,268.0,144.0,111.0,54.0,379.0,198.0,10.0,28.0,38.0,0.0,0.0,0.0,11564.0,11564.0,0.0,2246781.0,13569.0,2260350.0,2004,APR,10421.0,False,2.0,2004-04-01
Merced,4378.0,30.0,1.0,5239.0,59.0,8.0,9617.0,89.0,9.0,12510.0,15878.0,28388.0,69.0,31.0,215.0,71.0,284.0,102.0,4.0,11.0,15.0,0.0,0.0,0.0,10610.0,10610.0,0.0,2343236.0,5442.0,2348678.0,2004,APR,9715.0,False,2.0,2004-04-01
Ventura,3834.0,23.0,1.0,5483.0,82.0,39.0,9317.0,105.0,40.0,10584.0,13286.0,23870.0,60.0,26.0,232.0,87.0,292.0,113.0,5.0,60.0,65.0,0.0,0.0,0.0,10088.0,10088.0,0.0,1999224.0,13012.0,2012236.0,2004,APR,9462.0,False,2.0,2004-04-01
Santa Barbara,3593.0,74.0,5.0,3436.0,95.0,32.0,7029.0,169.0,37.0,7140.0,8662.0,15802.0,132.0,74.0,281.0,138.0,413.0,212.0,9.0,46.0,55.0,0.0,0.0,0.0,7814.0,7814.0,0.0,1421531.0,14901.0,1436432.0,2004,APR,7235.0,False,2.0,2004-04-01
Monterey,2975.0,44.0,0.0,4130.0,60.0,9.0,7105.0,104.0,9.0,7629.0,11000.0,18629.0,129.0,45.0,176.0,61.0,305.0,106.0,0.0,9.0,9.0,0.0,0.0,0.0,7699.0,7699.0,0.0,1588030.0,7856.0,1595886.0,2004,APR,7218.0,False,2.0,2004-04-01
