county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail,issuances_contract_otc,issuances_other_otc,issuances_ebt,issuances_total,issuances_ebt_conv_coupon,val_issuances_fed_only,val_issuences_st_only,val_issuances_tot_all,year,month,quarter,fulldate
California,316756.0,4179.0,779.0,426197.0,6143.0,4502.0,742953.0,10322.0,5281.0,854147.0,1021709.0,1875856.0,9364.0,5107.0,17370.0,8006.0,26734.0,13113.0,2619.0,6709.0,9328.0,4709.0,1063.0,6559.0,818724.0,831055.0,440.0,169502692.16,1437264.0,170939956.16,2004,MAY,2.0,2004-05-01
Alameda,15014.0,64.0,0.0,9808.0,74.0,111.0,24822.0,138.0,111.0,38436.0,25108.0,63544.0,133.0,69.0,183.0,78.0,316.0,147.0,0.0,148.0,148.0,0.0,0.0,0.0,25071.0,25071.0,0.0,5011560.0,31139.0,5042699.0,2004,MAY,2.0,2004-05-01
Alpine,8.0,0.0,0.0,28.0,0.0,0.0,36.0,0.0,0.0,25.0,77.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,36.0,0.0,6551.0,0.0,6551.0,2004,MAY,2.0,2004-05-01
Amador,128.0,0.0,0.0,311.0,0.0,0.0,439.0,0.0,0.0,326.0,647.0,973.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,446.0,0.0,68.0,0.0,514.0,0.0,96229.0,0.0,96229.0,2004,MAY,2.0,2004-05-01
Butte,2367.0,7.0,1.0,4196.0,12.0,3.0,6563.0,19.0,4.0,6504.0,10191.0,16695.0,23.0,7.0,45.0,12.0,68.0,19.0,1.0,3.0,4.0,0.0,0.0,0.0,7103.0,7103.0,0.0,1466282.0,1372.0,1467654.0,2004,MAY,2.0,2004-05-01
Calaveras,240.0,0.0,0.0,518.0,0.0,1.0,758.0,0.0,1.0,607.0,893.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,602.0,0.0,149.0,0.0,751.0,0.0,138927.0,63.0,138990.0,2004,MAY,2.0,2004-05-01
Colusa,76.0,0.0,0.0,339.0,6.0,4.0,415.0,6.0,4.0,210.0,919.0,1129.0,0.0,0.0,17.0,6.0,17.0,6.0,0.0,5.0,5.0,0.0,0.0,0.0,439.0,439.0,0.0,86302.0,599.0,86901.0,2004,MAY,2.0,2004-05-01
Contra Costa,6510.0,52.0,5.0,3820.0,35.0,13.0,10330.0,87.0,18.0,17916.0,7840.0,25756.0,114.0,62.0,87.0,39.0,201.0,101.0,13.0,18.0,31.0,0.0,0.0,0.0,11494.0,11494.0,0.0,2264766.0,8345.0,2273111.0,2004,MAY,2.0,2004-05-01
Del Norte,502.0,2.0,0.0,929.0,2.0,2.0,1431.0,4.0,2.0,1465.0,1951.0,3416.0,6.0,2.0,21.0,2.0,27.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,1437.0,1437.0,0.0,295293.0,424.0,295717.0,2004,MAY,2.0,2004-05-01
El Dorado,600.0,2.0,0.0,1091.0,9.0,7.0,1691.0,11.0,7.0,1618.0,2186.0,3804.0,6.0,2.0,20.0,9.0,26.0,11.0,0.0,7.0,7.0,0.0,0.0,0.0,1834.0,1834.0,0.0,332477.0,2304.0,334781.0,2004,MAY,2.0,2004-05-01
Fresno,20531.0,148.0,5.0,13493.0,219.0,12.0,34024.0,367.0,17.0,66863.0,34612.0,101475.0,426.0,164.0,694.0,251.0,1120.0,415.0,15.0,14.0,29.0,0.0,0.0,0.0,37611.0,37611.0,0.0,8657584.0,28322.0,8685906.0,2004,MAY,2.0,2004-05-01
Glenn,223.0,0.0,0.0,564.0,2.0,0.0,787.0,2.0,0.0,601.0,1558.0,2159.0,0.0,0.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0,850.0,0.0,172267.0,157.0,172424.0,2004,MAY,2.0,2004-05-01
Humboldt,1139.0,1.0,0.0,3325.0,2.0,4.0,4464.0,3.0,4.0,2942.0,6692.0,9634.0,5.0,1.0,9.0,2.0,14.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,4871.0,4871.0,0.0,898813.0,613.0,899426.0,2004,MAY,2.0,2004-05-01
Imperial,1478.0,33.0,1.0,3574.0,102.0,38.0,5052.0,135.0,39.0,4311.0,10389.0,14700.0,79.0,33.0,246.0,117.0,325.0,150.0,1.0,40.0,41.0,0.0,0.0,0.0,5266.0,5266.0,0.0,1295799.0,12271.0,1308070.0,2004,MAY,2.0,2004-05-01
Inyo,62.0,0.0,0.0,342.0,0.0,0.0,404.0,0.0,0.0,150.0,654.0,804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,428.0,0.0,74779.0,0.0,74779.0,2004,MAY,2.0,2004-05-01
Kern,7730.0,120.0,0.0,17517.0,22.0,5.0,25247.0,142.0,5.0,22156.0,50139.0,72295.0,322.0,128.0,56.0,23.0,378.0,151.0,0.0,6.0,6.0,0.0,0.0,0.0,26699.0,26699.0,0.0,6192659.0,8477.0,6201136.0,2004,MAY,2.0,2004-05-01
