county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail,issuances_contract_otc,issuances_other_otc,issuances_ebt,issuances_total,issuances_ebt_conv_coupon,val_issuances_fed_only,val_issuences_st_only,val_issuances_tot_all,year,month,quarter,fulldate
California,277655.0,4163.0,195.0,523317.0,8290.0,4301.0,800972.0,12453.0,4496.0,703667.0,1272477.0,1976144.0,9488.0,4783.0,23586.0,10056.0,33074.0,14839.0,404.0,5725.0,6129.0,0.0,0.0,136.0,921496.0,921632.0,0.0,202865496.62,1827808.67,204693305.29,2006,MAR,1.0,2006-03-01
Alameda,15456.0,568.0,138.0,15746.0,105.0,36.0,31202.0,673.0,174.0,38019.0,30449.0,68468.0,1615.0,347.0,432.0,39.0,2047.0,386.0,311.0,43.0,354.0,0.0,0.0,0.0,32049.0,32049.0,0.0,6573163.0,58095.0,6631258.0,2006,MAR,1.0,2006-03-01
Alpine,2.0,0.0,0.0,33.0,0.0,0.0,35.0,0.0,0.0,4.0,67.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,7217.0,0.0,7217.0,2006,MAR,1.0,2006-03-01
Amador,149.0,0.0,0.0,391.0,0.0,0.0,540.0,0.0,0.0,407.0,805.0,1212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.0,605.0,0.0,127344.0,0.0,127344.0,2006,MAR,1.0,2006-03-01
Butte,1948.0,0.0,2.0,5436.0,8.0,7.0,7384.0,8.0,9.0,5098.0,12635.0,17733.0,0.0,0.0,16.0,9.0,16.0,9.0,2.0,8.0,10.0,0.0,0.0,0.0,8191.0,8191.0,0.0,1757366.0,741.0,1758107.0,2006,MAR,1.0,2006-03-01
Calaveras,241.0,0.0,0.0,561.0,0.0,0.0,802.0,0.0,0.0,576.0,1140.0,1716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802.0,802.0,0.0,175065.0,0.0,175065.0,2006,MAR,1.0,2006-03-01
Colusa,91.0,0.0,0.0,404.0,9.0,5.0,495.0,9.0,5.0,267.0,1088.0,1355.0,0.0,0.0,23.0,11.0,23.0,11.0,0.0,7.0,7.0,0.0,0.0,0.0,541.0,541.0,0.0,114689.0,1373.0,116062.0,2006,MAR,1.0,2006-03-01
Contra Costa,5620.0,27.0,2.0,7478.0,81.0,31.0,13098.0,108.0,33.0,13769.0,17374.0,31143.0,63.0,30.0,196.0,122.0,259.0,152.0,6.0,53.0,59.0,0.0,0.0,0.0,15695.0,15695.0,0.0,3205177.0,22049.0,3227226.0,2006,MAR,1.0,2006-03-01
Del Norte,504.0,0.0,0.0,1205.0,4.0,1.0,1709.0,4.0,1.0,1413.0,2505.0,3918.0,0.0,0.0,14.0,6.0,14.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,1714.0,1714.0,0.0,391391.0,363.0,391754.0,2006,MAR,1.0,2006-03-01
El Dorado,577.0,0.0,0.0,1312.0,6.0,5.0,1889.0,6.0,5.0,1484.0,2699.0,4183.0,0.0,0.0,17.0,7.0,17.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,2111.0,2111.0,0.0,434536.0,1071.0,435607.0,2006,MAR,1.0,2006-03-01
Fresno,14720.0,47.0,0.0,25837.0,200.0,9.0,40557.0,247.0,9.0,41209.0,77080.0,118289.0,139.0,53.0,689.0,211.0,828.0,264.0,0.0,11.0,11.0,0.0,0.0,0.0,45593.0,45593.0,0.0,11495929.0,16703.0,11512632.0,2006,MAR,1.0,2006-03-01
Glenn,229.0,0.0,0.0,669.0,1.0,0.0,898.0,1.0,0.0,629.0,1793.0,2422.0,0.0,0.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,998.0,998.0,0.0,219453.0,99.6,219552.6,2006,MAR,1.0,2006-03-01
Humboldt,1188.0,1.0,0.0,3760.0,8.0,3.0,4948.0,9.0,3.0,2972.0,7627.0,10599.0,5.0,1.0,18.0,8.0,23.0,9.0,0.0,4.0,4.0,0.0,0.0,0.0,5599.0,5599.0,0.0,1097376.0,901.0,1098277.0,2006,MAR,1.0,2006-03-01
