county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail,issuances_contract_otc,issuances_other_otc,issuances_ebt,issuances_total,issuances_ebt_conv_coupon,val_issuances_fed_only,val_issuences_st_only,val_issuances_tot_all,year,month,total_households,big_six,quarter,fulldate
California,256433.0,5005.0,151.0,1788315.0,20987.0,11192.0,2044748.0,25992.0,11343.0,654012.0,3542034.0,4196046.0,11084.0,6736.0,50298.0,25656.0,61382.0,32392.0,248.0,14371.0,14619.0,\N,\N,\N,2274847.0,2274847.0,0.0,593619123.0,5739306.0,599358429.0,2016,JUL,2082083.0,False,3.0,2016-07-01
Los Angeles,82254.0,2239.0,49.0,457909.0,5411.0,3615.0,540163.0,7650.0,3664.0,201108.0,866924.0,1068032.0,4625.0,3085.0,12479.0,6730.0,17104.0,9815.0,87.0,4636.0,4723.0,\N,\N,\N,620777.0,620777.0,0.0,159838216.0,2022241.0,161860457.0,2016,JUL,551477.0,True,3.0,2016-07-01
San Bernardino,24793.0,169.0,8.0,153168.0,911.0,372.0,177961.0,1080.0,380.0,65854.0,321277.0,387131.0,422.0,192.0,2389.0,1086.0,2811.0,1278.0,9.0,485.0,494.0,\N,\N,\N,186514.0,186514.0,0.0,53320746.0,190585.0,53511331.0,2016,JUL,179421.0,True,3.0,2016-07-01
San Diego,13368.0,327.0,7.0,126313.0,1736.0,773.0,139681.0,2063.0,780.0,36405.0,241948.0,278353.0,701.0,435.0,4193.0,2015.0,4894.0,2450.0,18.0,970.0,988.0,\N,\N,\N,167141.0,167141.0,0.0,38271583.0,375278.0,38646861.0,2016,JUL,142524.0,True,3.0,2016-07-01
Riverside,15215.0,107.0,14.0,112369.0,847.0,195.0,127584.0,954.0,209.0,41221.0,241188.0,282409.0,271.0,131.0,2413.0,942.0,2684.0,1073.0,17.0,244.0,261.0,\N,\N,\N,134769.0,134769.0,0.0,38023757.0,128447.0,38152204.0,2016,JUL,128747.0,True,3.0,2016-07-01
Orange,10836.0,226.0,5.0,109285.0,2064.0,1157.0,120121.0,2290.0,1162.0,27689.0,215839.0,243528.0,521.0,318.0,4491.0,2540.0,5012.0,2858.0,7.0,1557.0,1564.0,\N,\N,\N,129175.0,129175.0,0.0,33677027.0,505907.0,34182934.0,2016,JUL,123573.0,True,3.0,2016-07-01
Sacramento,14232.0,557.0,6.0,85777.0,1063.0,599.0,100009.0,1620.0,605.0,36506.0,169742.0,206248.0,1277.0,905.0,2429.0,1511.0,3706.0,2416.0,13.0,790.0,803.0,\N,\N,\N,116949.0,116949.0,0.0,30108859.0,390544.0,30499403.0,2016,JUL,102234.0,True,3.0,2016-07-01
Fresno,12396.0,194.0,17.0,81021.0,663.0,209.0,93417.0,857.0,226.0,33429.0,181670.0,215099.0,476.0,228.0,1819.0,766.0,2295.0,994.0,32.0,251.0,283.0,\N,\N,\N,105747.0,105747.0,0.0,31741529.0,169183.0,31910712.0,2016,JUL,94500.0,False,3.0,2016-07-01
Kern,9897.0,60.0,2.0,59801.0,442.0,264.0,69698.0,502.0,266.0,26491.0,134903.0,161394.0,159.0,65.0,1199.0,486.0,1358.0,551.0,3.0,414.0,417.0,\N,\N,\N,76044.0,76044.0,0.0,21770188.0,125236.0,21895424.0,2016,JUL,70466.0,False,3.0,2016-07-01
Alameda,6258.0,240.0,10.0,51775.0,1390.0,650.0,58033.0,1630.0,660.0,14352.0,94522.0,108874.0,575.0,310.0,3166.0,1810.0,3741.0,2120.0,18.0,878.0,896.0,\N,\N,\N,60323.0,60323.0,0.0,16064163.0,339809.0,16403972.0,2016,JUL,60323.0,False,3.0,2016-07-01
