county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail,issuances_contract_otc,issuances_other_otc,issuances_ebt,issuances_total,issuances_ebt_conv_coupon,val_issuances_fed_only,val_issuences_st_only,val_issuances_tot_all,year,month,total_households,quarter,fulldate
Orange,9748.0,77.0,0.0,20413.0,363.0,137.0,30161.0,440.0,137.0,24687.0,53607.0,78294.0,165.0,83.0,940.0,433.0,1105.0,516.0,0.0,176.0,176.0,0.0,0.0,0.0,31999.0,31999.0,0.0,6985235.0,54203.0,7039438.0,2005,JUL,30738.0,3.0,2005-07-01
Placer,1077.0,11.0,3.0,1226.0,8.0,1.0,2303.0,19.0,4.0,2296.0,2808.0,5104.0,30.0,12.0,19.0,13.0,49.0,25.0,7.0,1.0,8.0,0.0,0.0,0.0,2766.0,2766.0,0.0,580971.0,3305.0,584276.0,2005,JUL,2326.0,3.0,2005-07-01
Plumas,88.0,0.0,0.0,194.0,0.0,0.0,282.0,0.0,0.0,217.0,486.0,703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,291.0,0.0,59367.0,0.0,59367.0,2005,JUL,282.0,3.0,2005-07-01
Riverside,12204.0,115.0,6.0,15295.0,302.0,59.0,27499.0,417.0,65.0,34055.0,45011.0,79066.0,321.0,117.0,1002.0,342.0,1323.0,459.0,11.0,75.0,86.0,0.0,0.0,0.0,30292.0,30292.0,0.0,7324555.0,38420.0,7362975.0,2005,JUL,27981.0,3.0,2005-07-01
Sacramento,25100.0,479.0,75.0,14700.0,131.0,153.0,39800.0,610.0,228.0,76700.0,32570.0,109270.0,1010.0,765.0,270.0,175.0,1280.0,940.0,221.0,210.0,431.0,0.0,0.0,0.0,49216.0,49216.0,0.0,11457854.0,100198.0,11558052.0,2005,JUL,40638.0,3.0,2005-07-01
San Benito,340.0,0.0,0.0,823.0,7.0,0.0,1163.0,7.0,0.0,1044.0,1939.0,2983.0,0.0,0.0,19.0,7.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1170.0,1170.0,0.0,277881.0,277.0,278158.0,2005,JUL,1170.0,3.0,2005-07-01
San Bernardino,19979.0,212.0,2.0,28483.0,506.0,210.0,48462.0,718.0,212.0,56545.0,83817.0,140362.0,559.0,224.0,1545.0,570.0,2104.0,794.0,3.0,274.0,277.0,0.0,0.0,0.0,54962.0,54962.0,0.0,13487141.0,88968.0,13576109.0,2005,JUL,49392.0,3.0,2005-07-01
San Diego,14362.0,204.0,3.0,16019.0,296.0,162.0,30381.0,500.0,165.0,38779.0,43368.0,82147.0,438.0,224.0,777.0,335.0,1215.0,559.0,3.0,205.0,208.0,0.0,0.0,167.0,33874.0,34041.0,0.0,7646117.0,72117.0,7718234.0,2005,JUL,31046.0,3.0,2005-07-01
San Francisco,3775.0,71.0,0.0,15228.0,178.0,368.0,19003.0,249.0,368.0,8807.0,22071.0,30878.0,110.0,87.0,330.0,234.0,440.0,321.0,0.0,503.0,503.0,0.0,0.0,0.0,20938.0,20938.0,0.0,3112234.0,77916.0,3190150.0,2005,JUL,19620.0,3.0,2005-07-01
San Joaquin,5928.0,5.0,0.0,13121.0,126.0,61.0,19049.0,131.0,61.0,16498.0,35622.0,52120.0,12.0,5.0,662.0,278.0,674.0,283.0,0.0,85.0,85.0,0.0,0.0,0.0,20530.0,20530.0,0.0,4979690.0,11311.0,4991001.0,2005,JUL,19241.0,3.0,2005-07-01
San Luis Obispo,1510.0,3.0,0.0,1714.0,16.0,9.0,3224.0,19.0,9.0,3535.0,2952.0,6487.0,11.0,3.0,41.0,18.0,52.0,21.0,0.0,11.0,11.0,0.0,0.0,0.0,3634.0,3634.0,0.0,679620.0,2666.0,682286.0,2005,JUL,3252.0,3.0,2005-07-01
San Mateo,1265.0,6.0,0.0,2206.0,17.0,7.0,3471.0,23.0,7.0,3666.0,4771.0,8437.0,12.0,7.0,24.0,20.0,36.0,27.0,0.0,8.0,8.0,0.0,0.0,0.0,4574.0,4574.0,0.0,890953.0,3317.0,894270.0,2005,JUL,3501.0,3.0,2005-07-01
