county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail,issuances_contract_otc,issuances_other_otc,issuances_ebt,issuances_total,issuances_ebt_conv_coupon,val_issuances_fed_only,val_issuences_st_only,val_issuances_tot_all,year,month,quarter,fulldate
California,331031.0,4849.0,77.0,1349172.0,18094.0,7770.0,1680203.0,22943.0,7847.0,833352.0,2927549.0,3760901.0,10688.0,6182.0,47297.0,21599.0,57985.0,27781.0,97.0,10252.0,10349.0,0.0,0.0,0.0,2361296.0,2361296.0,0.0,571861420.34,4870229.79,576731650.13,2011,AUG,3.0,2011-08-01
Alameda,11171.0,333.0,4.0,44721.0,927.0,426.0,55892.0,1260.0,430.0,25958.0,87253.0,113211.0,726.0,395.0,2221.0,1154.0,2947.0,1549.0,4.0,577.0,581.0,0.0,0.0,0.0,57582.0,57582.0,0.0,17828281.0,271617.0,18099898.0,2011,AUG,3.0,2011-08-01
Alpine,3.0,0.0,0.0,72.0,0.0,0.0,75.0,0.0,0.0,5.0,142.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0,19081.0,0.0,19081.0,2011,AUG,3.0,2011-08-01
Amador,241.0,1.0,0.0,1267.0,2.0,1.0,1508.0,3.0,1.0,610.0,2323.0,2933.0,3.0,1.0,4.0,2.0,7.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1672.0,1672.0,0.0,454013.0,843.0,454856.0,2011,AUG,3.0,2011-08-01
Butte,2106.0,3.0,0.0,11000.0,58.0,11.0,13106.0,61.0,11.0,5246.0,22476.0,27722.0,5.0,3.0,160.0,60.0,165.0,63.0,0.0,14.0,14.0,0.0,0.0,0.0,14331.0,14331.0,0.0,4127561.0,9279.0,4136840.0,2011,AUG,3.0,2011-08-01
Calaveras,349.0,2.0,0.0,1979.0,3.0,0.0,2328.0,5.0,0.0,953.0,3828.0,4781.0,3.0,2.0,12.0,3.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2493.0,2493.0,0.0,717151.0,628.0,717779.0,2011,AUG,3.0,2011-08-01
Colusa,108.0,3.0,0.0,568.0,4.0,0.0,676.0,7.0,0.0,283.0,1409.0,1692.0,14.0,3.0,13.0,4.0,27.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,736.0,736.0,0.0,234858.0,667.0,235525.0,2011,AUG,3.0,2011-08-01
Contra Costa,6399.0,82.0,3.0,24149.0,273.0,70.0,30548.0,355.0,73.0,15261.0,49263.0,64524.0,175.0,99.0,710.0,330.0,885.0,429.0,4.0,90.0,94.0,0.0,0.0,0.0,34133.0,34133.0,0.0,9991788.08,59154.48,10050942.56,2011,AUG,3.0,2011-08-01
Del Norte,506.0,1.0,0.0,2013.0,5.0,8.0,2519.0,6.0,8.0,1350.0,3953.0,5303.0,3.0,1.0,10.0,5.0,13.0,6.0,0.0,14.0,14.0,0.0,0.0,0.0,2682.0,2682.0,0.0,774075.46,1804.0,775879.46,2011,AUG,3.0,2011-08-01
El Dorado,714.0,11.0,0.0,4894.0,25.0,5.0,5608.0,36.0,5.0,1869.0,9284.0,11153.0,30.0,11.0,60.0,29.0,90.0,40.0,0.0,6.0,6.0,0.0,0.0,0.0,6078.0,6078.0,0.0,1661145.0,5861.0,1667006.0,2011,AUG,3.0,2011-08-01
