county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail,issuances_contract_otc,issuances_other_otc,issuances_ebt,issuances_total,issuances_ebt_conv_coupon,val_issuances_fed_only,val_issuences_st_only,val_issuances_tot_all,year,month,total_households,quarter,fulldate
Alameda,4875.0,189.0,8.0,49756.0,1390.0,664.0,54631.0,1579.0,672.0,11245.0,89048.0,100293.0,431.0,257.0,3166.0,1841.0,3597.0,2098.0,19.0,854.0,873.0,,,,56882.0,56882.0,0.0,14344903.0,323291.0,14668194.0,2017,NOV,56882.0,4.0,2017-11-01
Alpine,3.0,0.0,0.0,78.0,0.0,0.0,81.0,0.0,0.0,3.0,141.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,83.0,83.0,0.0,15803.0,0.0,15803.0,2017,NOV,81.0,4.0,2017-11-01
Amador,112.0,0.0,0.0,1495.0,1.0,0.0,1607.0,1.0,0.0,294.0,2631.0,2925.0,0.0,0.0,5.0,1.0,5.0,1.0,0.0,0.0,0.0,,,,1666.0,1666.0,0.0,371229.0,153.0,371382.0,2017,NOV,1608.0,4.0,2017-11-01
Butte,1493.0,4.0,0.0,15195.0,46.0,22.0,16688.0,50.0,22.0,3721.0,26944.0,30665.0,10.0,4.0,123.0,49.0,133.0,53.0,0.0,28.0,28.0,,,,17774.0,17774.0,0.0,4168681.0,9449.0,4178130.0,2017,NOV,16760.0,4.0,2017-11-01
Calaveras,208.0,0.0,0.0,2529.0,4.0,1.0,2737.0,4.0,1.0,556.0,4393.0,4949.0,0.0,0.0,7.0,4.0,7.0,4.0,0.0,1.0,1.0,,,,2888.0,2888.0,0.0,650538.0,408.0,650946.0,2017,NOV,2742.0,4.0,2017-11-01
Colusa,55.0,0.0,0.0,602.0,3.0,1.0,657.0,3.0,1.0,128.0,1293.0,1421.0,0.0,0.0,11.0,4.0,11.0,4.0,0.0,1.0,1.0,,,,699.0,699.0,0.0,172986.0,192.0,173178.0,2017,NOV,661.0,4.0,2017-11-01
Contra Costa,3521.0,100.0,2.0,27434.0,405.0,137.0,30955.0,505.0,139.0,8234.0,52659.0,60893.0,228.0,145.0,1004.0,542.0,1232.0,687.0,3.0,186.0,189.0,,,,36195.0,36195.0,0.0,8554073.0,84779.0,8638852.0,2017,NOV,31599.0,4.0,2017-11-01
Del Norte,359.0,0.0,0.0,2235.0,1.0,0.0,2594.0,1.0,0.0,978.0,4260.0,5238.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,,,,2726.0,2726.0,0.0,678822.0,152.0,678974.0,2017,NOV,2595.0,4.0,2017-11-01
El Dorado,493.0,2.0,0.0,6009.0,24.0,9.0,6502.0,26.0,9.0,1162.0,10205.0,11367.0,2.0,2.0,60.0,31.0,62.0,33.0,0.0,10.0,10.0,,,,6844.0,6844.0,0.0,1496138.0,3566.0,1499704.0,2017,NOV,6537.0,4.0,2017-11-01
Fresno,11300.0,168.0,14.0,76758.0,635.0,233.0,88058.0,803.0,247.0,30541.0,171180.0,201721.0,445.0,206.0,1736.0,749.0,2181.0,955.0,16.0,288.0,304.0,,,,100171.0,100171.0,0.0,28738654.0,153948.0,28892602.0,2017,NOV,89108.0,4.0,2017-11-01
Glenn,195.0,0.0,0.0,1272.0,7.0,0.0,1467.0,7.0,0.0,488.0,2874.0,3362.0,0.0,0.0,23.0,7.0,23.0,7.0,0.0,0.0,0.0,,,,1564.0,1564.0,0.0,395605.0,243.0,395848.0,2017,NOV,1474.0,4.0,2017-11-01
