county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail,issuances_contract_otc,issuances_other_otc,issuances_ebt,issuances_total,issuances_ebt_conv_coupon,val_issuances_fed_only,val_issuences_st_only,val_issuances_tot_all,year,month,total_households,big_six,quarter,fulldate
California,339551.0,5231.0,77.0,1150776.0,17027.0,7021.0,1490327.0,22258.0,7098.0,868187.0,2543590.0,3411777.0,11887.0,6540.0,46118.0,20147.0,58005.0,26687.0,90.0,9089.0,9179.0,0.0,0.0,0.0,2091883.0,2091883.0,0.0,509725673.98,4366252.68,514091926.66,2010,SEP,1519683.0,False,3.0,2010-09-01
Los Angeles,93950.0,1854.0,28.0,334891.0,5406.0,2448.0,428841.0,7260.0,2476.0,219030.0,704629.0,923659.0,3804.0,2405.0,14278.0,6453.0,18082.0,8858.0,31.0,3004.0,3035.0,0.0,0.0,0.0,948620.0,948620.0,0.0,143951311.0,1506319.0,145457630.0,2010,SEP,438577.0,True,3.0,2010-09-01
San Bernardino,28706.0,272.0,5.0,90165.0,1204.0,406.0,118871.0,1476.0,411.0,78802.0,222359.0,301161.0,689.0,309.0,3585.0,1356.0,4274.0,1665.0,5.0,516.0,521.0,0.0,0.0,0.0,113610.0,113610.0,0.0,43726289.0,270328.0,43996617.0,2010,SEP,120758.0,True,3.0,2010-09-01
Riverside,19840.0,228.0,8.0,62634.0,1194.0,216.0,82474.0,1422.0,224.0,55153.0,158845.0,213998.0,614.0,240.0,3790.0,1302.0,4404.0,1542.0,10.0,265.0,275.0,0.0,0.0,0.0,90490.0,90490.0,0.0,30544720.0,207383.0,30752103.0,2010,SEP,84120.0,True,3.0,2010-09-01
San Diego,19596.0,416.0,4.0,60775.0,1315.0,564.0,80371.0,1731.0,568.0,54169.0,134552.0,188721.0,998.0,524.0,3466.0,1477.0,4464.0,2001.0,5.0,735.0,740.0,0.0,0.0,0.0,91893.0,91893.0,0.0,28595143.58,334646.52,28929790.1,2010,SEP,82670.0,True,3.0,2010-09-01
Sacramento,20187.0,622.0,9.0,57355.0,790.0,250.0,77542.0,1412.0,259.0,52278.0,127451.0,179729.0,1448.0,917.0,2068.0,1053.0,3516.0,1970.0,13.0,307.0,320.0,0.0,0.0,0.0,84679.0,84679.0,0.0,27713958.0,263849.0,27977807.0,2010,SEP,79213.0,True,3.0,2010-09-01
Fresno,17654.0,83.0,0.0,60379.0,422.0,106.0,78033.0,505.0,106.0,47767.0,145574.0,193341.0,220.0,92.0,1236.0,463.0,1456.0,555.0,0.0,132.0,132.0,0.0,0.0,0.0,85404.0,85404.0,0.0,28191354.17,84846.96,28276201.13,2010,SEP,78644.0,True,3.0,2010-09-01
Orange,14534.0,209.0,1.0,55532.0,1454.0,516.0,70066.0,1663.0,517.0,37199.0,126564.0,163763.0,480.0,265.0,3650.0,1802.0,4130.0,2067.0,2.0,648.0,650.0,0.0,0.0,0.0,78404.0,78404.0,0.0,23723693.0,294247.0,24017940.0,2010,SEP,72246.0,False,3.0,2010-09-01
Alameda,11760.0,328.0,5.0,37340.0,768.0,329.0,49100.0,1096.0,334.0,27675.0,74002.0,101677.0,772.0,378.0,1886.0,971.0,2658.0,1349.0,5.0,425.0,430.0,0.0,0.0,0.0,50530.0,50530.0,0.0,15880459.0,224048.0,16104507.0,2010,SEP,50530.0,False,3.0,2010-09-01
Kern,12589.0,69.0,0.0,36732.0,302.0,108.0,49321.0,371.0,108.0,34577.0,90918.0,125495.0,167.0,76.0,880.0,332.0,1047.0,408.0,0.0,195.0,195.0,0.0,0.0,0.0,53200.0,53200.0,0.0,17981949.0,76438.0,18058387.0,2010,SEP,49800.0,False,3.0,2010-09-01
