county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail,issuances_contract_otc,issuances_other_otc,issuances_ebt,issuances_total,issuances_ebt_conv_coupon,val_issuances_fed_only,val_issuences_st_only,val_issuances_tot_all,year,month,total_households,big_six,quarter,fulldate
California,309033.0,4019.0,139.0,473451.0,7495.0,4237.0,782484.0,11514.0,4376.0,826015.0,1153664.0,1979679.0,8890.0,4933.0,21292.0,9107.0,30182.0,14040.0,366.0,5499.0,5865.0,0.0,0.0,440.0,902597.0,903037.0,0.0,193957320.05,1730295.5,195687615.55,2005,JAN,798374.0,False,1.0,2005-01-01
Los Angeles,91896.0,2035.0,31.0,185119.0,3521.0,2285.0,277015.0,5556.0,2316.0,213092.0,432242.0,645334.0,4294.0,2498.0,9766.0,4254.0,14060.0,6752.0,56.0,2795.0,2851.0,0.0,0.0,0.0,349923.0,349923.0,0.0,70193216.0,920889.0,71114105.0,2005,JAN,284887.0,True,1.0,2005-01-01
San Bernardino,21643.0,230.0,12.0,28905.0,542.0,146.0,50548.0,772.0,158.0,61641.0,83645.0,145286.0,604.0,245.0,1681.0,600.0,2285.0,845.0,20.0,186.0,206.0,0.0,0.0,0.0,56874.0,56874.0,0.0,13740795.0,99254.0,13840049.0,2005,JAN,51478.0,True,1.0,2005-01-01
Fresno,21537.0,126.0,5.0,19124.0,267.0,22.0,40661.0,393.0,27.0,69621.0,47291.0,116912.0,343.0,151.0,869.0,285.0,1212.0,436.0,5.0,22.0,27.0,0.0,0.0,0.0,44969.0,44969.0,0.0,10802648.0,30257.0,10832905.0,2005,JAN,41081.0,True,1.0,2005-01-01
Sacramento,24093.0,439.0,56.0,14573.0,113.0,146.0,38666.0,552.0,202.0,76497.0,32524.0,109021.0,973.0,748.0,263.0,160.0,1236.0,908.0,198.0,204.0,402.0,0.0,0.0,0.0,41724.0,41724.0,0.0,10368411.0,97432.0,10465843.0,2005,JAN,39420.0,True,1.0,2005-01-01
Orange,10465.0,93.0,6.0,19841.0,375.0,124.0,30306.0,468.0,130.0,26647.0,51341.0,77988.0,187.0,98.0,950.0,454.0,1137.0,552.0,18.0,157.0,175.0,0.0,0.0,0.0,31732.0,31732.0,0.0,6970653.0,57092.0,7027745.0,2005,JAN,30904.0,True,1.0,2005-01-01
San Diego,14496.0,233.0,3.0,15578.0,292.0,150.0,30074.0,525.0,153.0,39322.0,42763.0,82085.0,509.0,259.0,783.0,328.0,1292.0,587.0,5.0,189.0,194.0,0.0,0.0,440.0,33026.0,33466.0,0.0,7500898.0,64636.0,7565534.0,2005,JAN,30752.0,True,1.0,2005-01-01
Kern,7387.0,6.0,0.0,19838.0,272.0,71.0,27225.0,278.0,71.0,21066.0,56731.0,77797.0,18.0,6.0,808.0,300.0,826.0,306.0,0.0,96.0,96.0,0.0,0.0,0.0,29399.0,29399.0,0.0,7060426.0,37801.0,7098227.0,2005,JAN,27574.0,False,1.0,2005-01-01
Riverside,13560.0,145.0,9.0,13371.0,310.0,56.0,26931.0,455.0,65.0,38850.0,39613.0,78463.0,386.0,149.0,1080.0,340.0,1466.0,489.0,28.0,72.0,100.0,0.0,0.0,0.0,32322.0,32322.0,0.0,7115164.0,40954.0,7156118.0,2005,JAN,27451.0,False,1.0,2005-01-01
Alameda,15739.0,110.0,0.0,10679.0,83.0,163.0,26418.0,193.0,163.0,40292.0,27338.0,67630.0,244.0,111.0,216.0,103.0,460.0,214.0,0.0,224.0,224.0,0.0,0.0,0.0,26774.0,26774.0,0.0,5661200.0,47823.0,5709023.0,2005,JAN,26774.0,False,1.0,2005-01-01
Santa Clara,9783.0,118.0,3.0,12746.0,236.0,355.0,22529.0,354.0,358.0,25533.0,29256.0,54789.0,274.0,125.0,546.0,297.0,820.0,422.0,4.0,500.0,504.0,0.0,0.0,0.0,23212.0,23212.0,0.0,5185903.0,102324.0,5288227.0,2005,JAN,23241.0,False,1.0,2005-01-01
Tulare,10607.0,125.0,2.0,9786.0,313.0,51.0,20393.0,438.0,53.0,32676.0,24300.0,56976.0,277.0,140.0,948.0,461.0,1225.0,601.0,2.0,132.0,134.0,0.0,0.0,0.0,22977.0,22977.0,0.0,5192998.0,27490.0,5220488.0,2005,JAN,20884.0,False,1.0,2005-01-01
San Francisco,4069.0,86.0,1.0,14670.0,179.0,355.0,18739.0,265.0,356.0,9626.0,21207.0,30833.0,130.0,101.0,316.0,230.0,446.0,331.0,1.0,491.0,492.0,0.0,0.0,0.0,20667.0,20667.0,0.0,3067513.0,75937.0,3143450.0,2005,JAN,19360.0,False,1.0,2005-01-01
San Joaquin,6176.0,3.0,0.0,12578.0,156.0,59.0,18754.0,159.0,59.0,17598.0,34450.0,52048.0,7.0,3.0,741.0,316.0,748.0,319.0,0.0,91.0,91.0,0.0,0.0,0.0,20356.0,20356.0,0.0,4925126.0,10521.0,4935647.0,2005,JAN,18972.0,False,1.0,2005-01-01
Stanislaus,5984.0,60.0,3.0,7885.0,102.0,19.0,13869.0,162.0,22.0,16355.0,21157.0,37512.0,140.0,70.0,331.0,114.0,471.0,184.0,7.0,27.0,34.0,0.0,0.0,0.0,15207.0,15207.0,0.0,3518518.0,14819.0,3533337.0,2005,JAN,14053.0,False,1.0,2005-01-01
Contra Costa,7081.0,45.0,0.0,4381.0,39.0,15.0,11462.0,84.0,15.0,19733.0,9179.0,28912.0,116.0,50.0,97.0,51.0,213.0,101.0,0.0,21.0,21.0,0.0,0.0,0.0,12751.0,12751.0,0.0,2739398.0,6146.0,2745544.0,2005,JAN,11561.0,False,1.0,2005-01-01
Merced,4592.0,41.0,1.0,5656.0,114.0,14.0,10248.0,155.0,15.0,13284.0,16260.0,29544.0,126.0,41.0,399.0,129.0,525.0,170.0,1.0,18.0,19.0,0.0,0.0,0.0,11217.0,11217.0,0.0,2667013.0,13804.0,2680817.0,2005,JAN,10418.0,False,1.0,2005-01-01
