county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail,issuances_contract_otc,issuances_other_otc,issuances_ebt,issuances_total,issuances_ebt_conv_coupon,val_issuances_fed_only,val_issuences_st_only,val_issuances_tot_all,year,month,quarter,fulldate
California,255227.0,4973.0,342.0,1758695.0,20688.0,10749.0,2013922.0,25661.0,11091.0,667476.0,3500316.0,4167792.0,11003.0,6661.0,49419.0,25226.0,60422.0,31887.0,455.0,13806.0,14261.0,0.0,0.0,0.0,2208424.0,2208424.0,0.0,584344951.0,5533296.0,589878247.0,2016,NOV,4.0,2016-11-01
Alameda,5826.0,241.0,11.0,51366.0,1361.0,677.0,57192.0,1602.0,688.0,13325.0,94130.0,107455.0,577.0,316.0,3072.0,1753.0,3649.0,2069.0,21.0,899.0,920.0,0.0,0.0,0.0,59482.0,59482.0,0.0,15696711.0,341809.0,16038520.0,2016,NOV,4.0,2016-11-01
Alpine,1.0,0.0,0.0,89.0,0.0,0.0,90.0,0.0,0.0,1.0,145.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,93.0,0.0,17327.0,0.0,17327.0,2016,NOV,4.0,2016-11-01
Amador,136.0,0.0,0.0,1598.0,1.0,1.0,1734.0,1.0,1.0,348.0,2887.0,3235.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1805.0,1805.0,0.0,424999.0,41.0,425040.0,2016,NOV,4.0,2016-11-01
Butte,1701.0,6.0,1.0,15074.0,39.0,33.0,16775.0,45.0,34.0,4218.0,27201.0,31419.0,8.0,6.0,112.0,41.0,120.0,47.0,1.0,39.0,40.0,0.0,0.0,0.0,17894.0,17894.0,0.0,4306788.0,13581.0,4320369.0,2016,NOV,4.0,2016-11-01
Calaveras,185.0,0.0,0.0,2651.0,10.0,5.0,2836.0,10.0,5.0,490.0,4654.0,5144.0,0.0,0.0,18.0,13.0,18.0,13.0,0.0,7.0,7.0,0.0,0.0,0.0,2974.0,2974.0,0.0,690766.0,2435.0,693201.0,2016,NOV,4.0,2016-11-01
Colusa,70.0,1.0,0.0,558.0,1.0,2.0,628.0,2.0,2.0,182.0,1267.0,1449.0,2.0,1.0,3.0,1.0,5.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,685.0,685.0,0.0,183122.0,381.0,183503.0,2016,NOV,4.0,2016-11-01
Contra Costa,3892.0,101.0,1.0,28150.0,366.0,137.0,32042.0,467.0,138.0,8969.0,54697.0,63666.0,240.0,142.0,912.0,497.0,1152.0,639.0,1.0,182.0,183.0,0.0,0.0,0.0,38084.0,38084.0,0.0,9239906.0,83462.0,9323368.0,2016,NOV,4.0,2016-11-01
Del Norte,383.0,0.0,0.0,2163.0,2.0,0.0,2546.0,2.0,0.0,1098.0,4125.0,5223.0,0.0,0.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2665.0,2665.0,0.0,695170.0,134.0,695304.0,2016,NOV,4.0,2016-11-01
El Dorado,517.0,3.0,0.0,6455.0,32.0,9.0,6972.0,35.0,9.0,1253.0,11063.0,12316.0,9.0,3.0,86.0,38.0,95.0,41.0,0.0,12.0,12.0,0.0,0.0,0.0,7378.0,7378.0,0.0,1684104.0,5289.0,1689393.0,2016,NOV,4.0,2016-11-01
