county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail,issuances_contract_otc,issuances_other_otc,issuances_ebt,issuances_total,issuances_ebt_conv_coupon,val_issuances_fed_only,val_issuences_st_only,val_issuances_tot_all,year,month,total_households,big_six,quarter,fulldate
California,254382.0,4982.0,348.0,1748828.0,21023.0,10784.0,2003210.0,26005.0,11132.0,647970.0,3485759.0,4133729.0,11049.0,6709.0,50184.0,25726.0,61233.0,32435.0,466.0,13869.0,14335.0,0.0,0.0,0.0,2199562.0,2199562.0,0.0,582415435.0,5568023.0,587983458.0,2016,DEC,2040347.0,0,4.0,2016-12-01
Los Angeles,85978.0,2278.0,254.0,448972.0,5337.0,3248.0,534950.0,7615.0,3502.0,209886.0,861306.0,1071192.0,4773.0,3109.0,12277.0,6581.0,17050.0,9690.0,308.0,4158.0,4466.0,0.0,0.0,0.0,579438.0,579438.0,0.0,159270810.0,1807012.0,161077822.0,2016,DEC,546067.0,1,4.0,2016-12-01
San Bernardino,24193.0,153.0,8.0,147243.0,913.0,366.0,171436.0,1066.0,374.0,63647.0,309852.0,373499.0,390.0,175.0,2382.0,1089.0,2772.0,1264.0,11.0,477.0,488.0,0.0,0.0,0.0,179568.0,179568.0,0.0,51124477.0,193162.0,51317639.0,2016,DEC,172876.0,1,4.0,2016-12-01
San Diego,12526.0,308.0,7.0,123479.0,1760.0,762.0,136005.0,2068.0,769.0,34344.0,238871.0,273215.0,651.0,397.0,4108.0,2054.0,4759.0,2451.0,15.0,961.0,976.0,0.0,0.0,0.0,163161.0,163161.0,0.0,37209176.0,381175.0,37590351.0,2016,DEC,138842.0,1,4.0,2016-12-01
Riverside,14942.0,101.0,10.0,110426.0,845.0,183.0,125368.0,946.0,193.0,40261.0,237114.0,277375.0,248.0,128.0,2346.0,935.0,2594.0,1063.0,14.0,233.0,247.0,0.0,0.0,0.0,131623.0,131623.0,0.0,37114309.0,127926.0,37242235.0,2016,DEC,126507.0,1,4.0,2016-12-01
Orange,10223.0,201.0,3.0,107166.0,2098.0,1134.0,117389.0,2299.0,1137.0,26222.0,212620.0,238842.0,439.0,287.0,4563.0,2618.0,5002.0,2905.0,6.0,1542.0,1548.0,0.0,0.0,0.0,126639.0,126639.0,0.0,32763986.0,512457.0,33276443.0,2016,DEC,120825.0,1,4.0,2016-12-01
Sacramento,13779.0,593.0,7.0,83913.0,1089.0,587.0,97692.0,1682.0,594.0,35746.0,167312.0,203058.0,1382.0,976.0,2513.0,1571.0,3895.0,2547.0,15.0,778.0,793.0,0.0,0.0,0.0,114774.0,114774.0,0.0,29379408.0,404046.0,29783454.0,2016,DEC,99968.0,1,4.0,2016-12-01
Fresno,12143.0,200.0,17.0,78136.0,662.0,205.0,90279.0,862.0,222.0,32939.0,176255.0,209194.0,500.0,239.0,1803.0,761.0,2303.0,1000.0,28.0,256.0,284.0,0.0,0.0,0.0,104678.0,104678.0,0.0,31182466.0,171620.0,31354086.0,2016,DEC,91363.0,0,4.0,2016-12-01
Kern,9854.0,56.0,0.0,59303.0,457.0,270.0,69157.0,513.0,270.0,26447.0,134011.0,160458.0,138.0,63.0,1257.0,512.0,1395.0,575.0,0.0,405.0,405.0,0.0,0.0,0.0,74026.0,74026.0,0.0,21696840.0,131050.0,21827890.0,2016,DEC,69940.0,0,4.0,2016-12-01
Alameda,5730.0,222.0,8.0,51031.0,1402.0,679.0,56761.0,1624.0,687.0,13188.0,93508.0,106696.0,532.0,306.0,3157.0,1810.0,3689.0,2116.0,17.0,912.0,929.0,0.0,0.0,0.0,59072.0,59072.0,0.0,15642862.0,346179.0,15989041.0,2016,DEC,59072.0,0,4.0,2016-12-01
