county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail,issuances_contract_otc,issuances_other_otc,issuances_ebt,issuances_total,issuances_ebt_conv_coupon,val_issuances_fed_only,val_issuences_st_only,val_issuances_tot_all,year,month,total_households,quarter,fulldate
California,286361.0,4803.0,156.0,1795483.0,21396.0,11069.0,2081844.0,26199.0,11225.0,723665.0,3630672.0,4354337.0,10251.0,6331.0,51399.0,26040.0,61650.0,32371.0,256.0,14185.0,14441.0,0.0,0.0,0.0,2334316.0,2334316.0,0.0,629762269.0,6284295.0,636046564.0,2015,APR,2119268.0,2.0,2015-04-01
Alameda,8337.0,264.0,6.0,50785.0,1178.0,551.0,59122.0,1442.0,557.0,19470.0,94482.0,113952.0,598.0,325.0,2657.0,1492.0,3255.0,1817.0,7.0,759.0,766.0,0.0,0.0,0.0,61121.0,61121.0,0.0,17397799.0,311001.0,17708800.0,2015,APR,61121.0,2.0,2015-04-01
Alpine,3.0,0.0,0.0,99.0,0.0,0.0,102.0,0.0,0.0,6.0,157.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,108.0,0.0,21827.0,0.0,21827.0,2015,APR,102.0,2.0,2015-04-01
Amador,182.0,0.0,0.0,1630.0,2.0,0.0,1812.0,2.0,0.0,458.0,2971.0,3429.0,0.0,0.0,7.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1908.0,1908.0,0.0,466633.0,167.0,466800.0,2015,APR,1814.0,2.0,2015-04-01
Butte,1956.0,10.0,2.0,14385.0,52.0,25.0,16341.0,62.0,27.0,4884.0,26786.0,31670.0,24.0,11.0,136.0,55.0,160.0,66.0,2.0,29.0,31.0,0.0,0.0,0.0,17665.0,17665.0,0.0,4462449.0,11771.0,4474220.0,2015,APR,16430.0,2.0,2015-04-01
Calaveras,268.0,1.0,0.0,2650.0,6.0,3.0,2918.0,7.0,3.0,708.0,4767.0,5475.0,2.0,1.0,19.0,8.0,21.0,9.0,0.0,4.0,4.0,0.0,0.0,0.0,3076.0,3076.0,0.0,745531.0,1247.0,746778.0,2015,APR,2928.0,2.0,2015-04-01
Colusa,105.0,1.0,0.0,616.0,3.0,1.0,721.0,4.0,1.0,286.0,1420.0,1706.0,2.0,1.0,11.0,3.0,13.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,793.0,793.0,0.0,222783.0,697.0,223480.0,2015,APR,726.0,2.0,2015-04-01
Contra Costa,5043.0,90.0,1.0,29686.0,365.0,126.0,34729.0,455.0,127.0,11959.0,57629.0,69588.0,207.0,120.0,810.0,440.0,1017.0,560.0,1.0,157.0,158.0,0.0,0.0,0.0,40954.0,40954.0,0.0,10451468.0,79780.0,10531248.0,2015,APR,35311.0,2.0,2015-04-01
Del Norte,399.0,0.0,0.0,2092.0,2.0,0.0,2491.0,2.0,0.0,1107.0,4032.0,5139.0,0.0,0.0,5.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2614.0,2614.0,0.0,720176.0,0.0,720176.0,2015,APR,2493.0,2.0,2015-04-01
El Dorado,603.0,1.0,0.0,6712.0,31.0,12.0,7315.0,32.0,12.0,1517.0,11601.0,13118.0,1.0,1.0,93.0,36.0,94.0,37.0,0.0,12.0,12.0,0.0,0.0,0.0,7783.0,7783.0,0.0,1831095.0,4554.0,1835649.0,2015,APR,7359.0,2.0,2015-04-01
