county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail,issuances_contract_otc,issuances_other_otc,issuances_ebt,issuances_total,issuances_ebt_conv_coupon,val_issuances_fed_only,val_issuences_st_only,val_issuances_tot_all,year,month,total_households,big_six,quarter,fulldate
California,281782.0,3661.0,233.0,511011.0,7577.0,4326.0,792793.0,11238.0,4559.0,729286.0,1252724.0,1982010.0,7823.0,4699.0,20974.0,9238.0,28797.0,13937.0,704.0,5731.0,6435.0,0.0,0.0,145.0,1135837.0,1135982.0,0.0,203173805.75,1774039.71,204947845.46,2005,NOV,808590.0,False,4.0,2005-11-01
Los Angeles,83362.0,1860.0,26.0,195811.0,3766.0,2165.0,279173.0,5626.0,2191.0,189142.0,454549.0,643691.0,3884.0,2211.0,10333.0,4462.0,14217.0,6673.0,37.0,2646.0,2683.0,0.0,0.0,0.0,531513.0,531513.0,0.0,71777986.0,829503.0,72607489.0,2005,NOV,286990.0,True,4.0,2005-11-01
San Bernardino,19256.0,157.0,4.0,28711.0,467.0,187.0,47967.0,624.0,191.0,53815.0,84423.0,138238.0,412.0,165.0,1388.0,526.0,1800.0,691.0,5.0,247.0,252.0,0.0,0.0,0.0,54555.0,54555.0,0.0,13825219.0,82435.0,13907654.0,2005,NOV,48782.0,True,4.0,2005-11-01
Fresno,14538.0,50.0,0.0,25784.0,187.0,10.0,40322.0,237.0,10.0,40816.0,76813.0,117629.0,141.0,58.0,652.0,197.0,793.0,255.0,0.0,12.0,12.0,0.0,0.0,0.0,46214.0,46214.0,0.0,11222656.0,16160.0,11238816.0,2005,NOV,40569.0,True,4.0,2005-11-01
Sacramento,24550.0,464.0,69.0,14678.0,126.0,147.0,39228.0,590.0,216.0,76639.0,32525.0,109164.0,995.0,760.0,266.0,171.0,1261.0,931.0,220.0,206.0,426.0,0.0,0.0,0.0,64245.0,64245.0,0.0,12225173.0,99727.0,12324900.0,2005,NOV,40034.0,True,4.0,2005-11-01
San Diego,14329.0,210.0,2.0,16939.0,279.0,183.0,31268.0,489.0,185.0,38655.0,45326.0,83981.0,455.0,231.0,699.0,309.0,1154.0,540.0,2.0,234.0,236.0,0.0,0.0,145.0,34762.0,34907.0,0.0,8091421.0,74795.0,8166216.0,2005,NOV,31942.0,True,4.0,2005-11-01
Orange,9482.0,67.0,0.0,21114.0,346.0,168.0,30596.0,413.0,168.0,24501.0,54397.0,78898.0,151.0,73.0,828.0,428.0,979.0,501.0,0.0,222.0,222.0,0.0,0.0,0.0,32240.0,32240.0,0.0,7257633.0,56317.0,7313950.0,2005,NOV,31177.0,True,4.0,2005-11-01
Riverside,11915.0,103.0,7.0,16352.0,275.0,59.0,28267.0,378.0,66.0,32794.0,47758.0,80552.0,283.0,108.0,921.0,302.0,1204.0,410.0,11.0,80.0,91.0,0.0,0.0,0.0,31133.0,31133.0,0.0,7720247.0,33997.0,7754244.0,2005,NOV,28711.0,False,4.0,2005-11-01
Kern,6939.0,4.0,0.0,20374.0,224.0,71.0,27313.0,228.0,71.0,19598.0,56922.0,76520.0,12.0,4.0,666.0,236.0,678.0,240.0,0.0,96.0,96.0,0.0,0.0,0.0,29719.0,29719.0,0.0,7178680.0,34446.0,7213126.0,2005,NOV,27612.0,False,4.0,2005-11-01
Alameda,15429.0,62.0,0.0,12066.0,4.0,5.0,27495.0,66.0,5.0,39498.0,30889.0,70387.0,123.0,62.0,10.0,6.0,133.0,68.0,0.0,6.0,6.0,0.0,0.0,0.0,27566.0,27566.0,0.0,6102390.0,6056.0,6108446.0,2005,NOV,27566.0,False,4.0,2005-11-01
Santa Clara,9945.0,247.0,75.0,13723.0,328.0,491.0,23668.0,575.0,566.0,25667.0,30922.0,56589.0,453.0,467.0,727.0,428.0,1180.0,895.0,252.0,713.0,965.0,0.0,0.0,0.0,36800.0,36800.0,0.0,5872244.0,220360.0,6092604.0,2005,NOV,24809.0,False,4.0,2005-11-01
Tulare,8505.0,111.0,0.0,12403.0,296.0,46.0,20908.0,407.0,46.0,24558.0,31999.0,56557.0,222.0,117.0,942.0,596.0,1164.0,713.0,0.0,53.0,53.0,0.0,0.0,0.0,23122.0,23122.0,0.0,5264747.0,26748.0,5291495.0,2005,NOV,21361.0,False,4.0,2005-11-01
San Francisco,3598.0,64.0,1.0,15839.0,183.0,385.0,19437.0,247.0,386.0,8362.0,22776.0,31138.0,117.0,78.0,353.0,247.0,470.0,325.0,1.0,530.0,531.0,0.0,0.0,0.0,20483.0,20483.0,0.0,3321041.0,83754.0,3404795.0,2005,NOV,20070.0,False,4.0,2005-11-01
San Joaquin,5733.0,9.0,2.0,13561.0,197.0,69.0,19294.0,206.0,71.0,15909.0,36933.0,52842.0,15.0,11.0,662.0,248.0,677.0,259.0,4.0,103.0,107.0,0.0,0.0,0.0,21179.0,21179.0,0.0,5235287.0,13356.0,5248643.0,2005,NOV,19571.0,False,4.0,2005-11-01
Stanislaus,5845.0,37.0,0.0,8920.0,75.0,12.0,14765.0,112.0,12.0,15284.0,23410.0,38694.0,86.0,43.0,234.0,89.0,320.0,132.0,0.0,15.0,15.0,0.0,0.0,0.0,16246.0,16246.0,0.0,3804672.0,9419.0,3814091.0,2005,NOV,14889.0,False,4.0,2005-11-01
Contra Costa,5822.0,36.0,9.0,6673.0,65.0,42.0,12495.0,101.0,51.0,15031.0,15204.0,30235.0,69.0,53.0,162.0,86.0,231.0,139.0,27.0,105.0,132.0,0.0,0.0,0.0,16861.0,16861.0,0.0,3067920.0,31815.0,3099735.0,2005,NOV,12647.0,False,4.0,2005-11-01
