county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail,issuances_contract_otc,issuances_other_otc,issuances_ebt,issuances_total,issuances_ebt_conv_coupon,val_issuances_fed_only,val_issuences_st_only,val_issuances_tot_all,year,month,total_households,quarter,fulldate
California,315852.0,4346.0,116.0,1583095.0,19227.0,7916.0,1898947.0,23573.0,8032.0,789638.0,3332744.0,4122382.0,9293.0,5597.0,48560.0,23387.0,57853.0,28984.0,210.0,10432.0,10642.0,0.0,0.0,0.0,2621535.0,2621535.0,0.0,643090488.4,5174135.78,648264624.18,2013,MAR,1930552.0,1.0,2013-03-01
Alameda,10163.0,288.0,5.0,51321.0,1030.0,413.0,61484.0,1318.0,418.0,23669.0,97865.0,121534.0,642.0,327.0,2432.0,1324.0,3074.0,1651.0,5.0,543.0,548.0,0.0,0.0,0.0,63220.0,63220.0,0.0,19818624.0,279289.0,20097913.0,2013,MAR,63220.0,1.0,2013-03-01
Alpine,2.0,0.0,0.0,80.0,0.0,0.0,82.0,0.0,0.0,6.0,132.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,83.0,0.0,19040.0,0.0,19040.0,2013,MAR,82.0,1.0,2013-03-01
Amador,195.0,0.0,0.0,1523.0,4.0,1.0,1718.0,4.0,1.0,512.0,2758.0,3270.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,1823.0,1823.0,0.0,502032.0,627.0,502659.0,2013,MAR,1723.0,1.0,2013-03-01
Butte,2071.0,13.0,0.0,12237.0,44.0,9.0,14308.0,57.0,9.0,5168.0,24437.0,29605.0,31.0,13.0,122.0,47.0,153.0,60.0,0.0,11.0,11.0,0.0,0.0,0.0,15360.0,15360.0,0.0,4451211.0,8366.0,4459577.0,2013,MAR,14374.0,1.0,2013-03-01
Calaveras,325.0,0.0,0.0,2262.0,5.0,1.0,2587.0,5.0,1.0,852.0,4181.0,5033.0,0.0,0.0,15.0,5.0,15.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,2723.0,2723.0,0.0,762998.0,462.0,763460.0,2013,MAR,2593.0,1.0,2013-03-01
Colusa,106.0,2.0,0.0,622.0,6.0,0.0,728.0,8.0,0.0,271.0,1567.0,1838.0,6.0,2.0,17.0,6.0,23.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,780.0,780.0,0.0,250376.0,685.0,251061.0,2013,MAR,736.0,1.0,2013-03-01
Contra Costa,5771.0,62.0,0.0,27102.0,287.0,86.0,32873.0,349.0,86.0,13648.0,54018.0,67666.0,153.0,74.0,702.0,353.0,855.0,427.0,0.0,122.0,122.0,0.0,0.0,0.0,36826.0,36826.0,0.0,10890747.0,70760.0,10961507.0,2013,MAR,33308.0,1.0,2013-03-01
Del Norte,433.0,0.0,0.0,2122.0,3.0,4.0,2555.0,3.0,4.0,1137.0,4031.0,5168.0,0.0,0.0,7.0,3.0,7.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,2692.0,2692.0,0.0,775403.4,1225.0,776628.4,2013,MAR,2562.0,1.0,2013-03-01
El Dorado,665.0,2.0,0.0,5759.0,25.0,11.0,6424.0,27.0,11.0,1671.0,10252.0,11923.0,4.0,2.0,72.0,28.0,76.0,30.0,0.0,14.0,14.0,0.0,0.0,0.0,6894.0,6894.0,0.0,1820199.0,5675.0,1825874.0,2013,MAR,6462.0,1.0,2013-03-01
