county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail,issuances_contract_otc,issuances_other_otc,issuances_ebt,issuances_total,issuances_ebt_conv_coupon,val_issuances_fed_only,val_issuences_st_only,val_issuances_tot_all,year,month,total_households,quarter,fulldate
California,305332.0,4738.0,147.0,1726056.0,20503.0,10245.0,2031388.0,25241.0,10392.0,766438.0,3589718.0,4356156.0,9944.0,6140.0,53018.0,26519.0,62962.0,32659.0,256.0,13744.0,14000.0,0.0,0.0,0.0,2205032.0,2205032.0,0.0,621512877.15,5486126.0,626999003.15,2014,JUN,2067021.0,2.0,2014-06-01
Alameda,9619.0,271.0,4.0,53124.0,1124.0,493.0,62743.0,1395.0,497.0,22430.0,99220.0,121650.0,590.0,328.0,2599.0,1372.0,3189.0,1700.0,6.0,658.0,664.0,0.0,0.0,0.0,64635.0,64635.0,0.0,18229348.0,281251.0,18510599.0,2014,JUN,64635.0,2.0,2014-06-01
Alpine,5.0,0.0,0.0,112.0,0.0,0.0,117.0,0.0,0.0,14.0,181.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,125.0,0.0,25611.0,0.0,25611.0,2014,JUN,117.0,2.0,2014-06-01
Amador,178.0,0.0,0.0,1610.0,2.0,0.0,1788.0,2.0,0.0,446.0,2952.0,3398.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1884.0,1884.0,0.0,472320.0,242.0,472562.0,2014,JUN,1790.0,2.0,2014-06-01
Butte,2139.0,7.0,0.0,13374.0,48.0,24.0,15513.0,55.0,24.0,5327.0,25518.0,30845.0,15.0,7.0,122.0,54.0,137.0,61.0,0.0,35.0,35.0,0.0,0.0,0.0,16497.0,16497.0,0.0,4336645.0,10180.0,4346825.0,2014,JUN,15592.0,2.0,2014-06-01
Calaveras,286.0,0.0,0.0,2420.0,4.0,3.0,2706.0,4.0,3.0,758.0,4363.0,5121.0,0.0,0.0,9.0,5.0,9.0,5.0,0.0,4.0,4.0,0.0,0.0,0.0,2829.0,2829.0,0.0,708544.0,196.0,708740.0,2014,JUN,2713.0,2.0,2014-06-01
Colusa,111.0,0.0,0.0,629.0,2.0,1.0,740.0,2.0,1.0,296.0,1461.0,1757.0,0.0,0.0,9.0,3.0,9.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,786.0,786.0,0.0,232244.0,826.0,233070.0,2014,JUN,743.0,2.0,2014-06-01
Contra Costa,5534.0,82.0,3.0,29253.0,273.0,126.0,34787.0,355.0,129.0,13096.0,61345.0,74441.0,194.0,106.0,813.0,407.0,1007.0,513.0,6.0,168.0,174.0,0.0,0.0,0.0,39648.0,39648.0,0.0,10467745.0,68718.0,10536463.0,2014,JUN,35271.0,2.0,2014-06-01
Del Norte,451.0,1.0,0.0,2075.0,5.0,3.0,2526.0,6.0,3.0,1186.0,3983.0,5169.0,2.0,1.0,14.0,5.0,16.0,6.0,0.0,5.0,5.0,0.0,0.0,0.0,2670.0,2670.0,0.0,712816.0,1251.0,714067.0,2014,JUN,2535.0,2.0,2014-06-01
El Dorado,605.0,1.0,0.0,6261.0,20.0,7.0,6866.0,21.0,7.0,1506.0,10919.0,12425.0,1.0,1.0,56.0,25.0,57.0,26.0,0.0,8.0,8.0,0.0,0.0,0.0,7286.0,7286.0,0.0,1764256.0,3247.0,1767503.0,2014,JUN,6894.0,2.0,2014-06-01
Fresno,15969.0,170.0,1.0,81239.0,622.0,160.0,97208.0,792.0,161.0,43276.0,183837.0,227113.0,430.0,188.0,1678.0,704.0,2108.0,892.0,1.0,185.0,186.0,0.0,0.0,0.0,113096.0,113096.0,0.0,32424685.0,135973.0,32560658.0,2014,JUN,98161.0,2.0,2014-06-01
Glenn,247.0,2.0,0.0,1254.0,11.0,2.0,1501.0,13.0,2.0,660.0,2987.0,3647.0,13.0,2.0,37.0,14.0,50.0,16.0,0.0,2.0,2.0,0.0,0.0,0.0,1633.0,1633.0,0.0,468443.0,653.0,469096.0,2014,JUN,1516.0,2.0,2014-06-01
Humboldt,1077.0,2.0,0.0,9213.0,16.0,12.0,10290.0,18.0,12.0,2651.0,16036.0,18687.0,3.0,3.0,37.0,20.0,40.0,23.0,0.0,16.0,16.0,0.0,0.0,0.0,11033.0,11033.0,0.0,2634640.0,4403.0,2639043.0,2014,JUN,10320.0,2.0,2014-06-01
Imperial,2208.0,19.0,1.0,13051.0,345.0,43.0,15259.0,364.0,44.0,6121.0,32031.0,38152.0,41.0,21.0,972.0,368.0,1013.0,389.0,2.0,53.0,55.0,0.0,0.0,0.0,16720.0,16720.0,0.0,5116622.0,48009.0,5164631.0,2014,JUN,15667.0,2.0,2014-06-01
Inyo,111.0,0.0,0.0,955.0,5.0,2.0,1066.0,5.0,2.0,332.0,1779.0,2111.0,0.0,0.0,12.0,6.0,12.0,6.0,0.0,2.0,2.0,0.0,0.0,0.0,1116.0,1116.0,0.0,273937.0,657.0,274594.0,2014,JUN,1073.0,2.0,2014-06-01
Kern,11227.0,52.0,6.0,49719.0,411.0,210.0,60946.0,463.0,216.0,30361.0,115445.0,145806.0,123.0,61.0,1163.0,459.0,1286.0,520.0,6.0,307.0,313.0,0.0,0.0,0.0,64810.0,64810.0,0.0,20188556.0,109866.0,20298422.0,2014,JUN,61625.0,2.0,2014-06-01
Kings,1642.0,14.0,1.0,8429.0,103.0,26.0,10071.0,117.0,27.0,4481.0,19118.0,23599.0,31.0,15.0,316.0,118.0,347.0,133.0,1.0,38.0,39.0,0.0,0.0,0.0,10705.0,10705.0,0.0,3126980.0,19119.0,3146099.0,2014,JUN,10215.0,2.0,2014-06-01
Lake,695.0,1.0,0.0,4734.0,16.0,11.0,5429.0,17.0,11.0,1810.0,9074.0,10884.0,5.0,1.0,37.0,18.0,42.0,19.0,0.0,13.0,13.0,0.0,0.0,0.0,5084.0,5084.0,0.0,1571570.0,4048.0,1575618.0,2014,JUN,5457.0,2.0,2014-06-01
Lassen,305.0,1.0,0.0,1253.0,0.0,0.0,1558.0,1.0,0.0,783.0,2438.0,3221.0,4.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1637.0,1637.0,0.0,456941.0,298.0,457239.0,2014,JUN,1559.0,2.0,2014-06-01
Los Angeles,84912.0,2062.0,74.0,482930.0,5915.0,3543.0,567842.0,7977.0,3617.0,193154.0,957672.0,1150826.0,3932.0,2844.0,13988.0,7415.0,17920.0,10259.0,159.0,4560.0,4719.0,0.0,0.0,0.0,617876.0,617876.0,0.0,174649695.0,1908222.0,176557917.0,2014,JUN,579436.0,2.0,2014-06-01
Madera,2062.0,5.0,1.0,9499.0,51.0,6.0,11561.0,56.0,7.0,5569.0,23349.0,28918.0,12.0,5.0,167.0,60.0,179.0,65.0,1.0,7.0,8.0,0.0,0.0,0.0,8622.0,8622.0,0.0,3923774.0,6497.0,3930271.0,2014,JUN,11624.0,2.0,2014-06-01
Marin,732.0,45.0,0.0,5185.0,167.0,51.0,5917.0,212.0,51.0,1573.0,7935.0,9508.0,96.0,48.0,356.0,209.0,452.0,257.0,0.0,69.0,69.0,0.0,0.0,0.0,6459.0,6459.0,0.0,1477177.0,31102.0,1508279.0,2014,JUN,6180.0,2.0,2014-06-01
Mariposa,135.0,0.0,0.0,889.0,1.0,0.0,1024.0,1.0,0.0,361.0,1663.0,2024.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1092.0,1092.0,0.0,285659.0,150.0,285809.0,2014,JUN,1025.0,2.0,2014-06-01
Mendocino,866.0,2.0,0.0,6739.0,28.0,11.0,7605.0,30.0,11.0,2155.0,11892.0,14047.0,6.0,2.0,86.0,32.0,92.0,34.0,0.0,12.0,12.0,0.0,0.0,0.0,8049.0,8049.0,0.0,2021566.0,5762.0,2027328.0,2014,JUN,7646.0,2.0,2014-06-01
Merced,4813.0,23.0,0.0,19373.0,68.0,9.0,24186.0,91.0,9.0,13205.0,44028.0,57233.0,61.0,23.0,189.0,75.0,250.0,98.0,0.0,11.0,11.0,0.0,0.0,0.0,25494.0,25494.0,0.0,7881450.0,10328.0,7891778.0,2014,JUN,24286.0,2.0,2014-06-01
Modoc,71.0,0.0,0.0,394.0,0.0,0.0,465.0,0.0,0.0,183.0,813.0,996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,501.0,0.0,130094.0,0.0,130094.0,2014,JUN,465.0,2.0,2014-06-01
Mono,18.0,0.0,0.0,534.0,2.0,0.0,552.0,2.0,0.0,42.0,848.0,890.0,0.0,0.0,6.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,597.0,597.0,0.0,127730.0,118.0,127848.0,2014,JUN,554.0,2.0,2014-06-01
Monterey,3388.0,19.0,1.0,18705.0,171.0,25.0,22093.0,190.0,26.0,8430.0,41370.0,49800.0,47.0,22.0,473.0,203.0,520.0,225.0,1.0,34.0,35.0,0.0,0.0,0.0,23406.0,23406.0,0.0,6865414.0,23601.0,6889015.0,2014,JUN,22309.0,2.0,2014-06-01
Napa,378.0,4.0,2.0,3076.0,62.0,8.0,3454.0,66.0,10.0,927.0,6190.0,7117.0,13.0,5.0,159.0,69.0,172.0,74.0,2.0,10.0,12.0,0.0,0.0,0.0,3665.0,3665.0,0.0,963831.0,7889.0,971720.0,2014,JUN,3530.0,2.0,2014-06-01
Nevada,442.0,1.0,1.0,3825.0,5.0,3.0,4267.0,6.0,4.0,1122.0,6773.0,7895.0,1.0,1.0,8.0,5.0,9.0,6.0,1.0,4.0,5.0,0.0,0.0,0.0,4568.0,4568.0,0.0,1146132.0,1377.0,1147509.0,2014,JUN,4277.0,2.0,2014-06-01
Orange,13117.0,185.0,5.0,100617.0,2040.0,1121.0,113734.0,2225.0,1126.0,33440.0,226286.0,259726.0,398.0,237.0,5748.0,3371.0,6146.0,3608.0,7.0,1535.0,1542.0,0.0,0.0,0.0,122321.0,122321.0,0.0,34023300.0,521628.0,34544928.0,2014,JUN,117085.0,2.0,2014-06-01
Placer,953.0,17.0,0.0,8255.0,31.0,21.0,9208.0,48.0,21.0,2428.0,15924.0,18352.0,34.0,27.0,70.0,39.0,104.0,66.0,0.0,21.0,21.0,0.0,0.0,0.0,9703.0,9703.0,0.0,2483187.0,11135.0,2494322.0,2014,JUN,9277.0,2.0,2014-06-01
Plumas,120.0,0.0,0.0,850.0,0.0,0.0,970.0,0.0,0.0,321.0,1569.0,1890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,1032.0,0.0,263363.0,0.0,263363.0,2014,JUN,970.0,2.0,2014-06-01
Riverside,19311.0,148.0,6.0,102751.0,962.0,242.0,122062.0,1110.0,248.0,52364.0,231042.0,283406.0,391.0,170.0,2777.0,1065.0,3168.0,1235.0,7.0,301.0,308.0,0.0,0.0,0.0,129149.0,129149.0,0.0,39018747.0,160890.0,39179637.0,2014,JUN,123420.0,2.0,2014-06-01
Sacramento,17959.0,395.0,6.0,81215.0,945.0,554.0,99174.0,1340.0,560.0,45428.0,166255.0,211683.0,853.0,576.0,2227.0,1218.0,3080.0,1794.0,9.0,732.0,741.0,0.0,0.0,0.0,104413.0,104413.0,0.0,31215131.0,351120.0,31566251.0,2014,JUN,101074.0,2.0,2014-06-01
San Benito,364.0,4.0,1.0,2313.0,23.0,2.0,2677.0,27.0,3.0,975.0,5158.0,6133.0,9.0,4.0,57.0,30.0,66.0,34.0,2.0,2.0,4.0,0.0,0.0,0.0,2828.0,2828.0,0.0,850335.0,2970.0,853305.0,2014,JUN,2707.0,2.0,2014-06-01
San Bernardino,28847.0,187.0,8.0,140921.0,1029.0,334.0,169768.0,1216.0,342.0,77509.0,307375.0,384884.0,459.0,218.0,2719.0,1197.0,3178.0,1415.0,12.0,444.0,456.0,0.0,0.0,0.0,178892.0,178892.0,0.0,54166327.0,205690.0,54372017.0,2014,JUN,171326.0,2.0,2014-06-01
San Diego,17907.0,328.0,4.0,113994.0,1717.0,642.0,131901.0,2045.0,646.0,48059.0,243722.0,291781.0,713.0,410.0,5209.0,2405.0,5922.0,2815.0,4.0,821.0,825.0,0.0,0.0,0.0,153020.0,153020.0,0.0,38757689.0,381424.0,39139113.0,2014,JUN,134592.0,2.0,2014-06-01
San Francisco,2660.0,163.0,6.0,28897.0,667.0,752.0,31557.0,830.0,758.0,5925.0,44255.0,50180.0,290.0,180.0,1598.0,1076.0,1888.0,1256.0,6.0,868.0,874.0,0.0,0.0,0.0,35893.0,35893.0,0.0,7445755.0,242511.0,7688266.0,2014,JUN,33145.0,2.0,2014-06-01
San Joaquin,9369.0,70.0,1.0,39989.0,467.0,147.0,49358.0,537.0,148.0,24058.0,91291.0,115349.0,175.0,75.0,1289.0,555.0,1464.0,630.0,1.0,217.0,218.0,0.0,0.0,0.0,52631.0,52631.0,0.0,16238093.0,98392.0,16336485.0,2014,JUN,50043.0,2.0,2014-06-01
