county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail,issuances_contract_otc,issuances_other_otc,issuances_ebt,issuances_total,issuances_ebt_conv_coupon,val_issuances_fed_only,val_issuences_st_only,val_issuances_tot_all,year,month,total_households,quarter,fulldate
California,305923.0,4421.0,143.0,1663267.0,19944.0,8910.0,1969190.0,24365.0,9053.0,765726.0,3471077.0,4236803.0,9275.0,5726.0,49374.0,24370.0,58649.0,30096.0,252.0,11708.0,11960.0,0.0,0.0,0.0,2111737.0,2111737.0,0.0,615056786.63,5195119.09,620251905.72,2013,DEC,2002608.0,4.0,2013-12-01
Alameda,9821.0,248.0,9.0,52982.0,1101.0,461.0,62803.0,1349.0,470.0,22768.0,100991.0,123759.0,535.0,291.0,2600.0,1392.0,3135.0,1683.0,11.0,607.0,618.0,0.0,0.0,0.0,64622.0,64622.0,0.0,18607978.0,275033.0,18883011.0,2013,DEC,64622.0,4.0,2013-12-01
Alpine,3.0,0.0,0.0,103.0,0.0,0.0,106.0,0.0,0.0,7.0,165.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,114.0,0.0,23217.0,0.0,23217.0,2013,DEC,106.0,4.0,2013-12-01
Amador,181.0,1.0,0.0,1507.0,2.0,1.0,1688.0,3.0,1.0,461.0,2821.0,3282.0,1.0,2.0,3.0,3.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1782.0,1782.0,0.0,466525.0,533.0,467058.0,2013,DEC,1692.0,4.0,2013-12-01
Butte,2003.0,6.0,0.0,12796.0,35.0,18.0,14799.0,41.0,18.0,4948.0,25053.0,30001.0,13.0,9.0,92.0,38.0,105.0,47.0,0.0,22.0,22.0,0.0,0.0,0.0,15771.0,15771.0,0.0,4254089.0,9569.0,4263658.0,2013,DEC,14858.0,4.0,2013-12-01
Calaveras,284.0,0.0,0.0,2337.0,7.0,3.0,2621.0,7.0,3.0,718.0,4255.0,4973.0,0.0,0.0,18.0,8.0,18.0,8.0,0.0,3.0,3.0,0.0,0.0,0.0,2764.0,2764.0,0.0,703113.0,1208.0,704321.0,2013,DEC,2631.0,4.0,2013-12-01
Colusa,104.0,0.0,0.0,595.0,4.0,1.0,699.0,4.0,1.0,271.0,1380.0,1651.0,0.0,0.0,15.0,5.0,15.0,5.0,0.0,3.0,3.0,0.0,0.0,0.0,751.0,751.0,0.0,219577.0,944.0,220521.0,2013,DEC,704.0,4.0,2013-12-01
Contra Costa,5556.0,68.0,0.0,28197.0,265.0,106.0,33753.0,333.0,106.0,13215.0,56460.0,69675.0,155.0,78.0,660.0,326.0,815.0,404.0,0.0,150.0,150.0,0.0,0.0,0.0,36727.0,36727.0,0.0,10382950.0,69091.0,10452041.0,2013,DEC,34192.0,4.0,2013-12-01
Del Norte,434.0,1.0,0.0,2068.0,6.0,4.0,2502.0,7.0,4.0,1150.0,3955.0,5105.0,2.0,1.0,21.0,7.0,23.0,8.0,0.0,5.0,5.0,0.0,0.0,0.0,2650.0,2650.0,0.0,713396.0,1261.0,714657.0,2013,DEC,2513.0,4.0,2013-12-01
El Dorado,563.0,0.0,0.0,5809.0,23.0,11.0,6372.0,23.0,11.0,1394.0,10210.0,11604.0,0.0,0.0,62.0,27.0,62.0,27.0,0.0,15.0,15.0,0.0,0.0,0.0,6769.0,6769.0,0.0,1672447.0,4834.0,1677281.0,2013,DEC,6406.0,4.0,2013-12-01
Fresno,15586.0,165.0,4.0,78041.0,560.0,127.0,93627.0,725.0,131.0,41999.0,181096.0,223095.0,425.0,180.0,1570.0,623.0,1995.0,803.0,6.0,157.0,163.0,0.0,0.0,0.0,102781.0,102781.0,0.0,31973157.0,126975.0,32100132.0,2013,DEC,94483.0,4.0,2013-12-01
