county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail,issuances_contract_otc,issuances_other_otc,issuances_ebt,issuances_total,issuances_ebt_conv_coupon,val_issuances_fed_only,val_issuences_st_only,val_issuances_tot_all,year,month,quarter,fulldate
California,326978.0,4675.0,85.0,1380243.0,18482.0,7557.0,1707221.0,23157.0,7642.0,823335.0,2993478.0,3816813.0,10198.0,5965.0,48247.0,22208.0,58445.0,28173.0,113.0,9985.0,10098.0,0.0,0.0,0.0,2490176.0,2490176.0,0.0,582053991.82,4914074.32,586968066.14,2011,NOV,4.0,2011-11-01
Alameda,11143.0,330.0,3.0,46474.0,934.0,416.0,57617.0,1264.0,419.0,26131.0,90596.0,116727.0,724.0,375.0,2228.0,1184.0,2952.0,1559.0,3.0,569.0,572.0,0.0,0.0,0.0,59300.0,59300.0,0.0,18374444.0,269070.0,18643514.0,2011,NOV,4.0,2011-11-01
Alpine,4.0,0.0,0.0,72.0,0.0,0.0,76.0,0.0,0.0,8.0,134.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,85.0,0.0,18912.0,0.0,18912.0,2011,NOV,4.0,2011-11-01
Amador,247.0,1.0,0.0,1315.0,5.0,0.0,1562.0,6.0,0.0,624.0,2364.0,2988.0,3.0,1.0,12.0,6.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1873.0,1873.0,0.0,468676.0,566.0,469242.0,2011,NOV,4.0,2011-11-01
Butte,2191.0,8.0,0.0,10940.0,45.0,10.0,13131.0,53.0,10.0,5535.0,22175.0,27710.0,19.0,9.0,117.0,46.0,136.0,55.0,0.0,12.0,12.0,0.0,0.0,0.0,16665.0,16665.0,0.0,4173404.0,9307.0,4182711.0,2011,NOV,4.0,2011-11-01
Calaveras,350.0,1.0,0.0,2015.0,3.0,0.0,2365.0,4.0,0.0,932.0,3881.0,4813.0,1.0,1.0,9.0,3.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3102.0,3102.0,0.0,733271.0,425.0,733696.0,2011,NOV,4.0,2011-11-01
Colusa,103.0,0.0,0.0,536.0,6.0,0.0,639.0,6.0,0.0,259.0,1289.0,1548.0,0.0,0.0,23.0,6.0,23.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,873.0,873.0,0.0,221048.0,684.0,221732.0,2011,NOV,4.0,2011-11-01
Contra Costa,6230.0,74.0,1.0,24610.0,287.0,73.0,30840.0,361.0,74.0,14870.0,50533.0,65403.0,168.0,91.0,728.0,341.0,896.0,432.0,1.0,95.0,96.0,0.0,0.0,0.0,34002.0,34002.0,0.0,10105240.52,61472.45,10166712.97,2011,NOV,4.0,2011-11-01
Del Norte,492.0,1.0,0.0,1995.0,3.0,8.0,2487.0,4.0,8.0,1305.0,3939.0,5244.0,3.0,1.0,6.0,3.0,9.0,4.0,0.0,10.0,10.0,0.0,0.0,0.0,3139.0,3139.0,0.0,775793.11,2345.0,778138.11,2011,NOV,4.0,2011-11-01
El Dorado,673.0,9.0,0.0,4969.0,26.0,6.0,5642.0,35.0,6.0,1748.0,9294.0,11042.0,20.0,9.0,70.0,34.0,90.0,43.0,0.0,8.0,8.0,0.0,0.0,0.0,7033.0,7033.0,0.0,1662567.0,6569.0,1669136.0,2011,NOV,4.0,2011-11-01
