county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail,issuances_contract_otc,issuances_other_otc,issuances_ebt,issuances_total,issuances_ebt_conv_coupon,val_issuances_fed_only,val_issuences_st_only,val_issuances_tot_all,year,month,total_households,quarter,fulldate
California,261395.0,4051.0,54.0,691787.0,10435.0,4711.0,953182.0,14486.0,4765.0,663111.0,1625376.0,2288487.0,9296.0,5037.0,28756.0,12615.0,38052.0,17652.0,66.0,6007.0,6073.0,0.0,0.0,0.0,1073812.0,1073812.0,0.0,263444561.63,2176118.49,265620680.12,2008,AUG,972433.0,3.0,2008-08-01
Alameda,10978.0,261.0,4.0,24413.0,387.0,216.0,35391.0,648.0,220.0,25897.0,49376.0,75273.0,600.0,309.0,944.0,470.0,1544.0,779.0,4.0,287.0,291.0,0.0,0.0,0.0,36259.0,36259.0,0.0,8760487.0,106946.0,8867433.0,2008,AUG,36259.0,3.0,2008-08-01
Alpine,8.0,0.0,0.0,41.0,0.0,0.0,49.0,0.0,0.0,17.0,99.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,0.0,10998.0,0.0,10998.0,2008,AUG,49.0,3.0,2008-08-01
Amador,161.0,0.0,0.0,611.0,0.0,0.0,772.0,0.0,0.0,436.0,1192.0,1628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,826.0,826.0,0.0,187397.0,0.0,187397.0,2008,AUG,772.0,3.0,2008-08-01
Butte,1686.0,0.0,0.0,7023.0,23.0,10.0,8709.0,23.0,10.0,4320.0,15374.0,19694.0,0.0,0.0,71.0,29.0,71.0,29.0,0.0,13.0,13.0,0.0,0.0,0.0,9549.0,9549.0,0.0,2236426.0,4118.0,2240544.0,2008,AUG,8742.0,3.0,2008-08-01
Calaveras,270.0,0.0,0.0,871.0,0.0,0.0,1141.0,0.0,0.0,727.0,1774.0,2501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141.0,1141.0,0.0,281756.0,0.0,281756.0,2008,AUG,1141.0,3.0,2008-08-01
Colusa,74.0,1.0,0.0,414.0,8.0,1.0,488.0,9.0,1.0,207.0,1113.0,1320.0,2.0,1.0,17.0,8.0,19.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,534.0,534.0,0.0,128915.0,767.0,129682.0,2008,AUG,498.0,3.0,2008-08-01
Contra Costa,5436.0,58.0,0.0,11299.0,128.0,40.0,16735.0,186.0,40.0,13348.0,24796.0,38144.0,153.0,65.0,372.0,157.0,525.0,222.0,0.0,50.0,50.0,0.0,0.0,0.0,18925.0,18925.0,0.0,4454597.0,26126.0,4480723.0,2008,AUG,16961.0,3.0,2008-08-01
Del Norte,406.0,1.0,0.0,1429.0,5.0,1.0,1835.0,6.0,1.0,1118.0,2907.0,4025.0,3.0,1.0,19.0,6.0,22.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,1842.0,1842.0,0.0,449753.0,673.0,450426.0,2008,AUG,1842.0,3.0,2008-08-01
El Dorado,487.0,0.0,0.0,1989.0,8.0,4.0,2476.0,8.0,4.0,1295.0,4081.0,5376.0,0.0,0.0,18.0,9.0,18.0,9.0,0.0,5.0,5.0,0.0,0.0,0.0,2774.0,2774.0,0.0,623509.0,1361.0,624870.0,2008,AUG,2488.0,3.0,2008-08-01
