county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail,issuances_contract_otc,issuances_other_otc,issuances_ebt,issuances_total,issuances_ebt_conv_coupon,val_issuances_fed_only,val_issuences_st_only,val_issuances_tot_all,year,month,total_households,quarter,fulldate
California,359678.0,5402.0,88.0,1241044.0,17619.0,7466.0,1600722.0,23021.0,7554.0,915631.0,2704819.0,3620450.0,12012.0,6812.0,47154.0,21018.0,59166.0,27830.0,121.0,9688.0,9809.0,0.0,0.0,0.0,2235220.0,2235220.0,0.0,541151636.9,4637748.88,545789385.78,2011,APR,1631297.0,2.0,2011-04-01
Alameda,11993.0,338.0,5.0,40357.0,832.0,393.0,52350.0,1170.0,398.0,28274.0,79192.0,107466.0,743.0,389.0,2049.0,1055.0,2792.0,1444.0,7.0,516.0,523.0,0.0,0.0,0.0,53918.0,53918.0,0.0,16652124.0,249788.0,16901912.0,2011,APR,53918.0,2.0,2011-04-01
Alpine,6.0,0.0,0.0,82.0,0.0,0.0,88.0,0.0,0.0,16.0,141.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,91.0,0.0,22613.0,0.0,22613.0,2011,APR,88.0,2.0,2011-04-01
Amador,273.0,0.0,0.0,1145.0,2.0,0.0,1418.0,2.0,0.0,710.0,2061.0,2771.0,0.0,0.0,6.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1539.0,1539.0,0.0,424297.0,173.0,424470.0,2011,APR,1420.0,2.0,2011-04-01
Butte,2286.0,3.0,0.0,10104.0,58.0,12.0,12390.0,61.0,12.0,5881.0,20605.0,26486.0,5.0,3.0,160.0,60.0,165.0,63.0,0.0,17.0,17.0,0.0,0.0,0.0,13459.0,13459.0,0.0,3908209.0,10075.0,3918284.0,2011,APR,12463.0,2.0,2011-04-01
Calaveras,424.0,1.0,0.0,1789.0,7.0,0.0,2213.0,8.0,0.0,1183.0,3426.0,4609.0,1.0,1.0,22.0,9.0,23.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2364.0,2364.0,0.0,676439.0,857.0,677296.0,2011,APR,2221.0,2.0,2011-04-01
Colusa,127.0,4.0,0.0,523.0,8.0,0.0,650.0,12.0,0.0,342.0,1364.0,1706.0,16.0,4.0,26.0,8.0,42.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,734.0,734.0,0.0,242090.0,983.0,243073.0,2011,APR,662.0,2.0,2011-04-01
Contra Costa,6973.0,87.0,1.0,22080.0,250.0,73.0,29053.0,337.0,74.0,16927.0,44992.0,61919.0,188.0,103.0,670.0,310.0,858.0,413.0,1.0,99.0,100.0,0.0,0.0,0.0,32179.0,32179.0,0.0,9393378.09,57184.34,9450562.43,2011,APR,29464.0,2.0,2011-04-01
Del Norte,572.0,1.0,0.0,1879.0,3.0,8.0,2451.0,4.0,8.0,1583.0,3610.0,5193.0,3.0,1.0,7.0,3.0,10.0,4.0,0.0,11.0,11.0,0.0,0.0,0.0,2636.0,2636.0,0.0,744474.0,1994.0,746468.0,2011,APR,2463.0,2.0,2011-04-01
El Dorado,795.0,10.0,0.0,4607.0,23.0,4.0,5402.0,33.0,4.0,2081.0,8744.0,10825.0,24.0,10.0,56.0,28.0,80.0,38.0,0.0,5.0,5.0,0.0,0.0,0.0,5929.0,5929.0,0.0,1588420.0,4562.0,1592982.0,2011,APR,5439.0,2.0,2011-04-01
