county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail,issuances_contract_otc,issuances_other_otc,issuances_ebt,issuances_total,issuances_ebt_conv_coupon,val_issuances_fed_only,val_issuences_st_only,val_issuances_tot_all,year,month,total_households,quarter,fulldate
California,263469.0,4121.0,69.0,666557.0,10183.0,4636.0,930026.0,14304.0,4705.0,666185.0,1567330.0,2233515.0,9506.0,5167.0,28255.0,12169.0,37761.0,17336.0,97.0,5886.0,5983.0,0.0,0.0,0.0,1044451.0,1044451.0,0.0,256777448.62,2108176.0,258885624.62,2008,JUN,949035.0,2.0,2008-06-01
Alameda,10916.0,250.0,4.0,23595.0,376.0,209.0,34511.0,626.0,213.0,25624.0,47632.0,73256.0,568.0,301.0,921.0,454.0,1489.0,755.0,6.0,272.0,278.0,0.0,0.0,0.0,35350.0,35350.0,0.0,8500526.0,103102.0,8603628.0,2008,JUN,35350.0,2.0,2008-06-01
Alpine,9.0,0.0,0.0,40.0,0.0,0.0,49.0,0.0,0.0,26.0,84.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,0.0,10132.0,0.0,10132.0,2008,JUN,49.0,2.0,2008-06-01
Amador,158.0,0.0,0.0,603.0,0.0,0.0,761.0,0.0,0.0,412.0,1162.0,1574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,818.0,818.0,0.0,180838.0,0.0,180838.0,2008,JUN,761.0,2.0,2008-06-01
Butte,1771.0,0.0,0.0,6867.0,22.0,16.0,8638.0,22.0,16.0,4551.0,15047.0,19598.0,0.0,0.0,68.0,27.0,68.0,27.0,0.0,16.0,16.0,0.0,0.0,0.0,9509.0,9509.0,0.0,2228831.0,4210.0,2233041.0,2008,JUN,8676.0,2.0,2008-06-01
Calaveras,272.0,0.0,0.0,850.0,0.0,0.0,1122.0,0.0,0.0,730.0,1709.0,2439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1122.0,1122.0,0.0,274428.0,0.0,274428.0,2008,JUN,1122.0,2.0,2008-06-01
Colusa,71.0,1.0,0.0,421.0,13.0,1.0,492.0,14.0,1.0,206.0,1135.0,1341.0,2.0,1.0,39.0,15.0,41.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,536.0,536.0,0.0,131783.0,1169.0,132952.0,2008,JUN,507.0,2.0,2008-06-01
Contra Costa,5470.0,57.0,1.0,10658.0,127.0,49.0,16128.0,184.0,50.0,13284.0,23440.0,36724.0,141.0,68.0,365.0,142.0,506.0,210.0,4.0,59.0,63.0,0.0,0.0,0.0,18308.0,18308.0,0.0,4279275.0,26003.0,4305278.0,2008,JUN,16362.0,2.0,2008-06-01
Del Norte,424.0,0.0,0.0,1420.0,3.0,3.0,1844.0,3.0,3.0,1188.0,2892.0,4080.0,0.0,0.0,11.0,3.0,11.0,3.0,0.0,8.0,8.0,0.0,0.0,0.0,1850.0,1850.0,0.0,452702.0,708.0,453410.0,2008,JUN,1850.0,2.0,2008-06-01
El Dorado,499.0,0.0,0.0,1898.0,7.0,2.0,2397.0,7.0,2.0,1305.0,3959.0,5264.0,0.0,0.0,14.0,9.0,14.0,9.0,0.0,2.0,2.0,0.0,0.0,0.0,2671.0,2671.0,0.0,603014.0,803.0,603817.0,2008,JUN,2406.0,2.0,2008-06-01
Fresno,16216.0,101.0,0.0,36624.0,383.0,61.0,52840.0,484.0,61.0,44091.0,95843.0,139934.0,272.0,117.0,1218.0,405.0,1490.0,522.0,0.0,66.0,66.0,0.0,0.0,0.0,59599.0,59599.0,0.0,15969240.0,44174.0,16013414.0,2008,JUN,53385.0,2.0,2008-06-01
Glenn,230.0,0.0,0.0,688.0,4.0,0.0,918.0,4.0,0.0,643.0,1739.0,2382.0,0.0,0.0,15.0,5.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,1005.0,0.0,248637.0,506.0,249143.0,2008,JUN,922.0,2.0,2008-06-01
Humboldt,1088.0,0.0,0.0,3845.0,11.0,7.0,4933.0,11.0,7.0,2806.0,7341.0,10147.0,0.0,0.0,19.0,17.0,19.0,17.0,0.0,8.0,8.0,0.0,0.0,0.0,5419.0,5419.0,0.0,1156854.0,2200.0,1159054.0,2008,JUN,4951.0,2.0,2008-06-01
Imperial,1640.0,3.0,0.0,5822.0,152.0,28.0,7462.0,155.0,28.0,5049.0,15241.0,20290.0,14.0,3.0,412.0,163.0,426.0,166.0,0.0,32.0,32.0,0.0,0.0,0.0,7645.0,7645.0,0.0,2345592.0,14962.0,2360554.0,2008,JUN,7645.0,2.0,2008-06-01
