county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail,issuances_contract_otc,issuances_other_otc,issuances_ebt,issuances_total,issuances_ebt_conv_coupon,val_issuances_fed_only,val_issuences_st_only,val_issuances_tot_all,year,month,quarter,fulldate
California,358875.0,5239.0,91.0,1281023.0,17528.0,7533.0,1639898.0,22767.0,7624.0,914981.0,2766026.0,3681007.0,11591.0,6662.0,46586.0,20952.0,58177.0,27614.0,130.0,9807.0,9937.0,0.0,0.0,0.0,2296139.0,2296139.0,0.0,550630772.9,4674949.89,555305722.79,2011,JUN,2.0,2011-06-01
Alameda,12137.0,337.0,6.0,42132.0,881.0,394.0,54269.0,1218.0,400.0,28581.0,81913.0,110494.0,735.0,388.0,2157.0,1121.0,2892.0,1509.0,9.0,534.0,543.0,0.0,0.0,0.0,55887.0,55887.0,0.0,17085578.0,253672.0,17339250.0,2011,JUN,2.0,2011-06-01
Alpine,5.0,0.0,0.0,76.0,0.0,0.0,81.0,0.0,0.0,14.0,131.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,0.0,19741.0,0.0,19741.0,2011,JUN,2.0,2011-06-01
Amador,272.0,1.0,0.0,1193.0,3.0,0.0,1465.0,4.0,0.0,699.0,2165.0,2864.0,3.0,1.0,7.0,3.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1575.0,1575.0,0.0,437217.0,312.0,437529.0,2011,JUN,2.0,2011-06-01
Butte,2276.0,2.0,0.0,10455.0,56.0,9.0,12731.0,58.0,9.0,5842.0,21315.0,27157.0,4.0,2.0,159.0,57.0,163.0,59.0,0.0,12.0,12.0,0.0,0.0,0.0,13869.0,13869.0,0.0,3997079.0,9057.0,4006136.0,2011,JUN,2.0,2011-06-01
Calaveras,414.0,2.0,0.0,1873.0,4.0,0.0,2287.0,6.0,0.0,1173.0,3554.0,4727.0,3.0,2.0,14.0,5.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,2400.0,0.0,690858.0,574.0,691432.0,2011,JUN,2.0,2011-06-01
Colusa,118.0,3.0,0.0,550.0,7.0,0.0,668.0,10.0,0.0,317.0,1398.0,1715.0,14.0,3.0,19.0,7.0,33.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,722.0,722.0,0.0,234883.0,707.0,235590.0,2011,JUN,2.0,2011-06-01
Contra Costa,6887.0,82.0,2.0,22899.0,266.0,64.0,29786.0,348.0,66.0,16684.0,46150.0,62834.0,166.0,93.0,700.0,325.0,866.0,418.0,4.0,84.0,88.0,0.0,0.0,0.0,32986.0,32986.0,0.0,9567878.35,52878.9,9620757.25,2011,JUN,2.0,2011-06-01
Del Norte,560.0,1.0,0.0,1946.0,4.0,7.0,2506.0,5.0,7.0,1535.0,3771.0,5306.0,3.0,1.0,9.0,4.0,12.0,5.0,0.0,12.0,12.0,0.0,0.0,0.0,2675.0,2675.0,0.0,754545.55,1486.0,756031.55,2011,JUN,2.0,2011-06-01
El Dorado,797.0,9.0,1.0,4776.0,28.0,4.0,5573.0,37.0,5.0,2084.0,8978.0,11062.0,26.0,9.0,59.0,34.0,85.0,43.0,1.0,5.0,6.0,0.0,0.0,0.0,6008.0,6008.0,0.0,1634111.0,6244.0,1640355.0,2011,JUN,2.0,2011-06-01
Fresno,18636.0,91.0,0.0,64576.0,485.0,114.0,83212.0,576.0,114.0,50122.0,153353.0,203475.0,245.0,102.0,1417.0,547.0,1662.0,649.0,0.0,144.0,144.0,0.0,0.0,0.0,91368.0,91368.0,0.0,30017566.0,98723.0,30116289.0,2011,JUN,2.0,2011-06-01
