county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail,issuances_contract_otc,issuances_other_otc,issuances_ebt,issuances_total,issuances_ebt_conv_coupon,val_issuances_fed_only,val_issuences_st_only,val_issuances_tot_all,year,month,quarter,fulldate
California,312609.0,4271.0,116.0,1583054.0,18899.0,7964.0,1895663.0,23170.0,8080.0,780104.0,3326802.0,4106906.0,9018.0,5511.0,47638.0,23012.0,56656.0,28523.0,209.0,10556.0,10765.0,0.0,0.0,0.0,2618234.0,2618234.0,0.0,638639482.58,5098120.27,643737602.85,2013,APR,2.0,2013-04-01
Alameda,10051.0,282.0,3.0,51238.0,1001.0,405.0,61289.0,1283.0,408.0,23216.0,97842.0,121058.0,620.0,318.0,2399.0,1294.0,3019.0,1612.0,3.0,522.0,525.0,0.0,0.0,0.0,62980.0,62980.0,0.0,19529377.0,268646.0,19798023.0,2013,APR,2.0,2013-04-01
Alpine,3.0,0.0,0.0,82.0,0.0,0.0,85.0,0.0,0.0,8.0,145.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0.0,21992.0,0.0,21992.0,2013,APR,2.0,2013-04-01
Amador,187.0,0.0,0.0,1524.0,5.0,1.0,1711.0,5.0,1.0,481.0,2769.0,3250.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,1818.0,1818.0,0.0,493663.0,909.0,494572.0,2013,APR,2.0,2013-04-01
Butte,2070.0,12.0,0.0,12276.0,40.0,11.0,14346.0,52.0,11.0,5180.0,24385.0,29565.0,29.0,12.0,106.0,43.0,135.0,55.0,0.0,15.0,15.0,0.0,0.0,0.0,15383.0,15383.0,0.0,4437054.0,7702.0,4444756.0,2013,APR,2.0,2013-04-01
Calaveras,330.0,0.0,0.0,2236.0,4.0,1.0,2566.0,4.0,1.0,860.0,4146.0,5006.0,0.0,0.0,12.0,4.0,12.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,2708.0,2708.0,0.0,758197.0,526.0,758723.0,2013,APR,2.0,2013-04-01
Colusa,111.0,2.0,0.0,614.0,5.0,1.0,725.0,7.0,1.0,285.0,1524.0,1809.0,6.0,2.0,15.0,6.0,21.0,8.0,0.0,2.0,2.0,0.0,0.0,0.0,768.0,768.0,0.0,245131.0,1405.0,246536.0,2013,APR,2.0,2013-04-01
Contra Costa,5716.0,62.0,1.0,26944.0,274.0,80.0,32660.0,336.0,81.0,13453.0,53826.0,67279.0,157.0,73.0,663.0,333.0,820.0,406.0,1.0,119.0,120.0,0.0,0.0,0.0,36359.0,36359.0,0.0,10825250.0,64940.0,10890190.0,2013,APR,2.0,2013-04-01
Del Norte,443.0,0.0,0.0,2091.0,3.0,5.0,2534.0,3.0,5.0,1175.0,3957.0,5132.0,0.0,0.0,9.0,3.0,9.0,3.0,0.0,5.0,5.0,0.0,0.0,0.0,2663.0,2663.0,0.0,764702.59,1420.0,766122.59,2013,APR,2.0,2013-04-01
El Dorado,640.0,2.0,0.0,5730.0,22.0,15.0,6370.0,24.0,15.0,1611.0,10224.0,11835.0,4.0,2.0,64.0,23.0,68.0,25.0,0.0,19.0,19.0,0.0,0.0,0.0,6816.0,6816.0,0.0,1800697.0,6948.0,1807645.0,2013,APR,2.0,2013-04-01
