county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail,issuances_contract_otc,issuances_other_otc,issuances_ebt,issuances_total,issuances_ebt_conv_coupon,val_issuances_fed_only,val_issuences_st_only,val_issuances_tot_all,year,month,quarter,fulldate
California,304562.0,4885.0,160.0,1745543.0,20370.0,10420.0,2050105.0,25255.0,10580.0,762453.0,3605285.0,4367738.0,10244.0,6257.0,51699.0,26094.0,61943.0,32351.0,267.0,13631.0,13898.0,0.0,0.0,0.0,2285879.0,2285879.0,0.0,618247548.96,5831688.36,624079237.32,2014,SEP,3.0,2014-09-01
Alameda,9231.0,276.0,3.0,52204.0,1118.0,514.0,61435.0,1394.0,517.0,21453.0,97619.0,119072.0,605.0,330.0,2545.0,1353.0,3150.0,1683.0,4.0,675.0,679.0,0.0,0.0,0.0,63346.0,63346.0,0.0,17742446.0,285284.0,18027730.0,2014,SEP,3.0,2014-09-01
Alpine,4.0,0.0,0.0,110.0,0.0,0.0,114.0,0.0,0.0,10.0,177.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,119.0,0.0,23319.0,0.0,23319.0,2014,SEP,3.0,2014-09-01
Amador,173.0,0.0,0.0,1564.0,3.0,0.0,1737.0,3.0,0.0,453.0,2870.0,3323.0,0.0,0.0,8.0,3.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1796.0,1796.0,0.0,452293.0,928.0,453221.0,2014,SEP,3.0,2014-09-01
Butte,2058.0,8.0,0.0,13603.0,39.0,24.0,15661.0,47.0,24.0,5124.0,25808.0,30932.0,20.0,9.0,106.0,44.0,126.0,53.0,0.0,34.0,34.0,0.0,0.0,0.0,16679.0,16679.0,0.0,4255359.0,8446.0,4263805.0,2014,SEP,3.0,2014-09-01
Calaveras,284.0,0.0,0.0,2551.0,7.0,2.0,2835.0,7.0,2.0,771.0,4550.0,5321.0,0.0,0.0,17.0,8.0,17.0,8.0,0.0,3.0,3.0,0.0,0.0,0.0,3019.0,3019.0,0.0,719219.0,1198.0,720417.0,2014,SEP,3.0,2014-09-01
Colusa,98.0,2.0,0.0,593.0,0.0,1.0,691.0,2.0,1.0,264.0,1372.0,1636.0,5.0,2.0,0.0,0.0,5.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,803.0,803.0,0.0,218636.0,711.0,219347.0,2014,SEP,3.0,2014-09-01
Contra Costa,5415.0,83.0,2.0,29541.0,305.0,124.0,34956.0,388.0,126.0,12824.0,62061.0,74885.0,211.0,107.0,828.0,441.0,1039.0,548.0,3.0,161.0,164.0,0.0,0.0,0.0,40409.0,40409.0,0.0,10460675.0,75206.0,10535881.0,2014,SEP,3.0,2014-09-01
Del Norte,425.0,1.0,0.0,2098.0,4.0,4.0,2523.0,5.0,4.0,1156.0,4041.0,5197.0,3.0,1.0,10.0,5.0,13.0,6.0,0.0,8.0,8.0,0.0,0.0,0.0,2695.0,2695.0,0.0,707679.52,1156.0,708835.52,2014,SEP,3.0,2014-09-01
El Dorado,592.0,0.0,0.0,6267.0,27.0,9.0,6859.0,27.0,9.0,1464.0,10906.0,12370.0,0.0,0.0,75.0,32.0,75.0,32.0,0.0,9.0,9.0,0.0,0.0,0.0,7281.0,7281.0,0.0,1701396.0,4211.0,1705607.0,2014,SEP,3.0,2014-09-01
Fresno,15043.0,159.0,1.0,78410.0,552.0,185.0,93453.0,711.0,186.0,41055.0,179786.0,220841.0,388.0,173.0,1554.0,652.0,1942.0,825.0,1.0,206.0,207.0,0.0,0.0,0.0,103905.0,103905.0,0.0,32263521.0,135436.0,32398957.0,2014,SEP,3.0,2014-09-01
Glenn,241.0,1.0,0.0,1246.0,6.0,1.0,1487.0,7.0,1.0,655.0,2937.0,3592.0,8.0,1.0,20.0,6.0,28.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,1628.0,1628.0,0.0,450139.0,517.0,450656.0,2014,SEP,3.0,2014-09-01
Humboldt,1074.0,5.0,0.0,9729.0,13.0,14.0,10803.0,18.0,14.0,2667.0,16665.0,19332.0,9.0,6.0,27.0,16.0,36.0,22.0,0.0,20.0,20.0,0.0,0.0,0.0,11733.0,11733.0,0.0,2677101.0,4601.0,2681702.0,2014,SEP,3.0,2014-09-01
Imperial,2335.0,24.0,1.0,13551.0,357.0,51.0,15886.0,381.0,52.0,6533.0,33307.0,39840.0,60.0,24.0,991.0,386.0,1051.0,410.0,1.0,62.0,63.0,0.0,0.0,0.0,17595.0,17595.0,0.0,5246045.0,50127.0,5296172.0,2014,SEP,3.0,2014-09-01
Inyo,103.0,0.0,1.0,942.0,5.0,1.0,1045.0,5.0,2.0,295.0,1811.0,2106.0,0.0,0.0,12.0,6.0,12.0,6.0,1.0,1.0,2.0,0.0,0.0,0.0,1097.0,1097.0,0.0,271684.0,775.0,272459.0,2014,SEP,3.0,2014-09-01
Kern,11147.0,53.0,5.0,50392.0,377.0,216.0,61539.0,430.0,221.0,30312.0,115911.0,146223.0,131.0,59.0,1066.0,427.0,1197.0,486.0,5.0,305.0,310.0,0.0,0.0,0.0,65424.0,65424.0,0.0,20021685.0,107258.0,20128943.0,2014,SEP,3.0,2014-09-01
Kings,1614.0,16.0,0.0,8406.0,91.0,28.0,10020.0,107.0,28.0,4380.0,18917.0,23297.0,38.0,16.0,269.0,108.0,307.0,124.0,0.0,39.0,39.0,0.0,0.0,0.0,10777.0,10777.0,0.0,3051989.0,17693.0,3069682.0,2014,SEP,3.0,2014-09-01
