county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail,issuances_contract_otc,issuances_other_otc,issuances_ebt,issuances_total,issuances_ebt_conv_coupon,val_issuances_fed_only,val_issuences_st_only,val_issuances_tot_all,year,month,quarter,fulldate
California,258414.0,3902.0,54.0,624783.0,9556.0,4358.0,883197.0,13458.0,4412.0,653838.0,1487809.0,2141647.0,9059.0,4830.0,26462.0,11456.0,35521.0,16286.0,84.0,5501.0,5585.0,0.0,0.0,0.0,991372.0,991372.0,0.0,246463253.88,1994777.42,248458031.3,2008,FEB,1.0,2008-02-01
Alameda,10891.0,209.0,4.0,22311.0,330.0,200.0,33202.0,539.0,204.0,25690.0,45388.0,71078.0,477.0,241.0,797.0,416.0,1274.0,657.0,5.0,262.0,267.0,0.0,0.0,0.0,33945.0,33945.0,0.0,8055026.0,92987.0,8148013.0,2008,FEB,1.0,2008-02-01
Alpine,6.0,0.0,0.0,33.0,0.0,0.0,39.0,0.0,0.0,15.0,71.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0,0.0,6991.0,0.0,6991.0,2008,FEB,1.0,2008-02-01
Amador,145.0,0.0,0.0,549.0,0.0,0.0,694.0,0.0,0.0,382.0,1056.0,1438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,764.0,764.0,0.0,169907.0,0.0,169907.0,2008,FEB,1.0,2008-02-01
Butte,1759.0,1.0,0.0,6506.0,21.0,12.0,8265.0,22.0,12.0,4520.0,14482.0,19002.0,1.0,1.0,62.0,27.0,63.0,28.0,0.0,14.0,14.0,0.0,0.0,0.0,9067.0,9067.0,0.0,2132203.0,3387.0,2135590.0,2008,FEB,1.0,2008-02-01
Calaveras,258.0,0.0,0.0,778.0,0.0,0.0,1036.0,0.0,0.0,701.0,1550.0,2251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1036.0,1036.0,0.0,243871.0,0.0,243871.0,2008,FEB,1.0,2008-02-01
Colusa,72.0,0.0,0.0,432.0,12.0,2.0,504.0,12.0,2.0,193.0,1194.0,1387.0,0.0,0.0,34.0,12.0,34.0,12.0,0.0,3.0,3.0,0.0,0.0,0.0,556.0,556.0,0.0,135920.0,961.0,136881.0,2008,FEB,1.0,2008-02-01
Contra Costa,5218.0,40.0,1.0,9721.0,119.0,45.0,14939.0,159.0,46.0,12603.0,22261.0,34864.0,90.0,49.0,342.0,141.0,432.0,190.0,1.0,52.0,53.0,0.0,0.0,0.0,16976.0,16976.0,0.0,4034162.0,26260.0,4060422.0,2008,FEB,1.0,2008-02-01
Del Norte,437.0,3.0,0.0,1350.0,4.0,4.0,1787.0,7.0,4.0,1226.0,2750.0,3976.0,14.0,3.0,9.0,4.0,23.0,7.0,0.0,8.0,8.0,0.0,0.0,0.0,1798.0,1798.0,0.0,437719.0,937.0,438656.0,2008,FEB,1.0,2008-02-01
El Dorado,483.0,0.0,0.0,1636.0,8.0,2.0,2119.0,8.0,2.0,1247.0,3480.0,4727.0,0.0,0.0,31.0,13.0,31.0,13.0,0.0,2.0,2.0,0.0,0.0,0.0,2365.0,2365.0,0.0,551602.0,1240.0,552842.0,2008,FEB,1.0,2008-02-01
Fresno,15848.0,114.0,0.0,33713.0,363.0,41.0,49561.0,477.0,41.0,43273.0,90287.0,133560.0,330.0,131.0,1102.0,374.0,1432.0,505.0,0.0,44.0,44.0,0.0,0.0,0.0,55698.0,55698.0,0.0,15286053.0,43523.0,15329576.0,2008,FEB,1.0,2008-02-01
Glenn,206.0,0.0,0.0,663.0,2.0,0.0,869.0,2.0,0.0,573.0,1763.0,2336.0,0.0,0.0,6.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,949.0,949.0,0.0,244363.0,223.0,244586.0,2008,FEB,1.0,2008-02-01
Humboldt,1071.0,0.0,0.0,3657.0,5.0,4.0,4728.0,5.0,4.0,2784.0,7193.0,9977.0,0.0,0.0,10.0,6.0,10.0,6.0,0.0,5.0,5.0,0.0,0.0,0.0,5282.0,5282.0,0.0,1140163.0,869.0,1141032.0,2008,FEB,1.0,2008-02-01
Imperial,1649.0,1.0,0.0,5607.0,139.0,22.0,7256.0,140.0,22.0,5081.0,14632.0,19713.0,3.0,1.0,407.0,144.0,410.0,145.0,0.0,28.0,28.0,0.0,0.0,0.0,7418.0,7418.0,0.0,2206044.0,12655.0,2218699.0,2008,FEB,1.0,2008-02-01
Inyo,88.0,0.0,0.0,378.0,0.0,0.0,466.0,0.0,0.0,256.0,752.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,491.0,0.0,108900.0,0.0,108900.0,2008,FEB,1.0,2008-02-01
Kern,6380.0,5.0,0.0,25093.0,233.0,79.0,31473.0,238.0,79.0,17946.0,67948.0,85894.0,18.0,5.0,698.0,259.0,716.0,264.0,0.0,137.0,137.0,0.0,0.0,0.0,31259.0,31259.0,0.0,9423689.0,38061.0,9461750.0,2008,FEB,1.0,2008-02-01
Kings,1087.0,1.0,1.0,4582.0,47.0,30.0,5669.0,48.0,31.0,3056.0,11341.0,14397.0,1.0,1.0,120.0,50.0,121.0,51.0,1.0,30.0,31.0,0.0,0.0,0.0,6233.0,6233.0,0.0,1540096.0,8676.0,1548772.0,2008,FEB,1.0,2008-02-01
Lake,932.0,0.0,0.0,1675.0,1.0,1.0,2607.0,1.0,1.0,1590.0,4265.0,5855.0,0.0,0.0,5.0,1.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2813.0,2813.0,0.0,676122.0,221.0,676343.0,2008,FEB,1.0,2008-02-01
Lassen,258.0,0.0,0.0,688.0,2.0,1.0,946.0,2.0,1.0,721.0,1494.0,2215.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1023.0,1023.0,0.0,253146.0,427.0,253573.0,2008,FEB,1.0,2008-02-01
Los Angeles,71314.0,1580.0,28.0,203964.0,3506.0,1697.0,275278.0,5086.0,1725.0,163405.0,456114.0,619519.0,3295.0,1914.0,9630.0,4219.0,12925.0,6133.0,43.0,2025.0,2068.0,0.0,0.0,0.0,317255.0,317255.0,0.0,74683855.0,811716.0,75495571.0,2008,FEB,1.0,2008-02-01
Madera,943.0,0.0,0.0,4800.0,24.0,1.0,5743.0,24.0,1.0,2707.0,12594.0,15301.0,0.0,0.0,91.0,24.0,91.0,24.0,0.0,3.0,3.0,0.0,0.0,0.0,6359.0,6359.0,0.0,1704176.0,1821.0,1705997.0,2008,FEB,1.0,2008-02-01
Marin,429.0,2.0,0.0,2077.0,38.0,46.0,2506.0,40.0,46.0,1020.0,3418.0,4438.0,2.0,2.0,79.0,46.0,81.0,48.0,0.0,46.0,46.0,0.0,0.0,0.0,2816.0,2816.0,0.0,537760.0,8064.0,545824.0,2008,FEB,1.0,2008-02-01
Mariposa,97.0,0.0,0.0,298.0,0.0,0.0,395.0,0.0,0.0,257.0,646.0,903.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,426.0,0.0,102469.0,0.0,102469.0,2008,FEB,1.0,2008-02-01
Mendocino,656.0,0.0,0.0,3383.0,16.0,4.0,4039.0,16.0,4.0,1690.0,6271.0,7961.0,0.0,0.0,52.0,18.0,52.0,18.0,0.0,5.0,5.0,0.0,0.0,0.0,4283.0,4283.0,0.0,927916.0,1844.0,929760.0,2008,FEB,1.0,2008-02-01
Merced,4552.0,17.0,1.0,7489.0,42.0,4.0,12041.0,59.0,5.0,12524.0,20726.0,33250.0,51.0,19.0,141.0,45.0,192.0,64.0,2.0,4.0,6.0,0.0,0.0,0.0,13097.0,13097.0,0.0,3598530.0,5145.0,3603675.0,2008,FEB,1.0,2008-02-01
Modoc,89.0,0.0,0.0,199.0,1.0,0.0,288.0,1.0,0.0,249.0,457.0,706.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,288.0,0.0,79254.0,21.0,79275.0,2008,FEB,1.0,2008-02-01
Mono,16.0,0.0,0.0,107.0,0.0,0.0,123.0,0.0,0.0,46.0,204.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,147.0,0.0,29137.0,0.0,29137.0,2008,FEB,1.0,2008-02-01
Monterey,1829.0,0.0,0.0,7140.0,78.0,6.0,8969.0,78.0,6.0,4843.0,16878.0,21721.0,0.0,0.0,275.0,83.0,275.0,83.0,0.0,7.0,7.0,0.0,0.0,0.0,9987.0,9987.0,0.0,2433433.0,6838.0,2440271.0,2008,FEB,1.0,2008-02-01
Napa,243.0,0.0,0.0,995.0,6.0,3.0,1238.0,6.0,3.0,618.0,2297.0,2915.0,0.0,0.0,17.0,6.0,17.0,6.0,0.0,4.0,4.0,0.0,0.0,0.0,1405.0,1405.0,0.0,321745.0,1001.0,322746.0,2008,FEB,1.0,2008-02-01
Nevada,326.0,0.0,0.0,1171.0,0.0,0.0,1497.0,0.0,0.0,837.0,2306.0,3143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1659.0,1659.0,0.0,370841.0,0.0,370841.0,2008,FEB,1.0,2008-02-01
Orange,9071.0,106.0,1.0,23477.0,617.0,257.0,32548.0,723.0,258.0,23417.0,59870.0,83287.0,247.0,122.0,1509.0,807.0,1756.0,929.0,3.0,330.0,333.0,0.0,0.0,0.0,37438.0,37438.0,0.0,9037483.0,101111.0,9138594.0,2008,FEB,1.0,2008-02-01
Placer,960.0,15.0,1.0,2575.0,16.0,12.0,3535.0,31.0,13.0,2634.0,5864.0,8498.0,33.0,22.0,50.0,22.0,83.0,44.0,1.0,17.0,18.0,0.0,0.0,0.0,3978.0,3978.0,0.0,942620.0,4766.0,947386.0,2008,FEB,1.0,2008-02-01
Plumas,87.0,0.0,0.0,204.0,0.0,0.0,291.0,0.0,0.0,230.0,494.0,724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,305.0,0.0,75975.0,0.0,75975.0,2008,FEB,1.0,2008-02-01
Riverside,13235.0,137.0,1.0,23030.0,404.0,89.0,36265.0,541.0,90.0,36927.0,65549.0,102476.0,382.0,149.0,1335.0,461.0,1717.0,610.0,1.0,116.0,117.0,0.0,0.0,0.0,39068.0,39068.0,0.0,11093942.0,63432.0,11157374.0,2008,FEB,1.0,2008-02-01
Sacramento,17116.0,664.0,2.0,31760.0,560.0,204.0,48876.0,1224.0,206.0,44276.0,78321.0,122597.0,1644.0,1023.0,1554.0,812.0,3198.0,1835.0,4.0,260.0,264.0,0.0,0.0,0.0,54570.0,54570.0,0.0,14692063.0,158504.0,14850567.0,2008,FEB,1.0,2008-02-01
San Benito,310.0,1.0,0.0,1208.0,5.0,2.0,1518.0,6.0,2.0,891.0,2715.0,3606.0,2.0,1.0,13.0,6.0,15.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,1526.0,1526.0,0.0,411818.0,889.0,412707.0,2008,FEB,1.0,2008-02-01
San Bernardino,20393.0,188.0,5.0,37440.0,570.0,240.0,57833.0,758.0,245.0,56695.0,105216.0,161911.0,495.0,200.0,1739.0,659.0,2234.0,859.0,5.0,324.0,329.0,0.0,0.0,0.0,65957.0,65957.0,0.0,18169790.0,118319.0,18288109.0,2008,FEB,1.0,2008-02-01
San Diego,14962.0,280.0,3.0,22471.0,445.0,193.0,37433.0,725.0,196.0,40131.0,58246.0,98377.0,699.0,325.0,1281.0,526.0,1980.0,851.0,8.0,253.0,261.0,0.0,0.0,0.0,43364.0,43364.0,0.0,11067856.0,89870.0,11157726.0,2008,FEB,1.0,2008-02-01
