county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail,issuances_contract_otc,issuances_other_otc,issuances_ebt,issuances_total,issuances_ebt_conv_coupon,val_issuances_fed_only,val_issuences_st_only,val_issuances_tot_all,year,month,total_households,big_six,quarter,fulldate
California,257439.0,3857.0,51.0,621614.0,9254.0,4283.0,879053.0,13111.0,4334.0,650695.0,1474853.0,2125548.0,8981.0,4763.0,25649.0,11088.0,34630.0,15851.0,78.0,5367.0,5445.0,0.0,0.0,0.0,998698.0,998698.0,0.0,245406800.61,1964071.0,247370871.61,2008,JAN,896498.0,0,1.0,2008-01-01
Los Angeles,72255.0,1572.0,23.0,204860.0,3446.0,1706.0,277115.0,5018.0,1729.0,165306.0,455193.0,620499.0,3300.0,1903.0,9457.0,4159.0,12757.0,6062.0,36.0,2026.0,2062.0,0.0,0.0,0.0,326466.0,326466.0,0.0,75557786.0,813430.0,76371216.0,2008,JAN,283862.0,1,1.0,2008-01-01
San Bernardino,20091.0,184.0,4.0,36522.0,526.0,225.0,56613.0,710.0,229.0,55799.0,102948.0,158747.0,482.0,197.0,1636.0,600.0,2118.0,797.0,4.0,302.0,306.0,0.0,0.0,0.0,64006.0,64006.0,0.0,17745610.0,108912.0,17854522.0,2008,JAN,57552.0,1,1.0,2008-01-01
Sacramento,16761.0,649.0,3.0,31605.0,566.0,194.0,48366.0,1215.0,197.0,43424.0,78061.0,121485.0,1590.0,1001.0,1519.0,814.0,3109.0,1815.0,3.0,246.0,249.0,0.0,0.0,0.0,54310.0,54310.0,0.0,14588862.0,156335.0,14745197.0,2008,JAN,49778.0,1,1.0,2008-01-01
Fresno,15623.0,114.0,1.0,33554.0,356.0,34.0,49177.0,470.0,35.0,42599.0,89065.0,131664.0,325.0,130.0,1109.0,378.0,1434.0,508.0,1.0,36.0,37.0,0.0,0.0,0.0,55600.0,55600.0,0.0,15141780.0,41602.0,15183382.0,2008,JAN,49682.0,1,1.0,2008-01-01
San Diego,14894.0,273.0,3.0,22375.0,425.0,189.0,37269.0,698.0,192.0,40000.0,57864.0,97864.0,714.0,322.0,1161.0,490.0,1875.0,812.0,5.0,247.0,252.0,0.0,0.0,0.0,42901.0,42901.0,0.0,10965786.0,88940.0,11054726.0,2008,JAN,38159.0,1,1.0,2008-01-01
Riverside,12926.0,137.0,1.0,22756.0,387.0,86.0,35682.0,524.0,87.0,35996.0,65161.0,101157.0,400.0,147.0,1252.0,441.0,1652.0,588.0,1.0,113.0,114.0,0.0,0.0,0.0,39068.0,39068.0,0.0,10856342.0,60615.0,10916957.0,2008,JAN,36293.0,1,1.0,2008-01-01
Alameda,10907.0,205.0,3.0,22299.0,313.0,190.0,33206.0,518.0,193.0,25782.0,45241.0,71023.0,461.0,240.0,761.0,401.0,1222.0,641.0,5.0,245.0,250.0,0.0,0.0,0.0,33917.0,33917.0,0.0,8123012.0,89892.0,8212904.0,2008,JAN,33917.0,0,1.0,2008-01-01
Orange,9098.0,109.0,0.0,23493.0,588.0,249.0,32591.0,697.0,249.0,23612.0,59521.0,83133.0,260.0,125.0,1452.0,758.0,1712.0,883.0,0.0,323.0,323.0,0.0,0.0,0.0,37389.0,37389.0,0.0,8977722.0,96845.0,9074567.0,2008,JAN,33537.0,0,1.0,2008-01-01
Kern,6350.0,5.0,0.0,24849.0,231.0,66.0,31199.0,236.0,66.0,17957.0,67579.0,85536.0,15.0,5.0,677.0,258.0,692.0,263.0,0.0,85.0,85.0,0.0,0.0,0.0,33991.0,33991.0,0.0,9413209.0,36420.0,9449629.0,2008,JAN,31501.0,0,1.0,2008-01-01
Santa Clara,8355.0,116.0,2.0,17153.0,323.0,408.0,25508.0,439.0,410.0,20623.0,39393.0,60016.0,255.0,135.0,707.0,448.0,962.0,583.0,2.0,567.0,569.0,0.0,0.0,0.0,29518.0,29518.0,0.0,6702880.0,122062.0,6824942.0,2008,JAN,26357.0,0,1.0,2008-01-01
Tulare,8066.0,74.0,1.0,17103.0,391.0,58.0,25169.0,465.0,59.0,21664.0,43565.0,65229.0,194.0,76.0,1249.0,418.0,1443.0,494.0,1.0,67.0,68.0,0.0,0.0,0.0,28349.0,28349.0,0.0,7358901.0,46395.0,7405296.0,2008,JAN,25693.0,0,1.0,2008-01-01
San Joaquin,6130.0,10.0,0.0,15691.0,255.0,66.0,21821.0,265.0,66.0,17103.0,42298.0,59401.0,31.0,10.0,527.0,255.0,558.0,265.0,0.0,79.0,79.0,0.0,0.0,0.0,24032.0,24032.0,0.0,6699161.0,11617.0,6710778.0,2008,JAN,22152.0,0,1.0,2008-01-01
San Francisco,2858.0,116.0,2.0,15973.0,251.0,342.0,18831.0,367.0,344.0,6482.0,22904.0,29386.0,211.0,131.0,542.0,324.0,753.0,455.0,2.0,444.0,446.0,0.0,0.0,0.0,21005.0,21005.0,0.0,3494087.0,82610.0,3576697.0,2008,JAN,19542.0,0,1.0,2008-01-01
Stanislaus,6285.0,29.0,0.0,11709.0,76.0,15.0,17994.0,105.0,15.0,16318.0,28857.0,45175.0,66.0,32.0,241.0,85.0,307.0,117.0,0.0,17.0,17.0,0.0,0.0,0.0,19504.0,19504.0,0.0,5055198.0,11919.0,5067117.0,2008,JAN,18114.0,0,1.0,2008-01-01
Contra Costa,5169.0,43.0,1.0,9619.0,106.0,44.0,14788.0,149.0,45.0,12422.0,22116.0,34538.0,103.0,51.0,307.0,130.0,410.0,181.0,1.0,52.0,53.0,0.0,0.0,0.0,16899.0,16899.0,0.0,4028141.0,24748.0,4052889.0,2008,JAN,14982.0,0,1.0,2008-01-01
Ventura,3755.0,42.0,2.0,10549.0,168.0,100.0,14304.0,210.0,102.0,9606.0,23646.0,33252.0,94.0,50.0,568.0,186.0,662.0,236.0,5.0,129.0,134.0,0.0,0.0,0.0,16409.0,16409.0,0.0,3806305.0,35327.0,3841632.0,2008,JAN,14616.0,0,1.0,2008-01-01
Merced,4525.0,21.0,1.0,7382.0,38.0,5.0,11907.0,59.0,6.0,12479.0,20266.0,32745.0,62.0,23.0,135.0,42.0,197.0,65.0,2.0,6.0,8.0,0.0,0.0,0.0,12969.0,12969.0,0.0,3527186.0,5710.0,3532896.0,2008,JAN,11972.0,0,1.0,2008-01-01
Solano,3584.0,36.0,1.0,6054.0,57.0,42.0,9638.0,93.0,43.0,8973.0,13096.0,22069.0,100.0,38.0,158.0,63.0,258.0,101.0,1.0,47.0,48.0,0.0,0.0,0.0,11012.0,11012.0,0.0,2568755.0,18189.0,2586944.0,2008,JAN,9774.0,0,1.0,2008-01-01
Monterey,1790.0,0.0,0.0,6842.0,73.0,8.0,8632.0,73.0,8.0,4794.0,16137.0,20931.0,0.0,0.0,255.0,78.0,255.0,78.0,0.0,8.0,8.0,0.0,0.0,0.0,10162.0,10162.0,0.0,2388132.0,7465.0,2395597.0,2008,JAN,8713.0,0,1.0,2008-01-01
Butte,1767.0,3.0,0.0,6387.0,17.0,8.0,8154.0,20.0,8.0,4536.0,14279.0,18815.0,6.0,3.0,50.0,22.0,56.0,25.0,0.0,11.0,11.0,0.0,0.0,0.0,8932.0,8932.0,0.0,2108959.0,3874.0,2112833.0,2008,JAN,8182.0,0,1.0,2008-01-01
Santa Barbara,3575.0,14.0,0.0,4250.0,39.0,5.0,7825.0,53.0,5.0,6762.0,12002.0,18764.0,40.0,14.0,130.0,43.0,170.0,57.0,0.0,5.0,5.0,0.0,0.0,0.0,9078.0,9078.0,0.0,2072963.0,4402.0,2077365.0,2008,JAN,7883.0,0,1.0,2008-01-01
Imperial,1716.0,2.0,0.0,5483.0,143.0,23.0,7199.0,145.0,23.0,5237.0,14399.0,19636.0,10.0,3.0,412.0,147.0,422.0,150.0,0.0,29.0,29.0,0.0,0.0,0.0,7367.0,7367.0,0.0,2233164.0,12326.0,2245490.0,2008,JAN,7367.0,0,1.0,2008-01-01
Sonoma,1967.0,12.0,0.0,5236.0,37.0,23.0,7203.0,49.0,23.0,4552.0,9798.0,14350.0,28.0,13.0,108.0,41.0,136.0,54.0,0.0,31.0,31.0,0.0,0.0,0.0,8071.0,8071.0,0.0,1679230.81,8123.0,1687353.81,2008,JAN,7275.0,0,1.0,2008-01-01
Shasta,1546.0,0.0,0.0,4879.0,4.0,4.0,6425.0,4.0,4.0,3834.0,10544.0,14378.0,0.0,0.0,10.0,4.0,10.0,4.0,0.0,5.0,5.0,0.0,0.0,0.0,7003.0,7003.0,0.0,1584627.0,1185.0,1585812.0,2008,JAN,6433.0,0,1.0,2008-01-01
Santa Cruz,1520.0,6.0,0.0,4411.0,62.0,8.0,5931.0,68.0,8.0,3420.0,8816.0,12236.0,16.0,7.0,187.0,68.0,203.0,75.0,0.0,10.0,10.0,0.0,0.0,0.0,6973.0,6973.0,0.0,1483207.0,7763.0,1490970.0,2008,JAN,6007.0,0,1.0,2008-01-01
Madera,975.0,0.0,1.0,4690.0,26.0,3.0,5665.0,26.0,4.0,2807.0,12261.0,15068.0,0.0,0.0,100.0,26.0,100.0,26.0,5.0,3.0,8.0,0.0,0.0,0.0,6201.0,6201.0,0.0,1670687.0,2794.0,1673481.0,2008,JAN,5695.0,0,1.0,2008-01-01
Kings,1055.0,1.0,0.0,4505.0,48.0,27.0,5560.0,49.0,27.0,3032.0,11054.0,14086.0,2.0,1.0,122.0,51.0,124.0,52.0,0.0,27.0,27.0,0.0,0.0,0.0,6110.0,6110.0,0.0,1509904.0,7347.0,1517251.0,2008,JAN,5636.0,0,1.0,2008-01-01
Humboldt,1084.0,0.0,0.0,3679.0,7.0,4.0,4763.0,7.0,4.0,2839.0,7273.0,10112.0,0.0,0.0,13.0,9.0,13.0,9.0,0.0,5.0,5.0,0.0,0.0,0.0,5360.0,5360.0,0.0,1149686.0,1144.0,1150830.0,2008,JAN,4774.0,0,1.0,2008-01-01
Yolo,1179.0,32.0,1.0,2939.0,57.0,41.0,4118.0,89.0,42.0,3060.0,6698.0,9758.0,90.0,43.0,169.0,76.0,259.0,119.0,3.0,58.0,61.0,0.0,0.0,0.0,4685.0,4685.0,0.0,1134935.0,17552.0,1152487.0,2008,JAN,4249.0,0,1.0,2008-01-01
San Luis Obispo,1114.0,10.0,0.0,2986.0,28.0,9.0,4100.0,38.0,9.0,2567.0,6043.0,8610.0,20.0,10.0,77.0,31.0,97.0,41.0,0.0,9.0,9.0,0.0,0.0,0.0,5026.0,5026.0,0.0,946915.0,3481.0,950396.0,2008,JAN,4147.0,0,1.0,2008-01-01
San Mateo,1287.0,22.0,0.0,2664.0,62.0,13.0,3951.0,84.0,13.0,3090.0,5509.0,8599.0,55.0,25.0,162.0,72.0,217.0,97.0,0.0,16.0,16.0,0.0,0.0,0.0,4579.0,4579.0,0.0,997417.0,7924.0,1005341.0,2008,JAN,4048.0,0,1.0,2008-01-01
Mendocino,666.0,0.0,0.0,3124.0,16.0,1.0,3790.0,16.0,1.0,1722.0,5487.0,7209.0,0.0,0.0,49.0,18.0,49.0,18.0,0.0,2.0,2.0,0.0,0.0,0.0,4319.0,4319.0,0.0,922612.0,1677.0,924289.0,2008,JAN,3807.0,0,1.0,2008-01-01
Placer,959.0,13.0,1.0,2547.0,19.0,13.0,3506.0,32.0,14.0,2575.0,5732.0,8307.0,29.0,20.0,53.0,23.0,82.0,43.0,1.0,18.0,19.0,0.0,0.0,0.0,3919.0,3919.0,0.0,936979.0,5172.0,942151.0,2008,JAN,3552.0,0,1.0,2008-01-01
Yuba,810.0,1.0,0.0,2715.0,18.0,6.0,3525.0,19.0,6.0,2278.0,6600.0,8878.0,1.0,2.0,53.0,22.0,54.0,24.0,0.0,16.0,16.0,0.0,0.0,0.0,3815.0,3815.0,0.0,972302.0,3366.0,975668.0,2008,JAN,3550.0,0,1.0,2008-01-01
Sutter,628.0,0.0,0.0,2112.0,8.0,3.0,2740.0,8.0,3.0,1814.0,5256.0,7070.0,0.0,0.0,24.0,12.0,24.0,12.0,0.0,4.0,4.0,0.0,0.0,0.0,2989.0,2989.0,0.0,780025.0,1334.0,781359.0,2008,JAN,2751.0,0,1.0,2008-01-01
Marin,431.0,1.0,0.0,2059.0,34.0,42.0,2490.0,35.0,42.0,1031.0,3354.0,4385.0,1.0,1.0,78.0,37.0,79.0,38.0,0.0,42.0,42.0,0.0,0.0,0.0,2785.0,2785.0,0.0,528314.0,6903.0,535217.0,2008,JAN,2567.0,0,1.0,2008-01-01
Lake,903.0,0.0,0.0,1636.0,1.0,0.0,2539.0,1.0,0.0,1594.0,4131.0,5725.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2763.0,2763.0,0.0,647643.0,116.0,647759.0,2008,JAN,2540.0,0,1.0,2008-01-01
Tehama,597.0,3.0,0.0,1805.0,11.0,2.0,2402.0,14.0,2.0,1557.0,4228.0,5785.0,11.0,3.0,31.0,13.0,42.0,16.0,0.0,2.0,2.0,0.0,0.0,0.0,2644.0,2644.0,0.0,653205.0,1556.0,654761.0,2008,JAN,2418.0,0,1.0,2008-01-01
El Dorado,477.0,0.0,0.0,1589.0,7.0,2.0,2066.0,7.0,2.0,1226.0,3379.0,4605.0,0.0,0.0,16.0,7.0,16.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,2328.0,2328.0,0.0,531962.0,748.0,532710.0,2008,JAN,2075.0,0,1.0,2008-01-01
Del Norte,448.0,1.0,0.0,1364.0,1.0,5.0,1812.0,2.0,5.0,1257.0,2778.0,4035.0,8.0,1.0,1.0,1.0,9.0,2.0,0.0,12.0,12.0,0.0,0.0,0.0,1819.0,1819.0,0.0,441059.8,981.0,442040.8,2008,JAN,1819.0,0,1.0,2008-01-01
Siskiyou,478.0,0.0,0.0,1199.0,4.0,4.0,1677.0,4.0,4.0,1264.0,2661.0,3925.0,0.0,0.0,17.0,4.0,17.0,4.0,0.0,6.0,6.0,0.0,0.0,0.0,1832.0,1832.0,0.0,428766.0,1111.0,429877.0,2008,JAN,1685.0,0,1.0,2008-01-01
San Benito,309.0,0.0,0.0,1168.0,7.0,2.0,1477.0,7.0,2.0,893.0,2645.0,3538.0,0.0,0.0,17.0,9.0,17.0,9.0,0.0,2.0,2.0,0.0,0.0,0.0,1486.0,1486.0,0.0,399002.0,709.0,399711.0,2008,JAN,1486.0,0,1.0,2008-01-01
Nevada,329.0,0.0,0.0,1132.0,0.0,0.0,1461.0,0.0,0.0,849.0,2239.0,3088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1603.0,1603.0,0.0,357957.0,0.0,357957.0,2008,JAN,1461.0,0,1.0,2008-01-01
Tuolumne,449.0,0.0,0.0,980.0,0.0,1.0,1429.0,0.0,1.0,1398.0,1983.0,3381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1559.0,1559.0,0.0,342202.0,542.0,342744.0,2008,JAN,1430.0,0,1.0,2008-01-01
Napa,249.0,0.0,0.0,999.0,6.0,3.0,1248.0,6.0,3.0,638.0,2274.0,2912.0,0.0,0.0,15.0,6.0,15.0,6.0,0.0,4.0,4.0,0.0,0.0,0.0,1421.0,1421.0,0.0,321729.0,1205.0,322934.0,2008,JAN,1257.0,0,1.0,2008-01-01
Calaveras,257.0,0.0,0.0,761.0,0.0,0.0,1018.0,0.0,0.0,689.0,1550.0,2239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1018.0,1018.0,0.0,251721.0,0.0,251721.0,2008,JAN,1018.0,0,1.0,2008-01-01
Lassen,334.0,0.0,0.0,667.0,1.0,2.0,1001.0,1.0,2.0,754.0,1424.0,2178.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1041.0,1041.0,0.0,249949.0,415.0,250364.0,2008,JAN,1004.0,0,1.0,2008-01-01
Glenn,203.0,0.0,0.0,678.0,2.0,0.0,881.0,2.0,0.0,559.0,1799.0,2358.0,0.0,0.0,6.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,970.0,970.0,0.0,243929.0,223.0,244152.0,2008,JAN,883.0,0,1.0,2008-01-01
Amador,144.0,0.0,0.0,541.0,0.0,0.0,685.0,0.0,0.0,360.0,1045.0,1405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,724.0,724.0,0.0,160340.0,0.0,160340.0,2008,JAN,685.0,0,1.0,2008-01-01
Colusa,80.0,0.0,0.0,417.0,12.0,2.0,497.0,12.0,2.0,226.0,1171.0,1397.0,0.0,0.0,29.0,13.0,29.0,13.0,0.0,3.0,3.0,0.0,0.0,0.0,543.0,543.0,0.0,134996.0,1023.0,136019.0,2008,JAN,511.0,0,1.0,2008-01-01
Inyo,74.0,0.0,0.0,385.0,0.0,0.0,459.0,0.0,0.0,226.0,792.0,1018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,480.0,0.0,105693.0,0.0,105693.0,2008,JAN,459.0,0,1.0,2008-01-01
Trinity,111.0,0.0,0.0,328.0,0.0,0.0,439.0,0.0,0.0,295.0,751.0,1046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0,439.0,0.0,115144.0,0.0,115144.0,2008,JAN,439.0,0,1.0,2008-01-01
Mariposa,95.0,0.0,0.0,288.0,0.0,0.0,383.0,0.0,0.0,253.0,611.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,417.0,0.0,97510.0,0.0,97510.0,2008,JAN,383.0,0,1.0,2008-01-01
Plumas,85.0,0.0,0.0,207.0,0.0,0.0,292.0,0.0,0.0,234.0,501.0,735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,326.0,0.0,77264.0,0.0,77264.0,2008,JAN,292.0,0,1.0,2008-01-01
