county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail,issuances_contract_otc,issuances_other_otc,issuances_ebt,issuances_total,issuances_ebt_conv_coupon,val_issuances_fed_only,val_issuences_st_only,val_issuances_tot_all,year,month,total_households,quarter,fulldate
California,252290.0,3634.0,54.0,561738.0,8396.0,4191.0,814028.0,12030.0,4245.0,633450.0,1359840.0,1993290.0,8279.0,4479.0,23561.0,10074.0,31840.0,14553.0,72.0,5379.0,5451.0,0.0,0.0,1306.0,912887.0,914193.0,0.0,215936754.36,1797854.86,217734609.22,2007,APR,830303.0,2.0,2007-04-01
Alameda,11227.0,207.0,2.0,19971.0,245.0,149.0,31198.0,452.0,151.0,26961.0,40733.0,67694.0,459.0,240.0,600.0,317.0,1059.0,557.0,2.0,186.0,188.0,0.0,0.0,0.0,31801.0,31801.0,0.0,7354782.0,71645.0,7426427.0,2007,APR,31801.0,2.0,2007-04-01
Alpine,6.0,0.0,0.0,29.0,0.0,0.0,35.0,0.0,0.0,17.0,67.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,0.0,7761.0,0.0,7761.0,2007,APR,35.0,2.0,2007-04-01
Amador,146.0,0.0,0.0,419.0,0.0,0.0,565.0,0.0,0.0,357.0,860.0,1217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.0,605.0,0.0,132432.0,0.0,132432.0,2007,APR,565.0,2.0,2007-04-01
Butte,1838.0,1.0,0.0,6031.0,7.0,12.0,7869.0,8.0,12.0,4845.0,13674.0,18519.0,1.0,1.0,26.0,10.0,27.0,11.0,0.0,14.0,14.0,0.0,0.0,0.0,8647.0,8647.0,0.0,1927179.0,2812.0,1929991.0,2007,APR,7889.0,2.0,2007-04-01
Calaveras,214.0,0.0,0.0,629.0,0.0,0.0,843.0,0.0,0.0,555.0,1318.0,1873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,843.0,843.0,0.0,200858.0,0.0,200858.0,2007,APR,843.0,2.0,2007-04-01
Colusa,78.0,0.0,0.0,408.0,6.0,2.0,486.0,6.0,2.0,239.0,1099.0,1338.0,0.0,0.0,24.0,15.0,24.0,15.0,0.0,5.0,5.0,0.0,0.0,0.0,540.0,540.0,0.0,121797.0,822.0,122619.0,2007,APR,494.0,2.0,2007-04-01
Contra Costa,5088.0,30.0,0.0,8822.0,89.0,45.0,13910.0,119.0,45.0,12191.0,20020.0,32211.0,62.0,38.0,264.0,107.0,326.0,145.0,0.0,57.0,57.0,0.0,0.0,0.0,15811.0,15811.0,0.0,3556328.0,21169.0,3577497.0,2007,APR,14074.0,2.0,2007-04-01
Del Norte,409.0,0.0,0.0,1300.0,3.0,8.0,1709.0,3.0,8.0,1168.0,2714.0,3882.0,0.0,0.0,4.0,3.0,4.0,3.0,0.0,8.0,8.0,0.0,0.0,0.0,1720.0,1720.0,0.0,406435.0,555.0,406990.0,2007,APR,1720.0,2.0,2007-04-01
El Dorado,493.0,0.0,0.0,1404.0,7.0,4.0,1897.0,7.0,4.0,1272.0,2954.0,4226.0,0.0,0.0,14.0,8.0,14.0,8.0,0.0,5.0,5.0,0.0,0.0,0.0,2156.0,2156.0,0.0,467722.0,1161.0,468883.0,2007,APR,1908.0,2.0,2007-04-01
Fresno,15452.0,112.0,2.0,28188.0,336.0,27.0,43640.0,448.0,29.0,42524.0,79575.0,122099.0,336.0,131.0,1116.0,349.0,1452.0,480.0,2.0,40.0,42.0,0.0,0.0,0.0,49457.0,49457.0,0.0,13008166.0,43044.0,13051210.0,2007,APR,44117.0,2.0,2007-04-01
Glenn,208.0,0.0,0.0,635.0,2.0,0.0,843.0,2.0,0.0,563.0,1679.0,2242.0,0.0,0.0,6.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,913.0,913.0,0.0,216945.0,167.0,217112.0,2007,APR,845.0,2.0,2007-04-01
Humboldt,1117.0,0.0,0.0,3657.0,10.0,3.0,4774.0,10.0,3.0,2949.0,7297.0,10246.0,0.0,0.0,21.0,11.0,21.0,11.0,0.0,6.0,6.0,0.0,0.0,0.0,5246.0,5246.0,0.0,1104963.0,1570.0,1106533.0,2007,APR,4787.0,2.0,2007-04-01
Imperial,1509.0,0.0,0.0,4818.0,62.0,15.0,6327.0,62.0,15.0,4447.0,12923.0,17370.0,0.0,0.0,266.0,99.0,266.0,99.0,0.0,15.0,15.0,0.0,0.0,0.0,6404.0,6404.0,0.0,1809531.0,7077.0,1816608.0,2007,APR,6404.0,2.0,2007-04-01
Inyo,81.0,0.0,0.0,370.0,0.0,0.0,451.0,0.0,0.0,238.0,719.0,957.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471.0,471.0,0.0,98145.0,0.0,98145.0,2007,APR,451.0,2.0,2007-04-01
Kern,6204.0,3.0,0.0,22345.0,221.0,73.0,28549.0,224.0,73.0,17170.0,62126.0,79296.0,5.0,3.0,652.0,240.0,657.0,243.0,0.0,129.0,129.0,0.0,0.0,0.0,30638.0,30638.0,0.0,8123661.0,36680.0,8160341.0,2007,APR,28846.0,2.0,2007-04-01
Kings,1024.0,1.0,1.0,4362.0,40.0,26.0,5386.0,41.0,27.0,2874.0,10856.0,13730.0,4.0,1.0,93.0,41.0,97.0,42.0,1.0,26.0,27.0,0.0,0.0,0.0,5870.0,5870.0,0.0,1367786.0,6322.0,1374108.0,2007,APR,5454.0,2.0,2007-04-01
Lake,868.0,0.0,0.0,1458.0,7.0,0.0,2326.0,7.0,0.0,1643.0,3715.0,5358.0,0.0,0.0,18.0,7.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2510.0,2510.0,0.0,556308.0,871.0,557179.0,2007,APR,2333.0,2.0,2007-04-01
Lassen,262.0,0.0,0.0,639.0,0.0,1.0,901.0,0.0,1.0,730.0,1449.0,2179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,973.0,973.0,0.0,231689.0,155.0,231844.0,2007,APR,902.0,2.0,2007-04-01
Los Angeles,72395.0,1614.0,25.0,191330.0,3383.0,1680.0,263725.0,4997.0,1705.0,162699.0,437492.0,600191.0,3332.0,1943.0,9347.0,4040.0,12679.0,5983.0,38.0,2044.0,2082.0,0.0,0.0,0.0,303588.0,303588.0,0.0,68738426.0,731451.0,69469877.0,2007,APR,270427.0,2.0,2007-04-01
Madera,1093.0,0.0,0.0,4482.0,22.0,0.0,5575.0,22.0,0.0,3107.0,11663.0,14770.0,0.0,0.0,72.0,23.0,72.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,5967.0,5967.0,0.0,1520027.0,1737.0,1521764.0,2007,APR,5597.0,2.0,2007-04-01
Marin,459.0,1.0,0.0,1971.0,27.0,78.0,2430.0,28.0,78.0,1048.0,3233.0,4281.0,1.0,1.0,77.0,29.0,78.0,30.0,0.0,78.0,78.0,0.0,0.0,0.0,2684.0,2684.0,0.0,483072.0,6992.0,490064.0,2007,APR,2536.0,2.0,2007-04-01
Mariposa,84.0,0.0,0.0,285.0,0.0,0.0,369.0,0.0,0.0,219.0,601.0,820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,396.0,0.0,90326.0,0.0,90326.0,2007,APR,369.0,2.0,2007-04-01
Mendocino,720.0,0.0,0.0,2896.0,12.0,4.0,3616.0,12.0,4.0,1826.0,5301.0,7127.0,0.0,0.0,38.0,13.0,38.0,13.0,0.0,4.0,4.0,0.0,0.0,0.0,4090.0,4090.0,0.0,842808.0,1174.0,843982.0,2007,APR,3632.0,2.0,2007-04-01
Merced,4386.0,22.0,0.0,6594.0,34.0,4.0,10980.0,56.0,4.0,12190.0,18557.0,30747.0,53.0,22.0,117.0,36.0,170.0,58.0,0.0,4.0,4.0,0.0,0.0,0.0,11748.0,11748.0,0.0,3113351.0,4112.0,3117463.0,2007,APR,11040.0,2.0,2007-04-01
Modoc,97.0,0.0,0.0,210.0,1.0,0.0,307.0,1.0,0.0,291.0,499.0,790.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,307.0,0.0,75337.0,59.0,75396.0,2007,APR,308.0,2.0,2007-04-01
