county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail,issuances_contract_otc,issuances_other_otc,issuances_ebt,issuances_total,issuances_ebt_conv_coupon,val_issuances_fed_only,val_issuences_st_only,val_issuances_tot_all,year,month,total_households,quarter,fulldate
California,267791.0,4062.0,51.0,719140.0,10927.0,4729.0,986931.0,14989.0,4780.0,677502.0,1682044.0,2359546.0,9347.0,5074.0,30094.0,13148.0,39441.0,18222.0,71.0,6013.0,6084.0,0.0,0.0,0.0,1126246.0,1126246.0,0.0,303338598.17,2455426.82,305794024.99,2008,OCT,1006700.0,4.0,2008-10-01
Alameda,10674.0,278.0,4.0,25744.0,409.0,215.0,36418.0,687.0,219.0,24959.0,52186.0,77145.0,635.0,333.0,999.0,499.0,1634.0,832.0,9.0,276.0,285.0,0.0,0.0,0.0,37324.0,37324.0,0.0,10154362.0,124140.0,10278502.0,2008,OCT,37324.0,4.0,2008-10-01
Alpine,6.0,0.0,0.0,35.0,0.0,0.0,41.0,0.0,0.0,13.0,85.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,10029.0,0.0,10029.0,2008,OCT,41.0,4.0,2008-10-01
Amador,172.0,0.0,0.0,650.0,1.0,0.0,822.0,1.0,0.0,478.0,1268.0,1746.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889.0,889.0,0.0,222964.0,0.0,222964.0,2008,OCT,823.0,4.0,2008-10-01
Butte,1769.0,0.0,0.0,7341.0,22.0,14.0,9110.0,22.0,14.0,4494.0,15941.0,20435.0,0.0,0.0,69.0,29.0,69.0,29.0,0.0,16.0,16.0,0.0,0.0,0.0,9968.0,9968.0,0.0,2551544.0,4880.0,2556424.0,2008,OCT,9146.0,4.0,2008-10-01
Calaveras,276.0,0.0,0.0,915.0,0.0,0.0,1191.0,0.0,0.0,742.0,1887.0,2629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1191.0,1191.0,0.0,324775.0,0.0,324775.0,2008,OCT,1191.0,4.0,2008-10-01
Colusa,76.0,0.0,0.0,393.0,10.0,2.0,469.0,10.0,2.0,218.0,1007.0,1225.0,0.0,0.0,24.0,11.0,24.0,11.0,0.0,3.0,3.0,0.0,0.0,0.0,507.0,507.0,0.0,140045.0,954.0,140999.0,2008,OCT,481.0,4.0,2008-10-01
Contra Costa,5472.0,59.0,0.0,12077.0,131.0,35.0,17549.0,190.0,35.0,13264.0,26250.0,39514.0,141.0,67.0,386.0,157.0,527.0,224.0,0.0,41.0,41.0,0.0,0.0,0.0,20062.0,20062.0,0.0,5172727.0,29567.0,5202294.0,2008,OCT,17774.0,4.0,2008-10-01
Del Norte,435.0,2.0,0.0,1481.0,6.0,1.0,1916.0,8.0,1.0,1215.0,2972.0,4187.0,5.0,2.0,18.0,1.0,23.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1856.0,1856.0,0.0,520856.0,669.0,521525.0,2008,OCT,1925.0,4.0,2008-10-01
El Dorado,505.0,0.0,0.0,2117.0,14.0,5.0,2622.0,14.0,5.0,1350.0,4325.0,5675.0,0.0,0.0,35.0,16.0,35.0,16.0,0.0,6.0,6.0,0.0,0.0,0.0,2924.0,2924.0,0.0,739472.0,1829.0,741301.0,2008,OCT,2641.0,4.0,2008-10-01
Fresno,16021.0,87.0,0.0,40023.0,381.0,62.0,56044.0,468.0,62.0,43982.0,103760.0,147742.0,237.0,104.0,1125.0,405.0,1362.0,509.0,0.0,73.0,73.0,0.0,0.0,0.0,63570.0,63570.0,0.0,18578629.0,56814.0,18635443.0,2008,OCT,56574.0,4.0,2008-10-01
Glenn,226.0,0.0,0.0,718.0,3.0,0.0,944.0,3.0,0.0,623.0,1799.0,2422.0,0.0,0.0,6.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,1080.0,0.0,288468.0,522.0,288990.0,2008,OCT,947.0,4.0,2008-10-01
