county,snap_apps_rcvd,init_apps,apps_rcvd_bene_prev_30d,apps_rcvd_bene_prev_60d,apps_rcvd_bene_prev_90d,apps_rcvd_bene_over_90d,ave_days_apprv_bene,cases_sched_recert,recert_rcvd_snap_follow_mth,recert_not_rcvd_snap_follow_mth,incomp_recert_no_bene_reapp,incomp_recert_no_bene_reapp_30d,incomp_recert_no_bene_reapp_60d,incomp_recert_no_bene_reapp_90d,avg_days_btw_notice_recert,pct_reapps_churning,pct_reapps_churning_in_30d,pct_recerts_churning,pct_recerts_churning_in_30d,year,month,pct_apps_rcvd_from_this_county,pct_cases_sched_recert_this_county,quarter,fulldate
California,444143.0,197142.0,63341.0,30218.0,18179.0,135263.0,10.7,470747.0,343456.0,127291.0,61324.0,46108.0,9373.0,5843.0,28.9,0.2516,0.1426,0.1381,0.1038,2017,MAR,1.0,1.0,1.0,2017-03-01
Alameda,14814.0,6641.0,1667.0,960.0,605.0,4941.0,5.7,12877.0,10017.0,2860.0,1449.0,851.0,357.0,241.0,38.7,0.2182,0.1125,0.0978,0.0574,2017,MAR,0.0333541224335,0.0273543963105,1.0,2017-03-01
Alpine,12.0,5.0,1.0,1.0,2.0,3.0,4.7,27.0,11.0,16.0,1.0,1.0,0.0,0.0,26.3,0.3333,0.0833,0.0833,0.0833,2017,MAR,2.70183251791e-05,5.73556496377e-05,1.0,2017-03-01
Amador,387.0,182.0,41.0,14.0,14.0,136.0,9.0,550.0,332.0,218.0,106.0,99.0,5.0,2.0,24.3,0.1783,0.1059,0.2739,0.2558,2017,MAR,0.000871340987024,0.00116835582595,1.0,2017-03-01
Butte,4406.0,1980.0,628.0,295.0,180.0,1323.0,18.0,5064.0,2912.0,2152.0,1161.0,1019.0,99.0,43.0,27.0,0.2503,0.1425,0.2635,0.2313,2017,MAR,0.00992022839491,0.010757370732,1.0,2017-03-01
Calaveras,646.0,305.0,75.0,39.0,30.0,197.0,9.0,809.0,501.0,308.0,221.0,210.0,6.0,5.0,27.3,0.2229,0.1161,0.3421,0.3251,2017,MAR,0.00145448650547,0.00171854520581,1.0,2017-03-01
Colusa,217.0,106.0,24.0,14.0,7.0,66.0,11.7,178.0,101.0,77.0,34.0,34.0,0.0,0.0,22.3,0.2074,0.1106,0.1567,0.1567,2017,MAR,0.000488581380321,0.000378122430945,1.0,2017-03-01
Contra Costa,8731.0,4498.0,746.0,470.0,318.0,2699.0,11.0,6900.0,5537.0,1363.0,717.0,422.0,170.0,125.0,35.7,0.1757,0.0854,0.0821,0.0483,2017,MAR,0.0196580830949,0.0146575549074,1.0,2017-03-01
Del Norte,599.0,302.0,91.0,23.0,17.0,166.0,12.3,741.0,473.0,268.0,219.0,208.0,8.0,3.0,27.0,0.2187,0.1519,0.3656,0.3472,2017,MAR,0.00134866473185,0.00157409394006,1.0,2017-03-01
El Dorado,1705.0,757.0,242.0,89.0,51.0,566.0,9.7,2302.0,1221.0,1081.0,466.0,419.0,27.0,20.0,27.3,0.224,0.1419,0.2733,0.2457,2017,MAR,0.00383885370252,0.00489010020244,1.0,2017-03-01
