county,snap_apps_rcvd,init_apps,apps_rcvd_bene_prev_30d,apps_rcvd_bene_prev_60d,apps_rcvd_bene_prev_90d,apps_rcvd_bene_over_90d,ave_days_apprv_bene,cases_sched_recert,recert_rcvd_snap_follow_mth,recert_not_rcvd_snap_follow_mth,incomp_recert_no_bene_reapp,incomp_recert_no_bene_reapp_30d,incomp_recert_no_bene_reapp_60d,incomp_recert_no_bene_reapp_90d,avg_days_btw_notice_recert,pct_reapps_churning,pct_reapps_churning_in_30d,pct_recerts_churning,pct_recerts_churning_in_30d,year,month,pct_apps_rcvd_from_this_county,pct_cases_sched_recert_this_county,quarter,fulldate
California,451240.0,213002.0,68166.0,25007.0,16334.0,128731.0,11.1,508704.0,353013.0,155691.0,73066.0,53204.0,12510.0,7352.0,29.6,0.2427,0.15109999999999998,0.16190000000000002,0.11789999999999999,2016,JUN,1.0,1.0,2.0,2016-06-01
Alameda,13725.0,6318.0,1497.0,838.0,533.0,4539.0,8.3,15661.0,11544.0,4117.0,1907.0,1076.0,516.0,315.0,40.0,0.209,0.1091,0.1389,0.0784,2016,JUN,0.030416186508288274,0.03078607598918035,2.0,2016-06-01
Alpine,17.0,6.0,3.0,1.0,0.0,7.0,6.0,15.0,7.0,8.0,1.0,1.0,0.0,0.0,25.3,0.2353,0.1765,0.0588,0.0588,2016,JUN,3.767396507401826e-05,2.948669560294395e-05,2.0,2016-06-01
Amador,442.0,224.0,42.0,25.0,18.0,133.0,10.0,578.0,308.0,270.0,121.0,111.0,9.0,1.0,25.0,0.1923,0.095,0.2738,0.2511,2016,JUN,0.0009795230919244747,0.0011362206705667736,2.0,2016-06-01
Butte,4204.0,1973.0,607.0,203.0,150.0,1271.0,15.3,4940.0,2891.0,2049.0,1162.0,1016.0,96.0,50.0,26.3,0.2284,0.1444,0.2764,0.24170000000000003,2016,JUN,0.009316549951245458,0.009710951751902874,2.0,2016-06-01
Calaveras,588.0,302.0,51.0,39.0,22.0,174.0,12.0,875.0,523.0,352.0,210.0,183.0,15.0,12.0,26.7,0.1905,0.0867,0.35710000000000003,0.31120000000000003,2016,JUN,0.001303075968442514,0.0017200572435050639,2.0,2016-06-01
Colusa,204.0,104.0,16.0,7.0,6.0,71.0,18.3,190.0,100.0,90.0,56.0,50.0,4.0,2.0,25.7,0.1422,0.0784,0.27449999999999997,0.2451,2016,JUN,0.00045208758088821914,0.00037349814430395674,2.0,2016-06-01
Contra Costa,8474.0,4394.0,831.0,396.0,278.0,2575.0,11.3,7848.0,5967.0,1881.0,944.0,580.0,223.0,141.0,38.7,0.1776,0.0981,0.1114,0.0684,2016,JUN,0.018779363531601808,0.015427439139460276,2.0,2016-06-01
Del Norte,528.0,261.0,89.0,20.0,17.0,141.0,12.3,800.0,508.0,292.0,255.0,239.0,13.0,3.0,27.7,0.2386,0.1686,0.483,0.45270000000000005,2016,JUN,0.0011701090328871554,0.001572623765490344,2.0,2016-06-01
El Dorado,1843.0,876.0,227.0,114.0,85.0,541.0,9.7,2235.0,1187.0,1048.0,484.0,419.0,49.0,16.0,27.0,0.2311,0.1232,0.2626,0.2273,2016,JUN,0.004084301037142097,0.004393517644838649,2.0,2016-06-01
