county,snap_apps_rcvd,init_apps,apps_rcvd_bene_prev_30d,apps_rcvd_bene_prev_60d,apps_rcvd_bene_prev_90d,apps_rcvd_bene_over_90d,ave_days_apprv_bene,cases_sched_recert,recert_rcvd_snap_follow_mth,recert_not_rcvd_snap_follow_mth,incomp_recert_no_bene_reapp,incomp_recert_no_bene_reapp_30d,incomp_recert_no_bene_reapp_60d,incomp_recert_no_bene_reapp_90d,avg_days_btw_notice_recert,pct_reapps_churning,pct_reapps_churning_in_30d,pct_recerts_churning,pct_recerts_churning_in_30d,year,month,pct_apps_rcvd_from_this_county,pct_cases_sched_recert_this_county,quarter,fulldate
California,473890.0,245325.0,56670.0,22774.0,15537.0,133584.0,13.2,460588.0,356248.0,104340.0,66972.0,53633.0,8257.0,5082.0,29.2,0.2004,0.1196,0.1413,0.1132,2014,MAR,1.0,1.0,1.0,2014-03-01
Alameda,14417.0,7331.0,1447.0,827.0,554.0,4258.0,15.3,17174.0,13476.0,3698.0,1755.0,941.0,492.0,322.0,40.7,0.1962,0.1004,0.1217,0.0653,2014,MAR,0.0304226719281,0.0372871199423,1.0,2014-03-01
Alpine,19.0,15.0,0.0,0.0,2.0,2.0,5.0,17.0,8.0,9.0,0.0,0.0,0.0,0.0,25.7,0.1053,0.0,0.0,0.0,2014,MAR,4.00936926291e-05,3.69093419716e-05,1.0,2014-03-01
Amador,450.0,239.0,61.0,17.0,19.0,114.0,8.7,591.0,324.0,267.0,120.0,112.0,8.0,0.0,25.7,0.2156,0.1356,0.2667,0.2489,2014,MAR,0.000949587457005,0.00128314241795,1.0,2014-03-01
Butte,4262.0,2247.0,583.0,186.0,135.0,1111.0,16.0,4665.0,2759.0,1906.0,1343.0,1213.0,92.0,38.0,28.0,0.2121,0.1368,0.3151,0.2846,2014,MAR,0.00899364831501,0.0101283576646,1.0,2014-03-01
Calaveras,628.0,354.0,68.0,27.0,13.0,166.0,14.0,825.0,501.0,324.0,138.0,128.0,8.0,2.0,21.0,0.172,0.1083,0.2197,0.2038,2014,MAR,0.00132520205111,0.0017911886545,1.0,2014-03-01
Colusa,249.0,163.0,14.0,7.0,9.0,56.0,29.3,296.0,149.0,147.0,82.0,73.0,5.0,4.0,27.7,0.1205,0.0562,0.3293,0.2932,2014,MAR,0.000525438392876,0.000642656777858,1.0,2014-03-01
Contra Costa,9001.0,5155.0,720.0,331.0,247.0,2548.0,13.0,8147.0,6658.0,1489.0,839.0,527.0,187.0,125.0,38.3,0.1442,0.08,0.0932,0.0585,2014,MAR,0.0189938593344,0.0176882593554,1.0,2014-03-01
Del Norte,555.0,273.0,90.0,26.0,14.0,152.0,13.3,842.0,539.0,303.0,228.0,219.0,6.0,3.0,28.7,0.2342,0.1622,0.4108,0.3946,2014,MAR,0.00117115786364,0.00182809799647,1.0,2014-03-01
El Dorado,2035.0,1150.0,223.0,74.0,63.0,525.0,14.0,2188.0,1124.0,1064.0,486.0,430.0,34.0,22.0,29.0,0.1769,0.1096,0.2388,0.2113,2014,MAR,0.00429424550001,0.00475044942552,1.0,2014-03-01
Fresno,17268.0,7323.0,2271.0,988.0,657.0,6029.0,9.0,23265.0,20355.0,2910.0,2135.0,1298.0,488.0,349.0,45.3,0.2268,0.1315,0.1236,0.0752,2014,MAR,0.0364388360168,0.050511520057,1.0,2014-03-01
Glenn,381.0,191.0,53.0,15.0,16.0,106.0,9.7,460.0,266.0,194.0,65.0,58.0,4.0,3.0,22.3,0.2205,0.1391,0.1706,0.1522,2014,MAR,0.000803984046931,0.000998723370995,1.0,2014-03-01
Humboldt,3368.0,2019.0,286.0,96.0,82.0,885.0,12.7,3034.0,1775.0,1259.0,752.0,687.0,47.0,18.0,30.3,0.1378,0.0849,0.2233,0.204,2014,MAR,0.00710713456709,0.00658723197304,1.0,2014-03-01
Imperial,4040.0,2006.0,536.0,195.0,164.0,1139.0,16.0,4765.0,3296.0,1469.0,1023.0,887.0,88.0,48.0,22.7,0.2215,0.1327,0.2532,0.2196,2014,MAR,0.00852518516955,0.0103454714409,1.0,2014-03-01
Inyo,240.0,128.0,25.0,9.0,5.0,73.0,9.0,345.0,172.0,173.0,75.0,63.0,8.0,4.0,29.0,0.1625,0.1042,0.3125,0.2625,2014,MAR,0.000506446643736,0.000749042528247,1.0,2014-03-01
Kern,16220.0,6845.0,3233.0,869.0,592.0,4681.0,15.0,18595.0,11944.0,6651.0,3933.0,3389.0,364.0,180.0,22.3,0.2894,0.1993,0.2425,0.2089,2014,MAR,0.0342273523392,0.0403723067036,1.0,2014-03-01
Kings,2266.0,966.0,424.0,105.0,84.0,687.0,14.7,3019.0,1925.0,1094.0,937.0,861.0,48.0,28.0,27.0,0.2705,0.1871,0.4135,0.38,2014,MAR,0.00478170039461,0.0065546649066,1.0,2014-03-01
Lake,1270.0,767.0,71.0,42.0,35.0,355.0,18.7,1615.0,979.0,636.0,482.0,431.0,27.0,24.0,30.0,0.1165,0.0559,0.3795,0.3394,2014,MAR,0.0026799468231,0.0035063874873,1.0,2014-03-01
Lassen,407.0,230.0,32.0,19.0,19.0,107.0,16.0,478.0,284.0,194.0,103.0,92.0,5.0,6.0,30.3,0.172,0.0786,0.2531,0.226,2014,MAR,0.000858849100002,0.00103780385073,1.0,2014-03-01
Los Angeles,121636.0,68135.0,11504.0,5892.0,3905.0,32200.0,12.7,82075.0,80845.0,1230.0,1091.0,736.0,203.0,152.0,30.7,0.1751,0.0946,0.9,0.61,2014,MAR,0.256675599823,0.178196131901,1.0,2014-03-01
Madera,2083.0,1083.0,289.0,87.0,83.0,541.0,13.3,2896.0,1978.0,918.0,572.0,529.0,28.0,15.0,24.7,0.2204,0.1387,0.2746,0.254,2014,MAR,0.00439553482876,0.00628761496174,1.0,2014-03-01
Marin,1446.0,822.0,193.0,53.0,47.0,331.0,12.3,1833.0,1083.0,750.0,364.0,300.0,39.0,25.0,28.3,0.2026,0.1335,0.2517,0.2075,2014,MAR,0.00305134102851,0.00397969551964,1.0,2014-03-01
Mariposa,232.0,141.0,19.0,6.0,7.0,59.0,17.3,293.0,174.0,119.0,52.0,45.0,3.0,4.0,23.3,0.1379,0.0819,0.2241,0.194,2014,MAR,0.000489565088945,0.000636143364569,1.0,2014-03-01
Mendocino,1448.0,818.0,156.0,40.0,31.0,403.0,8.3,2097.0,1254.0,843.0,360.0,286.0,53.0,21.0,28.3,0.1568,0.1077,0.2486,0.1975,2014,MAR,0.00305556141721,0.00455287588908,1.0,2014-03-01
Merced,4683.0,2140.0,678.0,199.0,143.0,1523.0,14.3,6658.0,4602.0,2056.0,1699.0,1536.0,106.0,57.0,25.7,0.2178,0.1448,0.3628,0.328,2014,MAR,0.0098820401359,0.0144554352263,1.0,2014-03-01
