county,snap_apps_rcvd,init_apps,apps_rcvd_bene_prev_30d,apps_rcvd_bene_prev_60d,apps_rcvd_bene_prev_90d,apps_rcvd_bene_over_90d,ave_days_apprv_bene,cases_sched_recert,recert_rcvd_snap_follow_mth,recert_not_rcvd_snap_follow_mth,incomp_recert_no_bene_reapp,incomp_recert_no_bene_reapp_30d,incomp_recert_no_bene_reapp_60d,incomp_recert_no_bene_reapp_90d,avg_days_btw_notice_recert,pct_reapps_churning,pct_reapps_churning_in_30d,pct_recerts_churning,pct_recerts_churning_in_30d,year,month,pct_apps_rcvd_from_this_county,pct_cases_sched_recert_this_county,quarter,fulldate
California,473890.0,245325.0,56670.0,22774.0,15537.0,133584.0,13.2,460588.0,356248.0,104340.0,66972.0,53633.0,8257.0,5082.0,29.2,0.2004,0.11960000000000001,0.1413,0.11320000000000001,2014,JUN,1.0,1.0,2.0,2014-06-01
Alameda,14417.0,7331.0,1447.0,827.0,554.0,4258.0,15.3,17174.0,13476.0,3698.0,1755.0,941.0,492.0,322.0,40.7,0.1962,0.10039999999999999,0.1217,0.0653,2014,JUN,0.030422671928084576,0.03728711994233458,2.0,2014-06-01
Alpine,19.0,15.0,0.0,0.0,2.0,2.0,5.0,17.0,8.0,9.0,0.0,0.0,0.0,0.0,25.7,0.10529999999999999,0.0,0.0,0.0,2014,JUN,4.0093692629091136e-05,3.690934197156678e-05,2.0,2014-06-01
Amador,450.0,239.0,61.0,17.0,19.0,114.0,8.7,591.0,324.0,267.0,120.0,112.0,8.0,0.0,25.7,0.21559999999999999,0.1356,0.2667,0.2489,2014,JUN,0.0009495874570047901,0.0012831424179527038,2.0,2014-06-01
Butte,4262.0,2247.0,583.0,186.0,135.0,1111.0,16.0,4665.0,2759.0,1906.0,1343.0,1213.0,92.0,38.0,28.0,0.2121,0.1368,0.3151,0.2846,2014,JUN,0.008993648315009812,0.01012835766455053,2.0,2014-06-01
Calaveras,628.0,354.0,68.0,27.0,13.0,166.0,14.0,825.0,501.0,324.0,138.0,128.0,8.0,2.0,21.0,0.172,0.10830000000000001,0.21969999999999998,0.20379999999999998,2014,JUN,0.0013252020511089072,0.0017911886545025056,2.0,2014-06-01
Colusa,249.0,163.0,14.0,7.0,9.0,56.0,29.3,296.0,149.0,147.0,82.0,73.0,5.0,4.0,27.7,0.12050000000000001,0.0562,0.3293,0.2932,2014,JUN,0.0005254383928759838,0.0006426567778578686,2.0,2014-06-01
Contra Costa,9001.0,5155.0,720.0,331.0,247.0,2548.0,13.0,8147.0,6658.0,1489.0,839.0,527.0,187.0,125.0,38.3,0.1442,0.08,0.0932,0.058499999999999996,2014,JUN,0.018993859334444703,0.017688259355432622,2.0,2014-06-01
Del Norte,555.0,273.0,90.0,26.0,14.0,152.0,13.3,842.0,539.0,303.0,228.0,219.0,6.0,3.0,28.7,0.23420000000000002,0.16219999999999998,0.4108,0.3946,2014,JUN,0.0011711578636392412,0.0018280979964740722,2.0,2014-06-01
El Dorado,2035.0,1150.0,223.0,74.0,63.0,525.0,14.0,2188.0,1124.0,1064.0,486.0,430.0,34.0,22.0,29.0,0.1769,0.1096,0.23879999999999998,0.2113,2014,JUN,0.004294245500010551,0.0047504494255169475,2.0,2014-06-01
