county,snap_apps_rcvd,init_apps,apps_rcvd_bene_prev_30d,apps_rcvd_bene_prev_60d,apps_rcvd_bene_prev_90d,apps_rcvd_bene_over_90d,ave_days_apprv_bene,cases_sched_recert,recert_rcvd_snap_follow_mth,recert_not_rcvd_snap_follow_mth,incomp_recert_no_bene_reapp,incomp_recert_no_bene_reapp_30d,incomp_recert_no_bene_reapp_60d,incomp_recert_no_bene_reapp_90d,avg_days_btw_notice_recert,pct_reapps_churning,pct_reapps_churning_in_30d,pct_recerts_churning,pct_recerts_churning_in_30d,year,month,pct_apps_rcvd_from_this_county,pct_cases_sched_recert_this_county,quarter,fulldate
California,497532.0,255114.0,44188.0,26790.0,20126.0,151314.0,13.9,445195.0,365143.0,80052.0,57442.0,45353.0,7461.0,4628.0,34.3,0.18309999999999998,0.0888,0.1155,0.09119999999999999,2012,SEP,1.0,1.0,3.0,2012-09-01
Alameda,14710.0,8019.0,1244.0,901.0,553.0,3993.0,14.3,15466.0,12704.0,2762.0,1386.0,664.0,432.0,290.0,44.3,0.1834,0.08460000000000001,0.0942,0.0451,2012,SEP,0.029565937467338783,0.034739833106840826,3.0,2012-09-01
Alpine,23.0,11.0,0.0,1.0,1.0,10.0,3.7,35.0,33.0,2.0,2.0,2.0,0.0,0.0,27.3,0.087,0.0,0.087,0.087,2012,SEP,4.622818230787165e-05,7.861723514415032e-05,3.0,2012-09-01
Amador,527.0,312.0,15.0,23.0,36.0,141.0,13.0,567.0,396.0,171.0,120.0,105.0,10.0,5.0,29.7,0.1404,0.0285,0.22769999999999999,0.19920000000000002,2012,SEP,0.0010592283511412332,0.0012735992093352352,3.0,2012-09-01
Butte,3990.0,2203.0,151.0,191.0,186.0,1259.0,15.3,4193.0,2560.0,1633.0,1191.0,1110.0,50.0,31.0,37.7,0.1323,0.0378,0.2985,0.2782,2012,SEP,0.008019584669930779,0.009418344770269208,3.0,2012-09-01
Calaveras,660.0,376.0,22.0,36.0,35.0,191.0,11.0,807.0,547.0,260.0,155.0,136.0,12.0,7.0,35.3,0.1409,0.0333,0.2348,0.2061,2012,SEP,0.0013265478401389258,0.0018126888217522659,3.0,2012-09-01
Colusa,320.0,145.0,13.0,14.0,15.0,133.0,17.0,270.0,213.0,57.0,36.0,33.0,1.0,2.0,28.7,0.1313,0.0406,0.1125,0.10310000000000001,2012,SEP,0.0006431747103703882,0.0006064758139691596,3.0,2012-09-01
Contra Costa,9458.0,5478.0,987.0,467.0,249.0,2277.0,15.3,7704.0,6320.0,1384.0,851.0,448.0,236.0,167.0,49.0,0.1801,0.10439999999999999,0.09,0.047400000000000005,2012,SEP,0.01900983253338479,0.017304776558586688,3.0,2012-09-01
Del Norte,697.0,319.0,54.0,53.0,58.0,213.0,7.3,826.0,573.0,253.0,196.0,174.0,17.0,5.0,27.0,0.23670000000000002,0.0775,0.2812,0.24960000000000002,2012,SEP,0.0014009149160255018,0.0018553667494019474,3.0,2012-09-01
El Dorado,2453.0,1435.0,92.0,92.0,128.0,706.0,13.0,2027.0,1366.0,661.0,481.0,426.0,42.0,13.0,36.3,0.1272,0.0375,0.1961,0.17370000000000002,2012,SEP,0.004930336139183008,0.004553061018205505,3.0,2012-09-01
Fresno,19085.0,6984.0,3054.0,1534.0,1084.0,6429.0,7.0,23199.0,20959.0,2240.0,2173.0,1371.0,470.0,332.0,50.0,0.29719999999999996,0.16,0.1139,0.0718,2012,SEP,0.038359341710683934,0.05210974966026123,3.0,2012-09-01
Glenn,495.0,261.0,26.0,28.0,29.0,151.0,12.7,476.0,339.0,137.0,104.0,94.0,5.0,5.0,30.7,0.1677,0.0525,0.2101,0.18989999999999999,2012,SEP,0.0009949108801041943,0.0010691943979604442,3.0,2012-09-01
Humboldt,3148.0,1783.0,148.0,146.0,135.0,936.0,16.0,2786.0,1573.0,1213.0,849.0,749.0,62.0,38.0,42.3,0.1363,0.047,0.2697,0.2379,2012,SEP,0.006327231213268694,0.006257931917474365,3.0,2012-09-01
Imperial,3163.0,1660.0,196.0,126.0,148.0,1033.0,14.3,3548.0,2678.0,870.0,575.0,521.0,32.0,22.0,26.3,0.14859999999999998,0.062,0.1818,0.16469999999999999,2012,SEP,0.006357380027817306,0.007969541436898438,3.0,2012-09-01
Inyo,303.0,147.0,17.0,18.0,13.0,108.0,8.7,343.0,262.0,81.0,67.0,63.0,4.0,0.0,28.3,0.15839999999999999,0.056100000000000004,0.2211,0.2079,2012,SEP,0.0006090060538819613,0.0007704489044126731,3.0,2012-09-01
Kern,17301.0,7461.0,1082.0,981.0,1028.0,6749.0,15.7,18304.0,13165.0,5139.0,3481.0,2997.0,321.0,163.0,25.7,0.1787,0.0625,0.20120000000000002,0.1732,2012,SEP,0.03477364270036902,0.041114567773672214,3.0,2012-09-01
Kings,2761.0,1174.0,153.0,186.0,190.0,1058.0,16.0,3061.0,2350.0,711.0,521.0,464.0,38.0,19.0,28.3,0.1916,0.0554,0.1887,0.1681,2012,SEP,0.005549391797914506,0.006875638765035546,3.0,2012-09-01
Lake,1370.0,807.0,26.0,48.0,59.0,430.0,19.3,1558.0,1000.0,558.0,409.0,379.0,24.0,6.0,37.0,0.0971,0.019,0.2985,0.2766,2012,SEP,0.0027535917287732246,0.0034995900672738912,3.0,2012-09-01
Lassen,476.0,216.0,47.0,21.0,33.0,159.0,12.0,482.0,335.0,147.0,89.0,82.0,4.0,3.0,5.3,0.2122,0.0987,0.187,0.1723,2012,SEP,0.0009567223816759525,0.00108267163827087,3.0,2012-09-01
Los Angeles,127647.0,70576.0,13711.0,5893.0,3662.0,33805.0,13.0,80990.0,80372.0,618.0,465.0,18.0,287.0,160.0,31.3,0.18230000000000002,0.1074,0.36,0.01,2012,SEP,0.25656038204577797,0.18192028212356384,3.0,2012-09-01
Madera,3204.0,1316.0,174.0,225.0,216.0,1273.0,20.7,3628.0,2639.0,989.0,760.0,661.0,70.0,29.0,29.7,0.19190000000000002,0.054299999999999994,0.2372,0.20629999999999998,2012,SEP,0.006439786787583513,0.008149237974370782,3.0,2012-09-01
Marin,1535.0,887.0,63.0,58.0,56.0,471.0,16.3,1674.0,1175.0,499.0,292.0,268.0,15.0,9.0,31.0,0.1153,0.040999999999999995,0.1902,0.1746,2012,SEP,0.003085228688807956,0.0037601500466087896,3.0,2012-09-01
Mariposa,255.0,150.0,12.0,15.0,10.0,68.0,16.3,291.0,208.0,83.0,50.0,46.0,2.0,2.0,36.3,0.1451,0.0471,0.1961,0.1804,2012,SEP,0.0005125298473264031,0.0006536461550556498,3.0,2012-09-01
Mendocino,1849.0,854.0,123.0,108.0,120.0,644.0,10.0,2360.0,1407.0,953.0,567.0,482.0,53.0,32.0,39.0,0.1898,0.0665,0.30670000000000003,0.2607,2012,SEP,0.0037163438733588995,0.0053010478554341356,3.0,2012-09-01
Merced,5466.0,1940.0,337.0,370.0,363.0,2456.0,13.0,6909.0,4843.0,2066.0,1594.0,1462.0,100.0,32.0,31.0,0.19579999999999997,0.0617,0.2916,0.2675,2012,SEP,0.010986228021514194,0.015519042217455273,3.0,2012-09-01
Modoc,159.0,83.0,13.0,8.0,10.0,45.0,18.3,178.0,128.0,50.0,42.0,37.0,4.0,1.0,26.7,0.195,0.0818,0.2642,0.2327,2012,SEP,0.00031957743421528664,0.0003998247958759645,3.0,2012-09-01
Mono,260.0,125.0,5.0,23.0,20.0,87.0,11.7,272.0,233.0,39.0,25.0,24.0,1.0,0.0,18.3,0.18460000000000001,0.0192,0.0962,0.09230000000000001,2012,SEP,0.0005225794521759405,0.0006109682274059682,3.0,2012-09-01
Monterey,9092.0,3115.0,344.0,378.0,522.0,4733.0,19.3,8445.0,6997.0,1448.0,1090.0,996.0,66.0,28.0,23.0,0.1368,0.0378,0.1199,0.10949999999999999,2012,SEP,0.018274201458398656,0.01896921573692427,3.0,2012-09-01
Napa,1301.0,733.0,48.0,45.0,41.0,434.0,28.3,1232.0,679.0,553.0,419.0,347.0,53.0,19.0,49.7,0.10300000000000001,0.0369,0.3221,0.2667,2012,SEP,0.0026149071818496097,0.0027673266770740913,3.0,2012-09-01
Nevada,1184.0,759.0,39.0,65.0,49.0,272.0,9.7,1117.0,787.0,330.0,220.0,191.0,16.0,13.0,33.3,0.1292,0.0329,0.1858,0.1613,2012,SEP,0.0023797464283704366,0.002509012904457597,3.0,2012-09-01
Orange,23722.0,13786.0,2029.0,1236.0,801.0,5870.0,5.0,22367.0,19365.0,3002.0,1920.0,1203.0,444.0,273.0,36.7,0.1714,0.0855,0.0809,0.0507,2012,SEP,0.04767934524814484,0.05024090567054886,3.0,2012-09-01
Placer,3302.0,1977.0,288.0,163.0,126.0,748.0,8.7,1982.0,1606.0,376.0,217.0,129.0,46.0,42.0,41.7,0.1747,0.0872,0.06570000000000001,0.0391,2012,SEP,0.006636759042634444,0.004451981715877312,3.0,2012-09-01
Plumas,332.0,197.0,10.0,11.0,10.0,104.0,16.7,248.0,176.0,72.0,58.0,56.0,1.0,1.0,35.7,0.0934,0.0301,0.1747,0.16870000000000002,2012,SEP,0.0006672937620092778,0.000557059266164265,3.0,2012-09-01
Riverside,33602.0,17738.0,1099.0,1634.0,1399.0,11732.0,11.3,31904.0,21898.0,10006.0,6833.0,6246.0,377.0,210.0,30.7,0.12300000000000001,0.0327,0.2034,0.1859,2012,SEP,0.06753736443083058,0.07166297914397061,3.0,2012-09-01
Sacramento,23055.0,12935.0,2075.0,1132.0,766.0,6147.0,9.7,23697.0,21010.0,2687.0,1946.0,1197.0,455.0,294.0,40.3,0.1723,0.09,0.08439999999999999,0.0519,2012,SEP,0.04633872796121657,0.05322836060602657,3.0,2012-09-01
San Benito,921.0,427.0,40.0,43.0,56.0,355.0,17.7,912.0,646.0,266.0,189.0,159.0,19.0,11.0,37.7,0.1509,0.0434,0.2052,0.1726,2012,SEP,0.0018511372132847736,0.0020485405271847166,3.0,2012-09-01
San Bernardino,38674.0,18867.0,1692.0,1769.0,1672.0,14674.0,10.7,42311.0,29979.0,12332.0,9294.0,8646.0,423.0,225.0,30.3,0.13269999999999998,0.0438,0.2403,0.2236,2012,SEP,0.07773168359020123,0.09503925246240412,3.0,2012-09-01
San Diego,41317.0,20107.0,6988.0,2701.0,1708.0,9813.0,9.7,31667.0,25948.0,5719.0,5166.0,3226.0,1134.0,806.0,37.7,0.2758,0.1691,0.125,0.0781,2012,SEP,0.08304390471366666,0.0711306281517088,3.0,2012-09-01
San Francisco,8403.0,4430.0,733.0,535.0,338.0,2367.0,7.3,6560.0,5013.0,1547.0,979.0,592.0,262.0,125.0,37.3,0.1911,0.0872,0.1165,0.0705,2012,SEP,0.016889365910132414,0.014735116072732174,3.0,2012-09-01
San Joaquin,10944.0,5748.0,614.0,487.0,501.0,3594.0,17.3,12736.0,9570.0,3166.0,2176.0,1973.0,128.0,75.0,28.0,0.1464,0.056100000000000004,0.19879999999999998,0.18030000000000002,2012,SEP,0.02199657509466728,0.0286076887655971,3.0,2012-09-01
