county,snap_apps_rcvd,init_apps,apps_rcvd_bene_prev_30d,apps_rcvd_bene_prev_60d,apps_rcvd_bene_prev_90d,apps_rcvd_bene_over_90d,ave_days_apprv_bene,cases_sched_recert,recert_rcvd_snap_follow_mth,recert_not_rcvd_snap_follow_mth,incomp_recert_no_bene_reapp,incomp_recert_no_bene_reapp_30d,incomp_recert_no_bene_reapp_60d,incomp_recert_no_bene_reapp_90d,avg_days_btw_notice_recert,pct_reapps_churning,pct_reapps_churning_in_30d,pct_recerts_churning,pct_recerts_churning_in_30d,year,month,pct_apps_rcvd_from_this_county,pct_cases_sched_recert_this_county,quarter,fulldate
California,508707.0,268189.0,51116.0,27797.0,20152.0,141453.0,14.4,385758.0,316697.0,69061.0,48458.0,37476.0,6647.0,4335.0,37.6,0.195,0.1,0.095,0.07400000000000001,2012,MAR,1.0,1.0,1.0,2012-03-01
Alameda,16105.0,8998.0,1860.0,889.0,551.0,3807.0,13.7,14337.0,12087.0,2250.0,1096.0,493.0,366.0,237.0,45.7,0.205,0.115,0.068,0.031,2012,MAR,0.03165869547696415,0.037165787877373894,1.0,2012-03-01
Alpine,23.0,17.0,0.0,0.0,0.0,6.0,0.7,21.0,18.0,3.0,1.0,1.0,0.0,0.0,24.3,0.0,0.0,0.043,0.043,2012,MAR,4.521266662341977e-05,5.443827477330347e-05,1.0,2012-03-01
Amador,578.0,369.0,21.0,17.0,20.0,151.0,14.0,510.0,351.0,159.0,113.0,96.0,10.0,7.0,38.7,0.1,0.036000000000000004,0.196,0.166,2012,MAR,0.0011362139699276795,0.0013220723873516556,1.0,2012-03-01
Butte,4249.0,2640.0,120.0,180.0,169.0,1140.0,20.3,3936.0,2341.0,1595.0,1198.0,1106.0,64.0,28.0,47.0,0.11,0.027999999999999997,0.282,0.26,2012,MAR,0.008352548716648287,0.010203288071796308,1.0,2012-03-01
Calaveras,706.0,445.0,6.0,22.0,24.0,209.0,13.3,664.0,469.0,195.0,135.0,115.0,13.0,7.0,39.0,0.07400000000000001,0.8,0.191,0.163,2012,MAR,0.0013878322885275806,0.001721286402355881,1.0,2012-03-01
Colusa,305.0,165.0,11.0,14.0,15.0,100.0,19.0,183.0,139.0,44.0,25.0,24.0,1.0,0.0,33.3,0.131,0.036000000000000004,0.08199999999999999,0.079,2012,MAR,0.0005995592747888274,0.0004743906801673588,1.0,2012-03-01
Contra Costa,10726.0,6305.0,1157.0,509.0,325.0,2430.0,14.0,7005.0,5658.0,1347.0,1138.0,780.0,207.0,151.0,50.3,0.18600000000000003,0.10800000000000001,0.106,0.073,2012,MAR,0.021084828791426105,0.0181590530850948,1.0,2012-03-01
Del Norte,746.0,395.0,29.0,30.0,44.0,248.0,8.7,736.0,510.0,226.0,173.0,157.0,10.0,6.0,32.3,0.138,0.039,0.23199999999999998,0.21,2012,MAR,0.00146646301309005,0.0019079319158643502,1.0,2012-03-01
El Dorado,2449.0,1536.0,60.0,111.0,123.0,619.0,13.7,1945.0,1334.0,611.0,422.0,382.0,26.0,14.0,41.0,0.12,0.024,0.172,0.156,2012,MAR,0.004814166111337175,0.005042021163527393,1.0,2012-03-01
